59307;16.06.21 11:14:54;10;Repair_strategy;force > max. force (8);20210615082954P0050;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;1,90;0,06;0,00;0,00;
0,00;0,00;2,17;0,34;0,00;0,00;
0,00;0,00;2,96;0,31;0,00;0,00;
0,00;0,00;4,23;0,31;0,00;0,00;
0,00;0,00;6,02;0,29;0,00;0,00;
0,00;0,00;8,33;0,34;0,00;0,00;
0,00;0,00;11,15;0,31;0,00;0,00;
0,00;0,00;14,31;0,20;0,00;0,00;
0,00;0,00;17,42;0,27;0,00;0,00;
0,00;0,00;20,64;0,22;0,00;0,00;
0,00;0,00;23,85;0,22;0,00;0,00;
0,00;0,00;27,05;0,24;0,00;0,00;
0,00;0,00;30,25;0,22;0,00;0,00;
0,00;0,00;33,45;0,22;0,00;0,00;
0,00;0,00;36,65;0,24;0,00;0,00;
0,00;0,00;39,85;0,24;0,00;0,00;
0,00;0,00;43,05;0,20;0,00;0,00;
0,00;0,00;46,25;0,20;0,00;0,00;
0,00;0,00;49,45;0,22;0,00;0,00;
0,00;0,00;52,65;0,22;0,00;0,00;
0,00;0,00;55,85;0,22;0,00;0,00;
0,00;0,00;59,05;0,24;0,00;0,00;
0,00;0,00;62,25;0,20;0,00;0,00;
0,00;0,00;65,45;0,24;0,00;0,00;
0,00;0,00;68,65;0,20;0,00;0,00;
0,00;0,00;71,85;0,20;0,00;0,00;
0,00;0,00;75,05;0,20;0,00;0,00;
0,00;0,00;78,25;0,20;0,00;0,00;
0,00;0,00;81,45;0,20;0,00;0,00;
0,00;0,00;84,65;0,22;0,00;0,00;
0,00;0,00;87,85;0,20;0,00;0,00;
0,00;0,00;91,05;0,22;0,00;0,00;
0,00;0,00;94,25;0,20;0,00;0,00;
0,00;0,00;97,45;0,22;0,00;0,00;
0,00;0,00;100,65;0,24;0,00;0,00;
0,00;0,00;103,85;0,22;0,00;0,00;
0,00;0,00;107,05;0,22;0,00;0,00;
0,00;0,00;110,25;0,22;0,00;0,00;
0,00;0,00;113,45;0,22;0,00;0,00;
0,00;0,00;116,65;0,24;0,00;0,00;
0,00;0,00;119,85;0,20;0,00;0,00;
0,00;0,00;123,05;0,20;0,00;0,00;
0,00;0,00;126,25;0,20;0,00;0,00;
0,00;0,00;129,45;0,20;0,00;0,00;
0,00;0,00;132,65;0,22;0,00;0,00;
0,00;0,00;135,85;0,18;0,00;0,00;
0,00;0,00;139,05;0,20;0,00;0,00;
0,00;0,00;142,25;0,20;0,00;0,00;
0,00;0,00;145,45;0,24;0,00;0,00;
0,00;0,00;148,65;0,24;0,00;0,00;
0,00;0,00;151,47;0,18;0,00;0,00;
0,00;0,00;153,83;0,11;0,00;0,00;
0,00;0,00;155,72;0,13;0,00;0,00;
0,00;0,00;157,11;0,13;0,00;0,00;
0,00;0,00;157,98;0,09;0,00;0,00;
0,00;0,00;158,36;0,09;0,00;0,00;
0,00;0,00;158,44;0,16;0,00;0,00;
0,00;0,00;158,46;0,18;0,00;0,00;
0,00;0,00;158,46;0,20;0,00;0,00;
0,00;0,00;158,62;0,13;0,00;0,00;
0,00;0,00;158,77;0,13;0,00;0,00;
0,00;0,00;158,94;0,16;0,00;0,00;
0,00;0,00;159,10;0,18;0,00;0,00;
0,00;0,00;159,26;0,18;0,00;0,00;
0,00;0,00;159,42;0,18;0,00;0,00;
0,00;0,00;159,58;0,18;0,00;0,00;
0,00;0,00;159,74;0,16;0,00;0,00;
0,00;0,00;159,90;0,18;0,00;0,00;
0,00;0,00;160,06;0,18;0,00;0,00;
0,00;0,00;160,22;0,40;0,00;0,00;
0,00;0,00;160,38;0,36;0,00;0,00;
0,00;0,00;160,54;1,08;0,00;0,00;
0,00;0,00;160,69;2,51;0,00;0,00;
0,00;0,00;160,83;5,06;0,00;0,00;
0,00;0,00;160,96;8,59;0,00;0,00;
0,00;0,00;161,09;12,77;0,00;0,00;
0,00;0,00;161,22;17,56;0,00;0,00;
0,00;0,00;161,36;22,40;0,00;0,00;
0,00;0,00;161,37;23,19;0,00;0,00;
0,00;0,00;161,40;24,10;0,00;0,00;
0,00;0,00;161,41;24,64;0,00;0,00;
0,00;0,00;161,43;25,16;0,00;0,00;
0,00;0,00;161,44;25,70;0,00;0,00;
0,00;0,00;161,46;26,09;0,00;0,00;
0,00;0,00;161,47;26,49;0,00;0,00;
0,00;0,00;161,48;26,84;0,00;0,00;
0,00;0,00;161,49;26,95;0,00;0,00;
0,00;0,00;161,49;27,02;0,00;0,00;
0,00;0,00;161,49;27,06;0,00;0,00;
0,00;0,00;161,49;27,18;0,00;0,00;
0,00;0,00;161,50;27,22;0,00;0,00;
