17434;16.03.21 11:50:05;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);20210316095829P0037;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;11,76;0,04;0,00;0,00;
0,00;0,00;12,55;0,04;0,00;0,00;
0,00;0,00;13,84;0,04;0,00;0,00;
0,00;0,00;15,65;0,04;0,00;0,00;
0,00;0,00;17,97;0,04;0,00;0,00;
0,00;0,00;20,80;0,05;0,00;0,00;
0,00;0,00;24,14;0,04;0,00;0,00;
0,00;0,00;27,62;0,03;0,00;0,00;
0,00;0,00;31,15;0,03;0,00;0,00;
0,00;0,00;34,67;0,04;0,00;0,00;
0,00;0,00;38,19;0,03;0,00;0,00;
0,00;0,00;41,71;0,04;0,00;0,00;
0,00;0,00;45,23;0,02;0,00;0,00;
0,00;0,00;48,75;0,02;0,00;0,00;
0,00;0,00;52,27;0,04;0,00;0,00;
0,00;0,00;55,79;0,04;0,00;0,00;
0,00;0,00;59,31;0,03;0,00;0,00;
0,00;0,00;62,83;0,02;0,00;0,00;
0,00;0,00;66,35;0,04;0,00;0,00;
0,00;0,00;69,87;0,02;0,00;0,00;
0,00;0,00;73,39;0,04;0,00;0,00;
0,00;0,00;76,91;0,02;0,00;0,00;
0,00;0,00;80,43;0,02;0,00;0,00;
0,00;0,00;83,95;0,02;0,00;0,00;
0,00;0,00;87,47;0,04;0,00;0,00;
0,00;0,00;90,99;0,04;0,00;0,00;
0,00;0,00;94,51;0,03;0,00;0,00;
0,00;0,00;98,03;0,01;0,00;0,00;
0,00;0,00;101,55;0,02;0,00;0,00;
0,00;0,00;105,07;0,02;0,00;0,00;
0,00;0,00;108,58;0,03;0,00;0,00;
0,00;0,00;112,11;0,01;0,00;0,00;
0,00;0,00;115,63;0,02;0,00;0,00;
0,00;0,00;119,15;0,02;0,00;0,00;
0,00;0,00;122,50;0,01;0,00;0,00;
0,00;0,00;129,67;0,01;0,00;0,00;
0,00;0,00;131,06;0,01;0,00;0,00;
0,00;0,00;131,96;-0,01;0,00;0,00;
0,00;0,00;132,37;-0,01;0,00;0,00;
0,00;0,00;132,45;0,01;0,00;0,00;
0,00;0,00;132,53;0,01;0,00;0,00;
0,00;0,00;132,93;0,01;0,00;0,00;
0,00;0,00;133,18;0,01;0,00;0,00;
0,00;0,00;133,97;0,01;0,00;0,00;
0,00;0,00;134,05;0,01;0,00;0,00;
0,00;0,00;134,29;0,01;0,00;0,00;
0,00;0,00;134,46;0,01;0,00;0,00;
0,00;0,00;134,85;0,01;0,00;0,00;
0,00;0,00;135,25;0,01;0,00;0,00;
0,00;0,00;135,33;0,01;0,00;0,00;
0,00;0,00;135,57;0,01;0,00;0,00;
0,00;0,00;135,73;0,01;0,00;0,00;
0,00;0,00;136,13;0,01;0,00;0,00;
0,00;0,00;136,29;0,01;0,00;0,00;
0,00;0,00;136,37;0,01;0,00;0,00;
0,00;0,00;136,53;0,01;0,00;0,00;
0,00;0,00;136,61;0,01;0,00;0,00;
0,00;0,00;136,77;0,01;0,00;0,00;
0,00;0,00;136,93;0,01;0,00;0,00;
0,00;0,00;137,25;0,01;0,00;0,00;
0,00;0,00;137,33;0,01;0,00;0,00;
0,00;0,00;137,58;0,01;0,00;0,00;
0,00;0,00;137,98;0,01;0,00;0,00;
0,00;0,00;138,37;0,01;0,00;0,00;
0,00;0,00;139,18;0,01;0,00;0,00;
0,00;0,00;139,33;0,01;0,00;0,00;
0,00;0,00;139,41;0,01;0,00;0,00;
0,00;0,00;139,57;0,01;0,00;0,00;
0,00;0,00;139,73;0,01;0,00;0,00;
0,00;0,00;140,13;0,01;0,00;0,00;
0,00;0,00;140,29;0,01;0,00;0,00;
0,00;0,00;140,53;0,01;0,00;0,00;
0,00;0,00;140,78;0,01;0,00;0,00;
0,00;0,00;141,18;0,01;0,00;0,00;
0,00;0,00;141,26;0,01;0,00;0,00;
0,00;0,00;141,34;0,02;0,00;0,00;
0,00;0,00;141,49;0,01;0,00;0,00;
0,00;0,00;141,89;0,01;0,00;0,00;
0,00;0,00;141,97;0,01;0,00;0,00;
0,00;0,00;142,38;0,01;0,00;0,00;
0,00;0,00;142,46;0,01;0,00;0,00;
0,00;0,00;143,09;0,01;0,00;0,00;
0,00;0,00;143,26;0,01;0,00;0,00;
0,00;0,00;143,49;0,01;0,00;0,00;
0,00;0,00;143,82;0,01;0,00;0,00;
0,00;0,00;143,90;0,01;0,00;0,00;
0,00;0,00;144,05;0,01;0,00;0,00;
0,00;0,00;144,29;0,01;0,00;0,00;
0,00;0,00;144,38;0,01;0,00;0,00;
0,00;0,00;144,54;0,01;0,00;0,00;
0,00;0,00;144,69;0,01;0,00;0,00;
0,00;0,00;144,86;0,01;0,00;0,00;
0,00;0,00;144,93;0,01;0,00;0,00;
0,00;0,00;145,09;0,01;0,00;0,00;
0,00;0,00;145,18;0,01;0,00;0,00;
0,00;0,00;145,33;0,01;0,00;0,00;
0,00;0,00;145,49;0,01;0,00;0,00;
0,00;0,00;145,97;0,01;0,00;0,00;
0,00;0,00;146,38;0,01;0,00;0,00;
0,00;0,00;146,45;0,01;0,00;0,00;
0,00;0,00;147,09;0,01;0,00;0,00;
0,00;0,00;147,25;0,01;0,00;0,00;
0,00;0,00;147,73;0,01;0,00;0,00;
0,00;0,00;147,81;0,01;0,00;0,00;
0,00;0,00;147,89;0,01;0,00;0,00;
0,00;0,00;147,98;0,01;0,00;0,00;
0,00;0,00;148,05;0,01;0,00;0,00;
0,00;0,00;148,13;0,01;0,00;0,00;
0,00;0,00;148,21;0,01;0,00;0,00;
0,00;0,00;148,30;0,01;0,00;0,00;
0,00;0,00;148,45;0,01;0,00;0,00;
0,00;0,00;148,53;0,01;0,00;0,00;
0,00;0,00;148,85;0,01;0,00;0,00;
0,00;0,00;149,01;0,01;0,00;0,00;
0,00;0,00;149,41;0,01;0,00;0,00;
0,00;0,00;149,49;0,01;0,00;0,00;
0,00;0,00;149,65;0,01;0,00;0,00;
0,00;0,00;149,81;0,01;0,00;0,00;
0,00;0,00;149,89;0,01;0,00;0,00;
0,00;0,00;150,06;0,01;0,00;0,00;
0,00;0,00;150,61;0,01;0,00;0,00;
0,00;0,00;150,69;0,03;0,00;0,00;
0,00;0,00;150,78;0,03;0,00;0,00;
0,00;0,00;150,85;0,02;0,00;0,00;
0,00;0,00;151,10;0,01;0,00;0,00;
0,00;0,00;151,17;0,01;0,00;0,00;
0,00;0,00;151,26;0,01;0,00;0,00;
0,00;0,00;151,34;0,02;0,00;0,00;
0,00;0,00;151,42;0,01;0,00;0,00;
0,00;0,00;151,49;0,01;0,00;0,00;
0,00;0,00;151,57;0,02;0,00;0,00;
0,00;0,00;151,66;0,01;0,00;0,00;
0,00;0,00;151,74;0,02;0,00;0,00;
0,00;0,00;151,81;0,03;0,00;0,00;
0,00;0,00;151,89;0,03;0,00;0,00;
0,00;0,00;151,97;0,04;0,00;0,00;
0,00;0,00;152,05;0,04;0,00;0,00;
0,00;0,00;152,13;0,08;0,00;0,00;
0,00;0,00;152,21;0,07;0,00;0,00;
0,00;0,00;152,29;0,09;0,00;0,00;
0,00;0,00;152,37;0,09;0,00;0,00;
0,00;0,00;152,45;0,09;0,00;0,00;
