12119;14.06.21 09:55:41;21;Avvicinamento Pressata Fuori Ingombro;force > max. force (8);20210611161101P0028;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;40,17;0,16;0,00;0,00;
0,00;0,00;40,96;0,11;0,00;0,00;
0,00;0,00;42,23;0,09;0,00;0,00;
0,00;0,00;44,02;0,13;0,00;0,00;
0,00;0,00;46,32;0,20;0,00;0,00;
0,00;0,00;49,14;0,16;0,00;0,00;
0,00;0,00;52,30;0,02;0,00;0,00;
0,00;0,00;55,42;0,05;0,00;0,00;
0,00;0,00;58,65;0,09;0,00;0,00;
0,00;0,00;61,84;0,07;0,00;0,00;
0,00;0,00;65,05;0,16;0,00;0,00;
0,00;0,00;68,25;0,09;0,00;0,00;
0,00;0,00;71,45;0,05;0,00;0,00;
0,00;0,00;74,65;0,09;0,00;0,00;
0,00;0,00;77,85;0,07;0,00;0,00;
0,00;0,00;81,05;0,11;0,00;0,00;
0,00;0,00;84,25;0,09;0,00;0,00;
0,00;0,00;87,45;0,05;0,00;0,00;
0,00;0,00;90,65;0,09;0,00;0,00;
0,00;0,00;93,85;0,07;0,00;0,00;
0,00;0,00;97,05;0,09;0,00;0,00;
0,00;0,00;100,25;0,11;0,00;0,00;
0,00;0,00;103,45;0,05;0,00;0,00;
0,00;0,00;106,65;0,09;0,00;0,00;
0,00;0,00;109,85;0,07;0,00;0,00;
0,00;0,00;113,05;0,13;0,00;0,00;
0,00;0,00;116,25;0,09;0,00;0,00;
0,00;0,00;119,45;0,05;0,00;0,00;
0,00;0,00;122,65;0,09;0,00;0,00;
0,00;0,00;125,85;0,05;0,00;0,00;
0,00;0,00;129,05;0,11;0,00;0,00;
0,00;0,00;132,25;0,09;0,00;0,00;
0,00;0,00;135,45;0,07;0,00;0,00;
0,00;0,00;138,65;0,11;0,00;0,00;
0,00;0,00;141,85;0,05;0,00;0,00;
0,00;0,00;145,05;0,11;0,00;0,00;
0,00;0,00;148,25;0,11;0,00;0,00;
0,00;0,00;151,45;0,05;0,00;0,00;
0,00;0,00;154,53;-0,07;0,00;0,00;
0,00;0,00;157,11;0,07;0,00;0,00;
0,00;0,00;159,25;0,02;0,00;0,00;
0,00;0,00;162,04;-0,02;0,00;0,00;
0,00;0,00;162,68;0,09;0,00;0,00;
0,00;0,00;162,85;0,20;0,00;0,00;
0,00;0,00;162,91;0,97;0,00;0,00;
0,00;0,00;162,91;1,15;0,00;0,00;
0,00;0,00;162,96;2,23;0,00;0,00;
0,00;0,00;163,07;6,60;0,00;0,00;
0,00;0,00;163,19;10,87;0,00;0,00;
0,00;0,00;163,24;13,12;0,00;0,00;
0,00;0,00;163,25;13,92;0,00;0,00;
0,00;0,00;163,26;14,35;0,00;0,00;
0,00;0,00;163,28;14,89;0,00;0,00;
0,00;0,00;163,29;15,32;0,00;0,00;
0,00;0,00;163,30;15,61;0,00;0,00;
0,00;0,00;163,31;15,86;0,00;0,00;
0,00;0,00;163,31;16,11;0,00;0,00;
0,00;0,00;163,32;16,31;0,00;0,00;
0,00;0,00;163,32;16,38;0,00;0,00;
0,00;0,00;163,33;16,40;0,00;0,00;
0,00;0,00;163,33;16,43;0,00;0,00;
0,00;0,00;163,33;16,40;0,00;0,00;
