2928;06.04.20 11:12:46;21;Avvicinamento Pressata Finale;position < min position (11);20200406103130A0211;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,30;0,04;0,00;0,00;
0,00;0,00;1,12;0,04;0,00;0,00;
0,00;0,00;2,40;0,04;0,00;0,00;
0,00;0,00;4,20;0,09;0,00;0,00;
0,00;0,00;11,21;0,04;0,00;0,00;
0,00;0,00;13,62;0,09;0,00;0,00;
0,00;0,00;16,02;0,09;0,00;0,00;
0,00;0,00;18,42;0,04;0,00;0,00;
0,00;0,00;20,82;0,04;0,00;0,00;
0,00;0,00;23,22;0,04;0,00;0,00;
0,00;0,00;28,02;0,09;0,00;0,00;
0,00;0,00;32,82;0,04;0,00;0,00;
0,00;0,00;35,22;0,04;0,00;0,00;
0,00;0,00;42,42;0,04;0,00;0,00;
0,00;0,00;52,02;0,04;0,00;0,00;
0,00;0,00;56,82;0,04;0,00;0,00;
0,00;0,00;61,62;0,04;0,00;0,00;
0,00;0,00;64,02;0,04;0,00;0,00;
0,00;0,00;66,42;0,04;0,00;0,00;
0,00;0,00;68,82;0,04;0,00;0,00;
0,00;0,00;73,62;0,09;0,00;0,00;
0,00;0,00;78,42;-0,04;0,00;0,00;
0,00;0,00;80,82;0,04;0,00;0,00;
0,00;0,00;92,82;0,04;0,00;0,00;
0,00;0,00;97,62;-0,04;0,00;0,00;
0,00;0,00;102,42;0,04;0,00;0,00;
0,00;0,00;104,82;-0,04;0,00;0,00;
0,00;0,00;109,62;-0,04;0,00;0,00;
0,00;0,00;116,82;0,04;0,00;0,00;
0,00;0,00;121,62;0,04;0,00;0,00;
0,00;0,00;131,22;0,04;0,00;0,00;
0,00;0,00;133,62;0,04;0,00;0,00;
0,00;0,00;136,02;0,04;0,00;0,00;
0,00;0,00;138,42;-0,04;0,00;0,00;
0,00;0,00;143,22;0,04;0,00;0,00;
0,00;0,00;148,02;0,04;0,00;0,00;
0,00;0,00;155,22;0,04;0,00;0,00;
0,00;0,00;157,62;-0,04;0,00;0,00;
0,00;0,00;162,42;0,04;0,00;0,00;
0,00;0,00;164,82;-0,04;0,00;0,00;
0,00;0,00;167,22;0,04;0,00;0,00;
0,00;0,00;169,62;-0,04;0,00;0,00;
0,00;0,00;172,02;0,04;0,00;0,00;
0,00;0,00;174,42;0,04;0,00;0,00;
0,00;0,00;176,82;0,04;0,00;0,00;
0,00;0,00;184,02;0,04;0,00;0,00;
0,00;0,00;188,82;-0,04;0,00;0,00;
0,00;0,00;191,22;0,04;0,00;0,00;
0,00;0,00;193,62;0,04;0,00;0,00;
0,00;0,00;208,02;0,04;0,00;0,00;
0,00;0,00;212,82;0,04;0,00;0,00;
0,00;0,00;217,62;-0,04;0,00;0,00;
0,00;0,00;222,42;0,09;0,00;0,00;
0,00;0,00;224,82;-0,04;0,00;0,00;
0,00;0,00;229,44;-0,09;0,00;0,00;
0,00;0,00;231,13;0,04;0,00;0,00;
0,00;0,00;232,37;5,87;0,00;0,00;
0,00;0,00;233,09;3,30;0,00;0,00;
0,00;0,00;233,34;2,08;0,00;0,00;
0,00;0,00;233,40;1,78;0,00;0,00;
0,00;0,00;233,41;1,52;0,00;0,00;
0,00;0,00;233,44;1,65;0,00;0,00;
0,00;0,00;233,61;1,01;0,00;0,00;
0,00;0,00;233,76;0,44;0,00;0,00;
0,00;0,00;234,08;0,09;0,00;0,00;
0,00;0,00;234,24;0,09;0,00;0,00;
0,00;0,00;234,40;0,13;0,00;0,00;
0,00;0,00;234,56;0,69;0,00;0,00;
0,00;0,00;234,71;2,30;0,00;0,00;
0,00;0,00;234,86;4,44;0,00;0,00;
0,00;0,00;235,01;6,52;0,00;0,00;
0,00;0,00;235,17;7,48;0,00;0,00;
0,00;0,00;235,34;6,22;0,00;0,00;
0,00;0,00;235,52;4,48;0,00;0,00;
0,00;0,00;235,69;3,48;0,00;0,00;
0,00;0,00;235,85;3,18;0,00;0,00;
0,00;0,00;236,00;2,96;0,00;0,00;
0,00;0,00;236,16;2,96;0,00;0,00;
0,00;0,00;236,32;2,78;0,00;0,00;
0,00;0,00;236,48;2,61;0,00;0,00;
0,00;0,00;236,64;2,21;0,00;0,00;
0,00;0,00;236,80;1,69;0,00;0,00;
0,00;0,00;236,97;1,05;0,00;0,00;
0,00;0,00;237,12;0,87;0,00;0,00;
0,00;0,00;237,28;0,78;0,00;0,00;
0,00;0,00;237,44;0,56;0,00;0,00;
0,00;0,00;237,60;0,39;0,00;0,00;
0,00;0,00;237,76;0,30;0,00;0,00;
0,00;0,00;237,92;0,18;0,00;0,00;
0,00;0,00;238,08;0,18;0,00;0,00;
0,00;0,00;238,24;0,18;0,00;0,00;
0,00;0,00;238,40;0,18;0,00;0,00;
0,00;0,00;238,56;0,18;0,00;0,00;
0,00;0,00;238,72;0,18;0,00;0,00;
0,00;0,00;238,88;0,13;0,00;0,00;
0,00;0,00;239,04;0,18;0,00;0,00;
0,00;0,00;239,20;0,18;0,00;0,00;
0,00;0,00;239,36;0,18;0,00;0,00;
0,00;0,00;239,52;0,18;0,00;0,00;
0,00;0,00;239,68;0,18;0,00;0,00;
0,00;0,00;239,84;0,18;0,00;0,00;
0,00;0,00;240,00;0,18;0,00;0,00;
0,00;0,00;240,16;0,18;0,00;0,00;
0,00;0,00;240,32;0,18;0,00;0,00;
0,00;0,00;240,48;0,18;0,00;0,00;
0,00;0,00;240,64;0,18;0,00;0,00;
0,00;0,00;240,80;0,18;0,00;0,00;
0,00;0,00;240,96;0,18;0,00;0,00;
0,00;0,00;241,12;0,18;0,00;0,00;
0,00;0,00;241,28;0,13;0,00;0,00;
0,00;0,00;241,44;0,18;0,00;0,00;
0,00;0,00;241,60;0,13;0,00;0,00;
0,00;0,00;241,76;0,18;0,00;0,00;
0,00;0,00;241,92;0,18;0,00;0,00;
0,00;0,00;242,08;0,13;0,00;0,00;
0,00;0,00;242,24;0,18;0,00;0,00;
0,00;0,00;242,40;0,18;0,00;0,00;
0,00;0,00;242,56;0,18;0,00;0,00;
0,00;0,00;242,72;0,18;0,00;0,00;
0,00;0,00;242,88;0,13;0,00;0,00;
0,00;0,00;243,04;0,18;0,00;0,00;
0,00;0,00;243,20;0,18;0,00;0,00;
0,00;0,00;243,36;0,18;0,00;0,00;
0,00;0,00;243,52;0,18;0,00;0,00;
0,00;0,00;243,68;0,18;0,00;0,00;
0,00;0,00;243,84;0,18;0,00;0,00;
0,00;0,00;244,00;0,18;0,00;0,00;
0,00;0,00;244,16;0,18;0,00;0,00;
0,00;0,00;244,32;0,18;0,00;0,00;
0,00;0,00;244,48;0,18;0,00;0,00;
0,00;0,00;244,64;0,18;0,00;0,00;
0,00;0,00;244,80;0,18;0,00;0,00;
0,00;0,00;244,96;0,18;0,00;0,00;
0,00;0,00;245,12;0,13;0,00;0,00;
0,00;0,00;245,28;0,13;0,00;0,00;
0,00;0,00;245,44;0,18;0,00;0,00;
0,00;0,00;245,60;0,18;0,00;0,00;
0,00;0,00;245,76;0,18;0,00;0,00;
0,00;0,00;245,92;0,13;0,00;0,00;
0,00;0,00;246,08;0,18;0,00;0,00;
0,00;0,00;246,24;0,18;0,00;0,00;
0,00;0,00;246,40;0,18;0,00;0,00;
0,00;0,00;246,56;0,18;0,00;0,00;
0,00;0,00;246,72;0,18;0,00;0,00;
0,00;0,00;246,88;0,18;0,00;0,00;
0,00;0,00;247,04;0,18;0,00;0,00;
0,00;0,00;247,20;0,18;0,00;0,00;
0,00;0,00;247,36;0,18;0,00;0,00;
0,00;0,00;247,52;0,18;0,00;0,00;
0,00;0,00;247,68;0,18;0,00;0,00;
0,00;0,00;247,84;0,18;0,00;0,00;
0,00;0,00;248,00;0,18;0,00;0,00;
0,00;0,00;248,16;0,18;0,00;0,00;
0,00;0,00;248,32;0,18;0,00;0,00;
0,00;0,00;248,48;0,18;0,00;0,00;
0,00;0,00;248,64;0,18;0,00;0,00;
0,00;0,00;248,80;0,18;0,00;0,00;
0,00;0,00;248,96;0,18;0,00;0,00;
0,00;0,00;249,12;0,18;0,00;0,00;
0,00;0,00;249,28;0,18;0,00;0,00;
0,00;0,00;249,44;0,18;0,00;0,00;
0,00;0,00;249,60;0,18;0,00;0,00;
0,00;0,00;249,76;0,18;0,00;0,00;
0,00;0,00;249,92;0,18;0,00;0,00;
0,00;0,00;250,08;0,18;0,00;0,00;
0,00;0,00;250,24;0,18;0,00;0,00;
0,00;0,00;250,40;0,18;0,00;0,00;
0,00;0,00;250,56;0,18;0,00;0,00;
0,00;0,00;250,72;0,18;0,00;0,00;
0,00;0,00;250,88;0,18;0,00;0,00;
0,00;0,00;251,04;0,18;0,00;0,00;
0,00;0,00;251,20;0,18;0,00;0,00;
0,00;0,00;251,36;0,18;0,00;0,00;
0,00;0,00;251,52;0,18;0,00;0,00;
0,00;0,00;251,68;0,18;0,00;0,00;
0,00;0,00;251,84;0,18;0,00;0,00;
0,00;0,00;252,00;0,18;0,00;0,00;
0,00;0,00;252,16;0,21;0,00;0,00;
0,00;0,00;252,32;0,18;0,00;0,00;
0,00;0,00;252,48;0,18;0,00;0,00;
0,00;0,00;252,64;0,21;0,00;0,00;
0,00;0,00;252,80;0,21;0,00;0,00;
0,00;0,00;252,96;0,18;0,00;0,00;
0,00;0,00;253,12;0,18;0,00;0,00;
0,00;0,00;253,28;0,18;0,00;0,00;
0,00;0,00;253,44;0,18;0,00;0,00;
0,00;0,00;253,60;0,21;0,00;0,00;
0,00;0,00;253,76;0,18;0,00;0,00;
0,00;0,00;253,92;0,18;0,00;0,00;
0,00;0,00;254,08;0,18;0,00;0,00;
0,00;0,00;254,24;0,21;0,00;0,00;
0,00;0,00;254,40;0,18;0,00;0,00;
0,00;0,00;254,56;0,26;0,00;0,00;
0,00;0,00;254,72;0,26;0,00;0,00;
0,00;0,00;254,88;0,18;0,00;0,00;
0,00;0,00;255,04;0,18;0,00;0,00;
0,00;0,00;255,20;0,26;0,00;0,00;
0,00;0,00;255,36;0,21;0,00;0,00;
0,00;0,00;255,52;0,21;0,00;0,00;
0,00;0,00;255,68;0,21;0,00;0,00;
0,00;0,00;255,84;0,18;0,00;0,00;
0,00;0,00;256,00;0,26;0,00;0,00;
0,00;0,00;256,16;0,26;0,00;0,00;
0,00;0,00;256,32;0,26;0,00;0,00;
0,00;0,00;256,48;0,21;0,00;0,00;
0,00;0,00;256,64;0,35;0,00;0,00;
0,00;0,00;256,80;0,30;0,00;0,00;
0,00;0,00;256,96;0,30;0,00;0,00;
0,00;0,00;257,12;0,35;0,00;0,00;
0,00;0,00;257,28;0,35;0,00;0,00;
0,00;0,00;257,44;0,35;0,00;0,00;
0,00;0,00;257,60;0,30;0,00;0,00;
0,00;0,00;257,76;0,39;0,00;0,00;
0,00;0,00;257,92;0,52;0,00;0,00;
0,00;0,00;258,08;0,48;0,00;0,00;
0,00;0,00;258,24;0,52;0,00;0,00;
0,00;0,00;258,40;0,48;0,00;0,00;
0,00;0,00;258,56;0,48;0,00;0,00;
0,00;0,00;258,72;0,39;0,00;0,00;
0,00;0,00;258,88;0,39;0,00;0,00;
0,00;0,00;259,04;0,39;0,00;0,00;
0,00;0,00;259,20;0,48;0,00;0,00;
0,00;0,00;259,36;0,44;0,00;0,00;
0,00;0,00;259,52;0,48;0,00;0,00;
0,00;0,00;259,68;0,39;0,00;0,00;
0,00;0,00;259,84;0,39;0,00;0,00;
0,00;0,00;260,00;0,44;0,00;0,00;
0,00;0,00;260,16;0,48;0,00;0,00;
0,00;0,00;260,32;0,44;0,00;0,00;
0,00;0,00;260,48;0,44;0,00;0,00;
0,00;0,00;260,64;0,44;0,00;0,00;
0,00;0,00;260,80;0,52;0,00;0,00;
0,00;0,00;260,96;0,39;0,00;0,00;
0,00;0,00;261,12;0,52;0,00;0,00;
0,00;0,00;261,28;0,44;0,00;0,00;
0,00;0,00;261,44;0,52;0,00;0,00;
0,00;0,00;261,60;0,48;0,00;0,00;
0,00;0,00;261,76;0,44;0,00;0,00;
0,00;0,00;261,92;0,48;0,00;0,00;
0,00;0,00;262,08;0,48;0,00;0,00;
0,00;0,00;262,24;0,52;0,00;0,00;
0,00;0,00;262,40;0,52;0,00;0,00;
0,00;0,00;262,56;0,52;0,00;0,00;
0,00;0,00;262,72;0,52;0,00;0,00;
0,00;0,00;262,88;0,52;0,00;0,00;
0,00;0,00;263,04;0,52;0,00;0,00;
0,00;0,00;263,20;0,52;0,00;0,00;
0,00;0,00;263,36;0,52;0,00;0,00;
0,00;0,00;263,52;0,52;0,00;0,00;
0,00;0,00;263,68;0,52;0,00;0,00;
0,00;0,00;263,84;0,52;0,00;0,00;
0,00;0,00;264,00;0,52;0,00;0,00;
0,00;0,00;264,16;0,52;0,00;0,00;
0,00;0,00;264,32;0,52;0,00;0,00;
0,00;0,00;264,48;0,52;0,00;0,00;
0,00;0,00;264,64;0,52;0,00;0,00;
0,00;0,00;264,80;0,52;0,00;0,00;
0,00;0,00;264,96;0,52;0,00;0,00;
0,00;0,00;265,12;0,52;0,00;0,00;
0,00;0,00;265,28;0,52;0,00;0,00;
0,00;0,00;265,44;0,52;0,00;0,00;
0,00;0,00;265,60;0,52;0,00;0,00;
0,00;0,00;265,76;0,52;0,00;0,00;
0,00;0,00;265,92;0,52;0,00;0,00;
0,00;0,00;266,08;0,52;0,00;0,00;
0,00;0,00;266,24;0,52;0,00;0,00;
0,00;0,00;266,40;0,56;0,00;0,00;
0,00;0,00;266,56;0,56;0,00;0,00;
0,00;0,00;266,72;0,56;0,00;0,00;
0,00;0,00;266,88;0,52;0,00;0,00;
0,00;0,00;267,04;0,52;0,00;0,00;
0,00;0,00;267,20;0,56;0,00;0,00;
0,00;0,00;267,36;0,60;0,00;0,00;
0,00;0,00;267,52;0,65;0,00;0,00;
0,00;0,00;267,68;0,65;0,00;0,00;
0,00;0,00;267,84;0,69;0,00;0,00;
0,00;0,00;268,00;0,69;0,00;0,00;
0,00;0,00;268,16;0,69;0,00;0,00;
0,00;0,00;268,32;0,69;0,00;0,00;
0,00;0,00;268,48;0,83;0,00;0,00;
0,00;0,00;268,63;3,34;0,00;0,00;
0,00;0,00;268,77;7,21;0,00;0,00;
0,00;0,00;268,92;9,74;0,00;0,00;
0,00;0,00;269,08;12,52;0,00;0,00;
0,00;0,00;269,24;12,66;0,00;0,00;
0,00;0,00;269,42;12,61;0,00;0,00;
0,00;0,00;269,59;12,39;0,00;0,00;
0,00;0,00;269,75;12,27;0,00;0,00;
0,00;0,00;269,91;12,91;0,00;0,00;
0,00;0,00;270,07;12,96;0,00;0,00;
0,00;0,00;270,23;12,70;0,00;0,00;
0,00;0,00;270,39;12,61;0,00;0,00;
0,00;0,00;270,55;13,08;0,00;0,00;
0,00;0,00;270,72;13,44;0,00;0,00;
0,00;0,00;270,88;13,40;0,00;0,00;
0,00;0,00;271,03;13,17;0,00;0,00;
0,00;0,00;271,20;13,09;0,00;0,00;
0,00;0,00;271,36;13,52;0,00;0,00;
0,00;0,00;271,51;13,96;0,00;0,00;
0,00;0,00;271,68;13,79;0,00;0,00;
0,00;0,00;271,83;14,27;0,00;0,00;
0,00;0,00;271,99;14,21;0,00;0,00;
0,00;0,00;272,15;14,61;0,00;0,00;
0,00;0,00;272,31;15,13;0,00;0,00;
0,00;0,00;272,47;15,09;0,00;0,00;
0,00;0,00;272,63;14,87;0,00;0,00;
0,00;0,00;272,79;14,78;0,00;0,00;
0,00;0,00;272,95;15,26;0,00;0,00;
0,00;0,00;273,11;15,74;0,00;0,00;
0,00;0,00;273,28;15,52;0,00;0,00;
0,00;0,00;273,44;15,31;0,00;0,00;
0,00;0,00;273,60;15,40;0,00;0,00;
0,00;0,00;273,76;16,00;0,00;0,00;
0,00;0,00;273,91;16,30;0,00;0,00;
0,00;0,00;274,08;16,00;0,00;0,00;
0,00;0,00;274,24;15,79;0,00;0,00;
0,00;0,00;274,39;15,83;0,00;0,00;
0,00;0,00;274,55;16,44;0,00;0,00;
0,00;0,00;274,71;16,70;0,00;0,00;
0,00;0,00;274,87;16,30;0,00;0,00;
0,00;0,00;275,04;16,27;0,00;0,00;
0,00;0,00;275,20;16,70;0,00;0,00;
0,00;0,00;275,36;17,13;0,00;0,00;
0,00;0,00;275,52;17,09;0,00;0,00;
0,00;0,00;275,67;16,78;0,00;0,00;
0,00;0,00;275,84;16,74;0,00;0,00;
0,00;0,00;276,00;17,13;0,00;0,00;
0,00;0,00;276,16;17,66;0,00;0,00;
0,00;0,00;276,31;17,52;0,00;0,00;
0,00;0,00;276,47;17,26;0,00;0,00;
0,00;0,00;276,64;17,09;0,00;0,00;
0,00;0,00;276,80;17,78;0,00;0,00;
0,00;0,00;276,96;18,14;0,00;0,00;
0,00;0,00;277,12;17,87;0,00;0,00;
0,00;0,00;277,27;17,74;0,00;0,00;
0,00;0,00;277,44;17,52;0,00;0,00;
0,00;0,00;277,60;18,30;0,00;0,00;
0,00;0,00;277,76;18,74;0,00;0,00;
0,00;0,00;277,91;18,48;0,00;0,00;
0,00;0,00;278,07;18,26;0,00;0,00;
0,00;0,00;278,23;18,22;0,00;0,00;
0,00;0,00;278,39;18,96;0,00;0,00;
0,00;0,00;278,56;19,31;0,00;0,00;
0,00;0,00;278,71;19,01;0,00;0,00;
0,00;0,00;278,87;18,74;0,00;0,00;
0,00;0,00;279,03;21,09;0,00;0,00;
0,00;0,00;279,17;24,70;0,00;0,00;
0,00;0,00;279,24;26,52;0,00;0,00;
0,00;0,00;279,26;26,48;0,00;0,00;
0,00;0,00;279,26;26,40;0,00;0,00;
0,00;0,00;279,26;26,44;0,00;0,00;
0,00;0,00;279,26;26,61;0,00;0,00;
0,00;0,00;279,27;26,75;0,00;0,00;
0,00;0,00;279,27;26,83;0,00;0,00;
0,00;0,00;279,27;26,97;0,00;0,00;
0,00;0,00;279,27;26,97;0,00;0,00;
0,00;0,00;279,27;26,97;0,00;0,00;
0,00;0,00;279,28;26,97;0,00;0,00;
0,00;0,00;279,28;26,97;0,00;0,00;
0,00;0,00;279,28;26,97;0,00;0,00;
0,00;0,00;279,28;26,97;0,00;0,00;
0,00;0,00;279,28;26,97;0,00;0,00;
0,00;0,00;279,28;26,97;0,00;0,00;
0,00;0,00;279,28;27,05;0,00;0,00;
0,00;0,00;279,28;27,05;0,00;0,00;
0,00;0,00;279,28;27,00;0,00;0,00;
0,00;0,00;279,28;26,97;0,00;0,00;
