19910;25.05.21 12:27:50;21;Avvicinamento Pressata Finale;position > max position (10);20210525090234P0008;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;29,10;-0,04;0,00;0,00;
0,00;0,00;30,22;0,04;0,00;0,00;
0,00;0,00;33,30;0,04;0,00;0,00;
0,00;0,00;37,92;0,04;0,00;0,00;
0,00;0,00;42,72;0,04;0,00;0,00;
0,00;0,00;47,52;0,09;0,00;0,00;
0,00;0,00;52,32;-0,04;0,00;0,00;
0,00;0,00;61,92;0,04;0,00;0,00;
0,00;0,00;95,52;-0,04;0,00;0,00;
0,00;0,00;100,32;-0,04;0,00;0,00;
0,00;0,00;109,92;0,04;0,00;0,00;
0,00;0,00;129,12;0,09;0,00;0,00;
0,00;0,00;133,92;0,04;0,00;0,00;
0,00;0,00;143,52;0,09;0,00;0,00;
0,00;0,00;157,92;0,04;0,00;0,00;
0,00;0,00;167,52;-0,04;0,00;0,00;
0,00;0,00;172,32;0,04;0,00;0,00;
0,00;0,00;181,92;0,04;0,00;0,00;
0,00;0,00;196,32;-0,04;0,00;0,00;
0,00;0,00;201,12;0,04;0,00;0,00;
0,00;0,00;210,72;-0,04;0,00;0,00;
0,00;0,00;225,12;-0,04;0,00;0,00;
0,00;0,00;229,92;0,04;0,00;0,00;
0,00;0,00;239,52;-0,04;0,00;0,00;
0,00;0,00;263,52;0,04;0,00;0,00;
0,00;0,00;292,32;-0,04;0,00;0,00;
0,00;0,00;301,92;0,09;0,00;0,00;
0,00;0,00;309,15;-0,04;0,00;0,00;
0,00;0,00;309,94;-0,04;0,00;0,00;
0,00;0,00;310,21;0,04;0,00;0,00;
0,00;0,00;310,52;0,04;0,00;0,00;
0,00;0,00;310,84;0,09;0,00;0,00;
0,00;0,00;311,16;0,13;0,00;0,00;
0,00;0,00;311,48;0,09;0,00;0,00;
0,00;0,00;311,80;0,04;0,00;0,00;
0,00;0,00;312,12;0,13;0,00;0,00;
0,00;0,00;312,44;0,09;0,00;0,00;
0,00;0,00;312,76;0,09;0,00;0,00;
0,00;0,00;313,08;0,13;0,00;0,00;
0,00;0,00;313,40;0,13;0,00;0,00;
0,00;0,00;313,72;0,13;0,00;0,00;
0,00;0,00;314,04;0,13;0,00;0,00;
0,00;0,00;314,36;0,09;0,00;0,00;
0,00;0,00;314,68;0,04;0,00;0,00;
0,00;0,00;315,00;0,13;0,00;0,00;
0,00;0,00;315,32;0,18;0,00;0,00;
0,00;0,00;315,64;0,18;0,00;0,00;
0,00;0,00;315,96;0,18;0,00;0,00;
0,00;0,00;316,28;0,13;0,00;0,00;
0,00;0,00;316,60;0,13;0,00;0,00;
0,00;0,00;316,92;0,27;0,00;0,00;
0,00;0,00;317,23;0,66;0,00;0,00;
0,00;0,00;317,56;0,79;0,00;0,00;
0,00;0,00;317,88;0,79;0,00;0,00;
0,00;0,00;318,20;0,84;0,00;0,00;
0,00;0,00;318,52;0,87;0,00;0,00;
0,00;0,00;318,84;0,96;0,00;0,00;
0,00;0,00;319,16;1,01;0,00;0,00;
0,00;0,00;319,48;1,01;0,00;0,00;
0,00;0,00;319,80;1,01;0,00;0,00;
0,00;0,00;320,12;1,09;0,00;0,00;
0,00;0,00;320,44;1,18;0,00;0,00;
0,00;0,00;320,76;1,22;0,00;0,00;
0,00;0,00;321,08;1,18;0,00;0,00;
0,00;0,00;321,40;1,26;0,00;0,00;
0,00;0,00;321,72;1,31;0,00;0,00;
0,00;0,00;322,04;1,35;0,00;0,00;
0,00;0,00;322,36;1,40;0,00;0,00;
0,00;0,00;322,68;1,53;0,00;0,00;
0,00;0,00;322,99;1,70;0,00;0,00;
0,00;0,00;323,32;1,74;0,00;0,00;
0,00;0,00;323,64;1,83;0,00;0,00;
0,00;0,00;323,96;1,88;0,00;0,00;
0,00;0,00;324,28;2,05;0,00;0,00;
0,00;0,00;324,60;2,13;0,00;0,00;
0,00;0,00;324,92;2,22;0,00;0,00;
0,00;0,00;325,24;2,40;0,00;0,00;
0,00;0,00;325,56;2,44;0,00;0,00;
0,00;0,00;325,88;2,61;0,00;0,00;
0,00;0,00;326,20;2,70;0,00;0,00;
0,00;0,00;326,52;2,75;0,00;0,00;
0,00;0,00;326,84;2,70;0,00;0,00;
0,00;0,00;327,16;2,75;0,00;0,00;
0,00;0,00;327,48;2,87;0,00;0,00;
0,00;0,00;327,80;2,92;0,00;0,00;
0,00;0,00;328,12;2,92;0,00;0,00;
0,00;0,00;328,44;3,05;0,00;0,00;
0,00;0,00;328,76;3,13;0,00;0,00;
0,00;0,00;329,08;3,22;0,00;0,00;
0,00;0,00;329,40;3,40;0,00;0,00;
0,00;0,00;329,71;3,44;0,00;0,00;
0,00;0,00;330,04;3,52;0,00;0,00;
0,00;0,00;330,36;3,61;0,00;0,00;
0,00;0,00;330,68;3,70;0,00;0,00;
0,00;0,00;331,00;3,83;0,00;0,00;
0,00;0,00;331,31;3,97;0,00;0,00;
0,00;0,00;331,61;12,61;0,00;0,00;
0,00;0,00;331,63;14,44;0,00;0,00;
0,00;0,00;331,64;14,88;0,00;0,00;
0,00;0,00;331,64;15,40;0,00;0,00;
0,00;0,00;331,65;15,62;0,00;0,00;
0,00;0,00;331,65;15,79;0,00;0,00;
0,00;0,00;331,66;15,83;0,00;0,00;
