55089;28.05.21 17:25:40;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force > max. force (8);20210528121204P0004;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,06;0,27;0,00;0,00;
0,00;0,00;0,62;0,18;0,00;0,00;
0,00;0,00;1,65;0,18;0,00;0,00;
0,00;0,00;3,17;0,20;0,00;0,00;
0,00;0,00;5,22;0,20;0,00;0,00;
0,00;0,00;7,78;0,22;0,00;0,00;
0,00;0,00;10,84;0,06;0,00;0,00;
0,00;0,00;13,95;0,16;0,00;0,00;
0,00;0,00;17,13;0,16;0,00;0,00;
0,00;0,00;20,34;0,13;0,00;0,00;
0,00;0,00;23,54;0,15;0,00;0,00;
0,00;0,00;26,74;0,13;0,00;0,00;
0,00;0,00;29,94;0,13;0,00;0,00;
0,00;0,00;33,14;0,18;0,00;0,00;
0,00;0,00;36,34;0,13;0,00;0,00;
0,00;0,00;39,54;0,18;0,00;0,00;
0,00;0,00;42,74;0,16;0,00;0,00;
0,00;0,00;45,94;0,16;0,00;0,00;
0,00;0,00;49,14;0,16;0,00;0,00;
0,00;0,00;52,34;0,13;0,00;0,00;
0,00;0,00;55,54;0,13;0,00;0,00;
0,00;0,00;58,74;0,16;0,00;0,00;
0,00;0,00;61,94;0,11;0,00;0,00;
0,00;0,00;65,14;0,13;0,00;0,00;
0,00;0,00;68,34;0,11;0,00;0,00;
0,00;0,00;71,54;0,16;0,00;0,00;
0,00;0,00;74,74;0,16;0,00;0,00;
0,00;0,00;77,95;0,11;0,00;0,00;
0,00;0,00;81,14;0,16;0,00;0,00;
0,00;0,00;84,34;0,13;0,00;0,00;
0,00;0,00;87,54;0,13;0,00;0,00;
0,00;0,00;90,74;0,16;0,00;0,00;
0,00;0,00;93,94;0,11;0,00;0,00;
0,00;0,00;97,15;0,11;0,00;0,00;
0,00;0,00;100,34;0,13;0,00;0,00;
0,00;0,00;103,54;0,20;0,00;0,00;
0,00;0,00;106,74;0,13;0,00;0,00;
0,00;0,00;109,95;0,11;0,00;0,00;
0,00;0,00;113,14;0,16;0,00;0,00;
0,00;0,00;116,34;0,16;0,00;0,00;
0,00;0,00;119,54;0,16;0,00;0,00;
0,00;0,00;122,74;0,18;0,00;0,00;
0,00;0,00;125,94;0,11;0,00;0,00;
0,00;0,00;129,15;0,13;0,00;0,00;
0,00;0,00;132,34;0,11;0,00;0,00;
0,00;0,00;135,54;0,15;0,00;0,00;
0,00;0,00;138,74;0,11;0,00;0,00;
0,00;0,00;141,95;0,13;0,00;0,00;
0,00;0,00;145,14;0,13;0,00;0,00;
0,00;0,00;148,34;0,16;0,00;0,00;
0,00;0,00;151,54;0,13;0,00;0,00;
0,00;0,00;154,74;0,13;0,00;0,00;
0,00;0,00;157,95;0,11;0,00;0,00;
0,00;0,00;161,15;0,13;0,00;0,00;
0,00;0,00;164,34;0,09;0,00;0,00;
0,00;0,00;167,54;0,13;0,00;0,00;
0,00;0,00;170,51;0,02;0,00;0,00;
0,00;0,00;172,98;0,06;0,00;0,00;
0,00;0,00;175,01;0,04;0,00;0,00;
0,00;0,00;178,06;-0,02;0,00;0,00;
0,00;0,00;178,16;0,09;0,00;0,00;
0,00;0,00;178,21;0,04;0,00;0,00;
0,00;0,00;178,22;0,11;0,00;0,00;
0,00;0,00;178,38;0,02;0,00;0,00;
0,00;0,00;178,53;0,02;0,00;0,00;
0,00;0,00;178,69;0,09;0,00;0,00;
0,00;0,00;178,85;0,11;0,00;0,00;
0,00;0,00;179,01;0,09;0,00;0,00;
0,00;0,00;179,17;0,09;0,00;0,00;
0,00;0,00;179,33;0,04;0,00;0,00;
0,00;0,00;179,49;0,04;0,00;0,00;
0,00;0,00;179,65;0,09;0,00;0,00;
0,00;0,00;179,81;0,09;0,00;0,00;
0,00;0,00;179,97;0,06;0,00;0,00;
0,00;0,00;180,13;0,06;0,00;0,00;
0,00;0,00;180,29;0,09;0,00;0,00;
0,00;0,00;180,45;0,09;0,00;0,00;
0,00;0,00;180,61;0,09;0,00;0,00;
0,00;0,00;180,77;0,09;0,00;0,00;
0,00;0,00;180,93;0,09;0,00;0,00;
0,00;0,00;181,09;0,09;0,00;0,00;
0,00;0,00;181,25;0,09;0,00;0,00;
0,00;0,00;181,41;0,18;0,00;0,00;
0,00;0,00;181,57;0,29;0,00;0,00;
0,00;0,00;181,73;0,27;0,00;0,00;
0,00;0,00;181,89;0,41;0,00;0,00;
0,00;0,00;182,05;0,61;0,00;0,00;
0,00;0,00;182,20;0,66;0,00;0,00;
0,00;0,00;182,21;0,61;0,00;0,00;
0,00;0,00;182,20;0,45;0,00;0,00;
0,00;0,00;181,77;-0,07;0,00;0,00;
0,00;0,00;180,86;-0,12;0,00;0,00;
0,00;0,00;179,91;0,13;0,00;0,00;
0,00;0,00;179,42;0,09;0,00;0,00;
0,00;0,00;179,26;0,02;0,00;0,00;
0,00;0,00;179,20;0,02;0,00;0,00;
0,00;0,00;179,25;0,11;0,00;0,00;
0,00;0,00;179,40;0,09;0,00;0,00;
0,00;0,00;179,55;0,06;0,00;0,00;
0,00;0,00;179,72;0,09;0,00;0,00;
0,00;0,00;179,88;0,09;0,00;0,00;
0,00;0,00;180,05;0,06;0,00;0,00;
0,00;0,00;180,21;0,09;0,00;0,00;
0,00;0,00;180,37;0,11;0,00;0,00;
0,00;0,00;180,53;0,06;0,00;0,00;
0,00;0,00;180,69;0,11;0,00;0,00;
0,00;0,00;180,85;0,09;0,00;0,00;
0,00;0,00;181,01;0,06;0,00;0,00;
0,00;0,00;181,17;0,09;0,00;0,00;
0,00;0,00;181,33;0,09;0,00;0,00;
0,00;0,00;181,49;0,11;0,00;0,00;
0,00;0,00;181,65;0,11;0,00;0,00;
0,00;0,00;181,81;0,09;0,00;0,00;
0,00;0,00;181,97;0,27;0,00;0,00;
0,00;0,00;182,13;0,27;0,00;0,00;
0,00;0,00;182,29;0,81;0,00;0,00;
0,00;0,00;182,44;0,93;0,00;0,00;
0,00;0,00;182,61;0,93;0,00;0,00;
0,00;0,00;182,77;1,02;0,00;0,00;
0,00;0,00;182,93;1,04;0,00;0,00;
0,00;0,00;183,09;1,11;0,00;0,00;
0,00;0,00;183,25;1,20;0,00;0,00;
0,00;0,00;183,41;1,26;0,00;0,00;
0,00;0,00;183,57;1,31;0,00;0,00;
0,00;0,00;183,73;1,38;0,00;0,00;
0,00;0,00;183,89;1,47;0,00;0,00;
0,00;0,00;184,05;1,56;0,00;0,00;
0,00;0,00;184,21;1,60;0,00;0,00;
0,00;0,00;184,37;1,69;0,00;0,00;
0,00;0,00;184,53;1,74;0,00;0,00;
0,00;0,00;184,69;1,83;0,00;0,00;
0,00;0,00;184,85;1,92;0,00;0,00;
0,00;0,00;185,01;2,76;0,00;0,00;
0,00;0,00;185,15;5,31;0,00;0,00;
0,00;0,00;185,28;8,25;0,00;0,00;
0,00;0,00;185,42;9,99;0,00;0,00;
0,00;0,00;185,53;9,84;0,00;0,00;
0,00;0,00;185,56;9,90;0,00;0,00;
0,00;0,00;185,57;9,81;0,00;0,00;
0,00;0,00;185,58;9,70;0,00;0,00;
0,00;0,00;185,58;9,63;0,00;0,00;
0,00;0,00;185,59;9,61;0,00;0,00;
0,00;0,00;185,59;9,61;0,00;0,00;
0,00;0,00;185,59;9,54;0,00;0,00;
0,00;0,00;185,60;9,52;0,00;0,00;
0,00;0,00;185,60;9,47;0,00;0,00;
0,00;0,00;185,60;9,43;0,00;0,00;
0,00;0,00;185,60;9,43;0,00;0,00;
0,00;0,00;185,60;9,36;0,00;0,00;
0,00;0,00;185,60;9,34;0,00;0,00;
