55057;28.05.21 16:48:14;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force > max. force (8);20210528115448P0004;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;2,70;-0,02;0,00;0,00;
0,00;0,00;2,76;0,13;0,00;0,00;
0,00;0,00;3,32;0,07;0,00;0,00;
0,00;0,00;4,34;0,04;0,00;0,00;
0,00;0,00;5,87;0,02;0,00;0,00;
0,00;0,00;7,92;0,09;0,00;0,00;
0,00;0,00;10,47;0,11;0,00;0,00;
0,00;0,00;13,54;0,13;0,00;0,00;
0,00;0,00;16,65;0,09;0,00;0,00;
0,00;0,00;26,25;0,02;0,00;0,00;
0,00;0,00;32,65;0,05;0,00;0,00;
0,00;0,00;39,05;-0,02;0,00;0,00;
0,00;0,00;45,45;0,02;0,00;0,00;
0,00;0,00;48,65;0,02;0,00;0,00;
0,00;0,00;55,05;0,02;0,00;0,00;
0,00;0,00;58,25;0,02;0,00;0,00;
0,00;0,00;61,45;0,02;0,00;0,00;
0,00;0,00;64,65;0,05;0,00;0,00;
0,00;0,00;67,85;0,02;0,00;0,00;
0,00;0,00;71,05;0,02;0,00;0,00;
0,00;0,00;74,25;0,02;0,00;0,00;
0,00;0,00;77,45;0,02;0,00;0,00;
0,00;0,00;80,65;0,07;0,00;0,00;
0,00;0,00;87,05;0,02;0,00;0,00;
0,00;0,00;90,25;0,05;0,00;0,00;
0,00;0,00;93,45;0,02;0,00;0,00;
0,00;0,00;96,65;0,05;0,00;0,00;
0,00;0,00;99,85;0,05;0,00;0,00;
0,00;0,00;106,25;0,09;0,00;0,00;
0,00;0,00;112,65;0,05;0,00;0,00;
0,00;0,00;115,85;0,02;0,00;0,00;
0,00;0,00;119,05;0,02;0,00;0,00;
0,00;0,00;122,25;0,02;0,00;0,00;
0,00;0,00;125,45;0,02;0,00;0,00;
0,00;0,00;128,65;0,07;0,00;0,00;
0,00;0,00;131,85;0,02;0,00;0,00;
0,00;0,00;138,25;0,05;0,00;0,00;
0,00;0,00;141,45;0,02;0,00;0,00;
0,00;0,00;144,65;0,04;0,00;0,00;
0,00;0,00;147,85;-0,02;0,00;0,00;
0,00;0,00;151,05;0,02;0,00;0,00;
0,00;0,00;157,45;0,02;0,00;0,00;
0,00;0,00;160,65;0,05;0,00;0,00;
0,00;0,00;170,08;-0,11;0,00;0,00;
0,00;0,00;172,61;-0,09;0,00;0,00;
0,00;0,00;174,70;-0,07;0,00;0,00;
0,00;0,00;176,30;-0,09;0,00;0,00;
0,00;0,00;177,40;-0,11;0,00;0,00;
0,00;0,00;178,00;-0,09;0,00;0,00;
0,00;0,00;178,16;-0,05;0,00;0,00;
0,00;0,00;178,21;-0,09;0,00;0,00;
0,00;0,00;178,22;-0,02;0,00;0,00;
0,00;0,00;178,38;-0,09;0,00;0,00;
0,00;0,00;178,53;-0,05;0,00;0,00;
0,00;0,00;178,69;-0,05;0,00;0,00;
0,00;0,00;179,17;-0,02;0,00;0,00;
0,00;0,00;179,33;-0,02;0,00;0,00;
0,00;0,00;179,49;-0,05;0,00;0,00;
0,00;0,00;179,65;-0,07;0,00;0,00;
0,00;0,00;179,81;-0,02;0,00;0,00;
0,00;0,00;180,29;-0,05;0,00;0,00;
0,00;0,00;180,61;-0,02;0,00;0,00;
0,00;0,00;180,77;0,09;0,00;0,00;
0,00;0,00;180,93;0,16;0,00;0,00;
0,00;0,00;181,09;0,24;0,00;0,00;
0,00;0,00;181,25;0,59;0,00;0,00;
0,00;0,00;181,40;1,08;0,00;0,00;
0,00;0,00;181,56;1,63;0,00;0,00;
0,00;0,00;181,72;2,22;0,00;0,00;
0,00;0,00;181,87;2,94;0,00;0,00;
0,00;0,00;182,03;3,87;0,00;0,00;
0,00;0,00;182,18;4,70;0,00;0,00;
0,00;0,00;182,18;4,66;0,00;0,00;
0,00;0,00;182,18;4,62;0,00;0,00;
0,00;0,00;182,19;4,59;0,00;0,00;
0,00;0,00;182,19;4,62;0,00;0,00;
0,00;0,00;182,19;4,62;0,00;0,00;
0,00;0,00;182,19;4,63;0,00;0,00;
0,00;0,00;182,19;4,66;0,00;0,00;
0,00;0,00;181,94;0,66;0,00;0,00;
0,00;0,00;181,18;-0,20;0,00;0,00;
0,00;0,00;180,12;0,02;0,00;0,00;
0,00;0,00;179,54;-0,07;0,00;0,00;
0,00;0,00;179,30;-0,05;0,00;0,00;
0,00;0,00;179,22;-0,07;0,00;0,00;
0,00;0,00;179,21;-0,09;0,00;0,00;
0,00;0,00;179,21;-0,09;0,00;0,00;
0,00;0,00;179,30;-0,07;0,00;0,00;
0,00;0,00;179,44;-0,02;0,00;0,00;
0,00;0,00;179,60;-0,02;0,00;0,00;
0,00;0,00;179,92;-0,02;0,00;0,00;
0,00;0,00;180,09;-0,05;0,00;0,00;
0,00;0,00;180,25;-0,02;0,00;0,00;
0,00;0,00;180,41;-0,02;0,00;0,00;
0,00;0,00;180,89;-0,05;0,00;0,00;
0,00;0,00;181,21;-0,02;0,00;0,00;
0,00;0,00;181,53;0,11;0,00;0,00;
0,00;0,00;181,69;0,18;0,00;0,00;
0,00;0,00;181,85;0,45;0,00;0,00;
0,00;0,00;182,00;2,37;0,00;0,00;
0,00;0,00;182,14;3,80;0,00;0,00;
0,00;0,00;182,29;4,81;0,00;0,00;
0,00;0,00;182,46;5,52;0,00;0,00;
0,00;0,00;182,62;6,19;0,00;0,00;
0,00;0,00;182,78;6,87;0,00;0,00;
0,00;0,00;182,94;7,55;0,00;0,00;
0,00;0,00;183,10;8,18;0,00;0,00;
0,00;0,00;183,26;8,80;0,00;0,00;
0,00;0,00;183,42;9,31;0,00;0,00;
0,00;0,00;183,58;9,92;0,00;0,00;
0,00;0,00;183,71;10,17;0,00;0,00;
0,00;0,00;183,73;10,17;0,00;0,00;
0,00;0,00;183,73;10,15;0,00;0,00;
0,00;0,00;183,73;10,13;0,00;0,00;
0,00;0,00;183,73;10,09;0,00;0,00;
0,00;0,00;183,73;10,11;0,00;0,00;
0,00;0,00;183,74;10,09;0,00;0,00;
0,00;0,00;183,74;10,04;0,00;0,00;
0,00;0,00;183,74;10,11;0,00;0,00;
0,00;0,00;183,74;10,06;0,00;0,00;
0,00;0,00;183,74;10,04;0,00;0,00;
0,00;0,00;183,74;10,04;0,00;0,00;
0,00;0,00;183,74;10,04;0,00;0,00;
0,00;0,00;183,74;10,06;0,00;0,00;
