34703;15.04.21 09:47:31;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force < min. force (9);20210414155304P0045;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;47,36;0,14;0,00;0,00;
0,00;0,00;48,58;0,06;0,00;0,00;
0,00;0,00;49,73;0,06;0,00;0,00;
0,00;0,00;51,27;0,06;0,00;0,00;
0,00;0,00;53,20;0,14;0,00;0,00;
0,00;0,00;55,50;0,22;0,00;0,00;
0,00;0,00;57,84;0,14;0,00;0,00;
0,00;0,00;60,23;0,06;0,00;0,00;
0,00;0,00;62,64;0,06;0,00;0,00;
0,00;0,00;65,05;0,06;0,00;0,00;
0,00;0,00;67,44;0,06;0,00;0,00;
0,00;0,00;77,05;0,06;0,00;0,00;
0,00;0,00;79,45;0,06;0,00;0,00;
0,00;0,00;84,25;0,06;0,00;0,00;
0,00;0,00;86,64;0,06;0,00;0,00;
0,00;0,00;89,05;0,06;0,00;0,00;
0,00;0,00;101,05;0,06;0,00;0,00;
0,00;0,00;105,85;0,06;0,00;0,00;
0,00;0,00;113,05;0,14;0,00;0,00;
0,00;0,00;120,25;0,06;0,00;0,00;
0,00;0,00;134,64;-0,08;0,00;0,00;
0,00;0,00;149,05;0,06;0,00;0,00;
0,00;0,00;163,45;0,06;0,00;0,00;
0,00;0,00;165,85;0,14;0,00;0,00;
0,00;0,00;168,25;0,06;0,00;0,00;
0,00;0,00;170,64;0,14;0,00;0,00;
0,00;0,00;173,05;0,06;0,00;0,00;
0,00;0,00;177,85;0,06;0,00;0,00;
0,00;0,00;180,25;0,06;0,00;0,00;
0,00;0,00;182,64;0,06;0,00;0,00;
0,00;0,00;185,05;0,06;0,00;0,00;
0,00;0,00;187,45;0,06;0,00;0,00;
0,00;0,00;189,85;0,06;0,00;0,00;
0,00;0,00;192,25;0,14;0,00;0,00;
0,00;0,00;194,64;0,14;0,00;0,00;
0,00;0,00;197,05;0,14;0,00;0,00;
0,00;0,00;199,45;0,14;0,00;0,00;
0,00;0,00;201,85;0,14;0,00;0,00;
0,00;0,00;206,64;0,06;0,00;0,00;
0,00;0,00;209,05;0,06;0,00;0,00;
0,00;0,00;211,39;-0,09;0,00;0,00;
0,00;0,00;213,33;-0,16;0,00;0,00;
0,00;0,00;214,98;-0,08;0,00;0,00;
0,00;0,00;216,24;-0,08;0,00;0,00;
0,00;0,00;217,12;-0,16;0,00;0,00;
0,00;0,00;217,62;-0,16;0,00;0,00;
0,00;0,00;217,82;-0,08;0,00;0,00;
0,00;0,00;217,99;-0,08;0,00;0,00;
0,00;0,00;221,81;0,06;0,00;0,00;
0,00;0,00;222,45;0,06;0,00;0,00;
