27390;06.09.21 11:17:24;21;Avvicinamento Pressata Finale;force < min. force (9);20210903161527P0008;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;85,62;0,08;0,00;0,00;
0,00;0,00;88,70;-0,05;0,00;0,00;
0,00;0,00;93,32;0,04;0,00;0,00;
0,00;0,00;98,13;-0,04;0,00;0,00;
0,00;0,00;102,92;-0,04;0,00;0,00;
0,00;0,00;112,52;-0,01;0,00;0,00;
0,00;0,00;117,32;-0,09;0,00;0,00;
0,00;0,00;122,12;-0,04;0,00;0,00;
0,00;0,00;126,92;-0,04;0,00;0,00;
0,00;0,00;131,72;-0,04;0,00;0,00;
0,00;0,00;141,32;-0,04;0,00;0,00;
0,00;0,00;146,12;-0,04;0,00;0,00;
0,00;0,00;150,92;-0,05;0,00;0,00;
0,00;0,00;160,52;-0,09;0,00;0,00;
0,00;0,00;165,32;-0,04;0,00;0,00;
0,00;0,00;170,12;-0,04;0,00;0,00;
0,00;0,00;179,72;-0,09;0,00;0,00;
0,00;0,00;184,52;-0,09;0,00;0,00;
0,00;0,00;189,32;-0,09;0,00;0,00;
0,00;0,00;203,72;-0,04;0,00;0,00;
0,00;0,00;208,52;-0,05;0,00;0,00;
0,00;0,00;213,32;-0,05;0,00;0,00;
0,00;0,00;218,12;-0,09;0,00;0,00;
0,00;0,00;222,92;-0,04;0,00;0,00;
0,00;0,00;232,52;-0,04;0,00;0,00;
0,00;0,00;237,32;-0,09;0,00;0,00;
0,00;0,00;242,12;-0,04;0,00;0,00;
0,00;0,00;246,92;-0,04;0,00;0,00;
0,00;0,00;251,72;-0,04;0,00;0,00;
0,00;0,00;256,52;-0,09;0,00;0,00;
0,00;0,00;261,32;-0,09;0,00;0,00;
0,00;0,00;266,12;-0,04;0,00;0,00;
0,00;0,00;270,92;-0,04;0,00;0,00;
0,00;0,00;275,72;-0,09;0,00;0,00;
0,00;0,00;280,52;-0,04;0,00;0,00;
0,00;0,00;290,12;-0,04;0,00;0,00;
0,00;0,00;294,92;-0,09;0,00;0,00;
0,00;0,00;299,72;-0,04;0,00;0,00;
0,00;0,00;304,52;-0,04;0,00;0,00;
0,00;0,00;309,00;-0,09;0,00;0,00;
0,00;0,00;311,71;-0,04;0,00;0,00;
0,00;0,00;314,17;0,04;0,00;0,00;
0,00;0,00;317,63;0,04;0,00;0,00;
0,00;0,00;317,82;0,04;0,00;0,00;
0,00;0,00;318,78;0,04;0,00;0,00;
0,00;0,00;319,74;0,04;0,00;0,00;
0,00;0,00;320,70;0,04;0,00;0,00;
0,00;0,00;321,08;0,04;0,00;0,00;
0,00;0,00;321,28;0,12;0,00;0,00;
0,00;0,00;321,47;0,12;0,00;0,00;
0,00;0,00;321,66;0,17;0,00;0,00;
0,00;0,00;321,85;0,17;0,00;0,00;
0,00;0,00;322,04;0,17;0,00;0,00;
0,00;0,00;322,24;0,17;0,00;0,00;
0,00;0,00;322,43;0,17;0,00;0,00;
0,00;0,00;322,62;0,17;0,00;0,00;
0,00;0,00;322,81;0,17;0,00;0,00;
0,00;0,00;323,00;0,17;0,00;0,00;
0,00;0,00;323,20;0,17;0,00;0,00;
0,00;0,00;323,39;0,17;0,00;0,00;
0,00;0,00;323,58;0,17;0,00;0,00;
0,00;0,00;323,77;0,17;0,00;0,00;
0,00;0,00;323,96;0,17;0,00;0,00;
0,00;0,00;324,16;0,17;0,00;0,00;
0,00;0,00;324,35;0,17;0,00;0,00;
0,00;0,00;324,54;0,17;0,00;0,00;
0,00;0,00;324,73;0,17;0,00;0,00;
0,00;0,00;324,92;0,17;0,00;0,00;
0,00;0,00;325,12;0,17;0,00;0,00;
0,00;0,00;325,31;0,21;0,00;0,00;
0,00;0,00;325,50;0,35;0,00;0,00;
0,00;0,00;325,69;0,21;0,00;0,00;
0,00;0,00;325,88;0,35;0,00;0,00;
0,00;0,00;326,08;0,35;0,00;0,00;
0,00;0,00;326,27;0,35;0,00;0,00;
0,00;0,00;326,46;0,35;0,00;0,00;
0,00;0,00;326,65;0,35;0,00;0,00;
0,00;0,00;326,84;0,35;0,00;0,00;
0,00;0,00;327,04;0,35;0,00;0,00;
0,00;0,00;327,23;0,35;0,00;0,00;
0,00;0,00;327,42;0,43;0,00;0,00;
0,00;0,00;327,61;0,35;0,00;0,00;
0,00;0,00;327,80;0,43;0,00;0,00;
0,00;0,00;328,00;0,38;0,00;0,00;
0,00;0,00;328,19;0,43;0,00;0,00;
0,00;0,00;328,25;0,30;0,00;0,00;
0,00;0,00;328,25;0,35;0,00;0,00;
0,00;0,00;328,25;0,35;0,00;0,00;
0,00;0,00;328,25;0,35;0,00;0,00;
