Nr;Date;ProgNr;ProgName;State;
8000;27.02.20 16:32:19;21;Avvicinamento Pressata Fuori Ingombro;wrong softlimit spindle data (74);
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;127,57;0,90;0,00;0,00;
0,00;0,00;127,70;0,92;0,00;0,00;
0,00;0,00;127,82;0,88;0,00;0,00;
0,00;0,00;127,95;0,96;0,00;0,00;
0,00;0,00;128,08;0,97;0,00;0,00;
0,00;0,00;128,21;0,99;0,00;0,00;
0,00;0,00;128,34;1,02;0,00;0,00;
0,00;0,00;128,47;1,05;0,00;0,00;
0,00;0,00;128,59;1,06;0,00;0,00;
0,00;0,00;128,72;1,08;0,00;0,00;
0,00;0,00;128,85;1,09;0,00;0,00;
0,00;0,00;128,98;1,12;0,00;0,00;
0,00;0,00;129,11;1,14;0,00;0,00;
0,00;0,00;129,23;1,16;0,00;0,00;
0,00;0,00;129,36;1,19;0,00;0,00;
0,00;0,00;129,49;1,20;0,00;0,00;
0,00;0,00;129,62;1,20;0,00;0,00;
0,00;0,00;129,75;1,22;0,00;0,00;
0,00;0,00;129,87;1,23;0,00;0,00;
0,00;0,00;130,00;1,26;0,00;0,00;
0,00;0,00;130,13;1,25;0,00;0,00;
0,00;0,00;130,26;1,27;0,00;0,00;
0,00;0,00;130,39;1,27;0,00;0,00;
0,00;0,00;130,52;1,29;0,00;0,00;
0,00;0,00;130,64;1,29;0,00;0,00;
0,00;0,00;130,77;1,28;0,00;0,00;
0,00;0,00;130,90;1,28;0,00;0,00;
0,00;0,00;131,03;1,28;0,00;0,00;
0,00;0,00;131,15;1,28;0,00;0,00;
0,00;0,00;131,28;1,29;0,00;0,00;
0,00;0,00;131,41;1,29;0,00;0,00;
0,00;0,00;131,54;1,28;0,00;0,00;
0,00;0,00;131,67;1,26;0,00;0,00;
0,00;0,00;131,79;1,27;0,00;0,00;
0,00;0,00;131,92;1,26;0,00;0,00;
0,00;0,00;132,05;1,27;0,00;0,00;
0,00;0,00;132,18;1,28;0,00;0,00;
0,00;0,00;132,31;1,29;0,00;0,00;
0,00;0,00;132,43;1,29;0,00;0,00;
0,00;0,00;132,56;1,27;0,00;0,00;
0,00;0,00;132,69;1,28;0,00;0,00;
0,00;0,00;132,82;1,29;0,00;0,00;
0,00;0,00;132,95;1,29;0,00;0,00;
0,00;0,00;133,07;1,29;0,00;0,00;
0,00;0,00;133,20;1,29;0,00;0,00;
0,00;0,00;133,33;1,30;0,00;0,00;
0,00;0,00;133,46;1,33;0,00;0,00;
0,00;0,00;133,59;1,33;0,00;0,00;
0,00;0,00;133,71;1,33;0,00;0,00;
0,00;0,00;133,84;1,36;0,00;0,00;
0,00;0,00;133,97;1,37;0,00;0,00;
0,00;0,00;134,10;1,38;0,00;0,00;
0,00;0,00;134,23;1,38;0,00;0,00;
0,00;0,00;134,36;1,39;0,00;0,00;
0,00;0,00;134,48;1,39;0,00;0,00;
0,00;0,00;134,61;1,41;0,00;0,00;
0,00;0,00;134,74;1,42;0,00;0,00;
0,00;0,00;134,87;1,43;0,00;0,00;
0,00;0,00;134,99;1,44;0,00;0,00;
0,00;0,00;135,12;1,44;0,00;0,00;
0,00;0,00;135,25;1,44;0,00;0,00;
0,00;0,00;135,38;1,45;0,00;0,00;
0,00;0,00;135,51;1,45;0,00;0,00;
0,00;0,00;135,63;1,45;0,00;0,00;
0,00;0,00;135,76;1,46;0,00;0,00;
0,00;0,00;135,89;1,44;0,00;0,00;
0,00;0,00;136,02;1,45;0,00;0,00;
0,00;0,00;136,15;1,45;0,00;0,00;
0,00;0,00;136,27;1,44;0,00;0,00;
0,00;0,00;136,40;1,44;0,00;0,00;
0,00;0,00;136,53;1,42;0,00;0,00;
0,00;0,00;136,66;1,41;0,00;0,00;
0,00;0,00;136,79;1,42;0,00;0,00;
0,00;0,00;136,91;1,39;0,00;0,00;
0,00;0,00;137,04;1,41;0,00;0,00;
0,00;0,00;137,17;1,38;0,00;0,00;
0,00;0,00;137,30;1,38;0,00;0,00;
0,00;0,00;137,43;1,36;0,00;0,00;
0,00;0,00;137,56;1,36;0,00;0,00;
0,00;0,00;137,68;1,35;0,00;0,00;
0,00;0,00;137,81;1,33;0,00;0,00;
0,00;0,00;137,94;1,34;0,00;0,00;
0,00;0,00;138,07;1,34;0,00;0,00;
0,00;0,00;138,19;1,31;0,00;0,00;
0,00;0,00;138,32;1,31;0,00;0,00;
0,00;0,00;138,45;1,32;0,00;0,00;
0,00;0,00;138,58;1,31;0,00;0,00;
0,00;0,00;138,71;1,29;0,00;0,00;
0,00;0,00;138,84;1,29;0,00;0,00;
0,00;0,00;138,96;1,29;0,00;0,00;
0,00;0,00;139,09;1,29;0,00;0,00;
0,00;0,00;139,22;1,27;0,00;0,00;
0,00;0,00;139,35;1,28;0,00;0,00;
0,00;0,00;139,47;1,26;0,00;0,00;
0,00;0,00;139,60;1,26;0,00;0,00;
0,00;0,00;139,73;1,26;0,00;0,00;
0,00;0,00;139,86;1,26;0,00;0,00;
0,00;0,00;139,99;1,26;0,00;0,00;
0,00;0,00;140,11;1,26;0,00;0,00;
0,00;0,00;140,24;1,25;0,00;0,00;
0,00;0,00;140,37;1,24;0,00;0,00;
0,00;0,00;140,50;1,24;0,00;0,00;
0,00;0,00;140,63;1,23;0,00;0,00;
0,00;0,00;140,76;1,21;0,00;0,00;
0,00;0,00;140,88;1,23;0,00;0,00;
0,00;0,00;141,01;1,21;0,00;0,00;
0,00;0,00;141,14;1,23;0,00;0,00;
0,00;0,00;141,27;1,21;0,00;0,00;
0,00;0,00;141,40;1,21;0,00;0,00;
0,00;0,00;141,52;1,21;0,00;0,00;
0,00;0,00;141,65;1,20;0,00;0,00;
0,00;0,00;141,78;1,18;0,00;0,00;
0,00;0,00;141,91;1,19;0,00;0,00;
0,00;0,00;142,03;1,17;0,00;0,00;
0,00;0,00;142,16;1,17;0,00;0,00;
0,00;0,00;142,29;1,17;0,00;0,00;
0,00;0,00;142,42;1,17;0,00;0,00;
0,00;0,00;142,55;1,16;0,00;0,00;
0,00;0,00;142,68;1,15;0,00;0,00;
0,00;0,00;142,80;1,15;0,00;0,00;
0,00;0,00;142,93;1,13;0,00;0,00;
0,00;0,00;143,06;1,12;0,00;0,00;
0,00;0,00;143,19;1,12;0,00;0,00;
0,00;0,00;143,31;1,12;0,00;0,00;
0,00;0,00;143,44;1,13;0,00;0,00;
0,00;0,00;143,57;1,12;0,00;0,00;
0,00;0,00;143,70;1,11;0,00;0,00;
0,00;0,00;143,83;1,12;0,00;0,00;
0,00;0,00;143,95;1,09;0,00;0,00;
0,00;0,00;144,08;1,11;0,00;0,00;
0,00;0,00;144,21;1,12;0,00;0,00;
0,00;0,00;144,34;1,10;0,00;0,00;
0,00;0,00;144,47;1,09;0,00;0,00;
0,00;0,00;144,59;1,08;0,00;0,00;
0,00;0,00;144,72;1,09;0,00;0,00;
0,00;0,00;144,85;1,09;0,00;0,00;
0,00;0,00;144,98;1,09;0,00;0,00;
0,00;0,00;145,11;1,09;0,00;0,00;
0,00;0,00;145,23;1,08;0,00;0,00;
0,00;0,00;145,36;1,07;0,00;0,00;
0,00;0,00;145,49;1,07;0,00;0,00;
0,00;0,00;145,62;1,06;0,00;0,00;
0,00;0,00;145,75;1,05;0,00;0,00;
0,00;0,00;145,87;1,06;0,00;0,00;
0,00;0,00;146,00;1,04;0,00;0,00;
0,00;0,00;146,13;1,06;0,00;0,00;
0,00;0,00;146,26;1,07;0,00;0,00;
0,00;0,00;146,39;1,05;0,00;0,00;
0,00;0,00;146,51;1,06;0,00;0,00;
0,00;0,00;146,64;1,06;0,00;0,00;
0,00;0,00;146,77;1,04;0,00;0,00;
0,00;0,00;146,90;1,05;0,00;0,00;
0,00;0,00;147,03;1,03;0,00;0,00;
0,00;0,00;147,15;1,04;0,00;0,00;
0,00;0,00;147,28;1,02;0,00;0,00;
0,00;0,00;147,41;1,04;0,00;0,00;
0,00;0,00;147,54;1,04;0,00;0,00;
0,00;0,00;147,67;1,03;0,00;0,00;
0,00;0,00;147,79;1,03;0,00;0,00;
0,00;0,00;147,92;1,04;0,00;0,00;
0,00;0,00;148,05;1,03;0,00;0,00;
0,00;0,00;148,18;1,04;0,00;0,00;
0,00;0,00;148,31;1,05;0,00;0,00;
0,00;0,00;148,43;1,04;0,00;0,00;
0,00;0,00;148,56;1,03;0,00;0,00;
0,00;0,00;148,69;1,04;0,00;0,00;
0,00;0,00;148,82;1,04;0,00;0,00;
0,00;0,00;148,95;1,04;0,00;0,00;
0,00;0,00;149,07;1,04;0,00;0,00;
0,00;0,00;149,20;1,04;0,00;0,00;
0,00;0,00;149,33;1,05;0,00;0,00;
0,00;0,00;149,46;1,04;0,00;0,00;
0,00;0,00;149,59;1,02;0,00;0,00;
0,00;0,00;149,71;1,02;0,00;0,00;
0,00;0,00;149,84;1,03;0,00;0,00;
0,00;0,00;149,97;1,02;0,00;0,00;
0,00;0,00;150,10;1,03;0,00;0,00;
0,00;0,00;150,23;1,02;0,00;0,00;
0,00;0,00;150,35;1,00;0,00;0,00;
0,00;0,00;150,48;0,99;0,00;0,00;
0,00;0,00;150,61;1,01;0,00;0,00;
0,00;0,00;150,74;1,01;0,00;0,00;
0,00;0,00;150,87;1,00;0,00;0,00;
0,00;0,00;150,99;1,00;0,00;0,00;
0,00;0,00;151,12;0,99;0,00;0,00;
0,00;0,00;151,25;0,99;0,00;0,00;
0,00;0,00;151,38;0,98;0,00;0,00;
0,00;0,00;151,51;0,99;0,00;0,00;
0,00;0,00;151,64;0,97;0,00;0,00;
0,00;0,00;151,76;0,98;0,00;0,00;
0,00;0,00;151,89;0,98;0,00;0,00;
0,00;0,00;152,02;0,97;0,00;0,00;
0,00;0,00;152,15;0,97;0,00;0,00;
0,00;0,00;152,27;0,96;0,00;0,00;
0,00;0,00;152,40;0,96;0,00;0,00;
0,00;0,00;152,53;0,97;0,00;0,00;
0,00;0,00;152,66;0,97;0,00;0,00;
0,00;0,00;152,79;0,97;0,00;0,00;
0,00;0,00;152,92;0,96;0,00;0,00;
0,00;0,00;153,04;0,96;0,00;0,00;
0,00;0,00;153,17;0,97;0,00;0,00;
0,00;0,00;153,30;0,97;0,00;0,00;
0,00;0,00;153,43;0,97;0,00;0,00;
0,00;0,00;153,55;0,99;0,00;0,00;
0,00;0,00;153,68;0,99;0,00;0,00;
0,00;0,00;153,81;0,97;0,00;0,00;
0,00;0,00;153,94;0,99;0,00;0,00;
0,00;0,00;154,07;0,99;0,00;0,00;
0,00;0,00;154,19;0,99;0,00;0,00;
0,00;0,00;154,32;0,99;0,00;0,00;
0,00;0,00;154,45;1,00;0,00;0,00;
0,00;0,00;154,58;0,99;0,00;0,00;
0,00;0,00;154,71;0,99;0,00;0,00;
0,00;0,00;154,84;1,01;0,00;0,00;
0,00;0,00;154,96;1,02;0,00;0,00;
0,00;0,00;155,09;1,01;0,00;0,00;
0,00;0,00;155,22;1,01;0,00;0,00;
0,00;0,00;155,35;1,02;0,00;0,00;
0,00;0,00;155,47;1,01;0,00;0,00;
0,00;0,00;155,60;1,03;0,00;0,00;
0,00;0,00;155,73;1,02;0,00;0,00;
0,00;0,00;155,86;1,02;0,00;0,00;
0,00;0,00;155,99;1,04;0,00;0,00;
0,00;0,00;156,11;1,04;0,00;0,00;
0,00;0,00;156,24;1,02;0,00;0,00;
0,00;0,00;156,37;1,03;0,00;0,00;
0,00;0,00;156,50;1,03;0,00;0,00;
0,00;0,00;156,63;1,04;0,00;0,00;
0,00;0,00;156,76;1,03;0,00;0,00;
0,00;0,00;156,88;1,03;0,00;0,00;
0,00;0,00;157,01;1,04;0,00;0,00;
0,00;0,00;157,14;1,03;0,00;0,00;
0,00;0,00;157,27;1,03;0,00;0,00;
0,00;0,00;157,39;1,02;0,00;0,00;
0,00;0,00;157,52;1,04;0,00;0,00;
0,00;0,00;157,65;1,04;0,00;0,00;
0,00;0,00;157,78;1,04;0,00;0,00;
0,00;0,00;157,91;1,03;0,00;0,00;
0,00;0,00;158,04;1,04;0,00;0,00;
0,00;0,00;158,16;1,03;0,00;0,00;
0,00;0,00;158,29;1,03;0,00;0,00;
0,00;0,00;158,42;1,03;0,00;0,00;
0,00;0,00;158,55;1,03;0,00;0,00;
0,00;0,00;158,67;1,02;0,00;0,00;
0,00;0,00;158,80;1,03;0,00;0,00;
0,00;0,00;158,93;1,02;0,00;0,00;
0,00;0,00;159,06;1,02;0,00;0,00;
0,00;0,00;159,19;1,02;0,00;0,00;
0,00;0,00;159,31;1,04;0,00;0,00;
0,00;0,00;159,44;1,04;0,00;0,00;
0,00;0,00;159,57;1,04;0,00;0,00;
0,00;0,00;159,70;1,04;0,00;0,00;
0,00;0,00;159,83;1,03;0,00;0,00;
0,00;0,00;159,95;1,04;0,00;0,00;
0,00;0,00;160,08;1,05;0,00;0,00;
0,00;0,00;160,21;1,05;0,00;0,00;
0,00;0,00;160,34;1,06;0,00;0,00;
0,00;0,00;160,47;1,04;0,00;0,00;
0,00;0,00;160,59;1,06;0,00;0,00;
0,00;0,00;160,70;2,82;0,00;0,00;
0,00;0,00;160,77;4,51;0,00;0,00;
0,00;0,00;160,78;4,46;0,00;0,00;
0,00;0,00;160,78;4,53;0,00;0,00;
0,00;0,00;160,79;4,59;0,00;0,00;
0,00;0,00;160,79;4,64;0,00;0,00;
0,00;0,00;160,79;4,67;0,00;0,00;
