7992;27.02.20 15:13:51;21;Avvicinamento Pressata Fuori Ingombro;position > max position (10);
0,00;0,00;126,68;0,61;0,00;0,00;
0,00;0,00;126,78;0,61;0,00;0,00;
0,00;0,00;126,87;0,65;0,00;0,00;
0,00;0,00;126,97;0,68;0,00;0,00;
0,00;0,00;127,06;0,69;0,00;0,00;
0,00;0,00;127,16;0,72;0,00;0,00;
0,00;0,00;127,26;0,73;0,00;0,00;
0,00;0,00;127,35;0,76;0,00;0,00;
0,00;0,00;127,45;0,78;0,00;0,00;
0,00;0,00;127,54;0,80;0,00;0,00;
0,00;0,00;127,64;0,81;0,00;0,00;
0,00;0,00;127,73;0,84;0,00;0,00;
0,00;0,00;127,83;0,85;0,00;0,00;
0,00;0,00;127,93;0,85;0,00;0,00;
0,00;0,00;128,02;0,87;0,00;0,00;
0,00;0,00;128,12;0,89;0,00;0,00;
0,00;0,00;128,21;0,90;0,00;0,00;
0,00;0,00;128,31;0,90;0,00;0,00;
0,00;0,00;128,41;0,93;0,00;0,00;
0,00;0,00;128,50;0,92;0,00;0,00;
0,00;0,00;128,60;0,95;0,00;0,00;
0,00;0,00;128,70;0,96;0,00;0,00;
0,00;0,00;128,79;0,95;0,00;0,00;
0,00;0,00;128,89;0,96;0,00;0,00;
0,00;0,00;128,98;1,12;0,00;0,00;
0,00;0,00;129,08;1,20;0,00;0,00;
0,00;0,00;129,17;1,24;0,00;0,00;
0,00;0,00;129,27;1,25;0,00;0,00;
0,00;0,00;129,37;1,20;0,00;0,00;
0,00;0,00;129,46;1,16;0,00;0,00;
0,00;0,00;129,56;1,15;0,00;0,00;
0,00;0,00;129,66;1,12;0,00;0,00;
0,00;0,00;129,75;1,13;0,00;0,00;
0,00;0,00;129,85;1,12;0,00;0,00;
0,00;0,00;129,94;1,12;0,00;0,00;
0,00;0,00;130,04;1,08;0,00;0,00;
0,00;0,00;130,14;1,05;0,00;0,00;
0,00;0,00;130,23;1,07;0,00;0,00;
0,00;0,00;130,33;1,02;0,00;0,00;
0,00;0,00;130,43;1,02;0,00;0,00;
0,00;0,00;130,52;1,02;0,00;0,00;
0,00;0,00;130,62;1,02;0,00;0,00;
0,00;0,00;130,71;1,03;0,00;0,00;
0,00;0,00;130,81;1,04;0,00;0,00;
0,00;0,00;130,90;1,03;0,00;0,00;
0,00;0,00;131,00;1,04;0,00;0,00;
0,00;0,00;131,10;1,04;0,00;0,00;
0,00;0,00;131,19;1,04;0,00;0,00;
0,00;0,00;131,29;1,04;0,00;0,00;
0,00;0,00;131,38;1,04;0,00;0,00;
0,00;0,00;131,48;1,05;0,00;0,00;
0,00;0,00;131,58;1,04;0,00;0,00;
0,00;0,00;131,67;1,04;0,00;0,00;
0,00;0,00;131,77;1,05;0,00;0,00;
0,00;0,00;131,86;1,04;0,00;0,00;
0,00;0,00;131,96;1,05;0,00;0,00;
0,00;0,00;132,06;1,06;0,00;0,00;
0,00;0,00;132,15;1,08;0,00;0,00;
0,00;0,00;132,25;1,09;0,00;0,00;
0,00;0,00;132,34;1,09;0,00;0,00;
0,00;0,00;132,44;1,09;0,00;0,00;
0,00;0,00;132,54;1,10;0,00;0,00;
0,00;0,00;132,63;1,10;0,00;0,00;
0,00;0,00;132,73;1,12;0,00;0,00;
0,00;0,00;132,82;1,13;0,00;0,00;
0,00;0,00;132,92;1,14;0,00;0,00;
0,00;0,00;133,02;1,16;0,00;0,00;
0,00;0,00;133,11;1,16;0,00;0,00;
0,00;0,00;133,21;1,17;0,00;0,00;
0,00;0,00;133,30;1,18;0,00;0,00;
0,00;0,00;133,40;1,19;0,00;0,00;
0,00;0,00;133,50;1,21;0,00;0,00;
0,00;0,00;133,59;1,23;0,00;0,00;
0,00;0,00;133,69;1,24;0,00;0,00;
0,00;0,00;133,78;1,25;0,00;0,00;
0,00;0,00;133,88;1,26;0,00;0,00;
0,00;0,00;133,98;1,29;0,00;0,00;
0,00;0,00;134,07;1,28;0,00;0,00;
0,00;0,00;134,17;1,28;0,00;0,00;
0,00;0,00;134,26;1,31;0,00;0,00;
0,00;0,00;134,36;1,31;0,00;0,00;
0,00;0,00;134,46;1,32;0,00;0,00;
0,00;0,00;134,55;1,34;0,00;0,00;
0,00;0,00;134,65;1,34;0,00;0,00;
0,00;0,00;134,74;1,34;0,00;0,00;
0,00;0,00;134,84;1,36;0,00;0,00;
0,00;0,00;134,94;1,36;0,00;0,00;
0,00;0,00;135,03;1,36;0,00;0,00;
0,00;0,00;135,13;1,38;0,00;0,00;
0,00;0,00;135,22;1,39;0,00;0,00;
0,00;0,00;135,32;1,39;0,00;0,00;
0,00;0,00;135,42;1,39;0,00;0,00;
0,00;0,00;135,51;1,39;0,00;0,00;
0,00;0,00;135,61;1,40;0,00;0,00;
0,00;0,00;135,70;1,36;0,00;0,00;
0,00;0,00;135,80;1,37;0,00;0,00;
0,00;0,00;135,90;1,37;0,00;0,00;
0,00;0,00;135,99;1,36;0,00;0,00;
0,00;0,00;136,09;1,36;0,00;0,00;
0,00;0,00;136,18;1,37;0,00;0,00;
0,00;0,00;136,28;1,36;0,00;0,00;
0,00;0,00;136,38;1,34;0,00;0,00;
0,00;0,00;136,47;1,35;0,00;0,00;
0,00;0,00;136,57;1,35;0,00;0,00;
0,00;0,00;136,66;1,34;0,00;0,00;
0,00;0,00;136,76;1,34;0,00;0,00;
0,00;0,00;136,86;1,34;0,00;0,00;
0,00;0,00;136,95;1,34;0,00;0,00;
0,00;0,00;137,05;1,34;0,00;0,00;
0,00;0,00;137,14;1,32;0,00;0,00;
0,00;0,00;137,24;1,32;0,00;0,00;
0,00;0,00;137,34;1,34;0,00;0,00;
0,00;0,00;137,43;1,34;0,00;0,00;
0,00;0,00;137,53;1,34;0,00;0,00;
0,00;0,00;137,62;1,37;0,00;0,00;
0,00;0,00;137,72;1,39;0,00;0,00;
0,00;0,00;137,81;1,40;0,00;0,00;
0,00;0,00;137,91;1,43;0,00;0,00;
0,00;0,00;138,01;1,45;0,00;0,00;
0,00;0,00;138,10;1,47;0,00;0,00;
0,00;0,00;138,20;1,48;0,00;0,00;
0,00;0,00;138,30;1,50;0,00;0,00;
0,00;0,00;138,39;1,53;0,00;0,00;
0,00;0,00;138,49;1,54;0,00;0,00;
0,00;0,00;138,58;1,54;0,00;0,00;
0,00;0,00;138,68;1,58;0,00;0,00;
0,00;0,00;138,78;1,58;0,00;0,00;
0,00;0,00;138,87;1,60;0,00;0,00;
0,00;0,00;138,97;1,60;0,00;0,00;
0,00;0,00;139,06;1,60;0,00;0,00;
0,00;0,00;139,16;1,60;0,00;0,00;
0,00;0,00;139,26;1,59;0,00;0,00;
0,00;0,00;139,35;1,60;0,00;0,00;
0,00;0,00;139,45;1,60;0,00;0,00;
0,00;0,00;139,54;1,59;0,00;0,00;
0,00;0,00;139,64;1,60;0,00;0,00;
0,00;0,00;139,74;1,60;0,00;0,00;
0,00;0,00;139,83;1,57;0,00;0,00;
0,00;0,00;139,93;1,55;0,00;0,00;
0,00;0,00;140,02;1,56;0,00;0,00;
0,00;0,00;140,12;1,54;0,00;0,00;
0,00;0,00;140,22;1,52;0,00;0,00;
0,00;0,00;140,31;1,50;0,00;0,00;
0,00;0,00;140,41;1,47;0,00;0,00;
0,00;0,00;140,50;1,47;0,00;0,00;
0,00;0,00;140,60;1,46;0,00;0,00;
0,00;0,00;140,70;1,43;0,00;0,00;
0,00;0,00;140,79;1,42;0,00;0,00;
0,00;0,00;140,89;1,40;0,00;0,00;
0,00;0,00;140,99;1,37;0,00;0,00;
0,00;0,00;141,08;1,38;0,00;0,00;
0,00;0,00;141,18;1,36;0,00;0,00;
0,00;0,00;141,27;1,33;0,00;0,00;
0,00;0,00;141,37;1,33;0,00;0,00;
0,00;0,00;141,46;1,31;0,00;0,00;
0,00;0,00;141,56;1,29;0,00;0,00;
0,00;0,00;141,66;1,29;0,00;0,00;
0,00;0,00;141,75;1,28;0,00;0,00;
0,00;0,00;141,85;1,30;0,00;0,00;
0,00;0,00;141,94;1,28;0,00;0,00;
0,00;0,00;142,04;1,31;0,00;0,00;
0,00;0,00;142,14;1,31;0,00;0,00;
0,00;0,00;142,23;1,31;0,00;0,00;
0,00;0,00;142,33;1,35;0,00;0,00;
0,00;0,00;142,42;1,36;0,00;0,00;
0,00;0,00;142,52;1,37;0,00;0,00;
0,00;0,00;142,62;1,40;0,00;0,00;
0,00;0,00;142,71;1,42;0,00;0,00;
0,00;0,00;142,81;1,43;0,00;0,00;
0,00;0,00;142,90;1,47;0,00;0,00;
0,00;0,00;143,00;1,48;0,00;0,00;
0,00;0,00;143,10;1,51;0,00;0,00;
0,00;0,00;143,19;1,53;0,00;0,00;
0,00;0,00;143,29;1,54;0,00;0,00;
0,00;0,00;143,38;1,58;0,00;0,00;
0,00;0,00;143,48;1,60;0,00;0,00;
0,00;0,00;143,58;1,60;0,00;0,00;
0,00;0,00;143,67;1,62;0,00;0,00;
0,00;0,00;143,77;1,66;0,00;0,00;
0,00;0,00;143,86;1,66;0,00;0,00;
0,00;0,00;143,96;1,67;0,00;0,00;
0,00;0,00;144,05;1,69;0,00;0,00;
0,00;0,00;144,15;1,69;0,00;0,00;
0,00;0,00;144,25;1,69;0,00;0,00;
0,00;0,00;144,34;1,71;0,00;0,00;
0,00;0,00;144,44;1,71;0,00;0,00;
0,00;0,00;144,54;1,72;0,00;0,00;
0,00;0,00;144,63;1,72;0,00;0,00;
0,00;0,00;144,73;1,72;0,00;0,00;
0,00;0,00;144,83;1,71;0,00;0,00;
0,00;0,00;144,92;1,72;0,00;0,00;
0,00;0,00;145,02;1,72;0,00;0,00;
0,00;0,00;145,11;1,71;0,00;0,00;
0,00;0,00;145,21;1,69;0,00;0,00;
0,00;0,00;145,30;1,67;0,00;0,00;
0,00;0,00;145,40;1,66;0,00;0,00;
0,00;0,00;145,50;1,63;0,00;0,00;
0,00;0,00;145,59;1,61;0,00;0,00;
0,00;0,00;145,69;1,60;0,00;0,00;
0,00;0,00;145,78;1,57;0,00;0,00;
0,00;0,00;145,88;1,55;0,00;0,00;
0,00;0,00;145,98;1,53;0,00;0,00;
0,00;0,00;146,07;1,51;0,00;0,00;
0,00;0,00;146,17;1,48;0,00;0,00;
0,00;0,00;146,26;1,45;0,00;0,00;
0,00;0,00;146,36;1,42;0,00;0,00;
0,00;0,00;146,46;1,39;0,00;0,00;
0,00;0,00;146,55;1,36;0,00;0,00;
0,00;0,00;146,65;1,33;0,00;0,00;
0,00;0,00;146,75;1,29;0,00;0,00;
0,00;0,00;146,84;1,27;0,00;0,00;
0,00;0,00;146,94;1,25;0,00;0,00;
0,00;0,00;147,03;1,24;0,00;0,00;
0,00;0,00;147,13;1,21;0,00;0,00;
0,00;0,00;147,22;1,21;0,00;0,00;
0,00;0,00;147,32;1,22;0,00;0,00;
0,00;0,00;147,41;1,23;0,00;0,00;
0,00;0,00;147,51;1,27;0,00;0,00;
0,00;0,00;147,61;1,29;0,00;0,00;
0,00;0,00;147,70;1,34;0,00;0,00;
0,00;0,00;147,80;1,35;0,00;0,00;
0,00;0,00;147,90;1,37;0,00;0,00;
0,00;0,00;147,99;1,41;0,00;0,00;
0,00;0,00;148,09;1,43;0,00;0,00;
0,00;0,00;148,18;1,47;0,00;0,00;
0,00;0,00;148,28;1,50;0,00;0,00;
0,00;0,00;148,38;1,51;0,00;0,00;
0,00;0,00;148,47;1,55;0,00;0,00;
0,00;0,00;148,57;1,57;0,00;0,00;
0,00;0,00;148,66;1,60;0,00;0,00;
0,00;0,00;148,76;1,61;0,00;0,00;
0,00;0,00;148,85;1,63;0,00;0,00;
0,00;0,00;148,95;1,63;0,00;0,00;
0,00;0,00;149,05;1,64;0,00;0,00;
0,00;0,00;149,14;1,65;0,00;0,00;
0,00;0,00;149,24;1,66;0,00;0,00;
0,00;0,00;149,34;1,66;0,00;0,00;
0,00;0,00;149,43;1,66;0,00;0,00;
0,00;0,00;149,53;1,69;0,00;0,00;
0,00;0,00;149,62;1,67;0,00;0,00;
0,00;0,00;149,72;1,67;0,00;0,00;
0,00;0,00;149,82;1,67;0,00;0,00;
0,00;0,00;149,91;1,66;0,00;0,00;
0,00;0,00;150,01;1,66;0,00;0,00;
0,00;0,00;150,10;1,63;0,00;0,00;
0,00;0,00;150,20;1,63;0,00;0,00;
0,00;0,00;150,30;1,61;0,00;0,00;
0,00;0,00;150,39;1,60;0,00;0,00;
0,00;0,00;150,49;1,60;0,00;0,00;
0,00;0,00;150,58;1,57;0,00;0,00;
0,00;0,00;150,68;1,56;0,00;0,00;
0,00;0,00;150,78;1,53;0,00;0,00;
0,00;0,00;150,87;1,52;0,00;0,00;
0,00;0,00;150,97;1,50;0,00;0,00;
0,00;0,00;151,06;1,48;0,00;0,00;
0,00;0,00;151,16;1,47;0,00;0,00;
0,00;0,00;151,26;1,44;0,00;0,00;
0,00;0,00;151,35;1,42;0,00;0,00;
0,00;0,00;151,45;1,39;0,00;0,00;
0,00;0,00;151,54;1,39;0,00;0,00;
0,00;0,00;151,64;1,36;0,00;0,00;
0,00;0,00;151,74;1,35;0,00;0,00;
0,00;0,00;151,83;1,35;0,00;0,00;
0,00;0,00;151,93;1,36;0,00;0,00;
0,00;0,00;152,02;1,34;0,00;0,00;
0,00;0,00;152,12;1,34;0,00;0,00;
0,00;0,00;152,22;1,34;0,00;0,00;
0,00;0,00;152,31;1,36;0,00;0,00;
0,00;0,00;152,41;1,36;0,00;0,00;
0,00;0,00;152,50;1,36;0,00;0,00;
0,00;0,00;152,60;1,38;0,00;0,00;
0,00;0,00;152,70;1,40;0,00;0,00;
0,00;0,00;152,79;1,42;0,00;0,00;
0,00;0,00;152,89;1,46;0,00;0,00;
0,00;0,00;152,98;1,48;0,00;0,00;
0,00;0,00;153,08;1,50;0,00;0,00;
0,00;0,00;153,18;1,53;0,00;0,00;
0,00;0,00;153,27;1,55;0,00;0,00;
0,00;0,00;153,37;1,57;0,00;0,00;
0,00;0,00;153,46;1,58;0,00;0,00;
0,00;0,00;153,56;1,61;0,00;0,00;
0,00;0,00;153,65;1,63;0,00;0,00;
0,00;0,00;153,75;1,66;0,00;0,00;
0,00;0,00;153,85;1,68;0,00;0,00;
0,00;0,00;153,94;1,69;0,00;0,00;
0,00;0,00;154,04;1,69;0,00;0,00;
0,00;0,00;154,14;1,72;0,00;0,00;
0,00;0,00;154,23;1,72;0,00;0,00;
0,00;0,00;154,33;1,73;0,00;0,00;
0,00;0,00;154,42;1,72;0,00;0,00;
0,00;0,00;154,52;1,73;0,00;0,00;
0,00;0,00;154,61;1,72;0,00;0,00;
0,00;0,00;154,71;1,72;0,00;0,00;
0,00;0,00;154,81;1,72;0,00;0,00;
0,00;0,00;154,90;1,72;0,00;0,00;
0,00;0,00;155,00;1,71;0,00;0,00;
0,00;0,00;155,10;1,72;0,00;0,00;
0,00;0,00;155,19;1,71;0,00;0,00;
0,00;0,00;155,29;1,71;0,00;0,00;
0,00;0,00;155,38;1,69;0,00;0,00;
0,00;0,00;155,48;1,69;0,00;0,00;
0,00;0,00;155,58;1,67;0,00;0,00;
0,00;0,00;155,67;1,66;0,00;0,00;
0,00;0,00;155,77;1,65;0,00;0,00;
0,00;0,00;155,86;1,65;0,00;0,00;
0,00;0,00;155,96;1,62;0,00;0,00;
0,00;0,00;156,06;1,60;0,00;0,00;
0,00;0,00;156,15;1,59;0,00;0,00;
0,00;0,00;156,25;1,57;0,00;0,00;
0,00;0,00;156,35;1,54;0,00;0,00;
0,00;0,00;156,44;1,52;0,00;0,00;
0,00;0,00;156,54;1,50;0,00;0,00;
0,00;0,00;156,63;1,47;0,00;0,00;
0,00;0,00;156,73;1,45;0,00;0,00;
0,00;0,00;156,82;1,43;0,00;0,00;
0,00;0,00;156,92;1,41;0,00;0,00;
0,00;0,00;157,02;1,39;0,00;0,00;
0,00;0,00;157,11;1,37;0,00;0,00;
0,00;0,00;157,21;1,36;0,00;0,00;
0,00;0,00;157,30;1,36;0,00;0,00;
0,00;0,00;157,40;1,36;0,00;0,00;
0,00;0,00;157,49;1,36;0,00;0,00;
0,00;0,00;157,59;1,36;0,00;0,00;
0,00;0,00;157,69;1,36;0,00;0,00;
0,00;0,00;157,78;1,38;0,00;0,00;
0,00;0,00;157,88;1,38;0,00;0,00;
0,00;0,00;157,98;1,40;0,00;0,00;
0,00;0,00;158,07;1,42;0,00;0,00;
0,00;0,00;158,17;1,43;0,00;0,00;
0,00;0,00;158,26;1,45;0,00;0,00;
0,00;0,00;158,36;1,46;0,00;0,00;
0,00;0,00;158,46;1,48;0,00;0,00;
0,00;0,00;158,55;1,49;0,00;0,00;
0,00;0,00;158,65;1,50;0,00;0,00;
0,00;0,00;158,74;1,50;0,00;0,00;
0,00;0,00;158,84;1,51;0,00;0,00;
0,00;0,00;158,94;1,51;0,00;0,00;
0,00;0,00;159,03;1,54;0,00;0,00;
0,00;0,00;159,06;1,54;0,00;0,00;
0,00;0,00;159,06;1,52;0,00;0,00;
0,00;0,00;159,06;1,51;0,00;0,00;
0,00;0,00;159,06;1,52;0,00;0,00;
0,00;0,00;159,06;1,51;0,00;0,00;
0,00;0,00;159,06;1,51;0,00;0,00;
0,00;0,00;159,06;1,51;0,00;0,00;
0,00;0,00;159,06;1,51;0,00;0,00;
0,00;0,00;159,06;1,49;0,00;0,00;
0,00;0,00;159,06;1,48;0,00;0,00;
0,00;0,00;159,06;1,46;0,00;0,00;
0,00;0,00;159,05;1,42;0,00;0,00;
