7990;27.02.20 15:06:03;21;Avvicinamento Pressata Fuori Ingombro;position > max position (10);
0,00;0,00;148,57;1,28;0,00;0,00;
0,00;0,00;148,66;1,31;0,00;0,00;
0,00;0,00;148,76;1,32;0,00;0,00;
0,00;0,00;148,85;1,34;0,00;0,00;
0,00;0,00;148,95;1,36;0,00;0,00;
0,00;0,00;149,05;1,37;0,00;0,00;
0,00;0,00;149,14;1,39;0,00;0,00;
0,00;0,00;149,24;1,39;0,00;0,00;
0,00;0,00;149,34;1,42;0,00;0,00;
0,00;0,00;149,43;1,43;0,00;0,00;
0,00;0,00;149,53;1,42;0,00;0,00;
0,00;0,00;149,62;1,41;0,00;0,00;
0,00;0,00;149,72;1,43;0,00;0,00;
0,00;0,00;149,82;1,42;0,00;0,00;
0,00;0,00;149,91;1,42;0,00;0,00;
0,00;0,00;150,01;1,43;0,00;0,00;
0,00;0,00;150,10;1,42;0,00;0,00;
0,00;0,00;150,20;1,43;0,00;0,00;
0,00;0,00;150,30;1,42;0,00;0,00;
0,00;0,00;150,39;1,42;0,00;0,00;
0,00;0,00;150,49;1,40;0,00;0,00;
0,00;0,00;150,58;1,39;0,00;0,00;
0,00;0,00;150,68;1,41;0,00;0,00;
0,00;0,00;150,78;1,39;0,00;0,00;
0,00;0,00;150,87;1,39;0,00;0,00;
0,00;0,00;150,97;1,37;0,00;0,00;
0,00;0,00;151,06;1,36;0,00;0,00;
0,00;0,00;151,16;1,37;0,00;0,00;
0,00;0,00;151,26;1,36;0,00;0,00;
0,00;0,00;151,35;1,35;0,00;0,00;
0,00;0,00;151,45;1,34;0,00;0,00;
0,00;0,00;151,54;1,33;0,00;0,00;
0,00;0,00;151,64;1,34;0,00;0,00;
0,00;0,00;151,74;1,31;0,00;0,00;
0,00;0,00;151,83;1,32;0,00;0,00;
0,00;0,00;151,93;1,31;0,00;0,00;
0,00;0,00;152,02;1,30;0,00;0,00;
0,00;0,00;152,12;1,28;0,00;0,00;
0,00;0,00;152,22;1,28;0,00;0,00;
0,00;0,00;152,31;1,28;0,00;0,00;
0,00;0,00;152,41;1,24;0,00;0,00;
0,00;0,00;152,50;1,24;0,00;0,00;
0,00;0,00;152,60;1,24;0,00;0,00;
0,00;0,00;152,70;1,23;0,00;0,00;
0,00;0,00;152,79;1,22;0,00;0,00;
0,00;0,00;152,89;1,23;0,00;0,00;
0,00;0,00;152,98;1,23;0,00;0,00;
0,00;0,00;153,08;1,25;0,00;0,00;
0,00;0,00;153,18;1,25;0,00;0,00;
0,00;0,00;153,27;1,28;0,00;0,00;
0,00;0,00;153,37;1,31;0,00;0,00;
0,00;0,00;153,46;1,34;0,00;0,00;
0,00;0,00;153,56;1,36;0,00;0,00;
0,00;0,00;153,65;1,36;0,00;0,00;
0,00;0,00;153,75;1,39;0,00;0,00;
0,00;0,00;153,85;1,40;0,00;0,00;
0,00;0,00;153,94;1,42;0,00;0,00;
0,00;0,00;154,04;1,43;0,00;0,00;
0,00;0,00;154,14;1,44;0,00;0,00;
0,00;0,00;154,23;1,45;0,00;0,00;
0,00;0,00;154,33;1,48;0,00;0,00;
0,00;0,00;154,42;1,50;0,00;0,00;
0,00;0,00;154,52;1,50;0,00;0,00;
0,00;0,00;154,61;1,49;0,00;0,00;
0,00;0,00;154,71;1,51;0,00;0,00;
0,00;0,00;154,81;1,48;0,00;0,00;
0,00;0,00;154,90;1,50;0,00;0,00;
0,00;0,00;155,00;1,49;0,00;0,00;
0,00;0,00;155,10;1,48;0,00;0,00;
0,00;0,00;155,19;1,48;0,00;0,00;
0,00;0,00;155,29;1,51;0,00;0,00;
0,00;0,00;155,38;1,50;0,00;0,00;
0,00;0,00;155,48;1,52;0,00;0,00;
0,00;0,00;155,58;1,52;0,00;0,00;
0,00;0,00;155,67;1,53;0,00;0,00;
0,00;0,00;155,77;1,54;0,00;0,00;
0,00;0,00;155,86;1,53;0,00;0,00;
0,00;0,00;155,96;1,51;0,00;0,00;
0,00;0,00;156,06;1,49;0,00;0,00;
0,00;0,00;156,15;1,50;0,00;0,00;
0,00;0,00;156,25;1,49;0,00;0,00;
0,00;0,00;156,35;1,48;0,00;0,00;
0,00;0,00;156,44;1,48;0,00;0,00;
0,00;0,00;156,54;1,48;0,00;0,00;
0,00;0,00;156,63;1,48;0,00;0,00;
0,00;0,00;156,73;1,48;0,00;0,00;
0,00;0,00;156,82;1,47;0,00;0,00;
0,00;0,00;156,92;1,45;0,00;0,00;
0,00;0,00;157,02;1,45;0,00;0,00;
0,00;0,00;157,11;1,45;0,00;0,00;
0,00;0,00;157,21;1,43;0,00;0,00;
0,00;0,00;157,30;1,42;0,00;0,00;
0,00;0,00;157,40;1,42;0,00;0,00;
0,00;0,00;157,49;1,41;0,00;0,00;
0,00;0,00;157,59;1,41;0,00;0,00;
0,00;0,00;157,69;1,42;0,00;0,00;
0,00;0,00;157,78;1,43;0,00;0,00;
0,00;0,00;157,88;1,43;0,00;0,00;
0,00;0,00;157,98;1,45;0,00;0,00;
0,00;0,00;158,07;1,47;0,00;0,00;
0,00;0,00;158,17;1,48;0,00;0,00;
0,00;0,00;158,26;1,47;0,00;0,00;
0,00;0,00;158,36;1,48;0,00;0,00;
0,00;0,00;158,46;1,48;0,00;0,00;
0,00;0,00;158,55;1,50;0,00;0,00;
0,00;0,00;158,65;1,52;0,00;0,00;
0,00;0,00;158,74;1,53;0,00;0,00;
0,00;0,00;158,84;1,55;0,00;0,00;
0,00;0,00;158,94;1,55;0,00;0,00;
0,00;0,00;159,03;1,57;0,00;0,00;
0,00;0,00;159,06;1,57;0,00;0,00;
0,00;0,00;159,06;1,55;0,00;0,00;
0,00;0,00;159,06;1,54;0,00;0,00;
0,00;0,00;159,06;1,54;0,00;0,00;
0,00;0,00;159,06;1,54;0,00;0,00;
0,00;0,00;159,06;1,54;0,00;0,00;
0,00;0,00;159,06;1,54;0,00;0,00;
0,00;0,00;159,06;1,54;0,00;0,00;
0,00;0,00;159,06;1,53;0,00;0,00;
0,00;0,00;159,06;1,51;0,00;0,00;
0,00;0,00;159,06;1,50;0,00;0,00;
0,00;0,00;159,06;1,48;0,00;0,00;
0,00;0,00;159,05;1,45;0,00;0,00;
