Nr;Date;ProgNr;ProgName;State;
8009;27.02.20 16:50:29;21;Avvicinamento Pressata Fuori Ingombro;wrong softlimit spindle data (74);
0,00;0,00;139,86;0,69;0,00;0,00;
0,00;0,00;139,99;0,71;0,00;0,00;
0,00;0,00;140,11;0,72;0,00;0,00;
0,00;0,00;140,24;0,72;0,00;0,00;
0,00;0,00;140,37;0,72;0,00;0,00;
0,00;0,00;140,50;0,72;0,00;0,00;
0,00;0,00;140,63;0,72;0,00;0,00;
0,00;0,00;140,76;0,72;0,00;0,00;
0,00;0,00;140,88;0,73;0,00;0,00;
0,00;0,00;141,01;0,75;0,00;0,00;
0,00;0,00;141,14;0,75;0,00;0,00;
0,00;0,00;141,27;0,75;0,00;0,00;
0,00;0,00;141,40;0,76;0,00;0,00;
0,00;0,00;141,52;0,76;0,00;0,00;
0,00;0,00;141,65;0,77;0,00;0,00;
0,00;0,00;141,78;0,76;0,00;0,00;
0,00;0,00;141,91;0,77;0,00;0,00;
0,00;0,00;142,03;0,78;0,00;0,00;
0,00;0,00;142,16;0,78;0,00;0,00;
0,00;0,00;142,29;0,78;0,00;0,00;
0,00;0,00;142,42;0,78;0,00;0,00;
0,00;0,00;142,55;0,78;0,00;0,00;
0,00;0,00;142,68;0,78;0,00;0,00;
0,00;0,00;142,80;0,78;0,00;0,00;
0,00;0,00;142,93;0,78;0,00;0,00;
0,00;0,00;143,06;0,78;0,00;0,00;
0,00;0,00;143,19;0,78;0,00;0,00;
0,00;0,00;143,31;0,78;0,00;0,00;
0,00;0,00;143,44;0,78;0,00;0,00;
0,00;0,00;143,57;0,78;0,00;0,00;
0,00;0,00;143,70;0,78;0,00;0,00;
0,00;0,00;143,83;0,78;0,00;0,00;
0,00;0,00;143,95;0,79;0,00;0,00;
0,00;0,00;144,08;0,78;0,00;0,00;
0,00;0,00;144,21;0,79;0,00;0,00;
0,00;0,00;144,34;0,81;0,00;0,00;
0,00;0,00;144,47;0,81;0,00;0,00;
0,00;0,00;144,59;0,82;0,00;0,00;
0,00;0,00;144,72;0,82;0,00;0,00;
0,00;0,00;144,85;0,82;0,00;0,00;
0,00;0,00;144,98;0,84;0,00;0,00;
0,00;0,00;145,11;0,84;0,00;0,00;
0,00;0,00;145,23;0,84;0,00;0,00;
0,00;0,00;145,36;0,84;0,00;0,00;
0,00;0,00;145,49;0,85;0,00;0,00;
0,00;0,00;145,62;0,87;0,00;0,00;
0,00;0,00;145,75;0,87;0,00;0,00;
0,00;0,00;145,87;0,87;0,00;0,00;
0,00;0,00;146,00;0,87;0,00;0,00;
0,00;0,00;146,13;0,88;0,00;0,00;
0,00;0,00;146,26;0,90;0,00;0,00;
0,00;0,00;146,39;0,90;0,00;0,00;
0,00;0,00;146,51;0,90;0,00;0,00;
0,00;0,00;146,64;0,90;0,00;0,00;
0,00;0,00;146,77;0,90;0,00;0,00;
0,00;0,00;146,90;0,90;0,00;0,00;
0,00;0,00;147,03;0,92;0,00;0,00;
0,00;0,00;147,15;0,93;0,00;0,00;
0,00;0,00;147,28;0,90;0,00;0,00;
0,00;0,00;147,41;0,90;0,00;0,00;
0,00;0,00;147,54;0,93;0,00;0,00;
0,00;0,00;147,67;0,92;0,00;0,00;
0,00;0,00;147,79;0,91;0,00;0,00;
0,00;0,00;147,92;0,93;0,00;0,00;
0,00;0,00;148,05;0,90;0,00;0,00;
0,00;0,00;148,18;0,90;0,00;0,00;
0,00;0,00;148,31;0,90;0,00;0,00;
0,00;0,00;148,43;0,90;0,00;0,00;
0,00;0,00;148,56;0,89;0,00;0,00;
0,00;0,00;148,69;0,89;0,00;0,00;
0,00;0,00;148,82;0,89;0,00;0,00;
0,00;0,00;148,95;0,88;0,00;0,00;
0,00;0,00;149,07;0,87;0,00;0,00;
0,00;0,00;149,20;0,87;0,00;0,00;
0,00;0,00;149,33;0,87;0,00;0,00;
0,00;0,00;149,46;0,86;0,00;0,00;
0,00;0,00;149,59;0,85;0,00;0,00;
0,00;0,00;149,71;0,85;0,00;0,00;
0,00;0,00;149,84;0,85;0,00;0,00;
0,00;0,00;149,97;0,84;0,00;0,00;
0,00;0,00;150,10;0,84;0,00;0,00;
0,00;0,00;150,23;0,84;0,00;0,00;
0,00;0,00;150,35;0,85;0,00;0,00;
0,00;0,00;150,48;0,84;0,00;0,00;
0,00;0,00;150,61;0,86;0,00;0,00;
0,00;0,00;150,74;0,86;0,00;0,00;
0,00;0,00;150,87;0,85;0,00;0,00;
0,00;0,00;150,99;0,85;0,00;0,00;
0,00;0,00;151,12;0,85;0,00;0,00;
0,00;0,00;151,25;0,86;0,00;0,00;
0,00;0,00;151,38;0,85;0,00;0,00;
0,00;0,00;151,51;0,85;0,00;0,00;
0,00;0,00;151,64;0,86;0,00;0,00;
0,00;0,00;151,76;0,85;0,00;0,00;
0,00;0,00;151,89;0,84;0,00;0,00;
0,00;0,00;152,02;0,84;0,00;0,00;
0,00;0,00;152,15;0,84;0,00;0,00;
0,00;0,00;152,27;0,84;0,00;0,00;
0,00;0,00;152,40;0,84;0,00;0,00;
0,00;0,00;152,53;0,84;0,00;0,00;
0,00;0,00;152,66;0,84;0,00;0,00;
0,00;0,00;152,79;0,84;0,00;0,00;
0,00;0,00;152,92;0,83;0,00;0,00;
0,00;0,00;153,04;0,82;0,00;0,00;
0,00;0,00;153,17;0,82;0,00;0,00;
0,00;0,00;153,30;0,82;0,00;0,00;
0,00;0,00;153,43;0,81;0,00;0,00;
0,00;0,00;153,56;0,81;0,00;0,00;
0,00;0,00;153,68;0,78;0,00;0,00;
0,00;0,00;153,81;0,80;0,00;0,00;
0,00;0,00;153,94;0,80;0,00;0,00;
0,00;0,00;154,07;0,78;0,00;0,00;
0,00;0,00;154,19;0,78;0,00;0,00;
0,00;0,00;154,32;0,78;0,00;0,00;
0,00;0,00;154,45;0,77;0,00;0,00;
0,00;0,00;154,58;0,77;0,00;0,00;
0,00;0,00;154,71;0,78;0,00;0,00;
0,00;0,00;154,84;0,77;0,00;0,00;
0,00;0,00;154,96;0,78;0,00;0,00;
0,00;0,00;155,09;0,78;0,00;0,00;
0,00;0,00;155,22;0,78;0,00;0,00;
0,00;0,00;155,35;0,78;0,00;0,00;
0,00;0,00;155,47;0,78;0,00;0,00;
0,00;0,00;155,60;0,78;0,00;0,00;
0,00;0,00;155,73;0,77;0,00;0,00;
0,00;0,00;155,86;0,78;0,00;0,00;
0,00;0,00;155,99;0,78;0,00;0,00;
0,00;0,00;156,11;0,77;0,00;0,00;
0,00;0,00;156,24;0,78;0,00;0,00;
0,00;0,00;156,37;0,77;0,00;0,00;
0,00;0,00;156,50;0,78;0,00;0,00;
0,00;0,00;156,63;0,78;0,00;0,00;
0,00;0,00;156,76;0,76;0,00;0,00;
0,00;0,00;156,88;0,76;0,00;0,00;
0,00;0,00;157,01;0,75;0,00;0,00;
0,00;0,00;157,14;0,74;0,00;0,00;
0,00;0,00;157,27;0,74;0,00;0,00;
0,00;0,00;157,39;0,72;0,00;0,00;
0,00;0,00;157,52;0,72;0,00;0,00;
0,00;0,00;157,65;0,72;0,00;0,00;
0,00;0,00;157,78;0,69;0,00;0,00;
0,00;0,00;157,91;0,70;0,00;0,00;
0,00;0,00;158,04;0,69;0,00;0,00;
0,00;0,00;158,16;0,67;0,00;0,00;
0,00;0,00;158,29;0,68;0,00;0,00;
0,00;0,00;158,42;0,66;0,00;0,00;
0,00;0,00;158,55;0,65;0,00;0,00;
0,00;0,00;158,67;0,64;0,00;0,00;
0,00;0,00;158,80;0,63;0,00;0,00;
0,00;0,00;158,93;0,63;0,00;0,00;
0,00;0,00;159,06;0,63;0,00;0,00;
0,00;0,00;159,19;0,63;0,00;0,00;
0,00;0,00;159,31;0,61;0,00;0,00;
0,00;0,00;159,44;0,61;0,00;0,00;
0,00;0,00;159,57;0,60;0,00;0,00;
0,00;0,00;159,70;0,61;0,00;0,00;
0,00;0,00;159,83;0,61;0,00;0,00;
0,00;0,00;159,96;0,61;0,00;0,00;
0,00;0,00;160,08;0,63;0,00;0,00;
0,00;0,00;160,21;0,63;0,00;0,00;
0,00;0,00;160,34;0,64;0,00;0,00;
0,00;0,00;160,47;0,66;0,00;0,00;
0,00;0,00;160,59;0,66;0,00;0,00;
0,00;0,00;160,71;1,80;0,00;0,00;
0,00;0,00;160,78;3,17;0,00;0,00;
0,00;0,00;160,78;3,03;0,00;0,00;
0,00;0,00;160,79;3,06;0,00;0,00;
0,00;0,00;160,79;3,08;0,00;0,00;
0,00;0,00;160,79;3,09;0,00;0,00;
