22681;05.07.21 15:10:31;21;Avvicinamento Pressata Finale;position > max position (10);20210705100844P0008;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;30,22;0,04;0,00;0,00;
0,00;0,00;33,30;0,04;0,00;0,00;
0,00;0,00;37,92;0,09;0,00;0,00;
0,00;0,00;42,72;0,04;0,00;0,00;
0,00;0,00;47,52;0,04;0,00;0,00;
0,00;0,00;61,92;0,04;0,00;0,00;
0,00;0,00;66,72;-0,04;0,00;0,00;
0,00;0,00;81,12;0,04;0,00;0,00;
0,00;0,00;109,92;-0,04;0,00;0,00;
0,00;0,00;114,72;0,04;0,00;0,00;
0,00;0,00;119,52;0,04;0,00;0,00;
0,00;0,00;124,32;-0,04;0,00;0,00;
0,00;0,00;133,92;-0,04;0,00;0,00;
0,00;0,00;148,32;0,04;0,00;0,00;
0,00;0,00;153,12;-0,04;0,00;0,00;
0,00;0,00;177,12;-0,04;0,00;0,00;
0,00;0,00;196,32;0,04;0,00;0,00;
0,00;0,00;201,12;0,04;0,00;0,00;
0,00;0,00;210,72;0,04;0,00;0,00;
0,00;0,00;215,52;0,04;0,00;0,00;
0,00;0,00;220,32;0,09;0,00;0,00;
0,00;0,00;229,92;0,09;0,00;0,00;
0,00;0,00;234,72;0,04;0,00;0,00;
0,00;0,00;253,92;-0,04;0,00;0,00;
0,00;0,00;263,52;-0,04;0,00;0,00;
0,00;0,00;273,12;-0,09;0,00;0,00;
0,00;0,00;282,72;0,04;0,00;0,00;
0,00;0,00;287,13;0,09;0,00;0,00;
0,00;0,00;289,81;-0,04;0,00;0,00;
0,00;0,00;291,11;0,04;0,00;0,00;
0,00;0,00;291,76;0,04;0,00;0,00;
0,00;0,00;293,04;0,04;0,00;0,00;
0,00;0,00;293,68;0,04;0,00;0,00;
0,00;0,00;294,00;0,04;0,00;0,00;
0,00;0,00;294,32;0,04;0,00;0,00;
0,00;0,00;294,64;0,09;0,00;0,00;
0,00;0,00;294,96;0,04;0,00;0,00;
0,00;0,00;295,28;0,04;0,00;0,00;
0,00;0,00;297,52;0,13;0,00;0,00;
0,00;0,00;297,84;0,18;0,00;0,00;
0,00;0,00;298,16;0,26;0,00;0,00;
0,00;0,00;298,48;0,35;0,00;0,00;
0,00;0,00;298,80;0,35;0,00;0,00;
0,00;0,00;299,12;0,35;0,00;0,00;
0,00;0,00;299,44;0,35;0,00;0,00;
0,00;0,00;299,76;0,35;0,00;0,00;
0,00;0,00;300,07;2,21;0,00;0,00;
0,00;0,00;300,39;1,91;0,00;0,00;
0,00;0,00;300,72;1,91;0,00;0,00;
0,00;0,00;301,04;2,13;0,00;0,00;
0,00;0,00;301,36;2,26;0,00;0,00;
0,00;0,00;301,68;2,44;0,00;0,00;
0,00;0,00;302,00;2,48;0,00;0,00;
0,00;0,00;302,32;2,65;0,00;0,00;
0,00;0,00;302,64;2,83;0,00;0,00;
0,00;0,00;302,96;2,96;0,00;0,00;
0,00;0,00;303,28;3,09;0,00;0,00;
0,00;0,00;303,60;3,30;0,00;0,00;
0,00;0,00;303,91;3,48;0,00;0,00;
0,00;0,00;304,24;3,96;0,00;0,00;
0,00;0,00;304,55;4,18;0,00;0,00;
0,00;0,00;304,87;4,39;0,00;0,00;
0,00;0,00;305,20;4,56;0,00;0,00;
0,00;0,00;305,52;4,70;0,00;0,00;
0,00;0,00;305,84;4,91;0,00;0,00;
0,00;0,00;306,16;5,04;0,00;0,00;
0,00;0,00;306,47;5,26;0,00;0,00;
0,00;0,00;306,80;5,35;0,00;0,00;
0,00;0,00;307,12;5,57;0,00;0,00;
0,00;0,00;307,44;5,70;0,00;0,00;
0,00;0,00;307,76;5,91;0,00;0,00;
0,00;0,00;308,07;5,91;0,00;0,00;
0,00;0,00;308,40;6,08;0,00;0,00;
0,00;0,00;308,72;6,26;0,00;0,00;
0,00;0,00;309,04;6,48;0,00;0,00;
0,00;0,00;309,36;6,70;0,00;0,00;
0,00;0,00;309,67;6,78;0,00;0,00;
0,00;0,00;310,00;6,87;0,00;0,00;
0,00;0,00;310,32;7,00;0,00;0,00;
0,00;0,00;310,64;7,04;0,00;0,00;
0,00;0,00;310,96;7,09;0,00;0,00;
0,00;0,00;311,28;7,22;0,00;0,00;
0,00;0,00;311,60;7,44;0,00;0,00;
0,00;0,00;311,92;7,69;0,00;0,00;
0,00;0,00;312,24;7,78;0,00;0,00;
0,00;0,00;312,56;7,96;0,00;0,00;
0,00;0,00;312,88;8,01;0,00;0,00;
0,00;0,00;313,20;8,17;0,00;0,00;
0,00;0,00;313,52;8,34;0,00;0,00;
0,00;0,00;313,83;10,22;0,00;0,00;
0,00;0,00;314,09;24,31;0,00;0,00;
0,00;0,00;314,14;28,01;0,00;0,00;
0,00;0,00;314,16;28,79;0,00;0,00;
0,00;0,00;314,17;29,57;0,00;0,00;
0,00;0,00;314,19;30,27;0,00;0,00;
0,00;0,00;314,19;30,45;0,00;0,00;
0,00;0,00;314,20;30,57;0,00;0,00;
