71264;20.08.21 11:38:12;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);20210819155013P0050;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;2,17;0,32;0,00;0,00;
0,00;0,00;2,96;0,30;0,00;0,00;
0,00;0,00;4,23;0,27;0,00;0,00;
0,00;0,00;6,02;0,30;0,00;0,00;
0,00;0,00;8,33;0,32;0,00;0,00;
0,00;0,00;11,15;0,34;0,00;0,00;
0,00;0,00;14,31;0,18;0,00;0,00;
0,00;0,00;17,42;0,23;0,00;0,00;
0,00;0,00;20,64;0,23;0,00;0,00;
0,00;0,00;23,85;0,23;0,00;0,00;
0,00;0,00;27,05;0,23;0,00;0,00;
0,00;0,00;30,25;0,23;0,00;0,00;
0,00;0,00;33,45;0,20;0,00;0,00;
0,00;0,00;36,65;0,25;0,00;0,00;
0,00;0,00;39,85;0,23;0,00;0,00;
0,00;0,00;43,05;0,20;0,00;0,00;
0,00;0,00;46,25;0,25;0,00;0,00;
0,00;0,00;49,45;0,20;0,00;0,00;
0,00;0,00;52,65;0,23;0,00;0,00;
0,00;0,00;55,85;0,20;0,00;0,00;
0,00;0,00;59,05;0,20;0,00;0,00;
0,00;0,00;62,25;0,18;0,00;0,00;
0,00;0,00;65,45;0,23;0,00;0,00;
0,00;0,00;68,65;0,20;0,00;0,00;
0,00;0,00;71,85;0,20;0,00;0,00;
0,00;0,00;75,05;0,16;0,00;0,00;
0,00;0,00;78,25;0,18;0,00;0,00;
0,00;0,00;81,45;0,20;0,00;0,00;
0,00;0,00;84,65;0,23;0,00;0,00;
0,00;0,00;87,85;0,20;0,00;0,00;
0,00;0,00;91,05;0,20;0,00;0,00;
0,00;0,00;94,25;0,20;0,00;0,00;
0,00;0,00;97,45;0,18;0,00;0,00;
0,00;0,00;100,65;0,20;0,00;0,00;
0,00;0,00;103,85;0,20;0,00;0,00;
0,00;0,00;107,05;0,20;0,00;0,00;
0,00;0,00;110,25;0,20;0,00;0,00;
0,00;0,00;113,45;0,18;0,00;0,00;
0,00;0,00;116,65;0,23;0,00;0,00;
0,00;0,00;119,85;0,18;0,00;0,00;
0,00;0,00;123,05;0,18;0,00;0,00;
0,00;0,00;126,25;0,18;0,00;0,00;
0,00;0,00;129,45;0,23;0,00;0,00;
0,00;0,00;132,65;0,23;0,00;0,00;
0,00;0,00;135,85;0,18;0,00;0,00;
0,00;0,00;139,05;0,18;0,00;0,00;
0,00;0,00;142,25;0,18;0,00;0,00;
0,00;0,00;145,45;0,20;0,00;0,00;
0,00;0,00;148,65;0,23;0,00;0,00;
0,00;0,00;151,47;0,16;0,00;0,00;
0,00;0,00;153,83;0,14;0,00;0,00;
0,00;0,00;155,72;0,12;0,00;0,00;
0,00;0,00;157,10;0,09;0,00;0,00;
0,00;0,00;157,98;0,12;0,00;0,00;
0,00;0,00;158,36;0,07;0,00;0,00;
0,00;0,00;158,44;0,14;0,00;0,00;
0,00;0,00;158,46;0,16;0,00;0,00;
0,00;0,00;158,46;0,14;0,00;0,00;
0,00;0,00;158,59;0,14;0,00;0,00;
0,00;0,00;158,73;0,14;0,00;0,00;
0,00;0,00;158,90;0,16;0,00;0,00;
0,00;0,00;159,06;0,16;0,00;0,00;
0,00;0,00;159,22;0,16;0,00;0,00;
0,00;0,00;159,38;0,16;0,00;0,00;
0,00;0,00;159,54;0,16;0,00;0,00;
0,00;0,00;159,70;0,16;0,00;0,00;
0,00;0,00;159,86;0,16;0,00;0,00;
0,00;0,00;160,02;0,14;0,00;0,00;
0,00;0,00;160,18;0,16;0,00;0,00;
0,00;0,00;160,34;0,16;0,00;0,00;
0,00;0,00;160,50;0,16;0,00;0,00;
0,00;0,00;160,66;0,16;0,00;0,00;
0,00;0,00;160,82;0,16;0,00;0,00;
0,00;0,00;160,98;0,16;0,00;0,00;
0,00;0,00;161,14;0,16;0,00;0,00;
0,00;0,00;161,30;0,16;0,00;0,00;
0,00;0,00;161,46;0,30;0,00;0,00;
0,00;0,00;161,62;0,34;0,00;0,00;
0,00;0,00;161,78;0,41;0,00;0,00;
0,00;0,00;161,94;0,70;0,00;0,00;
0,00;0,00;162,10;0,95;0,00;0,00;
0,00;0,00;162,26;1,20;0,00;0,00;
0,00;0,00;162,41;1,43;0,00;0,00;
0,00;0,00;162,57;1,58;0,00;0,00;
0,00;0,00;162,73;1,74;0,00;0,00;
0,00;0,00;162,89;1,88;0,00;0,00;
0,00;0,00;163,05;2,06;0,00;0,00;
0,00;0,00;163,21;2,22;0,00;0,00;
0,00;0,00;163,37;2,35;0,00;0,00;
0,00;0,00;163,53;2,58;0,00;0,00;
0,00;0,00;163,69;2,67;0,00;0,00;
0,00;0,00;163,85;2,85;0,00;0,00;
0,00;0,00;164,02;2,96;0,00;0,00;
0,00;0,00;164,18;3,07;0,00;0,00;
0,00;0,00;164,34;3,21;0,00;0,00;
0,00;0,00;164,50;3,30;0,00;0,00;
0,00;0,00;164,66;3,44;0,00;0,00;
0,00;0,00;164,82;3,60;0,00;0,00;
0,00;0,00;164,98;3,66;0,00;0,00;
0,00;0,00;165,14;3,73;0,00;0,00;
0,00;0,00;165,16;3,69;0,00;0,00;
0,00;0,00;165,16;3,69;0,00;0,00;
0,00;0,00;165,09;2,35;0,00;0,00;
0,00;0,00;164,56;0,02;0,00;0,00;
0,00;0,00;163,53;0,02;0,00;0,00;
0,00;0,00;162,00;0,02;0,00;0,00;
0,00;0,00;157,39;-0,05;0,00;0,00;
0,00;0,00;154,32;-0,11;0,00;0,00;
0,00;0,00;151,20;-0,02;0,00;0,00;
0,00;0,00;148,02;0,05;0,00;0,00;
0,00;0,00;144,81;0,02;0,00;0,00;
0,00;0,00;141,60;0,02;0,00;0,00;
0,00;0,00;132,00;0,05;0,00;0,00;
0,00;0,00;125,61;0,05;0,00;0,00;
0,00;0,00;119,20;0,02;0,00;0,00;
0,00;0,00;116,00;0,05;0,00;0,00;
0,00;0,00;109,60;0,02;0,00;0,00;
0,00;0,00;106,40;-0,04;0,00;0,00;
0,00;0,00;103,20;-0,02;0,00;0,00;
0,00;0,00;100,00;0,05;0,00;0,00;
0,00;0,00;96,80;0,02;0,00;0,00;
0,00;0,00;93,61;-0,02;0,00;0,00;
0,00;0,00;87,20;0,02;0,00;0,00;
0,00;0,00;84,00;0,05;0,00;0,00;
0,00;0,00;80,81;-0,02;0,00;0,00;
0,00;0,00;77,61;0,02;0,00;0,00;
0,00;0,00;68,00;0,02;0,00;0,00;
0,00;0,00;58,41;-0,02;0,00;0,00;
0,00;0,00;55,20;0,02;0,00;0,00;
0,00;0,00;52,00;0,05;0,00;0,00;
0,00;0,00;48,81;0,05;0,00;0,00;
0,00;0,00;45,61;0,02;0,00;0,00;
0,00;0,00;42,41;-0,02;0,00;0,00;
0,00;0,00;29,61;-0,02;0,00;0,00;
0,00;0,00;26,41;-0,02;0,00;0,00;
0,00;0,00;20,01;0,02;0,00;0,00;
0,00;0,00;10,48;0,12;0,00;0,00;
0,00;0,00;7,86;0,02;0,00;0,00;
0,00;0,00;5,67;0,07;0,00;0,00;
0,00;0,00;3,98;0,07;0,00;0,00;
0,00;0,00;2,81;0,09;0,00;0,00;
0,00;0,00;2,14;0,16;0,00;0,00;
0,00;0,00;1,96;0,09;0,00;0,00;
0,00;0,00;1,90;0,07;0,00;0,00;
