19135;17.05.21 09:49:26;21;Avvicinamento Pressata Finale;position > max position (10);20210517090250P0008;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;30,22;0,09;0,00;0,00;
0,00;0,00;33,30;0,09;0,00;0,00;
0,00;0,00;37,92;0,04;0,00;0,00;
0,00;0,00;47,52;-0,04;0,00;0,00;
0,00;0,00;52,32;0,04;0,00;0,00;
0,00;0,00;66,72;-0,04;0,00;0,00;
0,00;0,00;76,32;0,04;0,00;0,00;
0,00;0,00;81,12;-0,04;0,00;0,00;
0,00;0,00;95,52;-0,04;0,00;0,00;
0,00;0,00;100,32;-0,04;0,00;0,00;
0,00;0,00;124,32;0,04;0,00;0,00;
0,00;0,00;133,92;-0,04;0,00;0,00;
0,00;0,00;143,52;-0,04;0,00;0,00;
0,00;0,00;153,12;-0,04;0,00;0,00;
0,00;0,00;162,72;-0,04;0,00;0,00;
0,00;0,00;167,52;-0,04;0,00;0,00;
0,00;0,00;186,72;-0,04;0,00;0,00;
0,00;0,00;191,52;-0,04;0,00;0,00;
0,00;0,00;201,12;-0,04;0,00;0,00;
0,00;0,00;205,92;-0,04;0,00;0,00;
0,00;0,00;210,72;-0,04;0,00;0,00;
0,00;0,00;215,52;-0,04;0,00;0,00;
0,00;0,00;253,92;-0,09;0,00;0,00;
0,00;0,00;268,32;0,04;0,00;0,00;
0,00;0,00;277,92;0,04;0,00;0,00;
0,00;0,00;301,92;0,04;0,00;0,00;
0,00;0,00;309,15;-0,04;0,00;0,00;
0,00;0,00;315,00;0,09;0,00;0,00;
0,00;0,00;315,32;0,18;0,00;0,00;
0,00;0,00;315,64;0,18;0,00;0,00;
0,00;0,00;315,96;0,18;0,00;0,00;
0,00;0,00;316,28;0,18;0,00;0,00;
0,00;0,00;316,60;0,18;0,00;0,00;
0,00;0,00;316,92;0,18;0,00;0,00;
0,00;0,00;317,24;0,35;0,00;0,00;
0,00;0,00;317,56;0,52;0,00;0,00;
0,00;0,00;317,88;0,52;0,00;0,00;
0,00;0,00;318,20;0,66;0,00;0,00;
0,00;0,00;318,52;0,70;0,00;0,00;
0,00;0,00;318,84;0,78;0,00;0,00;
0,00;0,00;319,16;0,87;0,00;0,00;
0,00;0,00;319,48;0,87;0,00;0,00;
0,00;0,00;319,80;1,01;0,00;0,00;
0,00;0,00;320,12;1,01;0,00;0,00;
0,00;0,00;320,44;1,13;0,00;0,00;
0,00;0,00;320,76;1,17;0,00;0,00;
0,00;0,00;321,08;1,26;0,00;0,00;
0,00;0,00;321,40;1,31;0,00;0,00;
0,00;0,00;321,72;1,40;0,00;0,00;
0,00;0,00;322,04;1,40;0,00;0,00;
0,00;0,00;322,36;1,48;0,00;0,00;
0,00;0,00;322,68;1,52;0,00;0,00;
0,00;0,00;323,00;1,61;0,00;0,00;
0,00;0,00;323,32;1,65;0,00;0,00;
0,00;0,00;323,64;1,70;0,00;0,00;
0,00;0,00;323,96;1,70;0,00;0,00;
0,00;0,00;324,28;1,74;0,00;0,00;
0,00;0,00;324,60;1,96;0,00;0,00;
0,00;0,00;324,92;1,91;0,00;0,00;
0,00;0,00;325,24;1,91;0,00;0,00;
0,00;0,00;325,56;2,00;0,00;0,00;
0,00;0,00;325,88;2,13;0,00;0,00;
0,00;0,00;326,20;2,22;0,00;0,00;
0,00;0,00;326,52;2,13;0,00;0,00;
0,00;0,00;326,84;2,48;0,00;0,00;
0,00;0,00;327,16;2,57;0,00;0,00;
0,00;0,00;327,48;2,57;0,00;0,00;
0,00;0,00;327,80;2,27;0,00;0,00;
0,00;0,00;328,12;2,27;0,00;0,00;
0,00;0,00;328,44;2,22;0,00;0,00;
0,00;0,00;328,76;2,13;0,00;0,00;
0,00;0,00;329,08;1,96;0,00;0,00;
0,00;0,00;329,40;1,91;0,00;0,00;
0,00;0,00;329,72;1,91;0,00;0,00;
0,00;0,00;330,04;1,87;0,00;0,00;
0,00;0,00;330,36;1,91;0,00;0,00;
0,00;0,00;330,68;1,96;0,00;0,00;
0,00;0,00;331,00;1,96;0,00;0,00;
0,00;0,00;331,32;2,09;0,00;0,00;
0,00;0,00;331,60;12,30;0,00;0,00;
0,00;0,00;331,62;14,36;0,00;0,00;
0,00;0,00;331,63;14,92;0,00;0,00;
0,00;0,00;331,64;15,35;0,00;0,00;
0,00;0,00;331,65;15,65;0,00;0,00;
0,00;0,00;331,65;15,83;0,00;0,00;
0,00;0,00;331,65;15,97;0,00;0,00;
0,00;0,00;331,66;16,01;0,00;0,00;
