3129;06.02.20 09:20:08;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20200206084119;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;59,56;0,16;0,00;0,00;
0,00;0,00;60,10;0,09;0,00;0,00;
0,00;0,00;61,12;0,09;0,00;0,00;
0,00;0,00;62,64;0,16;0,00;0,00;
0,00;0,00;64,69;0,16;0,00;0,00;
0,00;0,00;67,25;0,13;0,00;0,00;
0,00;0,00;70,29;0,13;0,00;0,00;
0,00;0,00;73,44;0,13;0,00;0,00;
0,00;0,00;76,60;0,18;0,00;0,00;
0,00;0,00;79,87;0,02;0,00;0,00;
0,00;0,00;83,02;0,05;0,00;0,00;
0,00;0,00;86,26;0,05;0,00;0,00;
0,00;0,00;89,43;0,09;0,00;0,00;
0,00;0,00;92,65;0,13;0,00;0,00;
0,00;0,00;95,84;0,11;0,00;0,00;
0,00;0,00;99,05;0,09;0,00;0,00;
0,00;0,00;102,25;0,07;0,00;0,00;
0,00;0,00;105,45;0,11;0,00;0,00;
0,00;0,00;108,65;0,11;0,00;0,00;
0,00;0,00;111,85;0,09;0,00;0,00;
0,00;0,00;115,05;0,05;0,00;0,00;
0,00;0,00;118,25;0,09;0,00;0,00;
0,00;0,00;121,45;0,07;0,00;0,00;
0,00;0,00;124,65;0,13;0,00;0,00;
0,00;0,00;127,85;0,09;0,00;0,00;
0,00;0,00;131,05;0,11;0,00;0,00;
0,00;0,00;134,25;0,11;0,00;0,00;
0,00;0,00;137,45;0,09;0,00;0,00;
0,00;0,00;140,65;0,11;0,00;0,00;
0,00;0,00;143,85;0,13;0,00;0,00;
0,00;0,00;147,05;0,11;0,00;0,00;
0,00;0,00;150,25;0,11;0,00;0,00;
0,00;0,00;153,45;0,11;0,00;0,00;
0,00;0,00;156,65;0,09;0,00;0,00;
0,00;0,00;159,85;0,07;0,00;0,00;
0,00;0,00;162,67;0,06;0,00;0,00;
0,00;0,00;166,97;-0,02;0,00;0,00;
0,00;0,00;168,38;-0,02;0,00;0,00;
0,00;0,00;169,29;-0,07;0,00;0,00;
0,00;0,00;169,71;-0,07;0,00;0,00;
0,00;0,00;169,92;0,02;0,00;0,00;
0,00;0,00;170,05;0,05;0,00;0,00;
0,00;0,00;170,21;0,02;0,00;0,00;
0,00;0,00;170,85;0,02;0,00;0,00;
0,00;0,00;172,29;0,18;0,00;0,00;
0,00;0,00;172,45;0,18;0,00;0,00;
0,00;0,00;172,61;0,36;0,00;0,00;
0,00;0,00;172,77;0,63;0,00;0,00;
0,00;0,00;172,93;0,95;0,00;0,00;
0,00;0,00;173,08;1,18;0,00;0,00;
0,00;0,00;173,24;1,36;0,00;0,00;
0,00;0,00;173,40;1,54;0,00;0,00;
0,00;0,00;173,57;1,63;0,00;0,00;
0,00;0,00;173,73;1,68;0,00;0,00;
0,00;0,00;173,89;1,72;0,00;0,00;
0,00;0,00;174,05;1,83;0,00;0,00;
0,00;0,00;174,21;1,94;0,00;0,00;
0,00;0,00;174,31;1,88;0,00;0,00;
0,00;0,00;174,31;1,72;0,00;0,00;
0,00;0,00;174,16;0,20;0,00;0,00;
0,00;0,00;173,51;-0,27;0,00;0,00;
0,00;0,00;172,44;-0,02;0,00;0,00;
0,00;0,00;172,35;-0,09;0,00;0,00;
0,00;0,00;172,30;-0,07;0,00;0,00;
0,00;0,00;172,30;-0,09;0,00;0,00;
0,00;0,00;172,49;0,02;0,00;0,00;
0,00;0,00;172,64;0,02;0,00;0,00;
0,00;0,00;173,95;0,11;0,00;0,00;
0,00;0,00;174,11;0,20;0,00;0,00;
0,00;0,00;174,27;0,95;0,00;0,00;
0,00;0,00;174,41;2,17;0,00;0,00;
0,00;0,00;174,57;2,35;0,00;0,00;
0,00;0,00;174,74;2,44;0,00;0,00;
0,00;0,00;174,90;2,56;0,00;0,00;
0,00;0,00;175,06;2,63;0,00;0,00;
0,00;0,00;175,22;2,74;0,00;0,00;
0,00;0,00;175,38;2,89;0,00;0,00;
0,00;0,00;175,55;3,08;0,00;0,00;
0,00;0,00;175,71;3,17;0,00;0,00;
0,00;0,00;175,87;3,26;0,00;0,00;
0,00;0,00;176,03;3,32;0,00;0,00;
0,00;0,00;176,19;3,39;0,00;0,00;
0,00;0,00;176,35;3,57;0,00;0,00;
0,00;0,00;176,51;3,69;0,00;0,00;
0,00;0,00;176,67;3,80;0,00;0,00;
0,00;0,00;176,83;3,93;0,00;0,00;
0,00;0,00;176,99;4,05;0,00;0,00;
0,00;0,00;177,15;4,16;0,00;0,00;
0,00;0,00;177,31;4,23;0,00;0,00;
0,00;0,00;177,47;4,30;0,00;0,00;
0,00;0,00;177,63;4,50;0,00;0,00;
0,00;0,00;177,79;4,63;0,00;0,00;
0,00;0,00;177,95;4,77;0,00;0,00;
0,00;0,00;178,11;4,88;0,00;0,00;
0,00;0,00;178,27;4,98;0,00;0,00;
0,00;0,00;178,43;5,02;0,00;0,00;
0,00;0,00;178,59;5,16;0,00;0,00;
0,00;0,00;178,75;5,25;0,00;0,00;
0,00;0,00;178,91;5,34;0,00;0,00;
0,00;0,00;179,07;5,43;0,00;0,00;
0,00;0,00;179,23;5,43;0,00;0,00;
0,00;0,00;179,39;6,37;0,00;0,00;
0,00;0,00;179,43;7,37;0,00;0,00;
0,00;0,00;179,44;7,60;0,00;0,00;
0,00;0,00;179,44;7,57;0,00;0,00;
0,00;0,00;179,44;7,60;0,00;0,00;
0,00;0,00;179,31;3,55;0,00;0,00;
0,00;0,00;178,71;-0,30;0,00;0,00;
0,00;0,00;177,57;-0,16;0,00;0,00;
0,00;0,00;175,89;-0,18;0,00;0,00;
0,00;0,00;173,71;-0,18;0,00;0,00;
0,00;0,00;171,02;-0,16;0,00;0,00;
0,00;0,00;167,91;-0,25;0,00;0,00;
0,00;0,00;164,75;-0,16;0,00;0,00;
0,00;0,00;161,56;-0,13;0,00;0,00;
0,00;0,00;158,30;-0,13;0,00;0,00;
0,00;0,00;155,15;-0,11;0,00;0,00;
0,00;0,00;151,91;-0,13;0,00;0,00;
0,00;0,00;148,73;-0,18;0,00;0,00;
0,00;0,00;145,52;-0,12;0,00;0,00;
0,00;0,00;142,32;-0,16;0,00;0,00;
0,00;0,00;139,11;-0,13;0,00;0,00;
0,00;0,00;135,91;-0,16;0,00;0,00;
0,00;0,00;132,72;-0,16;0,00;0,00;
0,00;0,00;129,52;-0,13;0,00;0,00;
0,00;0,00;126,31;-0,16;0,00;0,00;
0,00;0,00;123,11;-0,16;0,00;0,00;
0,00;0,00;119,91;-0,16;0,00;0,00;
0,00;0,00;116,71;-0,16;0,00;0,00;
0,00;0,00;113,52;-0,16;0,00;0,00;
0,00;0,00;110,31;-0,18;0,00;0,00;
0,00;0,00;107,11;-0,16;0,00;0,00;
0,00;0,00;103,91;-0,18;0,00;0,00;
0,00;0,00;100,71;-0,16;0,00;0,00;
0,00;0,00;97,51;-0,14;0,00;0,00;
0,00;0,00;94,31;-0,16;0,00;0,00;
0,00;0,00;91,11;-0,11;0,00;0,00;
0,00;0,00;87,91;-0,18;0,00;0,00;
0,00;0,00;84,71;-0,16;0,00;0,00;
0,00;0,00;81,51;-0,16;0,00;0,00;
0,00;0,00;78,31;-0,18;0,00;0,00;
0,00;0,00;75,11;-0,13;0,00;0,00;
0,00;0,00;71,91;-0,16;0,00;0,00;
0,00;0,00;68,75;-0,05;0,00;0,00;
0,00;0,00;66,05;-0,13;0,00;0,00;
0,00;0,00;63,77;-0,07;0,00;0,00;
0,00;0,00;61,97;-0,02;0,00;0,00;
0,00;0,00;60,68;-0,05;0,00;0,00;
0,00;0,00;59,87;0,02;0,00;0,00;
0,00;0,00;59,49;-0,05;0,00;0,00;
