28322;15.09.21 12:15:46;21;Avvicinamento Pressata Finale;force < min. force (9);20210915110040P0008;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;84,50;-0,04;0,00;0,00;
0,00;0,00;85,62;0,04;0,00;0,00;
0,00;0,00;88,70;0,09;0,00;0,00;
0,00;0,00;93,32;0,04;0,00;0,00;
0,00;0,00;107,72;0,04;0,00;0,00;
0,00;0,00;112,52;-0,04;0,00;0,00;
0,00;0,00;126,92;0,04;0,00;0,00;
0,00;0,00;136,52;-0,04;0,00;0,00;
0,00;0,00;165,32;0,04;0,00;0,00;
0,00;0,00;170,12;-0,04;0,00;0,00;
0,00;0,00;174,92;0,09;0,00;0,00;
0,00;0,00;184,52;-0,04;0,00;0,00;
0,00;0,00;189,32;-0,04;0,00;0,00;
0,00;0,00;198,92;-0,04;0,00;0,00;
0,00;0,00;218,12;-0,04;0,00;0,00;
0,00;0,00;222,92;-0,04;0,00;0,00;
0,00;0,00;227,72;-0,04;0,00;0,00;
0,00;0,00;242,12;-0,04;0,00;0,00;
0,00;0,00;261,32;-0,04;0,00;0,00;
0,00;0,00;299,72;-0,04;0,00;0,00;
0,00;0,00;309,00;-0,04;0,00;0,00;
0,00;0,00;311,71;-0,04;0,00;0,00;
0,00;0,00;312,45;0,04;0,00;0,00;
0,00;0,00;313,60;0,04;0,00;0,00;
0,00;0,00;313,79;0,09;0,00;0,00;
0,00;0,00;313,98;0,04;0,00;0,00;
0,00;0,00;314,17;0,04;0,00;0,00;
0,00;0,00;314,56;0,09;0,00;0,00;
0,00;0,00;315,13;0,09;0,00;0,00;
0,00;0,00;315,71;0,04;0,00;0,00;
0,00;0,00;316,28;0,04;0,00;0,00;
0,00;0,00;317,05;0,04;0,00;0,00;
0,00;0,00;317,44;0,04;0,00;0,00;
0,00;0,00;317,82;0,04;0,00;0,00;
0,00;0,00;318,01;0,09;0,00;0,00;
0,00;0,00;318,20;0,04;0,00;0,00;
0,00;0,00;318,40;0,09;0,00;0,00;
0,00;0,00;318,59;0,04;0,00;0,00;
0,00;0,00;318,97;0,09;0,00;0,00;
0,00;0,00;319,16;0,04;0,00;0,00;
0,00;0,00;319,36;0,04;0,00;0,00;
0,00;0,00;319,74;0,04;0,00;0,00;
0,00;0,00;319,93;0,04;0,00;0,00;
0,00;0,00;320,12;0,04;0,00;0,00;
0,00;0,00;320,32;0,09;0,00;0,00;
0,00;0,00;320,51;0,04;0,00;0,00;
0,00;0,00;320,89;0,04;0,00;0,00;
0,00;0,00;321,08;0,04;0,00;0,00;
0,00;0,00;321,27;0,13;0,00;0,00;
0,00;0,00;321,47;0,04;0,00;0,00;
0,00;0,00;321,66;0,13;0,00;0,00;
0,00;0,00;321,85;0,13;0,00;0,00;
0,00;0,00;322,04;0,04;0,00;0,00;
0,00;0,00;322,24;0,13;0,00;0,00;
0,00;0,00;322,43;0,13;0,00;0,00;
0,00;0,00;322,62;0,13;0,00;0,00;
0,00;0,00;322,81;0,13;0,00;0,00;
0,00;0,00;323,00;0,18;0,00;0,00;
0,00;0,00;323,20;0,18;0,00;0,00;
0,00;0,00;323,39;0,18;0,00;0,00;
0,00;0,00;323,58;0,18;0,00;0,00;
0,00;0,00;323,77;0,18;0,00;0,00;
0,00;0,00;323,96;0,18;0,00;0,00;
0,00;0,00;324,16;0,18;0,00;0,00;
0,00;0,00;324,35;0,18;0,00;0,00;
0,00;0,00;324,54;0,18;0,00;0,00;
0,00;0,00;324,73;0,18;0,00;0,00;
0,00;0,00;324,92;0,21;0,00;0,00;
0,00;0,00;325,12;0,21;0,00;0,00;
0,00;0,00;325,31;0,21;0,00;0,00;
0,00;0,00;325,50;0,26;0,00;0,00;
0,00;0,00;325,69;0,21;0,00;0,00;
0,00;0,00;325,88;0,26;0,00;0,00;
0,00;0,00;326,08;0,21;0,00;0,00;
0,00;0,00;326,27;0,35;0,00;0,00;
0,00;0,00;326,46;0,30;0,00;0,00;
0,00;0,00;326,65;0,30;0,00;0,00;
0,00;0,00;326,84;0,35;0,00;0,00;
0,00;0,00;327,04;0,35;0,00;0,00;
0,00;0,00;327,23;0,35;0,00;0,00;
0,00;0,00;327,42;0,35;0,00;0,00;
0,00;0,00;327,61;0,35;0,00;0,00;
0,00;0,00;327,80;0,35;0,00;0,00;
0,00;0,00;328,00;0,39;0,00;0,00;
0,00;0,00;328,19;0,39;0,00;0,00;
0,00;0,00;328,25;0,26;0,00;0,00;
0,00;0,00;328,25;0,30;0,00;0,00;
