8443;12.01.21 14:37:32;21;Avvicinamento Pressata Finale;force < min. force (9);20210112131513P0008;
0,00;0,00;148,32;-0,09;0,00;0,00;
0,00;0,00;150,72;-0,09;0,00;0,00;
0,00;0,00;153,12;-0,09;0,00;0,00;
0,00;0,00;155,52;-0,09;0,00;0,00;
0,00;0,00;157,92;-0,09;0,00;0,00;
0,00;0,00;162,72;-0,04;0,00;0,00;
0,00;0,00;165,12;-0,09;0,00;0,00;
0,00;0,00;169,92;-0,04;0,00;0,00;
0,00;0,00;172,32;-0,13;0,00;0,00;
0,00;0,00;174,72;-0,04;0,00;0,00;
0,00;0,00;177,12;-0,09;0,00;0,00;
0,00;0,00;179,52;-0,04;0,00;0,00;
0,00;0,00;181,92;-0,04;0,00;0,00;
0,00;0,00;184,32;-0,09;0,00;0,00;
0,00;0,00;186,72;-0,04;0,00;0,00;
0,00;0,00;189,12;-0,04;0,00;0,00;
0,00;0,00;191,52;-0,04;0,00;0,00;
0,00;0,00;193,92;-0,13;0,00;0,00;
0,00;0,00;196,32;-0,04;0,00;0,00;
0,00;0,00;198,72;-0,04;0,00;0,00;
0,00;0,00;203,52;-0,09;0,00;0,00;
0,00;0,00;205,92;-0,09;0,00;0,00;
0,00;0,00;208,32;-0,04;0,00;0,00;
0,00;0,00;210,72;-0,09;0,00;0,00;
0,00;0,00;213,12;-0,04;0,00;0,00;
0,00;0,00;215,52;-0,09;0,00;0,00;
0,00;0,00;217,92;-0,09;0,00;0,00;
0,00;0,00;220,32;-0,04;0,00;0,00;
0,00;0,00;225,12;-0,09;0,00;0,00;
0,00;0,00;227,52;-0,04;0,00;0,00;
0,00;0,00;229,92;-0,09;0,00;0,00;
0,00;0,00;232,32;-0,13;0,00;0,00;
0,00;0,00;234,72;-0,04;0,00;0,00;
0,00;0,00;237,12;-0,04;0,00;0,00;
0,00;0,00;239,52;-0,04;0,00;0,00;
0,00;0,00;244,32;-0,04;0,00;0,00;
0,00;0,00;246,72;-0,09;0,00;0,00;
0,00;0,00;249,12;-0,04;0,00;0,00;
0,00;0,00;251,52;-0,04;0,00;0,00;
0,00;0,00;253,92;-0,09;0,00;0,00;
0,00;0,00;256,32;-0,04;0,00;0,00;
0,00;0,00;258,72;-0,04;0,00;0,00;
0,00;0,00;261,12;-0,04;0,00;0,00;
0,00;0,00;263,52;-0,04;0,00;0,00;
0,00;0,00;265,92;-0,09;0,00;0,00;
0,00;0,00;268,32;0,04;0,00;0,00;
0,00;0,00;270,72;-0,04;0,00;0,00;
0,00;0,00;273,12;-0,09;0,00;0,00;
0,00;0,00;275,52;-0,09;0,00;0,00;
0,00;0,00;277,92;-0,09;0,00;0,00;
0,00;0,00;280,32;-0,04;0,00;0,00;
0,00;0,00;282,72;-0,04;0,00;0,00;
0,00;0,00;285,12;0,04;0,00;0,00;
0,00;0,00;287,13;-0,04;0,00;0,00;
0,00;0,00;288,69;-0,13;0,00;0,00;
0,00;0,00;289,81;-0,09;0,00;0,00;
0,00;0,00;290,41;-0,13;0,00;0,00;
0,00;0,00;290,60;-0,04;0,00;0,00;
0,00;0,00;298,18;-0,04;0,00;0,00;
0,00;0,00;301,54;-0,04;0,00;0,00;
0,00;0,00;302,98;-0,04;0,00;0,00;
0,00;0,00;303,46;-0,04;0,00;0,00;
0,00;0,00;304,74;0,04;0,00;0,00;
0,00;0,00;306,66;0,04;0,00;0,00;
0,00;0,00;306,82;0,09;0,00;0,00;
0,00;0,00;306,98;0,04;0,00;0,00;
0,00;0,00;307,14;0,04;0,00;0,00;
0,00;0,00;307,30;0,13;0,00;0,00;
0,00;0,00;307,46;0,09;0,00;0,00;
0,00;0,00;307,62;0,18;0,00;0,00;
0,00;0,00;307,78;0,09;0,00;0,00;
0,00;0,00;307,94;0,09;0,00;0,00;
0,00;0,00;308,10;0,04;0,00;0,00;
0,00;0,00;308,42;0,09;0,00;0,00;
0,00;0,00;308,58;0,09;0,00;0,00;
0,00;0,00;308,74;0,04;0,00;0,00;
0,00;0,00;310,18;-0,04;0,00;0,00;
0,00;0,00;311,78;0,04;0,00;0,00;
0,00;0,00;313,06;0,04;0,00;0,00;
0,00;0,00;313,22;0,04;0,00;0,00;
0,00;0,00;313,38;0,18;0,00;0,00;
0,00;0,00;313,54;0,18;0,00;0,00;
0,00;0,00;313,70;0,18;0,00;0,00;
0,00;0,00;313,86;0,22;0,00;0,00;
0,00;0,00;313,94;0,09;0,00;0,00;
0,00;0,00;313,95;0,13;0,00;0,00;
0,00;0,00;313,95;0,09;0,00;0,00;
0,00;0,00;313,95;0,18;0,00;0,00;
0,00;0,00;313,95;0,09;0,00;0,00;
0,00;0,00;313,95;0,13;0,00;0,00;
0,00;0,00;313,95;0,18;0,00;0,00;
0,00;0,00;313,95;0,09;0,00;0,00;
0,00;0,00;313,95;0,04;0,00;0,00;
0,00;0,00;313,95;0,13;0,00;0,00;
0,00;0,00;313,95;0,09;0,00;0,00;
0,00;0,00;313,95;0,13;0,00;0,00;
