10783;04.02.21 12:11:23;21;Avvicinamento Pressata Finale;force > max. force (8);20210204105146A0211;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;1,12;0,04;0,00;0,00;
0,00;0,00;4,20;0,09;0,00;0,00;
0,00;0,00;8,82;0,13;0,00;0,00;
0,00;0,00;13,62;0,13;0,00;0,00;
0,00;0,00;18,42;0,04;0,00;0,00;
0,00;0,00;23,22;0,04;0,00;0,00;
0,00;0,00;28,02;0,09;0,00;0,00;
0,00;0,00;32,82;0,09;0,00;0,00;
0,00;0,00;37,62;0,09;0,00;0,00;
0,00;0,00;42,42;0,09;0,00;0,00;
0,00;0,00;47,22;0,09;0,00;0,00;
0,00;0,00;52,02;0,13;0,00;0,00;
0,00;0,00;56,82;0,04;0,00;0,00;
0,00;0,00;61,62;0,13;0,00;0,00;
0,00;0,00;66,42;0,09;0,00;0,00;
0,00;0,00;71,22;0,09;0,00;0,00;
0,00;0,00;76,02;0,09;0,00;0,00;
0,00;0,00;80,82;0,13;0,00;0,00;
0,00;0,00;85,62;0,04;0,00;0,00;
0,00;0,00;90,42;0,04;0,00;0,00;
0,00;0,00;95,22;0,13;0,00;0,00;
0,00;0,00;100,02;0,09;0,00;0,00;
0,00;0,00;104,82;0,04;0,00;0,00;
0,00;0,00;109,62;0,04;0,00;0,00;
0,00;0,00;114,42;0,09;0,00;0,00;
0,00;0,00;119,22;0,04;0,00;0,00;
0,00;0,00;124,02;0,09;0,00;0,00;
0,00;0,00;128,82;0,04;0,00;0,00;
0,00;0,00;133,62;0,09;0,00;0,00;
0,00;0,00;138,42;0,04;0,00;0,00;
0,00;0,00;143,22;0,09;0,00;0,00;
0,00;0,00;148,02;0,09;0,00;0,00;
0,00;0,00;152,82;0,09;0,00;0,00;
0,00;0,00;157,62;0,04;0,00;0,00;
0,00;0,00;162,42;0,09;0,00;0,00;
0,00;0,00;167,22;0,09;0,00;0,00;
0,00;0,00;172,02;0,09;0,00;0,00;
0,00;0,00;176,82;0,09;0,00;0,00;
0,00;0,00;181,62;0,09;0,00;0,00;
0,00;0,00;186,42;0,09;0,00;0,00;
0,00;0,00;191,22;0,09;0,00;0,00;
0,00;0,00;196,02;0,09;0,00;0,00;
0,00;0,00;200,82;0,13;0,00;0,00;
0,00;0,00;205,62;0,04;0,00;0,00;
0,00;0,00;210,42;0,13;0,00;0,00;
0,00;0,00;215,22;0,09;0,00;0,00;
0,00;0,00;220,02;0,04;0,00;0,00;
0,00;0,00;224,82;0,04;0,00;0,00;
0,00;0,00;229,62;0,09;0,00;0,00;
0,00;0,00;234,42;0,09;0,00;0,00;
0,00;0,00;239,22;0,04;0,00;0,00;
0,00;0,00;244,02;0,09;0,00;0,00;
0,00;0,00;248,82;0,09;0,00;0,00;
0,00;0,00;253,50;0,04;0,00;0,00;
0,00;0,00;257,90;0,13;0,00;0,00;
0,00;0,00;258,02;0,09;0,00;0,00;
0,00;0,00;258,33;0,09;0,00;0,00;
0,00;0,00;258,66;0,09;0,00;0,00;
0,00;0,00;258,98;0,09;0,00;0,00;
0,00;0,00;259,30;0,18;0,00;0,00;
0,00;0,00;259,62;0,13;0,00;0,00;
0,00;0,00;259,94;0,13;0,00;0,00;
0,00;0,00;260,26;0,18;0,00;0,00;
0,00;0,00;260,58;0,18;0,00;0,00;
0,00;0,00;260,90;0,18;0,00;0,00;
0,00;0,00;261,22;0,18;0,00;0,00;
0,00;0,00;261,54;0,18;0,00;0,00;
0,00;0,00;261,86;0,13;0,00;0,00;
0,00;0,00;262,18;0,04;0,00;0,00;
0,00;0,00;262,50;0,13;0,00;0,00;
0,00;0,00;262,82;0,13;0,00;0,00;
0,00;0,00;263,14;0,13;0,00;0,00;
0,00;0,00;263,46;0,13;0,00;0,00;
0,00;0,00;263,78;0,13;0,00;0,00;
0,00;0,00;264,10;0,13;0,00;0,00;
0,00;0,00;264,42;0,13;0,00;0,00;
0,00;0,00;264,74;0,13;0,00;0,00;
0,00;0,00;265,06;0,18;0,00;0,00;
0,00;0,00;265,38;0,04;0,00;0,00;
0,00;0,00;265,70;0,18;0,00;0,00;
0,00;0,00;266,02;0,18;0,00;0,00;
0,00;0,00;266,34;0,13;0,00;0,00;
0,00;0,00;266,66;0,18;0,00;0,00;
0,00;0,00;266,98;0,13;0,00;0,00;
0,00;0,00;267,30;0,18;0,00;0,00;
0,00;0,00;267,62;0,13;0,00;0,00;
0,00;0,00;267,94;0,18;0,00;0,00;
0,00;0,00;268,26;0,13;0,00;0,00;
0,00;0,00;268,58;0,13;0,00;0,00;
0,00;0,00;268,90;0,18;0,00;0,00;
0,00;0,00;269,22;0,18;0,00;0,00;
0,00;0,00;269,54;0,18;0,00;0,00;
0,00;0,00;269,86;0,04;0,00;0,00;
0,00;0,00;270,18;0,18;0,00;0,00;
0,00;0,00;270,50;0,13;0,00;0,00;
0,00;0,00;270,82;0,18;0,00;0,00;
0,00;0,00;271,14;0,18;0,00;0,00;
0,00;0,00;271,46;0,18;0,00;0,00;
0,00;0,00;271,78;0,18;0,00;0,00;
0,00;0,00;272,10;0,18;0,00;0,00;
0,00;0,00;272,42;0,13;0,00;0,00;
0,00;0,00;272,74;0,18;0,00;0,00;
0,00;0,00;273,06;0,18;0,00;0,00;
0,00;0,00;273,38;0,13;0,00;0,00;
0,00;0,00;273,70;0,18;0,00;0,00;
0,00;0,00;274,02;0,09;0,00;0,00;
0,00;0,00;274,34;0,18;0,00;0,00;
0,00;0,00;274,66;0,18;0,00;0,00;
0,00;0,00;274,98;0,18;0,00;0,00;
0,00;0,00;275,30;0,18;0,00;0,00;
0,00;0,00;275,62;0,13;0,00;0,00;
0,00;0,00;275,94;0,13;0,00;0,00;
0,00;0,00;276,26;0,13;0,00;0,00;
0,00;0,00;276,58;0,13;0,00;0,00;
0,00;0,00;276,90;0,18;0,00;0,00;
0,00;0,00;277,22;0,18;0,00;0,00;
0,00;0,00;277,54;0,13;0,00;0,00;
0,00;0,00;277,86;0,18;0,00;0,00;
0,00;0,00;278,18;0,18;0,00;0,00;
0,00;0,00;278,50;0,18;0,00;0,00;
0,00;0,00;278,82;0,18;0,00;0,00;
0,00;0,00;279,14;0,18;0,00;0,00;
0,00;0,00;279,46;0,18;0,00;0,00;
0,00;0,00;279,78;0,18;0,00;0,00;
0,00;0,00;280,10;0,18;0,00;0,00;
0,00;0,00;280,42;0,18;0,00;0,00;
0,00;0,00;280,74;0,18;0,00;0,00;
0,00;0,00;281,06;0,18;0,00;0,00;
0,00;0,00;281,38;0,18;0,00;0,00;
0,00;0,00;281,70;0,18;0,00;0,00;
0,00;0,00;282,02;0,18;0,00;0,00;
0,00;0,00;282,34;0,18;0,00;0,00;
0,00;0,00;282,66;0,13;0,00;0,00;
0,00;0,00;282,98;0,13;0,00;0,00;
0,00;0,00;283,30;0,09;0,00;0,00;
0,00;0,00;283,62;0,18;0,00;0,00;
0,00;0,00;283,94;0,09;0,00;0,00;
0,00;0,00;284,26;0,13;0,00;0,00;
0,00;0,00;284,58;0,13;0,00;0,00;
0,00;0,00;284,90;0,13;0,00;0,00;
0,00;0,00;285,22;0,18;0,00;0,00;
0,00;0,00;285,54;0,18;0,00;0,00;
0,00;0,00;285,86;0,18;0,00;0,00;
0,00;0,00;286,18;0,18;0,00;0,00;
0,00;0,00;286,50;0,13;0,00;0,00;
0,00;0,00;286,82;0,13;0,00;0,00;
0,00;0,00;287,14;0,18;0,00;0,00;
0,00;0,00;287,46;0,18;0,00;0,00;
0,00;0,00;287,78;0,18;0,00;0,00;
0,00;0,00;288,10;0,13;0,00;0,00;
0,00;0,00;288,42;0,18;0,00;0,00;
0,00;0,00;288,74;0,18;0,00;0,00;
0,00;0,00;289,06;0,13;0,00;0,00;
0,00;0,00;289,38;0,18;0,00;0,00;
0,00;0,00;289,70;0,09;0,00;0,00;
0,00;0,00;290,02;0,18;0,00;0,00;
0,00;0,00;290,34;0,18;0,00;0,00;
0,00;0,00;290,66;0,18;0,00;0,00;
0,00;0,00;290,98;0,18;0,00;0,00;
0,00;0,00;291,30;0,18;0,00;0,00;
0,00;0,00;291,62;0,18;0,00;0,00;
