10718;03.02.21 14:54:15;21;Avvicinamento Pressata Finale;position > max position (10);20210203113503A0211;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;1,12;0,04;0,00;0,00;
0,00;0,00;4,20;0,04;0,00;0,00;
0,00;0,00;8,82;0,04;0,00;0,00;
0,00;0,00;13,62;0,09;0,00;0,00;
0,00;0,00;23,22;0,04;0,00;0,00;
0,00;0,00;28,02;0,09;0,00;0,00;
0,00;0,00;32,82;0,04;0,00;0,00;
0,00;0,00;42,42;0,04;0,00;0,00;
0,00;0,00;47,22;0,04;0,00;0,00;
0,00;0,00;52,02;0,09;0,00;0,00;
0,00;0,00;61,62;0,04;0,00;0,00;
0,00;0,00;66,42;0,04;0,00;0,00;
0,00;0,00;71,22;0,04;0,00;0,00;
0,00;0,00;76,02;0,04;0,00;0,00;
0,00;0,00;80,82;0,04;0,00;0,00;
0,00;0,00;85,62;0,04;0,00;0,00;
0,00;0,00;95,22;0,09;0,00;0,00;
0,00;0,00;114,42;0,04;0,00;0,00;
0,00;0,00;128,82;0,09;0,00;0,00;
0,00;0,00;133,62;0,04;0,00;0,00;
0,00;0,00;148,02;0,04;0,00;0,00;
0,00;0,00;152,82;0,04;0,00;0,00;
0,00;0,00;162,42;0,04;0,00;0,00;
0,00;0,00;167,22;0,04;0,00;0,00;
0,00;0,00;172,02;0,09;0,00;0,00;
0,00;0,00;186,42;0,04;0,00;0,00;
0,00;0,00;196,02;0,09;0,00;0,00;
0,00;0,00;200,82;0,04;0,00;0,00;
0,00;0,00;205,62;0,04;0,00;0,00;
0,00;0,00;210,42;0,09;0,00;0,00;
0,00;0,00;215,22;0,04;0,00;0,00;
0,00;0,00;220,02;0,04;0,00;0,00;
0,00;0,00;224,82;0,09;0,00;0,00;
0,00;0,00;229,62;0,09;0,00;0,00;
0,00;0,00;234,42;0,09;0,00;0,00;
0,00;0,00;239,22;0,04;0,00;0,00;
0,00;0,00;248,82;0,04;0,00;0,00;
0,00;0,00;253,50;-0,04;0,00;0,00;
0,00;0,00;257,90;0,04;0,00;0,00;
0,00;0,00;258,02;0,04;0,00;0,00;
0,00;0,00;259,62;0,09;0,00;0,00;
0,00;0,00;260,58;0,09;0,00;0,00;
0,00;0,00;260,90;0,04;0,00;0,00;
0,00;0,00;261,22;0,04;0,00;0,00;
0,00;0,00;261,86;0,04;0,00;0,00;
0,00;0,00;262,50;0,04;0,00;0,00;
0,00;0,00;262,82;0,04;0,00;0,00;
0,00;0,00;263,14;0,04;0,00;0,00;
0,00;0,00;263,46;0,04;0,00;0,00;
0,00;0,00;263,78;0,04;0,00;0,00;
0,00;0,00;264,10;0,04;0,00;0,00;
0,00;0,00;264,42;0,09;0,00;0,00;
0,00;0,00;265,06;0,04;0,00;0,00;
0,00;0,00;265,38;0,04;0,00;0,00;
0,00;0,00;265,70;0,04;0,00;0,00;
0,00;0,00;266,02;0,04;0,00;0,00;
0,00;0,00;266,34;0,13;0,00;0,00;
0,00;0,00;266,66;0,04;0,00;0,00;
0,00;0,00;266,98;0,04;0,00;0,00;
0,00;0,00;267,30;0,09;0,00;0,00;
0,00;0,00;267,62;0,09;0,00;0,00;
0,00;0,00;267,94;0,09;0,00;0,00;
0,00;0,00;268,26;0,04;0,00;0,00;
0,00;0,00;268,58;0,04;0,00;0,00;
0,00;0,00;268,90;0,09;0,00;0,00;
0,00;0,00;269,54;0,04;0,00;0,00;
0,00;0,00;269,86;0,04;0,00;0,00;
0,00;0,00;270,18;0,09;0,00;0,00;
0,00;0,00;270,50;0,04;0,00;0,00;
0,00;0,00;271,46;0,04;0,00;0,00;
0,00;0,00;271,78;0,04;0,00;0,00;
0,00;0,00;272,10;0,04;0,00;0,00;
0,00;0,00;272,42;0,09;0,00;0,00;
0,00;0,00;272,74;0,04;0,00;0,00;
0,00;0,00;273,06;0,09;0,00;0,00;
0,00;0,00;273,38;0,04;0,00;0,00;
0,00;0,00;273,70;0,04;0,00;0,00;
0,00;0,00;274,02;0,09;0,00;0,00;
0,00;0,00;274,34;0,04;0,00;0,00;
0,00;0,00;274,66;0,09;0,00;0,00;
0,00;0,00;274,98;0,04;0,00;0,00;
0,00;0,00;275,30;0,13;0,00;0,00;
0,00;0,00;275,62;0,04;0,00;0,00;
0,00;0,00;275,94;0,04;0,00;0,00;
0,00;0,00;276,26;0,04;0,00;0,00;
0,00;0,00;277,22;0,09;0,00;0,00;
0,00;0,00;277,54;0,09;0,00;0,00;
0,00;0,00;277,86;0,09;0,00;0,00;
0,00;0,00;278,18;0,04;0,00;0,00;
0,00;0,00;278,50;0,04;0,00;0,00;
0,00;0,00;278,82;0,04;0,00;0,00;
0,00;0,00;279,14;0,09;0,00;0,00;
0,00;0,00;279,78;0,04;0,00;0,00;
0,00;0,00;280,10;0,09;0,00;0,00;
0,00;0,00;280,42;0,09;0,00;0,00;
0,00;0,00;280,74;0,04;0,00;0,00;
0,00;0,00;281,06;0,09;0,00;0,00;
0,00;0,00;281,38;0,04;0,00;0,00;
0,00;0,00;281,70;0,09;0,00;0,00;
0,00;0,00;282,02;0,04;0,00;0,00;
0,00;0,00;282,34;0,04;0,00;0,00;
0,00;0,00;283,30;0,09;0,00;0,00;
0,00;0,00;283,62;0,09;0,00;0,00;
0,00;0,00;283,94;0,04;0,00;0,00;
0,00;0,00;284,58;0,04;0,00;0,00;
0,00;0,00;284,90;0,09;0,00;0,00;
0,00;0,00;285,22;0,09;0,00;0,00;
0,00;0,00;285,54;0,09;0,00;0,00;
0,00;0,00;286,18;0,13;0,00;0,00;
0,00;0,00;286,50;0,09;0,00;0,00;
0,00;0,00;286,82;0,04;0,00;0,00;
0,00;0,00;287,14;0,09;0,00;0,00;
0,00;0,00;287,46;0,09;0,00;0,00;
0,00;0,00;288,10;0,04;0,00;0,00;
0,00;0,00;288,74;0,04;0,00;0,00;
0,00;0,00;289,06;0,04;0,00;0,00;
0,00;0,00;289,38;0,04;0,00;0,00;
0,00;0,00;290,34;0,09;0,00;0,00;
0,00;0,00;290,66;0,04;0,00;0,00;
0,00;0,00;290,98;0,09;0,00;0,00;
0,00;0,00;291,62;0,04;0,00;0,00;
0,00;0,00;291,94;0,04;0,00;0,00;
0,00;0,00;292,58;0,09;0,00;0,00;
0,00;0,00;292,90;0,04;0,00;0,00;
0,00;0,00;293,22;0,04;0,00;0,00;
0,00;0,00;293,54;0,04;0,00;0,00;
0,00;0,00;294,18;0,13;0,00;0,00;
0,00;0,00;294,50;0,09;0,00;0,00;
0,00;0,00;294,82;0,09;0,00;0,00;
0,00;0,00;295,14;0,09;0,00;0,00;
0,00;0,00;295,46;0,04;0,00;0,00;
0,00;0,00;295,78;0,04;0,00;0,00;
0,00;0,00;296,10;0,09;0,00;0,00;
0,00;0,00;296,42;0,04;0,00;0,00;
0,00;0,00;296,74;0,09;0,00;0,00;
0,00;0,00;297,06;0,04;0,00;0,00;
0,00;0,00;297,38;0,04;0,00;0,00;
0,00;0,00;297,70;0,04;0,00;0,00;
0,00;0,00;298,02;0,04;0,00;0,00;
0,00;0,00;298,34;0,04;0,00;0,00;
0,00;0,00;298,66;0,09;0,00;0,00;
0,00;0,00;298,98;0,04;0,00;0,00;
0,00;0,00;299,30;0,09;0,00;0,00;
0,00;0,00;299,62;0,09;0,00;0,00;
0,00;0,00;299,94;0,04;0,00;0,00;
0,00;0,00;300,90;0,13;0,00;0,00;
0,00;0,00;301,54;0,13;0,00;0,00;
0,00;0,00;301,86;0,09;0,00;0,00;
0,00;0,00;302,18;0,04;0,00;0,00;
0,00;0,00;302,50;0,04;0,00;0,00;
0,00;0,00;302,82;0,04;0,00;0,00;
0,00;0,00;303,78;0,09;0,00;0,00;
0,00;0,00;304,10;0,04;0,00;0,00;
0,00;0,00;304,42;0,04;0,00;0,00;
0,00;0,00;304,74;0,09;0,00;0,00;
0,00;0,00;305,06;0,04;0,00;0,00;
0,00;0,00;305,38;0,04;0,00;0,00;
0,00;0,00;305,70;0,04;0,00;0,00;
0,00;0,00;306,02;0,09;0,00;0,00;
0,00;0,00;306,34;0,04;0,00;0,00;
0,00;0,00;306,66;0,09;0,00;0,00;
