2915;30.01.20 16:30:26;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force < min. force (9);20200130154346;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,06;0,18;0,00;0,00;
0,00;0,00;0,60;0,07;0,00;0,00;
0,00;0,00;1,62;0,09;0,00;0,00;
0,00;0,00;3,14;0,06;0,00;0,00;
0,00;0,00;5,19;0,09;0,00;0,00;
0,00;0,00;7,76;0,06;0,00;0,00;
0,00;0,00;10,79;0,04;0,00;0,00;
0,00;0,00;17,11;0,04;0,00;0,00;
0,00;0,00;23,53;-0,00;0,00;0,00;
0,00;0,00;26,76;0,02;0,00;0,00;
0,00;0,00;29,95;0,02;0,00;0,00;
0,00;0,00;33,15;0,02;0,00;0,00;
0,00;0,00;36,35;0,05;0,00;0,00;
0,00;0,00;39,55;0,05;0,00;0,00;
0,00;0,00;42,75;0,05;0,00;0,00;
0,00;0,00;49,15;0,07;0,00;0,00;
0,00;0,00;52,35;0,02;0,00;0,00;
0,00;0,00;55,55;0,02;0,00;0,00;
0,00;0,00;58,75;0,05;0,00;0,00;
0,00;0,00;65,15;0,02;0,00;0,00;
0,00;0,00;68,35;0,05;0,00;0,00;
0,00;0,00;71,55;0,02;0,00;0,00;
0,00;0,00;74,75;0,05;0,00;0,00;
0,00;0,00;77,95;0,02;0,00;0,00;
0,00;0,00;81,15;0,05;0,00;0,00;
0,00;0,00;84,35;0,02;0,00;0,00;
0,00;0,00;87,55;0,02;0,00;0,00;
0,00;0,00;90,75;0,05;0,00;0,00;
0,00;0,00;97,15;0,02;0,00;0,00;
0,00;0,00;100,35;0,02;0,00;0,00;
0,00;0,00;103,55;0,05;0,00;0,00;
0,00;0,00;106,75;0,02;0,00;0,00;
0,00;0,00;109,95;0,02;0,00;0,00;
0,00;0,00;113,15;0,05;0,00;0,00;
0,00;0,00;116,35;0,02;0,00;0,00;
0,00;0,00;119,55;0,05;0,00;0,00;
0,00;0,00;122,75;0,09;0,00;0,00;
0,00;0,00;125,95;0,02;0,00;0,00;
0,00;0,00;129,15;0,05;0,00;0,00;
0,00;0,00;135,55;0,04;0,00;0,00;
0,00;0,00;138,75;0,07;0,00;0,00;
0,00;0,00;141,95;0,02;0,00;0,00;
0,00;0,00;145,15;0,02;0,00;0,00;
0,00;0,00;148,35;0,02;0,00;0,00;
0,00;0,00;151,55;0,02;0,00;0,00;
0,00;0,00;154,75;0,05;0,00;0,00;
0,00;0,00;157,95;0,02;0,00;0,00;
0,00;0,00;161,03;-0,12;0,00;0,00;
0,00;0,00;163,59;-0,07;0,00;0,00;
0,00;0,00;165,72;-0,07;0,00;0,00;
0,00;0,00;167,34;-0,07;0,00;0,00;
0,00;0,00;168,44;-0,09;0,00;0,00;
0,00;0,00;169,03;-0,09;0,00;0,00;
0,00;0,00;169,19;-0,09;0,00;0,00;
0,00;0,00;169,23;-0,09;0,00;0,00;
0,00;0,00;169,28;-0,02;0,00;0,00;
0,00;0,00;169,41;-0,05;0,00;0,00;
0,00;0,00;169,57;-0,09;0,00;0,00;
0,00;0,00;169,73;-0,07;0,00;0,00;
0,00;0,00;169,89;-0,09;0,00;0,00;
0,00;0,00;170,05;-0,02;0,00;0,00;
0,00;0,00;170,37;-0,05;0,00;0,00;
0,00;0,00;170,53;-0,07;0,00;0,00;
0,00;0,00;170,69;-0,05;0,00;0,00;
0,00;0,00;170,85;-0,05;0,00;0,00;
0,00;0,00;171,01;-0,05;0,00;0,00;
0,00;0,00;171,17;-0,07;0,00;0,00;
0,00;0,00;171,33;-0,05;0,00;0,00;
0,00;0,00;171,49;-0,05;0,00;0,00;
0,00;0,00;171,65;-0,02;0,00;0,00;
0,00;0,00;171,81;-0,07;0,00;0,00;
0,00;0,00;171,97;-0,07;0,00;0,00;
0,00;0,00;172,13;-0,02;0,00;0,00;
0,00;0,00;172,29;-0,07;0,00;0,00;
0,00;0,00;172,45;-0,05;0,00;0,00;
0,00;0,00;172,61;-0,02;0,00;0,00;
0,00;0,00;172,77;-0,07;0,00;0,00;
0,00;0,00;172,93;-0,07;0,00;0,00;
0,00;0,00;173,09;-0,07;0,00;0,00;
0,00;0,00;173,25;-0,02;0,00;0,00;
0,00;0,00;173,41;-0,05;0,00;0,00;
0,00;0,00;173,57;-0,05;0,00;0,00;
0,00;0,00;173,71;-0,07;0,00;0,00;
0,00;0,00;173,71;-0,05;0,00;0,00;
0,00;0,00;173,65;-0,18;0,00;0,00;
0,00;0,00;173,10;-0,18;0,00;0,00;
0,00;0,00;172,23;0,02;0,00;0,00;
0,00;0,00;171,87;-0,14;0,00;0,00;
0,00;0,00;171,76;-0,18;0,00;0,00;
0,00;0,00;171,70;-0,14;0,00;0,00;
0,00;0,00;171,69;-0,14;0,00;0,00;
0,00;0,00;171,89;-0,02;0,00;0,00;
0,00;0,00;172,04;-0,07;0,00;0,00;
0,00;0,00;172,21;-0,09;0,00;0,00;
0,00;0,00;172,38;-0,07;0,00;0,00;
0,00;0,00;172,54;-0,09;0,00;0,00;
0,00;0,00;172,70;-0,05;0,00;0,00;
0,00;0,00;173,03;-0,09;0,00;0,00;
0,00;0,00;173,19;-0,02;0,00;0,00;
0,00;0,00;173,35;-0,05;0,00;0,00;
0,00;0,00;173,51;-0,05;0,00;0,00;
0,00;0,00;173,67;-0,05;0,00;0,00;
0,00;0,00;173,83;-0,05;0,00;0,00;
0,00;0,00;174,15;-0,05;0,00;0,00;
0,00;0,00;174,31;-0,09;0,00;0,00;
0,00;0,00;174,47;-0,07;0,00;0,00;
0,00;0,00;174,63;-0,02;0,00;0,00;
0,00;0,00;174,79;-0,02;0,00;0,00;
0,00;0,00;174,95;-0,02;0,00;0,00;
0,00;0,00;175,11;-0,05;0,00;0,00;
0,00;0,00;175,27;-0,02;0,00;0,00;
0,00;0,00;175,43;-0,05;0,00;0,00;
0,00;0,00;175,59;-0,09;0,00;0,00;
0,00;0,00;175,75;-0,07;0,00;0,00;
0,00;0,00;176,07;-0,05;0,00;0,00;
0,00;0,00;176,23;-0,05;0,00;0,00;
0,00;0,00;176,39;-0,05;0,00;0,00;
0,00;0,00;176,55;-0,05;0,00;0,00;
0,00;0,00;176,87;-0,07;0,00;0,00;
0,00;0,00;177,03;-0,07;0,00;0,00;
0,00;0,00;177,19;-0,02;0,00;0,00;
0,00;0,00;177,35;-0,05;0,00;0,00;
0,00;0,00;177,51;-0,02;0,00;0,00;
0,00;0,00;177,67;-0,02;0,00;0,00;
0,00;0,00;177,83;-0,02;0,00;0,00;
0,00;0,00;177,99;-0,09;0,00;0,00;
0,00;0,00;178,31;-0,07;0,00;0,00;
0,00;0,00;178,79;-0,05;0,00;0,00;
0,00;0,00;178,95;-0,05;0,00;0,00;
0,00;0,00;179,11;-0,05;0,00;0,00;
0,00;0,00;179,27;-0,05;0,00;0,00;
0,00;0,00;179,35;-0,07;0,00;0,00;
0,00;0,00;179,36;-0,09;0,00;0,00;
0,00;0,00;179,36;-0,07;0,00;0,00;
0,00;0,00;179,36;-0,05;0,00;0,00;
0,00;0,00;179,36;-0,09;0,00;0,00;
0,00;0,00;179,36;-0,09;0,00;0,00;
0,00;0,00;179,36;-0,07;0,00;0,00;
0,00;0,00;179,36;-0,07;0,00;0,00;
0,00;0,00;179,36;-0,09;0,00;0,00;
0,00;0,00;179,36;-0,07;0,00;0,00;
0,00;0,00;179,36;-0,09;0,00;0,00;
0,00;0,00;179,36;-0,09;0,00;0,00;
