19900;25.05.21 12:11:29;21;Avvicinamento Pressata Finale;position > max position (10);20210525085541P0008;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;30,22;0,09;0,00;0,00;
0,00;0,00;33,30;0,09;0,00;0,00;
0,00;0,00;37,92;0,09;0,00;0,00;
0,00;0,00;42,72;0,09;0,00;0,00;
0,00;0,00;47,52;0,09;0,00;0,00;
0,00;0,00;52,32;0,04;0,00;0,00;
0,00;0,00;61,92;0,09;0,00;0,00;
0,00;0,00;71,52;0,04;0,00;0,00;
0,00;0,00;81,12;0,09;0,00;0,00;
0,00;0,00;90,72;0,04;0,00;0,00;
0,00;0,00;100,32;0,04;0,00;0,00;
0,00;0,00;105,12;0,04;0,00;0,00;
0,00;0,00;109,92;0,04;0,00;0,00;
0,00;0,00;119,52;0,04;0,00;0,00;
0,00;0,00;124,32;0,04;0,00;0,00;
0,00;0,00;129,12;0,09;0,00;0,00;
0,00;0,00;138,72;0,04;0,00;0,00;
0,00;0,00;143,52;0,04;0,00;0,00;
0,00;0,00;148,32;0,09;0,00;0,00;
0,00;0,00;153,12;0,04;0,00;0,00;
0,00;0,00;157,92;0,04;0,00;0,00;
0,00;0,00;162,72;0,09;0,00;0,00;
0,00;0,00;167,52;0,04;0,00;0,00;
0,00;0,00;177,12;0,04;0,00;0,00;
0,00;0,00;181,92;0,09;0,00;0,00;
0,00;0,00;186,72;0,04;0,00;0,00;
0,00;0,00;205,92;-0,04;0,00;0,00;
0,00;0,00;210,72;0,04;0,00;0,00;
0,00;0,00;215,52;0,04;0,00;0,00;
0,00;0,00;220,32;0,04;0,00;0,00;
0,00;0,00;239,52;0,09;0,00;0,00;
0,00;0,00;249,12;0,04;0,00;0,00;
0,00;0,00;253,92;0,04;0,00;0,00;
0,00;0,00;258,72;0,04;0,00;0,00;
0,00;0,00;263,52;0,04;0,00;0,00;
0,00;0,00;268,32;0,09;0,00;0,00;
0,00;0,00;277,92;0,04;0,00;0,00;
0,00;0,00;282,72;0,04;0,00;0,00;
0,00;0,00;287,52;0,04;0,00;0,00;
0,00;0,00;292,32;0,04;0,00;0,00;
0,00;0,00;297,12;0,09;0,00;0,00;
0,00;0,00;301,92;0,09;0,00;0,00;
0,00;0,00;309,15;-0,04;0,00;0,00;
0,00;0,00;310,21;0,09;0,00;0,00;
0,00;0,00;310,51;0,13;0,00;0,00;
0,00;0,00;310,84;0,13;0,00;0,00;
0,00;0,00;311,16;0,09;0,00;0,00;
0,00;0,00;311,48;0,09;0,00;0,00;
0,00;0,00;311,80;0,09;0,00;0,00;
0,00;0,00;312,12;0,13;0,00;0,00;
0,00;0,00;312,44;0,13;0,00;0,00;
0,00;0,00;312,76;0,09;0,00;0,00;
0,00;0,00;313,08;0,13;0,00;0,00;
0,00;0,00;313,40;0,13;0,00;0,00;
0,00;0,00;313,72;0,09;0,00;0,00;
0,00;0,00;314,04;0,09;0,00;0,00;
0,00;0,00;314,36;0,13;0,00;0,00;
0,00;0,00;314,68;0,13;0,00;0,00;
0,00;0,00;315,00;0,13;0,00;0,00;
0,00;0,00;315,32;0,18;0,00;0,00;
0,00;0,00;315,64;0,31;0,00;0,00;
0,00;0,00;315,96;0,31;0,00;0,00;
0,00;0,00;316,28;0,31;0,00;0,00;
0,00;0,00;316,60;0,27;0,00;0,00;
0,00;0,00;316,92;0,31;0,00;0,00;
0,00;0,00;317,23;1,14;0,00;0,00;
0,00;0,00;317,56;1,09;0,00;0,00;
0,00;0,00;317,88;1,18;0,00;0,00;
0,00;0,00;318,20;1,18;0,00;0,00;
0,00;0,00;318,52;1,26;0,00;0,00;
0,00;0,00;318,84;1,35;0,00;0,00;
0,00;0,00;319,16;1,53;0,00;0,00;
0,00;0,00;319,48;1,53;0,00;0,00;
0,00;0,00;319,80;1,65;0,00;0,00;
0,00;0,00;320,12;1,70;0,00;0,00;
0,00;0,00;320,44;1,83;0,00;0,00;
0,00;0,00;320,76;1,88;0,00;0,00;
0,00;0,00;321,08;2,05;0,00;0,00;
0,00;0,00;321,40;2,05;0,00;0,00;
0,00;0,00;321,72;2,18;0,00;0,00;
0,00;0,00;322,04;2,22;0,00;0,00;
0,00;0,00;322,36;2,40;0,00;0,00;
0,00;0,00;322,68;2,31;0,00;0,00;
0,00;0,00;323,00;2,40;0,00;0,00;
0,00;0,00;323,32;2,44;0,00;0,00;
0,00;0,00;323,64;2,57;0,00;0,00;
0,00;0,00;323,96;2,61;0,00;0,00;
0,00;0,00;324,28;2,75;0,00;0,00;
0,00;0,00;324,60;2,87;0,00;0,00;
0,00;0,00;324,92;2,92;0,00;0,00;
0,00;0,00;325,24;2,96;0,00;0,00;
0,00;0,00;325,56;3,05;0,00;0,00;
0,00;0,00;325,88;3,22;0,00;0,00;
0,00;0,00;326,20;3,26;0,00;0,00;
0,00;0,00;326,52;3,26;0,00;0,00;
0,00;0,00;326,84;3,31;0,00;0,00;
0,00;0,00;327,16;3,31;0,00;0,00;
0,00;0,00;327,48;3,44;0,00;0,00;
0,00;0,00;327,80;3,44;0,00;0,00;
0,00;0,00;328,12;3,48;0,00;0,00;
0,00;0,00;328,44;3,44;0,00;0,00;
0,00;0,00;328,76;3,61;0,00;0,00;
0,00;0,00;329,08;3,70;0,00;0,00;
0,00;0,00;329,40;3,79;0,00;0,00;
0,00;0,00;329,71;3,83;0,00;0,00;
0,00;0,00;330,04;3,88;0,00;0,00;
0,00;0,00;330,36;4,09;0,00;0,00;
0,00;0,00;330,68;4,05;0,00;0,00;
0,00;0,00;331,00;4,22;0,00;0,00;
0,00;0,00;331,31;4,31;0,00;0,00;
0,00;0,00;331,61;12,61;0,00;0,00;
0,00;0,00;331,61;13,53;0,00;0,00;
0,00;0,00;331,62;13,96;0,00;0,00;
0,00;0,00;331,63;14,22;0,00;0,00;
0,00;0,00;331,63;14,40;0,00;0,00;
0,00;0,00;331,63;14,58;0,00;0,00;
0,00;0,00;331,64;14,70;0,00;0,00;
