10361;01.02.21 14:39:51;21;Avvicinamento Pressata Finale;position < min position (11);20210201085811A0211;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,30;0,04;0,00;0,00;
0,00;0,00;1,12;-0,04;0,00;0,00;
0,00;0,00;2,40;0,09;0,00;0,00;
0,00;0,00;4,20;-0,04;0,00;0,00;
0,00;0,00;6,50;-0,04;0,00;0,00;
0,00;0,00;13,62;0,04;0,00;0,00;
0,00;0,00;16,02;-0,04;0,00;0,00;
0,00;0,00;18,42;-0,04;0,00;0,00;
0,00;0,00;28,02;0,04;0,00;0,00;
0,00;0,00;30,42;-0,04;0,00;0,00;
0,00;0,00;32,82;0,04;0,00;0,00;
0,00;0,00;35,22;0,04;0,00;0,00;
0,00;0,00;40,02;-0,04;0,00;0,00;
0,00;0,00;44,82;-0,04;0,00;0,00;
0,00;0,00;47,22;-0,04;0,00;0,00;
0,00;0,00;59,22;-0,04;0,00;0,00;
0,00;0,00;61,62;-0,04;0,00;0,00;
0,00;0,00;66,42;-0,04;0,00;0,00;
0,00;0,00;68,82;-0,09;0,00;0,00;
0,00;0,00;71,22;-0,04;0,00;0,00;
0,00;0,00;76,02;-0,04;0,00;0,00;
0,00;0,00;80,82;-0,04;0,00;0,00;
0,00;0,00;90,42;-0,04;0,00;0,00;
0,00;0,00;92,82;-0,04;0,00;0,00;
0,00;0,00;95,22;-0,04;0,00;0,00;
0,00;0,00;100,02;-0,04;0,00;0,00;
0,00;0,00;102,42;-0,04;0,00;0,00;
0,00;0,00;104,82;-0,09;0,00;0,00;
0,00;0,00;107,22;-0,04;0,00;0,00;
0,00;0,00;109,62;-0,04;0,00;0,00;
0,00;0,00;112,02;-0,04;0,00;0,00;
0,00;0,00;114,42;-0,04;0,00;0,00;
0,00;0,00;124,02;-0,04;0,00;0,00;
0,00;0,00;126,42;-0,04;0,00;0,00;
0,00;0,00;138,42;-0,04;0,00;0,00;
0,00;0,00;145,62;-0,04;0,00;0,00;
0,00;0,00;150,42;-0,04;0,00;0,00;
0,00;0,00;155,22;-0,04;0,00;0,00;
0,00;0,00;157,62;-0,09;0,00;0,00;
0,00;0,00;160,02;-0,04;0,00;0,00;
0,00;0,00;162,42;-0,04;0,00;0,00;
0,00;0,00;164,82;-0,09;0,00;0,00;
0,00;0,00;169,62;-0,04;0,00;0,00;
0,00;0,00;172,02;-0,04;0,00;0,00;
0,00;0,00;179,22;-0,04;0,00;0,00;
0,00;0,00;181,62;-0,04;0,00;0,00;
0,00;0,00;184,02;-0,04;0,00;0,00;
0,00;0,00;191,22;-0,09;0,00;0,00;
0,00;0,00;196,02;-0,04;0,00;0,00;
0,00;0,00;198,42;-0,09;0,00;0,00;
0,00;0,00;200,82;0,04;0,00;0,00;
0,00;0,00;205,62;-0,04;0,00;0,00;
0,00;0,00;210,42;-0,04;0,00;0,00;
0,00;0,00;215,22;-0,04;0,00;0,00;
0,00;0,00;217,62;-0,04;0,00;0,00;
0,00;0,00;220,02;-0,09;0,00;0,00;
0,00;0,00;222,42;-0,04;0,00;0,00;
0,00;0,00;224,82;-0,04;0,00;0,00;
0,00;0,00;227,22;-0,04;0,00;0,00;
0,00;0,00;229,44;-0,13;0,00;0,00;
0,00;0,00;231,13;-0,13;0,00;0,00;
0,00;0,00;232,38;-0,04;0,00;0,00;
0,00;0,00;233,11;-0,09;0,00;0,00;
0,00;0,00;233,33;-0,09;0,00;0,00;
0,00;0,00;233,57;-0,04;0,00;0,00;
0,00;0,00;243,48;0,04;0,00;0,00;
0,00;0,00;250,36;0,04;0,00;0,00;
0,00;0,00;255,96;0,04;0,00;0,00;
0,00;0,00;258,04;0,04;0,00;0,00;
0,00;0,00;259,80;0,04;0,00;0,00;
0,00;0,00;263,48;0,04;0,00;0,00;
0,00;0,00;265,08;0,04;0,00;0,00;
0,00;0,00;273,08;0,04;0,00;0,00;
0,00;0,00;275,48;0,04;0,00;0,00;
0,00;0,00;277,24;0,04;0,00;0,00;
0,00;0,00;281,24;1,09;0,00;0,00;
0,00;0,00;281,38;5,21;0,00;0,00;
0,00;0,00;281,51;10,91;0,00;0,00;
0,00;0,00;281,65;19,04;0,00;0,00;
0,00;0,00;281,78;27,74;0,00;0,00;
0,00;0,00;281,81;30,53;0,00;0,00;
0,00;0,00;281,83;31,61;0,00;0,00;
0,00;0,00;281,84;32,09;0,00;0,00;
0,00;0,00;281,85;32,74;0,00;0,00;
0,00;0,00;281,86;33,57;0,00;0,00;
0,00;0,00;281,87;33,92;0,00;0,00;
0,00;0,00;281,89;31,96;0,00;0,00;
0,00;0,00;281,90;32,74;0,00;0,00;
0,00;0,00;281,90;32,53;0,00;0,00;
