27173;06.09.21 14:39:43;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20210906134227P0003;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;51,55;0,03;0,00;0,00;
0,00;0,00;52,09;0,03;0,00;0,00;
0,00;0,00;53,13;0,02;0,00;0,00;
0,00;0,00;54,68;0,04;0,00;0,00;
0,00;0,00;56,74;0,04;0,00;0,00;
0,00;0,00;59,32;0,03;0,00;0,00;
0,00;0,00;62,41;0,02;0,00;0,00;
0,00;0,00;65,88;0,01;0,00;0,00;
0,00;0,00;69,39;0,01;0,00;0,00;
0,00;0,00;72,91;0,01;0,00;0,00;
0,00;0,00;83,47;0,01;0,00;0,00;
0,00;0,00;86,99;0,01;0,00;0,00;
0,00;0,00;90,51;0,01;0,00;0,00;
0,00;0,00;94,03;0,01;0,00;0,00;
0,00;0,00;97,55;0,01;0,00;0,00;
0,00;0,00;101,07;0,01;0,00;0,00;
0,00;0,00;104,59;0,01;0,00;0,00;
0,00;0,00;108,11;0,01;0,00;0,00;
0,00;0,00;111,63;0,01;0,00;0,00;
0,00;0,00;118,66;0,02;0,00;0,00;
0,00;0,00;122,01;-0,01;0,00;0,00;
0,00;0,00;124,89;-0,01;0,00;0,00;
0,00;0,00;127,25;-0,01;0,00;0,00;
0,00;0,00;129,11;-0,01;0,00;0,00;
0,00;0,00;130,46;-0,01;0,00;0,00;
0,00;0,00;131,30;-0,02;0,00;0,00;
0,00;0,00;131,64;-0,03;0,00;0,00;
0,00;0,00;131,66;-0,01;0,00;0,00;
0,00;0,00;131,69;-0,01;0,00;0,00;
0,00;0,00;131,78;-0,01;0,00;0,00;
0,00;0,00;131,88;-0,01;0,00;0,00;
0,00;0,00;149,06;-0,01;0,00;0,00;
0,00;0,00;156,07;0,04;0,00;0,00;
0,00;0,00;156,17;0,11;0,00;0,00;
0,00;0,00;156,26;0,17;0,00;0,00;
0,00;0,00;156,36;0,22;0,00;0,00;
0,00;0,00;156,46;0,26;0,00;0,00;
0,00;0,00;156,55;0,29;0,00;0,00;
0,00;0,00;156,65;0,32;0,00;0,00;
0,00;0,00;156,75;0,34;0,00;0,00;
0,00;0,00;156,84;0,37;0,00;0,00;
0,00;0,00;156,94;0,40;0,00;0,00;
0,00;0,00;157,03;0,42;0,00;0,00;
0,00;0,00;157,13;0,44;0,00;0,00;
0,00;0,00;157,23;0,46;0,00;0,00;
0,00;0,00;157,32;0,48;0,00;0,00;
0,00;0,00;157,42;0,53;0,00;0,00;
0,00;0,00;157,51;0,54;0,00;0,00;
0,00;0,00;157,61;0,56;0,00;0,00;
0,00;0,00;157,70;0,59;0,00;0,00;
0,00;0,00;157,80;0,61;0,00;0,00;
0,00;0,00;157,90;0,61;0,00;0,00;
0,00;0,00;157,99;0,65;0,00;0,00;
0,00;0,00;158,09;0,69;0,00;0,00;
0,00;0,00;158,19;0,70;0,00;0,00;
0,00;0,00;158,28;0,74;0,00;0,00;
0,00;0,00;158,38;0,76;0,00;0,00;
0,00;0,00;158,47;0,79;0,00;0,00;
0,00;0,00;158,57;0,82;0,00;0,00;
0,00;0,00;158,66;0,85;0,00;0,00;
0,00;0,00;158,76;0,87;0,00;0,00;
0,00;0,00;158,86;0,89;0,00;0,00;
0,00;0,00;158,95;0,93;0,00;0,00;
0,00;0,00;159,05;0,94;0,00;0,00;
0,00;0,00;159,15;0,95;0,00;0,00;
0,00;0,00;159,15;0,98;0,00;0,00;
0,00;0,00;159,15;0,94;0,00;0,00;
0,00;0,00;158,91;-0,04;0,00;0,00;
0,00;0,00;158,11;-0,04;0,00;0,00;
0,00;0,00;156,84;-0,03;0,00;0,00;
0,00;0,00;155,15;-0,01;0,00;0,00;
0,00;0,00;155,14;-0,01;0,00;0,00;
0,00;0,00;159,13;0,25;0,00;0,00;
0,00;0,00;159,21;1,05;0,00;0,00;
0,00;0,00;159,31;1,05;0,00;0,00;
0,00;0,00;159,41;1,05;0,00;0,00;
0,00;0,00;159,51;1,07;0,00;0,00;
0,00;0,00;159,60;1,10;0,00;0,00;
0,00;0,00;159,70;1,10;0,00;0,00;
0,00;0,00;159,80;1,13;0,00;0,00;
0,00;0,00;159,89;1,17;0,00;0,00;
0,00;0,00;159,99;1,17;0,00;0,00;
0,00;0,00;160,09;1,20;0,00;0,00;
0,00;0,00;160,18;1,21;0,00;0,00;
0,00;0,00;160,28;1,24;0,00;0,00;
0,00;0,00;160,37;1,26;0,00;0,00;
0,00;0,00;160,47;1,29;0,00;0,00;
0,00;0,00;160,56;1,30;0,00;0,00;
0,00;0,00;160,66;1,32;0,00;0,00;
0,00;0,00;160,76;1,33;0,00;0,00;
0,00;0,00;160,85;1,34;0,00;0,00;
0,00;0,00;160,95;1,37;0,00;0,00;
0,00;0,00;161,05;1,39;0,00;0,00;
0,00;0,00;161,14;1,40;0,00;0,00;
0,00;0,00;161,24;1,41;0,00;0,00;
0,00;0,00;161,33;1,43;0,00;0,00;
0,00;0,00;161,43;1,45;0,00;0,00;
0,00;0,00;161,52;1,49;0,00;0,00;
