14884;03.02.21 11:33:16;22;Avvicinamento pre-pressata pressata Fuori Ingombro;position > max position (10);20210203104837P0003;
0,00;0,00;93,27;0,04;0,00;0,00;
0,00;0,00;93,30;0,04;0,00;0,00;
0,00;0,00;93,33;0,04;0,00;0,00;
0,00;0,00;93,37;0,04;0,00;0,00;
0,00;0,00;93,40;0,03;0,00;0,00;
0,00;0,00;93,43;0,04;0,00;0,00;
0,00;0,00;93,46;0,04;0,00;0,00;
0,00;0,00;93,49;0,03;0,00;0,00;
0,00;0,00;93,53;0,04;0,00;0,00;
0,00;0,00;93,56;0,04;0,00;0,00;
0,00;0,00;93,59;0,03;0,00;0,00;
0,00;0,00;93,62;0,04;0,00;0,00;
0,00;0,00;93,65;0,04;0,00;0,00;
0,00;0,00;93,69;0,05;0,00;0,00;
0,00;0,00;93,72;0,04;0,00;0,00;
0,00;0,00;93,75;0,04;0,00;0,00;
0,00;0,00;93,78;0,04;0,00;0,00;
0,00;0,00;93,81;0,03;0,00;0,00;
0,00;0,00;93,85;0,03;0,00;0,00;
0,00;0,00;93,88;0,04;0,00;0,00;
0,00;0,00;93,91;0,04;0,00;0,00;
0,00;0,00;93,94;0,03;0,00;0,00;
0,00;0,00;93,97;0,03;0,00;0,00;
0,00;0,00;94,01;0,04;0,00;0,00;
0,00;0,00;94,04;0,03;0,00;0,00;
0,00;0,00;94,07;0,05;0,00;0,00;
0,00;0,00;94,10;0,05;0,00;0,00;
0,00;0,00;94,13;0,04;0,00;0,00;
0,00;0,00;94,17;0,04;0,00;0,00;
0,00;0,00;94,20;0,04;0,00;0,00;
0,00;0,00;94,23;0,05;0,00;0,00;
0,00;0,00;94,26;0,04;0,00;0,00;
0,00;0,00;94,30;0,04;0,00;0,00;
0,00;0,00;94,33;0,04;0,00;0,00;
0,00;0,00;94,36;0,04;0,00;0,00;
0,00;0,00;94,39;0,05;0,00;0,00;
0,00;0,00;94,42;0,03;0,00;0,00;
0,00;0,00;94,45;0,04;0,00;0,00;
0,00;0,00;94,49;0,04;0,00;0,00;
0,00;0,00;94,52;0,03;0,00;0,00;
0,00;0,00;94,55;0,04;0,00;0,00;
0,00;0,00;94,58;0,04;0,00;0,00;
0,00;0,00;94,61;0,04;0,00;0,00;
0,00;0,00;94,65;0,03;0,00;0,00;
0,00;0,00;94,68;0,03;0,00;0,00;
0,00;0,00;94,71;0,03;0,00;0,00;
0,00;0,00;94,74;0,03;0,00;0,00;
0,00;0,00;94,77;0,03;0,00;0,00;
0,00;0,00;94,81;0,04;0,00;0,00;
0,00;0,00;94,84;0,05;0,00;0,00;
0,00;0,00;94,87;0,03;0,00;0,00;
0,00;0,00;94,90;0,04;0,00;0,00;
0,00;0,00;94,94;0,03;0,00;0,00;
0,00;0,00;94,97;0,04;0,00;0,00;
0,00;0,00;95,00;0,03;0,00;0,00;
0,00;0,00;95,03;0,04;0,00;0,00;
0,00;0,00;95,06;0,03;0,00;0,00;
0,00;0,00;95,09;0,03;0,00;0,00;
0,00;0,00;95,13;0,03;0,00;0,00;
0,00;0,00;95,16;0,03;0,00;0,00;
0,00;0,00;95,19;0,03;0,00;0,00;
0,00;0,00;95,22;0,04;0,00;0,00;
0,00;0,00;95,25;0,03;0,00;0,00;
0,00;0,00;95,29;0,03;0,00;0,00;
0,00;0,00;95,32;0,04;0,00;0,00;
0,00;0,00;95,35;0,04;0,00;0,00;
0,00;0,00;95,38;0,03;0,00;0,00;
0,00;0,00;95,41;0,03;0,00;0,00;
0,00;0,00;95,45;0,03;0,00;0,00;
0,00;0,00;95,48;0,04;0,00;0,00;
0,00;0,00;95,51;0,03;0,00;0,00;
0,00;0,00;95,54;0,03;0,00;0,00;
0,00;0,00;95,57;0,03;0,00;0,00;
0,00;0,00;95,61;0,03;0,00;0,00;
0,00;0,00;95,64;0,04;0,00;0,00;
0,00;0,00;95,67;0,04;0,00;0,00;
0,00;0,00;95,70;0,03;0,00;0,00;
0,00;0,00;95,73;0,04;0,00;0,00;
0,00;0,00;95,77;0,04;0,00;0,00;
0,00;0,00;95,80;0,03;0,00;0,00;
0,00;0,00;95,83;0,04;0,00;0,00;
0,00;0,00;95,86;0,03;0,00;0,00;
0,00;0,00;95,89;0,04;0,00;0,00;
0,00;0,00;95,93;0,04;0,00;0,00;
0,00;0,00;95,96;0,03;0,00;0,00;
0,00;0,00;95,99;0,03;0,00;0,00;
0,00;0,00;96,02;0,04;0,00;0,00;
0,00;0,00;96,06;0,03;0,00;0,00;
0,00;0,00;96,09;0,04;0,00;0,00;
0,00;0,00;96,12;0,03;0,00;0,00;
0,00;0,00;96,15;0,03;0,00;0,00;
0,00;0,00;96,18;0,03;0,00;0,00;
0,00;0,00;96,21;0,04;0,00;0,00;
0,00;0,00;96,25;0,04;0,00;0,00;
0,00;0,00;96,28;0,04;0,00;0,00;
0,00;0,00;96,31;0,04;0,00;0,00;
0,00;0,00;96,34;0,03;0,00;0,00;
0,00;0,00;96,38;0,04;0,00;0,00;
0,00;0,00;96,41;0,03;0,00;0,00;
0,00;0,00;96,44;0,04;0,00;0,00;
0,00;0,00;96,47;0,04;0,00;0,00;
0,00;0,00;96,50;0,04;0,00;0,00;
0,00;0,00;96,53;0,04;0,00;0,00;
0,00;0,00;96,57;0,04;0,00;0,00;
0,00;0,00;96,60;0,04;0,00;0,00;
0,00;0,00;96,63;0,03;0,00;0,00;
0,00;0,00;96,66;0,03;0,00;0,00;
0,00;0,00;96,70;0,03;0,00;0,00;
0,00;0,00;96,73;0,03;0,00;0,00;
0,00;0,00;96,76;0,04;0,00;0,00;
0,00;0,00;96,79;0,04;0,00;0,00;
0,00;0,00;96,82;0,04;0,00;0,00;
0,00;0,00;96,85;0,03;0,00;0,00;
0,00;0,00;96,89;0,03;0,00;0,00;
0,00;0,00;96,92;0,03;0,00;0,00;
0,00;0,00;96,95;0,04;0,00;0,00;
0,00;0,00;96,98;0,03;0,00;0,00;
0,00;0,00;97,01;0,03;0,00;0,00;
0,00;0,00;97,05;0,04;0,00;0,00;
0,00;0,00;97,08;0,03;0,00;0,00;
0,00;0,00;97,11;0,04;0,00;0,00;
0,00;0,00;97,14;0,03;0,00;0,00;
0,00;0,00;97,17;0,04;0,00;0,00;
0,00;0,00;97,21;0,03;0,00;0,00;
0,00;0,00;97,24;0,03;0,00;0,00;
0,00;0,00;97,27;0,03;0,00;0,00;
0,00;0,00;97,30;0,03;0,00;0,00;
0,00;0,00;97,33;0,03;0,00;0,00;
0,00;0,00;97,37;0,03;0,00;0,00;
0,00;0,00;97,40;0,03;0,00;0,00;
0,00;0,00;97,43;0,03;0,00;0,00;
0,00;0,00;97,46;0,03;0,00;0,00;
0,00;0,00;97,49;0,04;0,00;0,00;
0,00;0,00;97,53;0,03;0,00;0,00;
0,00;0,00;97,56;0,03;0,00;0,00;
0,00;0,00;97,59;0,03;0,00;0,00;
0,00;0,00;97,62;0,03;0,00;0,00;
0,00;0,00;97,65;0,04;0,00;0,00;
0,00;0,00;97,69;0,04;0,00;0,00;
0,00;0,00;97,72;0,03;0,00;0,00;
0,00;0,00;97,75;0,03;0,00;0,00;
0,00;0,00;97,78;0,03;0,00;0,00;
0,00;0,00;97,81;0,04;0,00;0,00;
0,00;0,00;97,85;0,03;0,00;0,00;
0,00;0,00;97,88;0,03;0,00;0,00;
0,00;0,00;97,91;0,03;0,00;0,00;
0,00;0,00;97,94;0,03;0,00;0,00;
0,00;0,00;97,97;0,03;0,00;0,00;
0,00;0,00;98,01;0,03;0,00;0,00;
0,00;0,00;98,04;0,03;0,00;0,00;
0,00;0,00;98,07;0,03;0,00;0,00;
0,00;0,00;98,10;0,03;0,00;0,00;
0,00;0,00;98,13;0,03;0,00;0,00;
0,00;0,00;98,17;0,03;0,00;0,00;
0,00;0,00;98,20;0,03;0,00;0,00;
0,00;0,00;98,23;0,03;0,00;0,00;
0,00;0,00;98,26;0,03;0,00;0,00;
0,00;0,00;98,29;0,03;0,00;0,00;
0,00;0,00;98,33;0,03;0,00;0,00;
0,00;0,00;98,36;0,03;0,00;0,00;
0,00;0,00;98,39;0,03;0,00;0,00;
0,00;0,00;98,42;0,03;0,00;0,00;
0,00;0,00;98,46;0,04;0,00;0,00;
0,00;0,00;98,49;0,03;0,00;0,00;
0,00;0,00;98,52;0,04;0,00;0,00;
0,00;0,00;98,55;0,04;0,00;0,00;
0,00;0,00;98,58;0,04;0,00;0,00;
0,00;0,00;98,61;0,03;0,00;0,00;
0,00;0,00;98,65;0,03;0,00;0,00;
0,00;0,00;98,68;0,03;0,00;0,00;
0,00;0,00;98,71;0,03;0,00;0,00;
0,00;0,00;98,74;0,03;0,00;0,00;
0,00;0,00;98,78;0,03;0,00;0,00;
0,00;0,00;98,81;0,04;0,00;0,00;
0,00;0,00;98,84;0,04;0,00;0,00;
0,00;0,00;98,87;0,03;0,00;0,00;
0,00;0,00;98,90;0,04;0,00;0,00;
0,00;0,00;98,93;0,03;0,00;0,00;
0,00;0,00;98,97;0,03;0,00;0,00;
0,00;0,00;99,00;0,03;0,00;0,00;
0,00;0,00;99,03;0,04;0,00;0,00;
0,00;0,00;99,06;0,03;0,00;0,00;
0,00;0,00;99,10;0,03;0,00;0,00;
0,00;0,00;99,13;0,03;0,00;0,00;
0,00;0,00;99,16;0,03;0,00;0,00;
0,00;0,00;99,19;0,03;0,00;0,00;
0,00;0,00;99,22;0,04;0,00;0,00;
0,00;0,00;99,25;0,03;0,00;0,00;
0,00;0,00;99,29;0,03;0,00;0,00;
0,00;0,00;99,32;0,03;0,00;0,00;
0,00;0,00;99,35;0,03;0,00;0,00;
0,00;0,00;99,38;0,03;0,00;0,00;
0,00;0,00;99,42;0,03;0,00;0,00;
0,00;0,00;99,45;0,03;0,00;0,00;
0,00;0,00;99,48;0,04;0,00;0,00;
0,00;0,00;99,51;0,05;0,00;0,00;
0,00;0,00;99,54;0,07;0,00;0,00;
0,00;0,00;99,57;0,07;0,00;0,00;
0,00;0,00;99,61;0,07;0,00;0,00;
0,00;0,00;99,64;0,12;0,00;0,00;
0,00;0,00;99,67;0,19;0,00;0,00;
0,00;0,00;99,70;0,24;0,00;0,00;
0,00;0,00;99,73;0,31;0,00;0,00;
0,00;0,00;99,76;0,44;0,00;0,00;
0,00;0,00;99,79;0,65;0,00;0,00;
0,00;0,00;99,83;0,88;0,00;0,00;
0,00;0,00;99,86;1,08;0,00;0,00;
0,00;0,00;99,89;1,17;0,00;0,00;
0,00;0,00;99,92;1,16;0,00;0,00;
0,00;0,00;99,96;1,16;0,00;0,00;
0,00;0,00;99,99;1,14;0,00;0,00;
0,00;0,00;100,02;1,17;0,00;0,00;
0,00;0,00;100,05;1,19;0,00;0,00;
0,00;0,00;100,09;1,19;0,00;0,00;
0,00;0,00;100,12;1,20;0,00;0,00;
0,00;0,00;100,15;1,20;0,00;0,00;
0,00;0,00;100,18;1,23;0,00;0,00;
0,00;0,00;100,21;1,23;0,00;0,00;
0,00;0,00;100,25;1,24;0,00;0,00;
0,00;0,00;100,28;1,26;0,00;0,00;
0,00;0,00;100,31;1,26;0,00;0,00;
0,00;0,00;100,34;1,26;0,00;0,00;
0,00;0,00;100,37;1,26;0,00;0,00;
0,00;0,00;100,41;1,29;0,00;0,00;
0,00;0,00;100,44;1,29;0,00;0,00;
0,00;0,00;100,47;1,29;0,00;0,00;
0,00;0,00;100,50;1,30;0,00;0,00;
0,00;0,00;100,53;1,31;0,00;0,00;
0,00;0,00;100,57;1,32;0,00;0,00;
0,00;0,00;100,60;1,32;0,00;0,00;
0,00;0,00;100,63;1,34;0,00;0,00;
0,00;0,00;100,66;1,34;0,00;0,00;
0,00;0,00;100,69;1,35;0,00;0,00;
0,00;0,00;100,73;1,37;0,00;0,00;
0,00;0,00;100,76;1,37;0,00;0,00;
0,00;0,00;100,79;1,37;0,00;0,00;
0,00;0,00;100,82;1,39;0,00;0,00;
0,00;0,00;100,86;1,38;0,00;0,00;
0,00;0,00;100,89;1,40;0,00;0,00;
0,00;0,00;100,92;1,40;0,00;0,00;
0,00;0,00;100,95;1,42;0,00;0,00;
0,00;0,00;100,98;1,41;0,00;0,00;
0,00;0,00;101,01;1,43;0,00;0,00;
0,00;0,00;101,05;1,45;0,00;0,00;
0,00;0,00;101,08;1,47;0,00;0,00;
0,00;0,00;101,11;1,47;0,00;0,00;
0,00;0,00;101,14;1,49;0,00;0,00;
0,00;0,00;101,17;1,49;0,00;0,00;
0,00;0,00;101,21;1,49;0,00;0,00;
0,00;0,00;101,24;1,52;0,00;0,00;
0,00;0,00;101,27;1,52;0,00;0,00;
0,00;0,00;101,30;1,53;0,00;0,00;
0,00;0,00;101,33;1,53;0,00;0,00;
0,00;0,00;101,37;1,52;0,00;0,00;
0,00;0,00;101,40;1,55;0,00;0,00;
0,00;0,00;101,43;1,55;0,00;0,00;
0,00;0,00;101,46;1,55;0,00;0,00;
0,00;0,00;101,50;1,56;0,00;0,00;
0,00;0,00;101,53;1,58;0,00;0,00;
0,00;0,00;101,56;1,57;0,00;0,00;
0,00;0,00;101,59;1,58;0,00;0,00;
0,00;0,00;101,62;1,58;0,00;0,00;
0,00;0,00;101,65;1,58;0,00;0,00;
0,00;0,00;101,69;1,61;0,00;0,00;
0,00;0,00;101,72;1,61;0,00;0,00;
0,00;0,00;101,75;1,63;0,00;0,00;
0,00;0,00;101,78;1,63;0,00;0,00;
0,00;0,00;101,82;1,65;0,00;0,00;
0,00;0,00;101,85;1,66;0,00;0,00;
0,00;0,00;101,88;1,69;0,00;0,00;
0,00;0,00;101,91;1,69;0,00;0,00;
0,00;0,00;101,94;1,72;0,00;0,00;
0,00;0,00;101,97;1,72;0,00;0,00;
0,00;0,00;102,01;1,72;0,00;0,00;
0,00;0,00;102,04;1,74;0,00;0,00;
0,00;0,00;102,07;1,72;0,00;0,00;
0,00;0,00;102,10;1,75;0,00;0,00;
0,00;0,00;102,13;1,75;0,00;0,00;
0,00;0,00;102,17;1,75;0,00;0,00;
0,00;0,00;102,20;1,75;0,00;0,00;
0,00;0,00;102,23;1,75;0,00;0,00;
0,00;0,00;102,26;1,77;0,00;0,00;
0,00;0,00;102,29;1,78;0,00;0,00;
0,00;0,00;102,33;1,81;0,00;0,00;
0,00;0,00;102,36;1,81;0,00;0,00;
0,00;0,00;102,39;1,82;0,00;0,00;
0,00;0,00;102,42;1,83;0,00;0,00;
0,00;0,00;102,45;1,84;0,00;0,00;
0,00;0,00;102,49;1,82;0,00;0,00;
0,00;0,00;102,52;1,84;0,00;0,00;
0,00;0,00;102,55;1,84;0,00;0,00;
0,00;0,00;102,58;1,84;0,00;0,00;
0,00;0,00;102,61;1,85;0,00;0,00;
0,00;0,00;102,65;1,87;0,00;0,00;
0,00;0,00;102,68;1,87;0,00;0,00;
0,00;0,00;102,71;1,87;0,00;0,00;
0,00;0,00;102,74;1,87;0,00;0,00;
0,00;0,00;102,77;1,90;0,00;0,00;
0,00;0,00;102,81;1,90;0,00;0,00;
0,00;0,00;102,84;1,90;0,00;0,00;
0,00;0,00;102,87;1,91;0,00;0,00;
0,00;0,00;102,90;1,92;0,00;0,00;
0,00;0,00;102,94;1,91;0,00;0,00;
0,00;0,00;102,97;1,93;0,00;0,00;
0,00;0,00;103,00;1,93;0,00;0,00;
0,00;0,00;103,03;1,93;0,00;0,00;
0,00;0,00;103,06;1,94;0,00;0,00;
0,00;0,00;103,09;1,96;0,00;0,00;
0,00;0,00;103,13;1,96;0,00;0,00;
0,00;0,00;103,16;1,96;0,00;0,00;
0,00;0,00;103,19;1,96;0,00;0,00;
0,00;0,00;103,22;1,97;0,00;0,00;
0,00;0,00;103,26;1,96;0,00;0,00;
0,00;0,00;103,29;1,97;0,00;0,00;
0,00;0,00;103,32;1,97;0,00;0,00;
0,00;0,00;103,35;1,99;0,00;0,00;
0,00;0,00;103,38;1,98;0,00;0,00;
0,00;0,00;103,41;1,99;0,00;0,00;
0,00;0,00;103,45;1,99;0,00;0,00;
0,00;0,00;103,48;1,99;0,00;0,00;
0,00;0,00;103,51;2,02;0,00;0,00;
0,00;0,00;103,54;2,03;0,00;0,00;
0,00;0,00;103,58;2,04;0,00;0,00;
0,00;0,00;103,61;2,04;0,00;0,00;
0,00;0,00;103,64;2,07;0,00;0,00;
0,00;0,00;103,67;2,04;0,00;0,00;
0,00;0,00;103,70;2,07;0,00;0,00;
0,00;0,00;103,73;2,07;0,00;0,00;
0,00;0,00;103,77;2,07;0,00;0,00;
0,00;0,00;103,80;2,07;0,00;0,00;
0,00;0,00;103,83;2,09;0,00;0,00;
0,00;0,00;103,86;2,09;0,00;0,00;
0,00;0,00;103,90;2,08;0,00;0,00;
0,00;0,00;103,93;2,10;0,00;0,00;
0,00;0,00;103,96;2,09;0,00;0,00;
0,00;0,00;103,99;2,10;0,00;0,00;
0,00;0,00;104,02;2,10;0,00;0,00;
0,00;0,00;104,05;2,10;0,00;0,00;
0,00;0,00;104,09;2,10;0,00;0,00;
0,00;0,00;104,12;2,10;0,00;0,00;
0,00;0,00;104,15;2,10;0,00;0,00;
0,00;0,00;104,18;2,12;0,00;0,00;
0,00;0,00;104,22;2,12;0,00;0,00;
0,00;0,00;104,25;2,12;0,00;0,00;
0,00;0,00;104,28;2,13;0,00;0,00;
0,00;0,00;104,31;2,11;0,00;0,00;
0,00;0,00;104,34;2,13;0,00;0,00;
0,00;0,00;104,37;2,15;0,00;0,00;
0,00;0,00;104,41;2,15;0,00;0,00;
0,00;0,00;104,44;2,15;0,00;0,00;
0,00;0,00;104,47;2,15;0,00;0,00;
0,00;0,00;104,50;2,15;0,00;0,00;
0,00;0,00;104,53;2,16;0,00;0,00;
0,00;0,00;104,57;2,15;0,00;0,00;
0,00;0,00;104,60;2,15;0,00;0,00;
0,00;0,00;104,63;2,15;0,00;0,00;
