14883;03.02.21 11:28:23;22;Avvicinamento pre-pressata pressata Fuori Ingombro;position > max position (10);20210203104837P0003;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;30,30;0,01;0,00;0,00;
0,00;0,00;30,35;0,06;0,00;0,00;
0,00;0,00;30,89;0,05;0,00;0,00;
0,00;0,00;31,93;0,05;0,00;0,00;
0,00;0,00;33,48;0,06;0,00;0,00;
0,00;0,00;35,54;0,07;0,00;0,00;
0,00;0,00;38,12;0,06;0,00;0,00;
0,00;0,00;41,20;0,07;0,00;0,00;
0,00;0,00;44,68;0,04;0,00;0,00;
0,00;0,00;48,19;0,06;0,00;0,00;
0,00;0,00;51,71;0,04;0,00;0,00;
0,00;0,00;55,23;0,04;0,00;0,00;
0,00;0,00;58,75;0,05;0,00;0,00;
0,00;0,00;62,27;0,06;0,00;0,00;
0,00;0,00;65,79;0,05;0,00;0,00;
0,00;0,00;69,31;0,06;0,00;0,00;
0,00;0,00;72,83;0,04;0,00;0,00;
0,00;0,00;76,35;0,04;0,00;0,00;
0,00;0,00;79,83;0,03;0,00;0,00;
0,00;0,00;82,87;0,03;0,00;0,00;
0,00;0,00;85,44;0,03;0,00;0,00;
0,00;0,00;87,51;0,02;0,00;0,00;
0,00;0,00;89,07;0,01;0,00;0,00;
0,00;0,00;90,14;0,01;0,00;0,00;
0,00;0,00;90,81;0,01;0,00;0,00;
0,00;0,00;90,81;0,01;0,00;0,00;
0,00;0,00;90,84;0,01;0,00;0,00;
0,00;0,00;90,87;0,02;0,00;0,00;
0,00;0,00;90,90;0,01;0,00;0,00;
0,00;0,00;90,93;0,03;0,00;0,00;
0,00;0,00;90,97;0,02;0,00;0,00;
0,00;0,00;91,00;0,02;0,00;0,00;
0,00;0,00;91,03;0,02;0,00;0,00;
0,00;0,00;91,06;0,03;0,00;0,00;
0,00;0,00;91,09;0,03;0,00;0,00;
0,00;0,00;91,13;0,03;0,00;0,00;
0,00;0,00;91,16;0,03;0,00;0,00;
0,00;0,00;91,19;0,03;0,00;0,00;
0,00;0,00;91,22;0,03;0,00;0,00;
0,00;0,00;91,25;0,03;0,00;0,00;
0,00;0,00;91,29;0,02;0,00;0,00;
0,00;0,00;91,32;0,03;0,00;0,00;
0,00;0,00;91,35;0,03;0,00;0,00;
0,00;0,00;91,38;0,03;0,00;0,00;
0,00;0,00;91,41;0,03;0,00;0,00;
0,00;0,00;91,45;0,03;0,00;0,00;
0,00;0,00;91,48;0,03;0,00;0,00;
0,00;0,00;91,51;0,03;0,00;0,00;
