7021;01.12.20 10:54:58;21;Avvicinamento Pressata Finale;force > max. force (8);20201125105511P0008;
0,00;0,00;290,97;0,04;0,00;0,00;
0,00;0,00;291,14;0,04;0,00;0,00;
0,00;0,00;291,30;0,04;0,00;0,00;
0,00;0,00;291,46;0,09;0,00;0,00;
0,00;0,00;291,62;0,04;0,00;0,00;
0,00;0,00;291,78;0,04;0,00;0,00;
0,00;0,00;291,94;0,04;0,00;0,00;
0,00;0,00;292,10;0,04;0,00;0,00;
0,00;0,00;292,26;0,04;0,00;0,00;
0,00;0,00;292,42;0,04;0,00;0,00;
0,00;0,00;292,58;0,04;0,00;0,00;
0,00;0,00;292,74;0,04;0,00;0,00;
0,00;0,00;292,90;0,04;0,00;0,00;
0,00;0,00;293,06;0,04;0,00;0,00;
0,00;0,00;293,22;0,04;0,00;0,00;
0,00;0,00;293,38;0,04;0,00;0,00;
0,00;0,00;293,54;0,04;0,00;0,00;
0,00;0,00;293,70;0,04;0,00;0,00;
0,00;0,00;293,86;0,04;0,00;0,00;
0,00;0,00;294,02;0,04;0,00;0,00;
0,00;0,00;294,18;0,04;0,00;0,00;
0,00;0,00;294,34;0,04;0,00;0,00;
0,00;0,00;294,50;0,04;0,00;0,00;
0,00;0,00;294,66;0,04;0,00;0,00;
0,00;0,00;294,82;0,04;0,00;0,00;
0,00;0,00;294,98;0,04;0,00;0,00;
0,00;0,00;295,14;0,04;0,00;0,00;
0,00;0,00;295,30;0,04;0,00;0,00;
0,00;0,00;295,46;0,04;0,00;0,00;
0,00;0,00;295,62;0,04;0,00;0,00;
0,00;0,00;295,78;0,04;0,00;0,00;
0,00;0,00;295,94;0,04;0,00;0,00;
0,00;0,00;296,10;0,09;0,00;0,00;
0,00;0,00;296,26;0,04;0,00;0,00;
0,00;0,00;296,42;0,04;0,00;0,00;
0,00;0,00;296,58;0,04;0,00;0,00;
0,00;0,00;296,74;0,04;0,00;0,00;
0,00;0,00;296,90;0,04;0,00;0,00;
0,00;0,00;297,06;0,04;0,00;0,00;
0,00;0,00;297,22;0,04;0,00;0,00;
0,00;0,00;297,38;0,04;0,00;0,00;
0,00;0,00;297,54;0,04;0,00;0,00;
0,00;0,00;297,70;0,09;0,00;0,00;
0,00;0,00;297,86;0,04;0,00;0,00;
0,00;0,00;298,02;0,18;0,00;0,00;
0,00;0,00;298,18;0,18;0,00;0,00;
0,00;0,00;298,34;0,22;0,00;0,00;
0,00;0,00;298,50;0,22;0,00;0,00;
0,00;0,00;298,66;0,26;0,00;0,00;
0,00;0,00;298,82;0,22;0,00;0,00;
0,00;0,00;298,98;0,22;0,00;0,00;
0,00;0,00;299,14;0,22;0,00;0,00;
0,00;0,00;299,30;0,22;0,00;0,00;
0,00;0,00;299,46;0,22;0,00;0,00;
0,00;0,00;299,62;0,22;0,00;0,00;
0,00;0,00;299,78;0,22;0,00;0,00;
0,00;0,00;299,94;0,22;0,00;0,00;
0,00;0,00;300,10;0,22;0,00;0,00;
0,00;0,00;300,26;0,91;0,00;0,00;
0,00;0,00;300,41;2,70;0,00;0,00;
0,00;0,00;300,57;2,13;0,00;0,00;
0,00;0,00;300,74;1,87;0,00;0,00;
0,00;0,00;300,90;1,82;0,00;0,00;
0,00;0,00;301,06;1,79;0,00;0,00;
0,00;0,00;301,22;1,91;0,00;0,00;
0,00;0,00;301,38;1,96;0,00;0,00;
0,00;0,00;301,54;1,96;0,00;0,00;
0,00;0,00;301,70;2,00;0,00;0,00;
0,00;0,00;301,86;2,00;0,00;0,00;
0,00;0,00;302,02;2,21;0,00;0,00;
0,00;0,00;302,17;3,04;0,00;0,00;
0,00;0,00;302,33;4,26;0,00;0,00;
0,00;0,00;302,48;5,99;0,00;0,00;
0,00;0,00;302,64;8,13;0,00;0,00;
0,00;0,00;302,79;10,43;0,00;0,00;
0,00;0,00;302,95;12,48;0,00;0,00;
0,00;0,00;303,10;15,70;0,00;0,00;
0,00;0,00;303,25;19,43;0,00;0,00;
0,00;0,00;303,37;22,74;0,00;0,00;
0,00;0,00;303,38;22,65;0,00;0,00;
0,00;0,00;303,39;22,52;0,00;0,00;
0,00;0,00;303,39;22,74;0,00;0,00;
0,00;0,00;303,40;22,83;0,00;0,00;
0,00;0,00;303,40;22,92;0,00;0,00;
0,00;0,00;303,41;23,01;0,00;0,00;
0,00;0,00;303,41;23,05;0,00;0,00;
0,00;0,00;303,42;23,05;0,00;0,00;
0,00;0,00;303,42;23,18;0,00;0,00;
0,00;0,00;303,42;23,09;0,00;0,00;
0,00;0,00;303,42;23,09;0,00;0,00;
0,00;0,00;303,42;23,05;0,00;0,00;
0,00;0,00;303,42;23,01;0,00;0,00;
