1949;12.05.20 11:14:37;22;Avvicinamento pre-pressata pressata Fuori Ingombro;wrong softlimit spindle data (74);20200508123936P0043;
0,00;0,00;125,94;0,11;0,00;0,00;
0,00;0,00;131,51;0,04;0,00;0,00;
0,00;0,00;133,60;0,02;0,00;0,00;
0,00;0,00;135,21;0,05;0,00;0,00;
0,00;0,00;136,31;-0,05;0,00;0,00;
0,00;0,00;137,08;0,02;0,00;0,00;
0,00;0,00;137,18;0,09;0,00;0,00;
0,00;0,00;137,32;0,07;0,00;0,00;
0,00;0,00;137,47;0,02;0,00;0,00;
0,00;0,00;137,63;0,05;0,00;0,00;
0,00;0,00;137,79;0,02;0,00;0,00;
0,00;0,00;137,95;0,07;0,00;0,00;
0,00;0,00;138,11;0,09;0,00;0,00;
0,00;0,00;138,27;0,07;0,00;0,00;
0,00;0,00;138,43;0,05;0,00;0,00;
0,00;0,00;138,59;0,09;0,00;0,00;
0,00;0,00;138,75;0,09;0,00;0,00;
0,00;0,00;138,91;0,09;0,00;0,00;
0,00;0,00;139,07;0,05;0,00;0,00;
0,00;0,00;139,23;0,05;0,00;0,00;
0,00;0,00;139,39;0,09;0,00;0,00;
0,00;0,00;139,55;0,07;0,00;0,00;
0,00;0,00;139,71;0,05;0,00;0,00;
0,00;0,00;139,87;0,05;0,00;0,00;
0,00;0,00;140,03;0,07;0,00;0,00;
0,00;0,00;140,19;0,07;0,00;0,00;
0,00;0,00;140,35;0,02;0,00;0,00;
0,00;0,00;140,51;0,07;0,00;0,00;
0,00;0,00;140,67;0,09;0,00;0,00;
0,00;0,00;140,83;0,07;0,00;0,00;
0,00;0,00;140,99;0,07;0,00;0,00;
0,00;0,00;141,15;0,09;0,00;0,00;
0,00;0,00;141,31;0,05;0,00;0,00;
0,00;0,00;141,47;0,05;0,00;0,00;
0,00;0,00;141,63;0,09;0,00;0,00;
0,00;0,00;141,79;0,09;0,00;0,00;
0,00;0,00;141,95;0,07;0,00;0,00;
0,00;0,00;142,11;0,09;0,00;0,00;
0,00;0,00;142,27;0,09;0,00;0,00;
0,00;0,00;142,43;0,07;0,00;0,00;
0,00;0,00;142,59;0,09;0,00;0,00;
0,00;0,00;142,75;0,09;0,00;0,00;
0,00;0,00;142,91;0,07;0,00;0,00;
0,00;0,00;143,07;0,09;0,00;0,00;
0,00;0,00;143,23;0,07;0,00;0,00;
0,00;0,00;143,39;0,09;0,00;0,00;
0,00;0,00;143,55;0,09;0,00;0,00;
0,00;0,00;143,71;0,05;0,00;0,00;
0,00;0,00;143,87;0,07;0,00;0,00;
0,00;0,00;144,03;0,07;0,00;0,00;
0,00;0,00;144,19;0,07;0,00;0,00;
0,00;0,00;144,35;0,09;0,00;0,00;
0,00;0,00;144,51;0,09;0,00;0,00;
0,00;0,00;144,67;0,09;0,00;0,00;
0,00;0,00;144,83;0,09;0,00;0,00;
0,00;0,00;144,99;0,05;0,00;0,00;
0,00;0,00;145,15;0,09;0,00;0,00;
0,00;0,00;145,31;0,09;0,00;0,00;
0,00;0,00;145,47;0,05;0,00;0,00;
0,00;0,00;145,63;0,05;0,00;0,00;
0,00;0,00;145,79;0,05;0,00;0,00;
0,00;0,00;145,95;0,07;0,00;0,00;
0,00;0,00;146,11;0,09;0,00;0,00;
0,00;0,00;146,27;0,05;0,00;0,00;
0,00;0,00;146,43;0,09;0,00;0,00;
0,00;0,00;146,59;0,05;0,00;0,00;
0,00;0,00;146,75;0,09;0,00;0,00;
0,00;0,00;146,91;0,07;0,00;0,00;
0,00;0,00;147,07;0,02;0,00;0,00;
0,00;0,00;147,23;0,05;0,00;0,00;
0,00;0,00;147,39;0,05;0,00;0,00;
0,00;0,00;147,55;0,09;0,00;0,00;
0,00;0,00;147,71;0,02;0,00;0,00;
0,00;0,00;147,87;0,05;0,00;0,00;
0,00;0,00;148,03;0,07;0,00;0,00;
0,00;0,00;148,19;0,09;0,00;0,00;
0,00;0,00;148,35;0,05;0,00;0,00;
0,00;0,00;148,51;0,05;0,00;0,00;
0,00;0,00;148,67;0,09;0,00;0,00;
0,00;0,00;148,83;0,05;0,00;0,00;
0,00;0,00;148,99;0,09;0,00;0,00;
0,00;0,00;149,15;0,07;0,00;0,00;
0,00;0,00;149,31;0,02;0,00;0,00;
0,00;0,00;149,47;0,02;0,00;0,00;
0,00;0,00;149,63;0,07;0,00;0,00;
0,00;0,00;149,79;0,07;0,00;0,00;
0,00;0,00;149,95;0,05;0,00;0,00;
0,00;0,00;150,11;0,09;0,00;0,00;
0,00;0,00;150,27;0,09;0,00;0,00;
0,00;0,00;150,43;0,07;0,00;0,00;
0,00;0,00;150,59;0,07;0,00;0,00;
0,00;0,00;150,75;0,07;0,00;0,00;
0,00;0,00;150,91;0,07;0,00;0,00;
0,00;0,00;151,07;0,07;0,00;0,00;
0,00;0,00;151,23;0,09;0,00;0,00;
0,00;0,00;151,39;0,05;0,00;0,00;
0,00;0,00;151,55;0,07;0,00;0,00;
0,00;0,00;151,71;0,09;0,00;0,00;
0,00;0,00;151,87;0,07;0,00;0,00;
0,00;0,00;152,03;0,16;0,00;0,00;
0,00;0,00;152,19;0,18;0,00;0,00;
0,00;0,00;152,35;0,22;0,00;0,00;
0,00;0,00;152,51;0,58;0,00;0,00;
0,00;0,00;152,67;0,81;0,00;0,00;
0,00;0,00;152,83;0,88;0,00;0,00;
0,00;0,00;152,99;0,97;0,00;0,00;
0,00;0,00;153,15;0,99;0,00;0,00;
0,00;0,00;153,31;1,09;0,00;0,00;
0,00;0,00;153,47;1,17;0,00;0,00;
0,00;0,00;153,63;1,26;0,00;0,00;
0,00;0,00;153,79;1,33;0,00;0,00;
0,00;0,00;153,95;1,42;0,00;0,00;
0,00;0,00;154,11;1,54;0,00;0,00;
0,00;0,00;154,27;1,54;0,00;0,00;
0,00;0,00;154,43;1,63;0,00;0,00;
0,00;0,00;154,59;1,72;0,00;0,00;
0,00;0,00;154,75;1,76;0,00;0,00;
0,00;0,00;154,91;1,81;0,00;0,00;
0,00;0,00;155,07;1,88;0,00;0,00;
0,00;0,00;155,11;1,58;0,00;0,00;
0,00;0,00;155,11;1,49;0,00;0,00;
0,00;0,00;154,84;0,07;0,00;0,00;
0,00;0,00;154,07;-0,16;0,00;0,00;
0,00;0,00;152,80;-0,21;0,00;0,00;
0,00;0,00;151,23;-0,03;0,00;0,00;
0,00;0,00;150,14;-0,07;0,00;0,00;
0,00;0,00;149,42;-0,07;0,00;0,00;
0,00;0,00;149,16;-0,05;0,00;0,00;
0,00;0,00;149,09;-0,07;0,00;0,00;
0,00;0,00;149,08;-0,07;0,00;0,00;
0,00;0,00;149,14;0,04;0,00;0,00;
0,00;0,00;149,28;0,05;0,00;0,00;
0,00;0,00;149,61;0,07;0,00;0,00;
0,00;0,00;149,78;0,07;0,00;0,00;
0,00;0,00;149,94;0,07;0,00;0,00;
0,00;0,00;150,10;0,05;0,00;0,00;
0,00;0,00;150,26;0,05;0,00;0,00;
0,00;0,00;150,42;0,07;0,00;0,00;
0,00;0,00;150,59;0,09;0,00;0,00;
0,00;0,00;150,75;0,07;0,00;0,00;
0,00;0,00;150,91;0,09;0,00;0,00;
0,00;0,00;151,07;0,05;0,00;0,00;
0,00;0,00;151,23;0,02;0,00;0,00;
0,00;0,00;151,39;0,07;0,00;0,00;
0,00;0,00;151,55;0,05;0,00;0,00;
0,00;0,00;151,71;0,07;0,00;0,00;
0,00;0,00;151,87;0,05;0,00;0,00;
0,00;0,00;152,03;0,09;0,00;0,00;
0,00;0,00;152,19;0,05;0,00;0,00;
0,00;0,00;152,35;0,05;0,00;0,00;
0,00;0,00;152,51;0,05;0,00;0,00;
0,00;0,00;152,67;0,09;0,00;0,00;
0,00;0,00;152,83;0,07;0,00;0,00;
0,00;0,00;152,99;0,09;0,00;0,00;
0,00;0,00;153,15;0,07;0,00;0,00;
0,00;0,00;153,31;0,05;0,00;0,00;
0,00;0,00;153,47;0,05;0,00;0,00;
0,00;0,00;153,63;0,05;0,00;0,00;
0,00;0,00;153,79;0,07;0,00;0,00;
0,00;0,00;153,95;0,05;0,00;0,00;
0,00;0,00;154,11;0,07;0,00;0,00;
0,00;0,00;154,27;0,09;0,00;0,00;
0,00;0,00;154,43;0,07;0,00;0,00;
0,00;0,00;154,59;0,05;0,00;0,00;
0,00;0,00;154,91;0,18;0,00;0,00;
0,00;0,00;155,07;0,38;0,00;0,00;
0,00;0,00;155,22;1,99;0,00;0,00;
0,00;0,00;155,37;2,03;0,00;0,00;
0,00;0,00;155,54;2,12;0,00;0,00;
0,00;0,00;155,70;2,17;0,00;0,00;
0,00;0,00;155,86;2,26;0,00;0,00;
0,00;0,00;156,03;2,35;0,00;0,00;
0,00;0,00;156,19;2,44;0,00;0,00;
0,00;0,00;156,35;2,44;0,00;0,00;
0,00;0,00;156,51;2,53;0,00;0,00;
0,00;0,00;156,67;2,55;0,00;0,00;
0,00;0,00;156,83;2,62;0,00;0,00;
0,00;0,00;156,99;2,71;0,00;0,00;
0,00;0,00;157,15;2,80;0,00;0,00;
0,00;0,00;157,31;2,87;0,00;0,00;
0,00;0,00;157,47;2,93;0,00;0,00;
0,00;0,00;157,63;2,98;0,00;0,00;
0,00;0,00;157,79;3,05;0,00;0,00;
0,00;0,00;157,95;3,07;0,00;0,00;
0,00;0,00;158,11;3,16;0,00;0,00;
0,00;0,00;158,27;3,18;0,00;0,00;
0,00;0,00;158,43;3,27;0,00;0,00;
0,00;0,00;158,59;3,34;0,00;0,00;
0,00;0,00;158,75;3,41;0,00;0,00;
0,00;0,00;158,91;3,45;0,00;0,00;
0,00;0,00;159,07;3,52;0,00;0,00;
0,00;0,00;159,23;3,57;0,00;0,00;
0,00;0,00;159,39;3,61;0,00;0,00;
0,00;0,00;159,51;3,36;0,00;0,00;
0,00;0,00;159,51;3,07;0,00;0,00;
