1922;12.05.20 09:02:28;22;Avvicinamento pre-pressata pressata Fuori Ingombro;wrong softlimit spindle data (74);20200508123936P0043;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;25,06;0,16;0,00;0,00;
0,00;0,00;25,59;0,13;0,00;0,00;
0,00;0,00;26,61;0,11;0,00;0,00;
0,00;0,00;28,15;0,16;0,00;0,00;
0,00;0,00;30,20;0,16;0,00;0,00;
0,00;0,00;32,76;0,23;0,00;0,00;
0,00;0,00;35,79;-0,00;0,00;0,00;
0,00;0,00;38,94;0,11;0,00;0,00;
0,00;0,00;42,11;0,27;0,00;0,00;
0,00;0,00;45,36;0,09;0,00;0,00;
0,00;0,00;48,53;0,13;0,00;0,00;
0,00;0,00;51,75;0,11;0,00;0,00;
0,00;0,00;54,94;0,06;0,00;0,00;
0,00;0,00;58,15;0,13;0,00;0,00;
0,00;0,00;61,35;0,05;0,00;0,00;
0,00;0,00;64,55;0,13;0,00;0,00;
0,00;0,00;67,75;0,11;0,00;0,00;
0,00;0,00;70,95;0,11;0,00;0,00;
0,00;0,00;74,15;0,13;0,00;0,00;
0,00;0,00;77,35;0,05;0,00;0,00;
0,00;0,00;80,55;0,13;0,00;0,00;
0,00;0,00;83,75;0,09;0,00;0,00;
0,00;0,00;86,95;0,09;0,00;0,00;
0,00;0,00;90,15;0,13;0,00;0,00;
0,00;0,00;93,35;0,05;0,00;0,00;
0,00;0,00;96,55;0,11;0,00;0,00;
0,00;0,00;99,75;0,09;0,00;0,00;
0,00;0,00;102,95;0,07;0,00;0,00;
0,00;0,00;106,15;0,18;0,00;0,00;
0,00;0,00;109,35;0,02;0,00;0,00;
0,00;0,00;112,55;0,07;0,00;0,00;
0,00;0,00;115,75;0,06;0,00;0,00;
0,00;0,00;118,95;0,09;0,00;0,00;
0,00;0,00;122,15;0,16;0,00;0,00;
0,00;0,00;125,35;0,06;0,00;0,00;
0,00;0,00;128,55;0,11;0,00;0,00;
0,00;0,00;131,75;0,07;0,00;0,00;
0,00;0,00;134,95;0,09;0,00;0,00;
0,00;0,00;138,15;0,18;0,00;0,00;
0,00;0,00;141,35;0,06;0,00;0,00;
0,00;0,00;144,55;0,09;0,00;0,00;
0,00;0,00;147,75;0,11;0,00;0,00;
0,00;0,00;150,95;0,09;0,00;0,00;
0,00;0,00;154,15;0,16;0,00;0,00;
0,00;0,00;157,35;0,05;0,00;0,00;
0,00;0,00;160,55;0,09;0,00;0,00;
0,00;0,00;163,75;0,11;0,00;0,00;
0,00;0,00;166,95;0,05;0,00;0,00;
0,00;0,00;170,15;0,13;0,00;0,00;
0,00;0,00;173,35;0,06;0,00;0,00;
0,00;0,00;176,55;0,11;0,00;0,00;
0,00;0,00;179,75;0,06;0,00;0,00;
0,00;0,00;182,95;0,09;0,00;0,00;
0,00;0,00;186,15;0,13;0,00;0,00;
0,00;0,00;189,18;0,05;0,00;0,00;
0,00;0,00;191,69;0,02;0,00;0,00;
0,00;0,00;193,75;0,05;0,00;0,00;
0,00;0,00;195,30;-0,02;0,00;0,00;
0,00;0,00;196,34;-0,02;0,00;0,00;
0,00;0,00;196,87;-0,05;0,00;0,00;
0,00;0,00;197,25;0,05;0,00;0,00;
0,00;0,00;197,41;0,02;0,00;0,00;
0,00;0,00;197,89;0,02;0,00;0,00;
0,00;0,00;198,05;0,02;0,00;0,00;
0,00;0,00;198,21;0,05;0,00;0,00;
0,00;0,00;198,69;0,07;0,00;0,00;
0,00;0,00;198,85;0,05;0,00;0,00;
0,00;0,00;199,01;0,02;0,00;0,00;
