7810;10.02.20 15:15:59;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);20200210150639;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;70,25;0,06;0,00;0,00;
0,00;0,00;71,04;0,04;0,00;0,00;
0,00;0,00;72,33;0,03;0,00;0,00;
0,00;0,00;74,14;0,02;0,00;0,00;
0,00;0,00;76,46;0,04;0,00;0,00;
0,00;0,00;79,29;0,03;0,00;0,00;
0,00;0,00;82,63;0,05;0,00;0,00;
0,00;0,00;86,12;0,02;0,00;0,00;
0,00;0,00;89,65;0,02;0,00;0,00;
0,00;0,00;93,17;0,02;0,00;0,00;
0,00;0,00;96,69;0,03;0,00;0,00;
0,00;0,00;100,21;0,02;0,00;0,00;
0,00;0,00;103,72;0,03;0,00;0,00;
0,00;0,00;107,25;0,01;0,00;0,00;
0,00;0,00;110,77;0,01;0,00;0,00;
0,00;0,00;114,12;0,01;0,00;0,00;
0,00;0,00;121,29;-0,01;0,00;0,00;
0,00;0,00;122,68;-0,01;0,00;0,00;
0,00;0,00;123,98;-0,03;0,00;0,00;
0,00;0,00;124,02;-0,01;0,00;0,00;
0,00;0,00;124,09;0,02;0,00;0,00;
0,00;0,00;126,90;0,01;0,00;0,00;
0,00;0,00;127,01;0,03;0,00;0,00;
0,00;0,00;127,13;0,03;0,00;0,00;
0,00;0,00;127,24;0,06;0,00;0,00;
0,00;0,00;127,35;0,06;0,00;0,00;
0,00;0,00;127,46;0,08;0,00;0,00;
0,00;0,00;127,57;0,11;0,00;0,00;
0,00;0,00;127,69;0,13;0,00;0,00;
0,00;0,00;127,80;0,15;0,00;0,00;
0,00;0,00;127,91;0,19;0,00;0,00;
0,00;0,00;128,02;0,23;0,00;0,00;
0,00;0,00;128,13;0,29;0,00;0,00;
0,00;0,00;128,24;0,34;0,00;0,00;
0,00;0,00;128,36;0,39;0,00;0,00;
0,00;0,00;128,47;0,44;0,00;0,00;
0,00;0,00;128,58;0,50;0,00;0,00;
0,00;0,00;128,69;0,53;0,00;0,00;
0,00;0,00;128,80;0,58;0,00;0,00;
0,00;0,00;128,92;0,61;0,00;0,00;
0,00;0,00;129,03;0,66;0,00;0,00;
0,00;0,00;129,14;0,69;0,00;0,00;
0,00;0,00;129,25;0,71;0,00;0,00;
0,00;0,00;129,36;0,75;0,00;0,00;
0,00;0,00;129,48;0,80;0,00;0,00;
0,00;0,00;129,59;0,87;0,00;0,00;
0,00;0,00;129,70;0,92;0,00;0,00;
0,00;0,00;129,81;1,05;0,00;0,00;
0,00;0,00;129,92;1,08;0,00;0,00;
0,00;0,00;130,04;1,13;0,00;0,00;
0,00;0,00;130,15;1,17;0,00;0,00;
0,00;0,00;130,26;1,21;0,00;0,00;
0,00;0,00;130,37;1,26;0,00;0,00;
0,00;0,00;130,49;1,30;0,00;0,00;
0,00;0,00;130,60;1,34;0,00;0,00;
0,00;0,00;130,71;1,37;0,00;0,00;
0,00;0,00;130,82;1,40;0,00;0,00;
0,00;0,00;130,93;1,42;0,00;0,00;
0,00;0,00;131,04;1,47;0,00;0,00;
0,00;0,00;131,16;1,52;0,00;0,00;
0,00;0,00;131,27;1,55;0,00;0,00;
0,00;0,00;131,38;1,57;0,00;0,00;
0,00;0,00;131,49;1,62;0,00;0,00;
0,00;0,00;131,60;1,66;0,00;0,00;
