19128;17.05.21 09:29:57;21;Avvicinamento Pressata Finale;force > max. force (8);20210517084201A0211;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;20,00;-0,04;0,00;0,00;
0,00;0,00;24,20;0,04;0,00;0,00;
0,00;0,00;28,82;-0,04;0,00;0,00;
0,00;0,00;67,22;0,04;0,00;0,00;
0,00;0,00;72,02;-0,04;0,00;0,00;
0,00;0,00;96,02;-0,04;0,00;0,00;
0,00;0,00;100,82;-0,04;0,00;0,00;
0,00;0,00;115,22;-0,04;0,00;0,00;
0,00;0,00;144,02;-0,04;0,00;0,00;
0,00;0,00;148,82;-0,04;0,00;0,00;
0,00;0,00;163,22;-0,04;0,00;0,00;
0,00;0,00;182,42;0,04;0,00;0,00;
0,00;0,00;192,02;-0,04;0,00;0,00;
0,00;0,00;211,22;-0,04;0,00;0,00;
0,00;0,00;220,82;-0,04;0,00;0,00;
0,00;0,00;249,62;-0,04;0,00;0,00;
0,00;0,00;254,17;-0,04;0,00;0,00;
0,00;0,00;257,84;0,04;0,00;0,00;
0,00;0,00;263,20;0,04;0,00;0,00;
0,00;0,00;263,97;0,04;0,00;0,00;
0,00;0,00;264,99;0,04;0,00;0,00;
0,00;0,00;265,25;0,39;0,00;0,00;
0,00;0,00;265,49;2,53;0,00;0,00;
0,00;0,00;265,74;7,13;0,00;0,00;
0,00;0,00;265,98;13,13;0,00;0,00;
0,00;0,00;266,23;19,01;0,00;0,00;
0,00;0,00;266,35;21,61;0,00;0,00;
0,00;0,00;266,36;20,96;0,00;0,00;
0,00;0,00;266,49;-0,26;0,00;0,00;
0,00;0,00;266,41;-0,13;0,00;0,00;
0,00;0,00;266,39;-0,13;0,00;0,00;
0,00;0,00;266,38;-0,09;0,00;0,00;
0,00;0,00;266,38;-0,17;0,00;0,00;
