1501;16.03.20 11:11:03;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force > max. force (8);20200316083335A0215;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;39,90;0,02;0,00;0,00;
0,00;0,00;39,96;0,18;0,00;0,00;
0,00;0,00;40,50;0,13;0,00;0,00;
0,00;0,00;41,52;0,16;0,00;0,00;
0,00;0,00;43,05;0,27;0,00;0,00;
0,00;0,00;45,09;0,16;0,00;0,00;
0,00;0,00;47,66;0,18;0,00;0,00;
0,00;0,00;50,70;0,16;0,00;0,00;
0,00;0,00;53,84;0,18;0,00;0,00;
0,00;0,00;57,01;0,20;0,00;0,00;
0,00;0,00;60,26;0,14;0,00;0,00;
0,00;0,00;63,43;0,07;0,00;0,00;
0,00;0,00;66,64;0,18;0,00;0,00;
0,00;0,00;69,84;0,11;0,00;0,00;
0,00;0,00;73,05;0,16;0,00;0,00;
0,00;0,00;76,25;0,13;0,00;0,00;
0,00;0,00;79,45;0,11;0,00;0,00;
0,00;0,00;82,65;0,18;0,00;0,00;
0,00;0,00;85,84;0,09;0,00;0,00;
0,00;0,00;89,05;0,18;0,00;0,00;
0,00;0,00;92,25;0,16;0,00;0,00;
0,00;0,00;95,45;0,09;0,00;0,00;
0,00;0,00;98,65;0,16;0,00;0,00;
0,00;0,00;101,85;0,09;0,00;0,00;
0,00;0,00;105,05;0,18;0,00;0,00;
0,00;0,00;108,25;0,18;0,00;0,00;
0,00;0,00;111,45;0,09;0,00;0,00;
0,00;0,00;114,65;0,13;0,00;0,00;
0,00;0,00;117,85;0,11;0,00;0,00;
0,00;0,00;121,05;0,18;0,00;0,00;
0,00;0,00;124,25;0,13;0,00;0,00;
0,00;0,00;127,45;0,11;0,00;0,00;
0,00;0,00;130,65;0,13;0,00;0,00;
0,00;0,00;133,85;0,11;0,00;0,00;
0,00;0,00;137,05;0,18;0,00;0,00;
0,00;0,00;140,25;0,16;0,00;0,00;
0,00;0,00;143,45;0,09;0,00;0,00;
0,00;0,00;146,65;0,16;0,00;0,00;
0,00;0,00;149,85;0,09;0,00;0,00;
0,00;0,00;153,05;0,20;0,00;0,00;
0,00;0,00;156,25;0,13;0,00;0,00;
0,00;0,00;159,42;0,11;0,00;0,00;
0,00;0,00;162,10;0,09;0,00;0,00;
0,00;0,00;164,35;0,07;0,00;0,00;
0,00;0,00;168,10;-0,05;0,00;0,00;
0,00;0,00;168,35;0,02;0,00;0,00;
0,00;0,00;168,42;0,02;0,00;0,00;
0,00;0,00;168,43;0,11;0,00;0,00;
0,00;0,00;168,58;0,07;0,00;0,00;
0,00;0,00;168,73;0,09;0,00;0,00;
0,00;0,00;168,89;0,07;0,00;0,00;
0,00;0,00;169,05;0,09;0,00;0,00;
0,00;0,00;169,21;0,07;0,00;0,00;
0,00;0,00;169,37;0,05;0,00;0,00;
0,00;0,00;169,53;0,09;0,00;0,00;
0,00;0,00;169,69;0,07;0,00;0,00;
0,00;0,00;169,85;0,09;0,00;0,00;
0,00;0,00;170,01;0,09;0,00;0,00;
0,00;0,00;170,17;0,09;0,00;0,00;
0,00;0,00;170,33;0,09;0,00;0,00;
0,00;0,00;170,49;0,05;0,00;0,00;
0,00;0,00;170,65;0,09;0,00;0,00;
0,00;0,00;170,81;0,09;0,00;0,00;
0,00;0,00;170,91;0,18;0,00;0,00;
0,00;0,00;170,91;0,23;0,00;0,00;
0,00;0,00;170,76;-0,18;0,00;0,00;
0,00;0,00;170,09;-0,09;0,00;0,00;
0,00;0,00;169,30;0,11;0,00;0,00;
0,00;0,00;168,94;-0,07;0,00;0,00;
0,00;0,00;168,90;-0,07;0,00;0,00;
0,00;0,00;168,90;0,02;0,00;0,00;
0,00;0,00;168,99;0,09;0,00;0,00;
0,00;0,00;169,13;0,14;0,00;0,00;
0,00;0,00;169,29;0,05;0,00;0,00;
0,00;0,00;169,46;0,05;0,00;0,00;
0,00;0,00;169,62;0,05;0,00;0,00;
0,00;0,00;169,78;0,09;0,00;0,00;
0,00;0,00;169,94;0,09;0,00;0,00;
0,00;0,00;170,11;0,09;0,00;0,00;
0,00;0,00;170,27;0,07;0,00;0,00;
0,00;0,00;170,43;0,07;0,00;0,00;
0,00;0,00;170,59;0,07;0,00;0,00;
0,00;0,00;170,75;0,09;0,00;0,00;
0,00;0,00;170,91;0,25;0,00;0,00;
0,00;0,00;171,07;0,27;0,00;0,00;
0,00;0,00;171,23;0,47;0,00;0,00;
0,00;0,00;171,38;1,13;0,00;0,00;
0,00;0,00;171,54;1,78;0,00;0,00;
0,00;0,00;171,69;2,39;0,00;0,00;
0,00;0,00;171,85;3,00;0,00;0,00;
0,00;0,00;172,01;3,59;0,00;0,00;
0,00;0,00;172,17;4,24;0,00;0,00;
0,00;0,00;172,33;4,92;0,00;0,00;
0,00;0,00;172,49;5,69;0,00;0,00;
0,00;0,00;172,65;6,46;0,00;0,00;
0,00;0,00;172,80;7,18;0,00;0,00;
0,00;0,00;172,96;8,00;0,00;0,00;
0,00;0,00;173,12;8,81;0,00;0,00;
0,00;0,00;173,28;9,53;0,00;0,00;
0,00;0,00;173,44;10,35;0,00;0,00;
0,00;0,00;173,48;10,08;0,00;0,00;
0,00;0,00;173,49;10,19;0,00;0,00;
0,00;0,00;173,49;10,12;0,00;0,00;
0,00;0,00;173,49;10,03;0,00;0,00;
0,00;0,00;173,49;10,01;0,00;0,00;
0,00;0,00;173,49;9,98;0,00;0,00;
0,00;0,00;173,50;9,94;0,00;0,00;
0,00;0,00;173,50;9,94;0,00;0,00;
0,00;0,00;173,50;9,94;0,00;0,00;
0,00;0,00;173,50;9,94;0,00;0,00;
0,00;0,00;173,50;9,90;0,00;0,00;
0,00;0,00;173,50;9,90;0,00;0,00;
0,00;0,00;173,50;9,90;0,00;0,00;
