3676;03.02.20 10:47:11;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);
0,00;0,00;163,77;0,08;0,00;0,00;
0,00;0,00;163,93;0,08;0,00;0,00;
0,00;0,00;164,09;0,08;0,00;0,00;
0,00;0,00;164,25;0,08;0,00;0,00;
0,00;0,00;164,41;0,08;0,00;0,00;
0,00;0,00;164,57;0,08;0,00;0,00;
0,00;0,00;164,73;0,14;0,00;0,00;
0,00;0,00;164,89;0,08;0,00;0,00;
0,00;0,00;165,05;0,08;0,00;0,00;
0,00;0,00;165,21;0,14;0,00;0,00;
0,00;0,00;165,37;0,08;0,00;0,00;
0,00;0,00;165,53;0,14;0,00;0,00;
0,00;0,00;165,69;0,22;0,00;0,00;
0,00;0,00;165,85;0,08;0,00;0,00;
0,00;0,00;166,01;0,22;0,00;0,00;
0,00;0,00;166,17;0,08;0,00;0,00;
0,00;0,00;166,33;0,08;0,00;0,00;
0,00;0,00;166,49;0,08;0,00;0,00;
0,00;0,00;166,65;0,08;0,00;0,00;
0,00;0,00;166,81;0,08;0,00;0,00;
0,00;0,00;166,97;0,14;0,00;0,00;
0,00;0,00;167,13;0,08;0,00;0,00;
0,00;0,00;167,29;0,08;0,00;0,00;
0,00;0,00;167,45;0,08;0,00;0,00;
0,00;0,00;167,61;0,14;0,00;0,00;
0,00;0,00;167,77;0,08;0,00;0,00;
0,00;0,00;167,93;0,14;0,00;0,00;
0,00;0,00;168,09;0,14;0,00;0,00;
0,00;0,00;168,25;0,22;0,00;0,00;
0,00;0,00;168,41;0,14;0,00;0,00;
0,00;0,00;168,57;0,14;0,00;0,00;
0,00;0,00;168,73;0,08;0,00;0,00;
0,00;0,00;168,89;0,14;0,00;0,00;
0,00;0,00;169,05;0,14;0,00;0,00;
0,00;0,00;169,21;0,14;0,00;0,00;
0,00;0,00;169,37;0,14;0,00;0,00;
0,00;0,00;169,53;0,14;0,00;0,00;
0,00;0,00;169,69;0,08;0,00;0,00;
0,00;0,00;169,85;0,14;0,00;0,00;
0,00;0,00;170,01;0,22;0,00;0,00;
0,00;0,00;170,17;0,08;0,00;0,00;
0,00;0,00;170,33;0,14;0,00;0,00;
0,00;0,00;170,49;0,08;0,00;0,00;
0,00;0,00;170,65;0,30;0,00;0,00;
0,00;0,00;170,81;0,14;0,00;0,00;
0,00;0,00;170,97;0,14;0,00;0,00;
0,00;0,00;171,13;0,14;0,00;0,00;
0,00;0,00;171,29;0,14;0,00;0,00;
0,00;0,00;171,45;0,08;0,00;0,00;
0,00;0,00;171,61;0,22;0,00;0,00;
0,00;0,00;171,77;0,22;0,00;0,00;
0,00;0,00;171,93;0,22;0,00;0,00;
0,00;0,00;172,09;0,08;0,00;0,00;
0,00;0,00;172,25;0,08;0,00;0,00;
0,00;0,00;172,41;0,08;0,00;0,00;
0,00;0,00;172,57;0,22;0,00;0,00;
0,00;0,00;172,73;0,08;0,00;0,00;
0,00;0,00;172,89;0,14;0,00;0,00;
0,00;0,00;173,05;0,22;0,00;0,00;
0,00;0,00;173,21;0,08;0,00;0,00;
0,00;0,00;173,37;0,22;0,00;0,00;
0,00;0,00;173,53;0,08;0,00;0,00;
0,00;0,00;173,69;0,14;0,00;0,00;
0,00;0,00;173,85;0,14;0,00;0,00;
0,00;0,00;174,01;0,08;0,00;0,00;
0,00;0,00;174,17;0,14;0,00;0,00;
0,00;0,00;174,33;0,30;0,00;0,00;
0,00;0,00;174,49;0,14;0,00;0,00;
0,00;0,00;174,65;0,14;0,00;0,00;
0,00;0,00;174,81;0,22;0,00;0,00;
0,00;0,00;174,97;0,08;0,00;0,00;
0,00;0,00;175,13;0,14;0,00;0,00;
0,00;0,00;175,29;0,14;0,00;0,00;
0,00;0,00;175,45;0,14;0,00;0,00;
0,00;0,00;175,61;0,08;0,00;0,00;
0,00;0,00;175,77;0,22;0,00;0,00;
0,00;0,00;175,93;0,08;0,00;0,00;
0,00;0,00;176,09;0,14;0,00;0,00;
0,00;0,00;176,25;0,14;0,00;0,00;
0,00;0,00;176,41;0,14;0,00;0,00;
0,00;0,00;176,57;0,22;0,00;0,00;
0,00;0,00;176,73;0,14;0,00;0,00;
0,00;0,00;176,89;0,14;0,00;0,00;
0,00;0,00;177,05;0,08;0,00;0,00;
0,00;0,00;177,21;0,22;0,00;0,00;
0,00;0,00;177,37;0,08;0,00;0,00;
0,00;0,00;177,53;0,14;0,00;0,00;
0,00;0,00;177,69;0,14;0,00;0,00;
0,00;0,00;177,85;0,14;0,00;0,00;
0,00;0,00;178,01;0,22;0,00;0,00;
0,00;0,00;178,17;0,08;0,00;0,00;
0,00;0,00;178,33;0,14;0,00;0,00;
0,00;0,00;178,49;0,08;0,00;0,00;
0,00;0,00;178,65;0,14;0,00;0,00;
0,00;0,00;178,81;0,08;0,00;0,00;
0,00;0,00;178,97;0,22;0,00;0,00;
0,00;0,00;179,13;0,22;0,00;0,00;
0,00;0,00;179,29;0,08;0,00;0,00;
0,00;0,00;179,45;0,14;0,00;0,00;
0,00;0,00;179,61;0,22;0,00;0,00;
0,00;0,00;179,77;0,14;0,00;0,00;
0,00;0,00;179,93;0,14;0,00;0,00;
0,00;0,00;180,09;0,14;0,00;0,00;
0,00;0,00;180,25;0,14;0,00;0,00;
0,00;0,00;180,41;0,08;0,00;0,00;
0,00;0,00;180,57;0,08;0,00;0,00;
0,00;0,00;180,73;0,14;0,00;0,00;
0,00;0,00;180,89;0,14;0,00;0,00;
0,00;0,00;181,05;0,08;0,00;0,00;
0,00;0,00;181,21;0,22;0,00;0,00;
0,00;0,00;181,37;0,08;0,00;0,00;
0,00;0,00;181,53;0,14;0,00;0,00;
0,00;0,00;181,69;0,08;0,00;0,00;
0,00;0,00;181,85;0,22;0,00;0,00;
0,00;0,00;182,01;0,14;0,00;0,00;
0,00;0,00;182,17;0,08;0,00;0,00;
0,00;0,00;182,33;0,08;0,00;0,00;
0,00;0,00;182,49;0,08;0,00;0,00;
0,00;0,00;182,65;0,14;0,00;0,00;
0,00;0,00;182,81;0,08;0,00;0,00;
0,00;0,00;182,97;0,22;0,00;0,00;
0,00;0,00;183,13;0,14;0,00;0,00;
0,00;0,00;183,29;0,14;0,00;0,00;
0,00;0,00;183,45;0,14;0,00;0,00;
0,00;0,00;183,61;0,08;0,00;0,00;
0,00;0,00;183,77;0,08;0,00;0,00;
0,00;0,00;183,93;0,22;0,00;0,00;
0,00;0,00;184,09;0,14;0,00;0,00;
0,00;0,00;184,25;0,08;0,00;0,00;
0,00;0,00;184,41;0,08;0,00;0,00;
0,00;0,00;184,57;0,08;0,00;0,00;
0,00;0,00;184,73;0,08;0,00;0,00;
0,00;0,00;184,89;0,22;0,00;0,00;
0,00;0,00;185,05;0,22;0,00;0,00;
0,00;0,00;185,21;0,14;0,00;0,00;
0,00;0,00;185,37;0,08;0,00;0,00;
0,00;0,00;185,53;0,08;0,00;0,00;
0,00;0,00;185,69;0,22;0,00;0,00;
0,00;0,00;185,85;0,08;0,00;0,00;
0,00;0,00;186,01;0,08;0,00;0,00;
0,00;0,00;186,17;0,22;0,00;0,00;
0,00;0,00;186,33;0,30;0,00;0,00;
0,00;0,00;186,49;0,14;0,00;0,00;
0,00;0,00;186,65;0,14;0,00;0,00;
0,00;0,00;186,81;0,08;0,00;0,00;
0,00;0,00;186,97;0,22;0,00;0,00;
0,00;0,00;187,13;0,14;0,00;0,00;
0,00;0,00;187,29;0,14;0,00;0,00;
0,00;0,00;187,45;0,08;0,00;0,00;
0,00;0,00;187,61;0,14;0,00;0,00;
0,00;0,00;187,77;0,14;0,00;0,00;
0,00;0,00;187,93;0,08;0,00;0,00;
0,00;0,00;188,09;0,14;0,00;0,00;
0,00;0,00;188,25;0,14;0,00;0,00;
0,00;0,00;188,41;0,08;0,00;0,00;
0,00;0,00;188,57;0,22;0,00;0,00;
0,00;0,00;188,73;0,22;0,00;0,00;
0,00;0,00;188,89;0,08;0,00;0,00;
0,00;0,00;189,05;0,14;0,00;0,00;
0,00;0,00;189,21;0,08;0,00;0,00;
0,00;0,00;189,37;0,08;0,00;0,00;
0,00;0,00;189,53;0,14;0,00;0,00;
0,00;0,00;189,69;0,08;0,00;0,00;
0,00;0,00;189,85;0,14;0,00;0,00;
0,00;0,00;190,01;0,08;0,00;0,00;
0,00;0,00;190,17;0,14;0,00;0,00;
0,00;0,00;190,33;0,30;0,00;0,00;
0,00;0,00;190,49;0,08;0,00;0,00;
0,00;0,00;190,65;0,14;0,00;0,00;
0,00;0,00;190,81;0,08;0,00;0,00;
0,00;0,00;190,97;0,14;0,00;0,00;
0,00;0,00;191,13;0,22;0,00;0,00;
0,00;0,00;191,29;0,08;0,00;0,00;
0,00;0,00;191,45;0,08;0,00;0,00;
0,00;0,00;191,61;0,08;0,00;0,00;
0,00;0,00;191,77;0,08;0,00;0,00;
0,00;0,00;191,93;0,08;0,00;0,00;
0,00;0,00;192,09;0,22;0,00;0,00;
0,00;0,00;192,25;0,14;0,00;0,00;
0,00;0,00;192,41;0,14;0,00;0,00;
0,00;0,00;192,57;0,08;0,00;0,00;
0,00;0,00;192,73;0,08;0,00;0,00;
0,00;0,00;192,89;0,14;0,00;0,00;
0,00;0,00;193,05;0,14;0,00;0,00;
0,00;0,00;193,21;0,14;0,00;0,00;
0,00;0,00;193,37;0,14;0,00;0,00;
0,00;0,00;193,53;0,08;0,00;0,00;
0,00;0,00;193,69;0,14;0,00;0,00;
0,00;0,00;193,85;0,14;0,00;0,00;
0,00;0,00;194,01;0,22;0,00;0,00;
0,00;0,00;194,17;0,08;0,00;0,00;
0,00;0,00;194,33;0,14;0,00;0,00;
0,00;0,00;194,49;0,30;0,00;0,00;
0,00;0,00;194,65;0,14;0,00;0,00;
0,00;0,00;194,81;0,14;0,00;0,00;
0,00;0,00;194,97;0,08;0,00;0,00;
0,00;0,00;195,13;0,08;0,00;0,00;
0,00;0,00;195,29;0,08;0,00;0,00;
0,00;0,00;195,45;0,08;0,00;0,00;
0,00;0,00;195,61;0,14;0,00;0,00;
0,00;0,00;195,77;0,08;0,00;0,00;
0,00;0,00;195,93;0,08;0,00;0,00;
0,00;0,00;196,09;0,14;0,00;0,00;
0,00;0,00;196,25;0,14;0,00;0,00;
0,00;0,00;196,41;0,08;0,00;0,00;
0,00;0,00;196,57;0,08;0,00;0,00;
0,00;0,00;196,73;0,08;0,00;0,00;
0,00;0,00;196,89;0,22;0,00;0,00;
0,00;0,00;197,04;4,56;0,00;0,00;
0,00;0,00;197,14;11,42;0,00;0,00;
0,00;0,00;197,14;11,18;0,00;0,00;
0,00;0,00;197,14;11,79;0,00;0,00;
0,00;0,00;197,15;12,02;0,00;0,00;
0,00;0,00;197,15;12,26;0,00;0,00;
0,00;0,00;197,15;12,32;0,00;0,00;
0,00;0,00;197,15;12,02;0,00;0,00;
0,00;0,00;196,81;-0,39;0,00;0,00;
0,00;0,00;196,14;-0,39;0,00;0,00;
0,00;0,00;195,07;-0,39;0,00;0,00;
0,00;0,00;193,62;-0,31;0,00;0,00;
0,00;0,00;191,79;-0,31;0,00;0,00;
0,00;0,00;189,57;-0,39;0,00;0,00;
0,00;0,00;187,21;-0,47;0,00;0,00;
0,00;0,00;184,84;-0,39;0,00;0,00;
0,00;0,00;182,42;-0,31;0,00;0,00;
0,00;0,00;180,02;-0,39;0,00;0,00;
0,00;0,00;177,62;-0,31;0,00;0,00;
0,00;0,00;175,22;-0,39;0,00;0,00;
0,00;0,00;172,81;-0,31;0,00;0,00;
0,00;0,00;170,41;-0,23;0,00;0,00;
0,00;0,00;168,02;-0,31;0,00;0,00;
0,00;0,00;165,61;-0,31;0,00;0,00;
0,00;0,00;163,21;-0,31;0,00;0,00;
0,00;0,00;160,81;-0,23;0,00;0,00;
0,00;0,00;158,41;-0,23;0,00;0,00;
0,00;0,00;156,02;-0,16;0,00;0,00;
0,00;0,00;153,61;-0,23;0,00;0,00;
0,00;0,00;151,21;-0,16;0,00;0,00;
0,00;0,00;148,81;-0,16;0,00;0,00;
0,00;0,00;146,41;-0,23;0,00;0,00;
0,00;0,00;144,01;-0,23;0,00;0,00;
0,00;0,00;141,61;-0,23;0,00;0,00;
0,00;0,00;139,21;-0,31;0,00;0,00;
0,00;0,00;136,81;-0,23;0,00;0,00;
0,00;0,00;134,41;-0,16;0,00;0,00;
0,00;0,00;132,01;-0,23;0,00;0,00;
0,00;0,00;129,61;-0,23;0,00;0,00;
0,00;0,00;127,21;-0,23;0,00;0,00;
0,00;0,00;124,81;-0,23;0,00;0,00;
0,00;0,00;122,41;-0,16;0,00;0,00;
0,00;0,00;120,02;-0,23;0,00;0,00;
0,00;0,00;117,61;-0,31;0,00;0,00;
0,00;0,00;115,21;-0,23;0,00;0,00;
0,00;0,00;112,81;-0,23;0,00;0,00;
0,00;0,00;110,41;-0,16;0,00;0,00;
0,00;0,00;108,02;-0,16;0,00;0,00;
0,00;0,00;105,61;-0,23;0,00;0,00;
0,00;0,00;103,21;-0,16;0,00;0,00;
0,00;0,00;100,81;-0,23;0,00;0,00;
0,00;0,00;98,41;-0,16;0,00;0,00;
0,00;0,00;96,02;-0,16;0,00;0,00;
0,00;0,00;93,61;-0,23;0,00;0,00;
0,00;0,00;91,21;-0,16;0,00;0,00;
0,00;0,00;88,81;-0,08;0,00;0,00;
0,00;0,00;86,41;-0,23;0,00;0,00;
0,00;0,00;84,02;-0,16;0,00;0,00;
0,00;0,00;81,61;-0,23;0,00;0,00;
0,00;0,00;79,21;-0,23;0,00;0,00;
0,00;0,00;76,81;-0,23;0,00;0,00;
0,00;0,00;74,41;-0,23;0,00;0,00;
0,00;0,00;72,02;-0,16;0,00;0,00;
0,00;0,00;69,61;-0,23;0,00;0,00;
0,00;0,00;67,21;-0,23;0,00;0,00;
0,00;0,00;64,81;-0,23;0,00;0,00;
0,00;0,00;62,41;-0,23;0,00;0,00;
0,00;0,00;60,02;-0,23;0,00;0,00;
0,00;0,00;57,61;-0,16;0,00;0,00;
0,00;0,00;55,21;-0,23;0,00;0,00;
0,00;0,00;52,81;-0,23;0,00;0,00;
0,00;0,00;50,41;-0,16;0,00;0,00;
0,00;0,00;48,02;-0,23;0,00;0,00;
0,00;0,00;45,61;-0,23;0,00;0,00;
0,00;0,00;43,21;-0,16;0,00;0,00;
0,00;0,00;40,81;-0,23;0,00;0,00;
0,00;0,00;38,41;-0,23;0,00;0,00;
0,00;0,00;36,02;-0,16;0,00;0,00;
0,00;0,00;33,61;-0,23;0,00;0,00;
0,00;0,00;31,21;-0,23;0,00;0,00;
0,00;0,00;28,81;-0,23;0,00;0,00;
0,00;0,00;26,41;-0,16;0,00;0,00;
0,00;0,00;24,02;-0,16;0,00;0,00;
0,00;0,00;21,61;-0,23;0,00;0,00;
0,00;0,00;19,41;-0,23;0,00;0,00;
0,00;0,00;17,56;-0,16;0,00;0,00;
0,00;0,00;16,03;-0,08;0,00;0,00;
0,00;0,00;14,88;-0,08;0,00;0,00;
0,00;0,00;14,11;-0,23;0,00;0,00;
0,00;0,00;13,71;0,08;0,00;0,00;
0,00;0,00;13,58;-0,23;0,00;0,00;
