11576;12.02.21 10:15:41;21;Avvicinamento Pressata Finale;Alcun errore (0);20210211144336A0211;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;39,52;-0,01;0,00;0,00;
0,00;0,00;42,60;-0,05;0,00;0,00;
0,00;0,00;47,22;-0,01;0,00;0,00;
0,00;0,00;52,03;-0,04;0,00;0,00;
0,00;0,00;56,82;-0,04;0,00;0,00;
0,00;0,00;61,62;-0,04;0,00;0,00;
0,00;0,00;66,42;-0,04;0,00;0,00;
0,00;0,00;71,22;-0,04;0,00;0,00;
0,00;0,00;76,02;-0,04;0,00;0,00;
0,00;0,00;80,82;-0,04;0,00;0,00;
0,00;0,00;85,62;-0,04;0,00;0,00;
0,00;0,00;90,42;-0,04;0,00;0,00;
0,00;0,00;95,22;-0,04;0,00;0,00;
0,00;0,00;100,02;-0,04;0,00;0,00;
0,00;0,00;104,82;-0,04;0,00;0,00;
0,00;0,00;109,62;-0,04;0,00;0,00;
0,00;0,00;119,22;-0,01;0,00;0,00;
0,00;0,00;128,82;-0,04;0,00;0,00;
0,00;0,00;138,42;-0,04;0,00;0,00;
0,00;0,00;152,82;-0,04;0,00;0,00;
0,00;0,00;157,62;-0,04;0,00;0,00;
0,00;0,00;167,22;-0,04;0,00;0,00;
0,00;0,00;172,02;-0,05;0,00;0,00;
0,00;0,00;176,82;-0,04;0,00;0,00;
0,00;0,00;181,62;-0,04;0,00;0,00;
0,00;0,00;186,42;-0,10;0,00;0,00;
0,00;0,00;191,22;-0,10;0,00;0,00;
0,00;0,00;196,02;0,04;0,00;0,00;
0,00;0,00;200,82;-0,09;0,00;0,00;
0,00;0,00;205,62;-0,09;0,00;0,00;
0,00;0,00;210,42;-0,09;0,00;0,00;
0,00;0,00;215,22;-0,04;0,00;0,00;
0,00;0,00;220,02;-0,09;0,00;0,00;
0,00;0,00;224,82;-0,04;0,00;0,00;
0,00;0,00;229,44;-0,13;0,00;0,00;
0,00;0,00;232,38;-0,04;0,00;0,00;
0,00;0,00;233,33;-0,09;0,00;0,00;
0,00;0,00;233,40;-0,04;0,00;0,00;
0,00;0,00;246,60;0,08;0,00;0,00;
0,00;0,00;254,28;0,43;0,00;0,00;
0,00;0,00;254,42;4,69;0,00;0,00;
0,00;0,00;254,60;4,43;0,00;0,00;
0,00;0,00;254,76;4,43;0,00;0,00;
0,00;0,00;254,92;4,65;0,00;0,00;
0,00;0,00;255,08;4,82;0,00;0,00;
0,00;0,00;255,24;4,38;0,00;0,00;
0,00;0,00;255,40;3,99;0,00;0,00;
0,00;0,00;255,56;4,21;0,00;0,00;
0,00;0,00;255,73;4,60;0,00;0,00;
0,00;0,00;255,88;4,73;0,00;0,00;
0,00;0,00;256,04;4,55;0,00;0,00;
0,00;0,00;256,20;4,52;0,00;0,00;
0,00;0,00;256,36;4,64;0,00;0,00;
0,00;0,00;256,53;4,91;0,00;0,00;
0,00;0,00;256,68;5,04;0,00;0,00;
0,00;0,00;256,84;5,04;0,00;0,00;
0,00;0,00;257,00;5,04;0,00;0,00;
0,00;0,00;257,16;5,21;0,00;0,00;
0,00;0,00;257,33;5,35;0,00;0,00;
0,00;0,00;257,48;5,35;0,00;0,00;
0,00;0,00;257,64;5,26;0,00;0,00;
0,00;0,00;257,80;5,51;0,00;0,00;
0,00;0,00;257,96;5,69;0,00;0,00;
0,00;0,00;258,12;5,74;0,00;0,00;
0,00;0,00;258,28;5,56;0,00;0,00;
0,00;0,00;258,44;5,74;0,00;0,00;
0,00;0,00;258,60;5,82;0,00;0,00;
0,00;0,00;258,76;6,22;0,00;0,00;
0,00;0,00;258,92;6,30;0,00;0,00;
0,00;0,00;259,08;6,04;0,00;0,00;
0,00;0,00;259,24;6,08;0,00;0,00;
0,00;0,00;259,40;6,17;0,00;0,00;
0,00;0,00;259,56;6,64;0,00;0,00;
0,00;0,00;259,72;6,64;0,00;0,00;
0,00;0,00;259,88;6,56;0,00;0,00;
0,00;0,00;260,04;6,39;0,00;0,00;
0,00;0,00;260,21;6,64;0,00;0,00;
0,00;0,00;260,36;6,99;0,00;0,00;
0,00;0,00;260,52;6,87;0,00;0,00;
0,00;0,00;260,68;6,87;0,00;0,00;
0,00;0,00;260,84;6,52;0,00;0,00;
0,00;0,00;261,01;7,04;0,00;0,00;
0,00;0,00;261,16;7,17;0,00;0,00;
0,00;0,00;261,32;6,99;0,00;0,00;
0,00;0,00;261,48;6,64;0,00;0,00;
0,00;0,00;261,65;6,82;0,00;0,00;
0,00;0,00;261,81;7,52;0,00;0,00;
0,00;0,00;261,96;7,60;0,00;0,00;
0,00;0,00;262,12;6,95;0,00;0,00;
0,00;0,00;262,28;6,78;0,00;0,00;
0,00;0,00;262,45;7,34;0,00;0,00;
0,00;0,00;262,60;8,09;0,00;0,00;
0,00;0,00;262,76;7,34;0,00;0,00;
0,00;0,00;262,92;6,78;0,00;0,00;
0,00;0,00;263,08;7,04;0,00;0,00;
0,00;0,00;263,25;7,77;0,00;0,00;
0,00;0,00;263,40;7,60;0,00;0,00;
0,00;0,00;263,57;6,82;0,00;0,00;
0,00;0,00;263,73;7,08;0,00;0,00;
0,00;0,00;263,88;7,04;0,00;0,00;
0,00;0,00;264,05;6,90;0,00;0,00;
0,00;0,00;264,20;7,29;0,00;0,00;
0,00;0,00;264,36;7,08;0,00;0,00;
0,00;0,00;264,52;7,43;0,00;0,00;
0,00;0,00;264,68;6,78;0,00;0,00;
0,00;0,00;264,85;7,38;0,00;0,00;
0,00;0,00;265,00;7,56;0,00;0,00;
0,00;0,00;265,16;7,60;0,00;0,00;
0,00;0,00;265,32;6,82;0,00;0,00;
0,00;0,00;265,48;6,95;0,00;0,00;
0,00;0,00;265,65;7,95;0,00;0,00;
0,00;0,00;265,80;7,91;0,00;0,00;
0,00;0,00;265,96;7,35;0,00;0,00;
0,00;0,00;266,12;6,64;0,00;0,00;
0,00;0,00;266,29;7,65;0,00;0,00;
0,00;0,00;266,45;8,25;0,00;0,00;
0,00;0,00;266,60;7,65;0,00;0,00;
0,00;0,00;266,76;6,64;0,00;0,00;
0,00;0,00;266,93;7,38;0,00;0,00;
0,00;0,00;267,09;8,39;0,00;0,00;
0,00;0,00;267,24;8,69;0,00;0,00;
0,00;0,00;267,40;7,04;0,00;0,00;
0,00;0,00;267,56;7,21;0,00;0,00;
0,00;0,00;267,73;8,04;0,00;0,00;
0,00;0,00;267,88;8,99;0,00;0,00;
0,00;0,00;268,04;8,13;0,00;0,00;
0,00;0,00;268,20;6,90;0,00;0,00;
0,00;0,00;268,37;7,68;0,00;0,00;
0,00;0,00;268,53;8,82;0,00;0,00;
0,00;0,00;268,68;9,78;0,00;0,00;
0,00;0,00;268,84;8,04;0,00;0,00;
