23061;08.07.21 09:16:01;21;Avvicinamento Pressata Finale;Alcun errore (0);20210706142308A0211;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;20,00;-0,04;0,00;0,00;
0,00;0,00;21,12;0,04;0,00;0,00;
0,00;0,00;24,20;-0,09;0,00;0,00;
0,00;0,00;28,82;-0,04;0,00;0,00;
0,00;0,00;38,42;-0,04;0,00;0,00;
0,00;0,00;43,22;-0,04;0,00;0,00;
0,00;0,00;48,02;-0,04;0,00;0,00;
0,00;0,00;52,82;-0,04;0,00;0,00;
0,00;0,00;62,42;-0,04;0,00;0,00;
0,00;0,00;67,22;-0,04;0,00;0,00;
0,00;0,00;72,02;-0,04;0,00;0,00;
0,00;0,00;76,82;-0,04;0,00;0,00;
0,00;0,00;81,62;-0,04;0,00;0,00;
0,00;0,00;86,42;-0,04;0,00;0,00;
0,00;0,00;91,22;-0,04;0,00;0,00;
0,00;0,00;105,62;-0,04;0,00;0,00;
0,00;0,00;110,42;-0,04;0,00;0,00;
0,00;0,00;115,22;-0,04;0,00;0,00;
0,00;0,00;120,02;-0,04;0,00;0,00;
0,00;0,00;124,82;-0,09;0,00;0,00;
0,00;0,00;129,62;-0,04;0,00;0,00;
0,00;0,00;134,42;-0,04;0,00;0,00;
0,00;0,00;139,22;-0,09;0,00;0,00;
0,00;0,00;148,82;-0,04;0,00;0,00;
0,00;0,00;158,42;-0,04;0,00;0,00;
0,00;0,00;163,22;-0,04;0,00;0,00;
0,00;0,00;168,02;-0,09;0,00;0,00;
0,00;0,00;172,82;-0,09;0,00;0,00;
0,00;0,00;177,62;-0,04;0,00;0,00;
0,00;0,00;184,04;-0,13;0,00;0,00;
0,00;0,00;184,48;-0,04;0,00;0,00;
0,00;0,00;185,06;-0,04;0,00;0,00;
0,00;0,00;192,93;0,09;0,00;0,00;
0,00;0,00;193,50;0,04;0,00;0,00;
0,00;0,00;193,70;0,04;0,00;0,00;
0,00;0,00;193,89;0,04;0,00;0,00;
0,00;0,00;194,46;0,04;0,00;0,00;
0,00;0,00;194,66;0,04;0,00;0,00;
0,00;0,00;195,42;0,04;0,00;0,00;
0,00;0,00;195,81;0,04;0,00;0,00;
0,00;0,00;197,15;0,04;0,00;0,00;
0,00;0,00;197,73;0,04;0,00;0,00;
0,00;0,00;197,92;0,04;0,00;0,00;
0,00;0,00;199,65;0,04;0,00;0,00;
0,00;0,00;200,42;0,04;0,00;0,00;
0,00;0,00;200,61;0,04;0,00;0,00;
0,00;0,00;201,38;0,04;0,00;0,00;
0,00;0,00;201,76;0,04;0,00;0,00;
0,00;0,00;202,14;0,13;0,00;0,00;
0,00;0,00;202,34;0,18;0,00;0,00;
0,00;0,00;202,53;0,04;0,00;0,00;
0,00;0,00;202,91;0,04;0,00;0,00;
0,00;0,00;203,68;0,09;0,00;0,00;
0,00;0,00;204,06;0,09;0,00;0,00;
0,00;0,00;204,26;0,18;0,00;0,00;
0,00;0,00;204,45;0,21;0,00;0,00;
0,00;0,00;204,64;0,35;0,00;0,00;
0,00;0,00;204,83;0,35;0,00;0,00;
0,00;0,00;205,02;0,35;0,00;0,00;
0,00;0,00;205,22;0,35;0,00;0,00;
0,00;0,00;205,41;0,30;0,00;0,00;
0,00;0,00;205,60;0,18;0,00;0,00;
0,00;0,00;205,79;0,18;0,00;0,00;
0,00;0,00;205,98;0,18;0,00;0,00;
0,00;0,00;206,18;0,18;0,00;0,00;
0,00;0,00;206,37;0,39;0,00;0,00;
0,00;0,00;206,55;3,48;0,00;0,00;
0,00;0,00;206,73;6,52;0,00;0,00;
0,00;0,00;206,95;4,09;0,00;0,00;
0,00;0,00;207,14;4,00;0,00;0,00;
0,00;0,00;207,33;3,87;0,00;0,00;
0,00;0,00;207,52;3,82;0,00;0,00;
0,00;0,00;207,71;3,82;0,00;0,00;
0,00;0,00;207,90;3,82;0,00;0,00;
0,00;0,00;208,10;3,91;0,00;0,00;
0,00;0,00;208,29;3,91;0,00;0,00;
0,00;0,00;208,48;4,00;0,00;0,00;
0,00;0,00;208,67;4,05;0,00;0,00;
0,00;0,00;208,86;4,18;0,00;0,00;
0,00;0,00;209,06;4,18;0,00;0,00;
0,00;0,00;209,25;4,35;0,00;0,00;
0,00;0,00;209,44;4,35;0,00;0,00;
0,00;0,00;209,63;4,48;0,00;0,00;
0,00;0,00;209,82;4,53;0,00;0,00;
0,00;0,00;210,02;4,61;0,00;0,00;
0,00;0,00;210,21;4,70;0,00;0,00;
0,00;0,00;210,40;4,83;0,00;0,00;
0,00;0,00;210,59;4,87;0,00;0,00;
0,00;0,00;210,78;4,95;0,00;0,00;
0,00;0,00;210,97;5,00;0,00;0,00;
0,00;0,00;211,17;5,13;0,00;0,00;
0,00;0,00;211,36;5,09;0,00;0,00;
0,00;0,00;211,55;5,18;0,00;0,00;
0,00;0,00;211,74;5,22;0,00;0,00;
0,00;0,00;211,94;5,26;0,00;0,00;
0,00;0,00;212,13;5,30;0,00;0,00;
0,00;0,00;212,32;5,39;0,00;0,00;
0,00;0,00;212,51;5,61;0,00;0,00;
0,00;0,00;212,70;5,61;0,00;0,00;
0,00;0,00;212,90;5,83;0,00;0,00;
0,00;0,00;213,09;5,75;0,00;0,00;
0,00;0,00;213,28;5,96;0,00;0,00;
0,00;0,00;213,47;5,91;0,00;0,00;
0,00;0,00;213,66;6,00;0,00;0,00;
0,00;0,00;213,85;5,96;0,00;0,00;
0,00;0,00;214,05;6,05;0,00;0,00;
0,00;0,00;214,24;5,96;0,00;0,00;
0,00;0,00;214,43;6,08;0,00;0,00;
0,00;0,00;214,62;6,08;0,00;0,00;
0,00;0,00;214,82;6,13;0,00;0,00;
0,00;0,00;215,01;6,13;0,00;0,00;
0,00;0,00;215,20;6,26;0,00;0,00;
0,00;0,00;215,39;6,26;0,00;0,00;
0,00;0,00;215,58;6,31;0,00;0,00;
0,00;0,00;215,78;6,39;0,00;0,00;
0,00;0,00;215,97;6,35;0,00;0,00;
0,00;0,00;216,16;6,56;0,00;0,00;
0,00;0,00;216,35;6,52;0,00;0,00;
0,00;0,00;216,54;6,61;0,00;0,00;
0,00;0,00;216,73;6,56;0,00;0,00;
0,00;0,00;216,93;6,82;0,00;0,00;
0,00;0,00;217,12;6,74;0,00;0,00;
0,00;0,00;217,31;7,09;0,00;0,00;
0,00;0,00;217,50;7,00;0,00;0,00;
0,00;0,00;217,70;7,18;0,00;0,00;
0,00;0,00;217,89;7,09;0,00;0,00;
0,00;0,00;218,08;7,26;0,00;0,00;
0,00;0,00;218,27;7,18;0,00;0,00;
0,00;0,00;218,46;7,35;0,00;0,00;
0,00;0,00;218,66;7,39;0,00;0,00;
0,00;0,00;218,85;7,39;0,00;0,00;
0,00;0,00;219,04;7,48;0,00;0,00;
