6165;25.01.21 08:50:23;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);20210122092713P0028;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;40,17;0,20;0,00;0,00;
0,00;0,00;40,95;0,16;0,00;0,00;
0,00;0,00;42,22;0,09;0,00;0,00;
0,00;0,00;44,01;0,18;0,00;0,00;
0,00;0,00;46,31;0,27;0,00;0,00;
0,00;0,00;49,12;0,18;0,00;0,00;
0,00;0,00;52,29;0,02;0,00;0,00;
0,00;0,00;55,41;0,11;0,00;0,00;
0,00;0,00;58,65;0,23;0,00;0,00;
0,00;0,00;61,84;0,09;0,00;0,00;
0,00;0,00;65,05;0,16;0,00;0,00;
0,00;0,00;68,25;0,13;0,00;0,00;
0,00;0,00;71,45;0,11;0,00;0,00;
0,00;0,00;74,65;0,16;0,00;0,00;
0,00;0,00;77,85;0,11;0,00;0,00;
0,00;0,00;81,05;0,16;0,00;0,00;
0,00;0,00;84,25;0,11;0,00;0,00;
0,00;0,00;87,45;0,11;0,00;0,00;
0,00;0,00;90,65;0,18;0,00;0,00;
0,00;0,00;93,85;0,11;0,00;0,00;
0,00;0,00;97,05;0,16;0,00;0,00;
0,00;0,00;100,25;0,13;0,00;0,00;
0,00;0,00;103,45;0,07;0,00;0,00;
0,00;0,00;106,65;0,16;0,00;0,00;
0,00;0,00;109,85;0,09;0,00;0,00;
0,00;0,00;113,05;0,18;0,00;0,00;
0,00;0,00;116,25;0,13;0,00;0,00;
0,00;0,00;119,45;0,07;0,00;0,00;
0,00;0,00;122,65;0,16;0,00;0,00;
0,00;0,00;125,85;0,06;0,00;0,00;
0,00;0,00;129,05;0,16;0,00;0,00;
0,00;0,00;132,25;0,13;0,00;0,00;
0,00;0,00;135,45;0,09;0,00;0,00;
0,00;0,00;138,65;0,13;0,00;0,00;
0,00;0,00;141,85;0,09;0,00;0,00;
0,00;0,00;145,05;0,13;0,00;0,00;
0,00;0,00;148,25;0,11;0,00;0,00;
0,00;0,00;151,45;0,07;0,00;0,00;
0,00;0,00;154,53;-0,05;0,00;0,00;
0,00;0,00;157,11;0,09;0,00;0,00;
0,00;0,00;159,25;0,06;0,00;0,00;
0,00;0,00;160,90;0,02;0,00;0,00;
0,00;0,00;162,04;-0,02;0,00;0,00;
0,00;0,00;162,68;-0,07;0,00;0,00;
0,00;0,00;162,86;0,02;0,00;0,00;
0,00;0,00;163,02;0,09;0,00;0,00;
0,00;0,00;163,15;0,09;0,00;0,00;
0,00;0,00;163,31;0,05;0,00;0,00;
0,00;0,00;163,63;0,05;0,00;0,00;
0,00;0,00;163,79;0,07;0,00;0,00;
0,00;0,00;163,95;0,09;0,00;0,00;
0,00;0,00;164,11;0,20;0,00;0,00;
0,00;0,00;164,27;0,27;0,00;0,00;
0,00;0,00;164,43;0,23;0,00;0,00;
0,00;0,00;164,59;0,34;0,00;0,00;
0,00;0,00;164,75;0,47;0,00;0,00;
0,00;0,00;164,91;0,52;0,00;0,00;
0,00;0,00;165,07;0,54;0,00;0,00;
0,00;0,00;165,23;0,63;0,00;0,00;
0,00;0,00;165,39;0,63;0,00;0,00;
0,00;0,00;165,55;0,72;0,00;0,00;
0,00;0,00;165,71;0,72;0,00;0,00;
0,00;0,00;165,87;0,81;0,00;0,00;
0,00;0,00;166,03;0,81;0,00;0,00;
0,00;0,00;166,19;0,91;0,00;0,00;
0,00;0,00;166,35;0,95;0,00;0,00;
0,00;0,00;166,51;0,99;0,00;0,00;
0,00;0,00;166,67;1,02;0,00;0,00;
0,00;0,00;166,83;1,06;0,00;0,00;
0,00;0,00;166,99;1,09;0,00;0,00;
0,00;0,00;167,15;1,18;0,00;0,00;
0,00;0,00;167,24;1,11;0,00;0,00;
0,00;0,00;167,26;1,20;0,00;0,00;
0,00;0,00;167,26;1,06;0,00;0,00;
0,00;0,00;166,99;0,18;0,00;0,00;
0,00;0,00;166,22;-0,13;0,00;0,00;
0,00;0,00;164,94;-0,20;0,00;0,00;
0,00;0,00;163,15;-0,20;0,00;0,00;
0,00;0,00;160,85;-0,07;0,00;0,00;
0,00;0,00;158,04;-0,18;0,00;0,00;
0,00;0,00;154,88;-0,18;0,00;0,00;
0,00;0,00;151,75;-0,18;0,00;0,00;
0,00;0,00;148,50;-0,09;0,00;0,00;
