16111;08.04.21 16:46:00;21;Avvicinamento Pressata Finale;position > max position (10);20210408104340P0008;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;1,12;0,04;0,00;0,00;
0,00;0,00;4,20;0,04;0,00;0,00;
0,00;0,00;8,82;0,09;0,00;0,00;
0,00;0,00;13,62;0,13;0,00;0,00;
0,00;0,00;18,42;0,04;0,00;0,00;
0,00;0,00;23,22;0,09;0,00;0,00;
0,00;0,00;28,02;0,09;0,00;0,00;
0,00;0,00;32,82;0,09;0,00;0,00;
0,00;0,00;37,62;0,04;0,00;0,00;
0,00;0,00;42,42;0,09;0,00;0,00;
0,00;0,00;47,22;0,09;0,00;0,00;
0,00;0,00;52,02;0,09;0,00;0,00;
0,00;0,00;56,82;0,04;0,00;0,00;
0,00;0,00;61,62;0,09;0,00;0,00;
0,00;0,00;66,42;0,09;0,00;0,00;
0,00;0,00;71,22;0,04;0,00;0,00;
0,00;0,00;76,02;0,09;0,00;0,00;
0,00;0,00;80,82;0,04;0,00;0,00;
0,00;0,00;85,62;0,04;0,00;0,00;
0,00;0,00;90,42;0,09;0,00;0,00;
0,00;0,00;95,22;0,09;0,00;0,00;
0,00;0,00;100,02;0,09;0,00;0,00;
0,00;0,00;104,82;0,04;0,00;0,00;
0,00;0,00;109,62;0,04;0,00;0,00;
0,00;0,00;114,42;0,04;0,00;0,00;
0,00;0,00;119,22;0,04;0,00;0,00;
0,00;0,00;124,02;0,04;0,00;0,00;
0,00;0,00;128,82;0,04;0,00;0,00;
0,00;0,00;133,62;0,09;0,00;0,00;
0,00;0,00;138,42;0,09;0,00;0,00;
0,00;0,00;143,22;0,04;0,00;0,00;
0,00;0,00;148,02;0,04;0,00;0,00;
0,00;0,00;152,82;0,09;0,00;0,00;
0,00;0,00;162,42;0,09;0,00;0,00;
0,00;0,00;167,22;0,04;0,00;0,00;
0,00;0,00;172,02;0,09;0,00;0,00;
0,00;0,00;176,82;0,04;0,00;0,00;
0,00;0,00;181,62;0,09;0,00;0,00;
0,00;0,00;186,42;0,04;0,00;0,00;
0,00;0,00;191,22;0,04;0,00;0,00;
0,00;0,00;196,02;0,09;0,00;0,00;
0,00;0,00;200,82;0,04;0,00;0,00;
0,00;0,00;205,62;0,04;0,00;0,00;
0,00;0,00;210,42;0,13;0,00;0,00;
0,00;0,00;215,22;0,04;0,00;0,00;
0,00;0,00;220,02;0,04;0,00;0,00;
0,00;0,00;224,82;0,04;0,00;0,00;
0,00;0,00;229,62;0,04;0,00;0,00;
0,00;0,00;234,42;0,04;0,00;0,00;
0,00;0,00;239,22;0,04;0,00;0,00;
0,00;0,00;244,02;0,04;0,00;0,00;
0,00;0,00;248,82;0,04;0,00;0,00;
0,00;0,00;253,62;0,04;0,00;0,00;
0,00;0,00;258,42;0,04;0,00;0,00;
0,00;0,00;263,22;0,04;0,00;0,00;
0,00;0,00;268,02;0,04;0,00;0,00;
0,00;0,00;272,82;0,04;0,00;0,00;
0,00;0,00;277,62;0,09;0,00;0,00;
0,00;0,00;282,42;0,09;0,00;0,00;
0,00;0,00;287,22;0,09;0,00;0,00;
0,00;0,00;292,02;0,09;0,00;0,00;
0,00;0,00;296,82;0,04;0,00;0,00;
0,00;0,00;301,62;0,04;0,00;0,00;
0,00;0,00;306,30;0,04;0,00;0,00;
0,00;0,00;310,50;0,04;0,00;0,00;
0,00;0,00;310,57;0,04;0,00;0,00;
0,00;0,00;310,69;0,13;0,00;0,00;
0,00;0,00;310,82;0,09;0,00;0,00;
0,00;0,00;310,95;0,18;0,00;0,00;
0,00;0,00;311,08;0,13;0,00;0,00;
0,00;0,00;311,21;0,13;0,00;0,00;
0,00;0,00;311,34;0,18;0,00;0,00;
0,00;0,00;311,47;0,18;0,00;0,00;
0,00;0,00;311,59;0,13;0,00;0,00;
0,00;0,00;311,72;0,13;0,00;0,00;
0,00;0,00;311,85;0,13;0,00;0,00;
0,00;0,00;311,98;0,13;0,00;0,00;
0,00;0,00;312,10;0,18;0,00;0,00;
0,00;0,00;312,23;0,18;0,00;0,00;
0,00;0,00;312,36;0,18;0,00;0,00;
0,00;0,00;312,49;0,18;0,00;0,00;
0,00;0,00;312,62;0,18;0,00;0,00;
0,00;0,00;312,75;0,18;0,00;0,00;
0,00;0,00;312,87;0,18;0,00;0,00;
0,00;0,00;313,00;0,18;0,00;0,00;
0,00;0,00;313,13;0,13;0,00;0,00;
0,00;0,00;313,26;0,13;0,00;0,00;
0,00;0,00;313,39;0,18;0,00;0,00;
0,00;0,00;313,51;0,18;0,00;0,00;
0,00;0,00;313,64;0,18;0,00;0,00;
0,00;0,00;313,77;0,13;0,00;0,00;
0,00;0,00;313,90;0,13;0,00;0,00;
0,00;0,00;314,03;0,18;0,00;0,00;
0,00;0,00;314,15;0,18;0,00;0,00;
0,00;0,00;314,28;0,18;0,00;0,00;
0,00;0,00;314,41;0,18;0,00;0,00;
0,00;0,00;314,54;0,18;0,00;0,00;
0,00;0,00;314,67;0,18;0,00;0,00;
0,00;0,00;314,79;0,18;0,00;0,00;
0,00;0,00;314,92;0,18;0,00;0,00;
0,00;0,00;315,05;0,18;0,00;0,00;
0,00;0,00;315,18;0,18;0,00;0,00;
0,00;0,00;315,30;0,18;0,00;0,00;
0,00;0,00;315,43;0,09;0,00;0,00;
0,00;0,00;315,56;0,13;0,00;0,00;
0,00;0,00;315,69;0,18;0,00;0,00;
0,00;0,00;315,82;0,18;0,00;0,00;
0,00;0,00;315,95;0,13;0,00;0,00;
0,00;0,00;316,07;0,18;0,00;0,00;
0,00;0,00;316,20;0,18;0,00;0,00;
0,00;0,00;316,33;0,18;0,00;0,00;
0,00;0,00;316,46;0,18;0,00;0,00;
0,00;0,00;316,58;0,18;0,00;0,00;
0,00;0,00;316,71;0,18;0,00;0,00;
0,00;0,00;316,84;0,18;0,00;0,00;
0,00;0,00;316,97;0,18;0,00;0,00;
0,00;0,00;317,10;0,18;0,00;0,00;
0,00;0,00;317,23;0,18;0,00;0,00;
0,00;0,00;317,35;0,13;0,00;0,00;
0,00;0,00;317,48;0,18;0,00;0,00;
0,00;0,00;317,61;0,18;0,00;0,00;
0,00;0,00;317,74;0,13;0,00;0,00;
0,00;0,00;317,86;0,18;0,00;0,00;
0,00;0,00;317,99;0,18;0,00;0,00;
0,00;0,00;318,12;0,18;0,00;0,00;
0,00;0,00;318,25;0,18;0,00;0,00;
0,00;0,00;318,38;0,18;0,00;0,00;
0,00;0,00;318,51;0,18;0,00;0,00;
0,00;0,00;318,63;0,18;0,00;0,00;
0,00;0,00;318,76;0,18;0,00;0,00;
0,00;0,00;318,89;0,13;0,00;0,00;
0,00;0,00;319,02;0,18;0,00;0,00;
0,00;0,00;319,14;0,18;0,00;0,00;
0,00;0,00;319,27;0,18;0,00;0,00;
0,00;0,00;319,40;0,18;0,00;0,00;
0,00;0,00;319,53;0,18;0,00;0,00;
0,00;0,00;319,66;0,18;0,00;0,00;
0,00;0,00;319,79;0,18;0,00;0,00;
0,00;0,00;319,91;0,18;0,00;0,00;
0,00;0,00;320,04;0,18;0,00;0,00;
0,00;0,00;320,17;0,18;0,00;0,00;
0,00;0,00;320,30;0,18;0,00;0,00;
0,00;0,00;320,42;0,13;0,00;0,00;
0,00;0,00;320,55;0,18;0,00;0,00;
0,00;0,00;320,68;0,18;0,00;0,00;
0,00;0,00;320,81;0,18;0,00;0,00;
0,00;0,00;320,94;0,13;0,00;0,00;
0,00;0,00;321,07;0,18;0,00;0,00;
0,00;0,00;321,19;0,13;0,00;0,00;
0,00;0,00;321,32;0,18;0,00;0,00;
0,00;0,00;321,45;0,13;0,00;0,00;
0,00;0,00;321,58;0,13;0,00;0,00;
0,00;0,00;321,71;0,18;0,00;0,00;
0,00;0,00;321,83;0,18;0,00;0,00;
0,00;0,00;321,96;0,18;0,00;0,00;
0,00;0,00;322,09;0,18;0,00;0,00;
0,00;0,00;322,22;0,18;0,00;0,00;
0,00;0,00;322,35;0,18;0,00;0,00;
0,00;0,00;322,47;0,18;0,00;0,00;
0,00;0,00;322,60;0,18;0,00;0,00;
0,00;0,00;322,73;0,18;0,00;0,00;
