75022;02.09.21 16:02:40;22;Avvicinamento pre-pressata pressata Fuori Ingombro;start interrupted (14);20210901164500P0004;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;2,70;-0,07;0,00;0,00;
0,00;0,00;2,76;0,29;0,00;0,00;
0,00;0,00;3,31;0,18;0,00;0,00;
0,00;0,00;4,34;0,20;0,00;0,00;
0,00;0,00;5,87;0,20;0,00;0,00;
0,00;0,00;7,91;0,23;0,00;0,00;
0,00;0,00;10,47;0,23;0,00;0,00;
0,00;0,00;13,54;0,23;0,00;0,00;
0,00;0,00;16,65;0,18;0,00;0,00;
0,00;0,00;19,83;0,11;0,00;0,00;
0,00;0,00;23,05;0,11;0,00;0,00;
0,00;0,00;26,25;0,16;0,00;0,00;
0,00;0,00;29,45;0,16;0,00;0,00;
0,00;0,00;32,65;0,16;0,00;0,00;
0,00;0,00;35,85;0,13;0,00;0,00;
0,00;0,00;39,05;0,16;0,00;0,00;
0,00;0,00;42,25;0,13;0,00;0,00;
0,00;0,00;45,45;0,16;0,00;0,00;
0,00;0,00;48,65;0,16;0,00;0,00;
0,00;0,00;51,85;0,11;0,00;0,00;
0,00;0,00;55,05;0,18;0,00;0,00;
0,00;0,00;58,25;0,13;0,00;0,00;
0,00;0,00;61,45;0,13;0,00;0,00;
0,00;0,00;64,65;0,16;0,00;0,00;
0,00;0,00;67,85;0,11;0,00;0,00;
0,00;0,00;71,05;0,13;0,00;0,00;
0,00;0,00;74,25;0,16;0,00;0,00;
0,00;0,00;77,45;0,16;0,00;0,00;
0,00;0,00;80,65;0,16;0,00;0,00;
0,00;0,00;83,85;0,13;0,00;0,00;
0,00;0,00;87,05;0,16;0,00;0,00;
0,00;0,00;90,25;0,13;0,00;0,00;
0,00;0,00;93,45;0,16;0,00;0,00;
0,00;0,00;96,65;0,18;0,00;0,00;
0,00;0,00;99,85;0,13;0,00;0,00;
0,00;0,00;103,05;0,11;0,00;0,00;
0,00;0,00;106,25;0,16;0,00;0,00;
0,00;0,00;109,45;0,13;0,00;0,00;
0,00;0,00;112,65;0,18;0,00;0,00;
0,00;0,00;115,85;0,11;0,00;0,00;
0,00;0,00;119,05;0,13;0,00;0,00;
0,00;0,00;122,25;0,16;0,00;0,00;
0,00;0,00;125,45;0,13;0,00;0,00;
0,00;0,00;128,65;0,13;0,00;0,00;
