72019;24.08.21 11:20:11;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);20210823160225P0050;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;2,18;0,25;0,00;0,00;
0,00;0,00;2,97;0,23;0,00;0,00;
0,00;0,00;4,24;0,20;0,00;0,00;
0,00;0,00;6,03;0,24;0,00;0,00;
0,00;0,00;8,33;0,27;0,00;0,00;
0,00;0,00;11,15;0,24;0,00;0,00;
0,00;0,00;14,31;0,13;0,00;0,00;
0,00;0,00;17,43;0,16;0,00;0,00;
0,00;0,00;20,64;0,20;0,00;0,00;
0,00;0,00;23,85;0,18;0,00;0,00;
0,00;0,00;27,05;0,18;0,00;0,00;
0,00;0,00;30,25;0,16;0,00;0,00;
0,00;0,00;33,45;0,16;0,00;0,00;
0,00;0,00;36,65;0,18;0,00;0,00;
0,00;0,00;39,85;0,16;0,00;0,00;
0,00;0,00;43,05;0,13;0,00;0,00;
0,00;0,00;46,25;0,16;0,00;0,00;
0,00;0,00;49,45;0,13;0,00;0,00;
0,00;0,00;52,65;0,13;0,00;0,00;
0,00;0,00;55,85;0,11;0,00;0,00;
0,00;0,00;59,05;0,16;0,00;0,00;
0,00;0,00;62,25;0,11;0,00;0,00;
0,00;0,00;65,45;0,11;0,00;0,00;
0,00;0,00;68,65;0,16;0,00;0,00;
0,00;0,00;71,85;0,11;0,00;0,00;
0,00;0,00;75,05;0,11;0,00;0,00;
0,00;0,00;78,25;0,11;0,00;0,00;
0,00;0,00;81,45;0,16;0,00;0,00;
0,00;0,00;84,65;0,16;0,00;0,00;
0,00;0,00;87,85;0,13;0,00;0,00;
0,00;0,00;91,05;0,13;0,00;0,00;
0,00;0,00;94,25;0,13;0,00;0,00;
0,00;0,00;97,45;0,11;0,00;0,00;
0,00;0,00;100,65;0,23;0,00;0,00;
0,00;0,00;103,85;0,11;0,00;0,00;
0,00;0,00;107,05;0,16;0,00;0,00;
0,00;0,00;110,25;0,11;0,00;0,00;
0,00;0,00;113,45;0,18;0,00;0,00;
0,00;0,00;116,65;0,13;0,00;0,00;
0,00;0,00;119,85;0,11;0,00;0,00;
0,00;0,00;123,05;0,13;0,00;0,00;
0,00;0,00;126,25;0,13;0,00;0,00;
0,00;0,00;129,45;0,11;0,00;0,00;
0,00;0,00;132,65;0,16;0,00;0,00;
0,00;0,00;135,85;0,11;0,00;0,00;
0,00;0,00;139,05;0,11;0,00;0,00;
0,00;0,00;142,25;0,13;0,00;0,00;
0,00;0,00;145,45;0,13;0,00;0,00;
0,00;0,00;148,65;0,16;0,00;0,00;
0,00;0,00;151,47;0,09;0,00;0,00;
0,00;0,00;153,83;0,05;0,00;0,00;
0,00;0,00;155,72;0,05;0,00;0,00;
0,00;0,00;157,10;0,05;0,00;0,00;
0,00;0,00;157,98;0,02;0,00;0,00;
0,00;0,00;158,44;0,07;0,00;0,00;
0,00;0,00;158,46;0,09;0,00;0,00;
0,00;0,00;158,46;0,07;0,00;0,00;
0,00;0,00;158,59;0,05;0,00;0,00;
0,00;0,00;158,73;0,07;0,00;0,00;
0,00;0,00;158,90;0,09;0,00;0,00;
0,00;0,00;159,06;0,09;0,00;0,00;
0,00;0,00;159,22;0,07;0,00;0,00;
0,00;0,00;159,38;0,09;0,00;0,00;
0,00;0,00;159,54;0,09;0,00;0,00;
0,00;0,00;159,70;0,09;0,00;0,00;
0,00;0,00;159,86;0,09;0,00;0,00;
0,00;0,00;160,02;0,09;0,00;0,00;
0,00;0,00;160,18;0,09;0,00;0,00;
0,00;0,00;160,34;0,09;0,00;0,00;
0,00;0,00;160,50;0,09;0,00;0,00;
0,00;0,00;160,66;0,09;0,00;0,00;
0,00;0,00;160,82;0,09;0,00;0,00;
0,00;0,00;160,98;0,09;0,00;0,00;
0,00;0,00;161,14;0,09;0,00;0,00;
0,00;0,00;161,30;0,09;0,00;0,00;
0,00;0,00;161,46;0,16;0,00;0,00;
0,00;0,00;161,62;0,27;0,00;0,00;
0,00;0,00;161,78;0,27;0,00;0,00;
0,00;0,00;161,94;0,63;0,00;0,00;
0,00;0,00;162,09;1,06;0,00;0,00;
0,00;0,00;162,25;1,44;0,00;0,00;
0,00;0,00;162,41;1,76;0,00;0,00;
0,00;0,00;162,57;1,94;0,00;0,00;
0,00;0,00;162,73;2,12;0,00;0,00;
0,00;0,00;162,89;2,35;0,00;0,00;
0,00;0,00;163,05;2,53;0,00;0,00;
0,00;0,00;163,21;2,69;0,00;0,00;
0,00;0,00;163,37;2,89;0,00;0,00;
0,00;0,00;163,53;3,10;0,00;0,00;
0,00;0,00;163,69;3,26;0,00;0,00;
0,00;0,00;163,85;3,42;0,00;0,00;
0,00;0,00;164,01;3,60;0,00;0,00;
0,00;0,00;164,17;3,78;0,00;0,00;
0,00;0,00;164,33;3,93;0,00;0,00;
0,00;0,00;164,49;4,07;0,00;0,00;
0,00;0,00;164,65;4,20;0,00;0,00;
0,00;0,00;164,81;4,34;0,00;0,00;
0,00;0,00;164,98;4,45;0,00;0,00;
0,00;0,00;165,14;4,56;0,00;0,00;
0,00;0,00;165,15;4,54;0,00;0,00;
0,00;0,00;165,09;3,03;0,00;0,00;
0,00;0,00;164,57;0,02;0,00;0,00;
0,00;0,00;163,54;-0,07;0,00;0,00;
0,00;0,00;162,01;-0,09;0,00;0,00;
0,00;0,00;159,96;-0,09;0,00;0,00;
0,00;0,00;157,40;-0,14;0,00;0,00;
0,00;0,00;154,33;-0,18;0,00;0,00;
0,00;0,00;151,20;-0,09;0,00;0,00;
0,00;0,00;148,02;-0,02;0,00;0,00;
0,00;0,00;144,81;-0,05;0,00;0,00;
0,00;0,00;141,61;-0,05;0,00;0,00;
0,00;0,00;138,40;-0,09;0,00;0,00;
0,00;0,00;135,20;-0,07;0,00;0,00;
0,00;0,00;132,00;-0,05;0,00;0,00;
0,00;0,00;128,80;-0,05;0,00;0,00;
0,00;0,00;125,61;-0,02;0,00;0,00;
0,00;0,00;122,40;-0,05;0,00;0,00;
0,00;0,00;119,20;-0,02;0,00;0,00;
0,00;0,00;116,00;-0,05;0,00;0,00;
0,00;0,00;112,81;-0,05;0,00;0,00;
0,00;0,00;109,61;-0,05;0,00;0,00;
0,00;0,00;106,40;-0,07;0,00;0,00;
0,00;0,00;103,20;-0,05;0,00;0,00;
0,00;0,00;100,00;-0,02;0,00;0,00;
0,00;0,00;96,80;-0,05;0,00;0,00;
0,00;0,00;93,61;-0,09;0,00;0,00;
0,00;0,00;90,41;-0,07;0,00;0,00;
0,00;0,00;87,20;-0,05;0,00;0,00;
0,00;0,00;84,01;-0,05;0,00;0,00;
0,00;0,00;80,81;-0,05;0,00;0,00;
0,00;0,00;77,61;-0,09;0,00;0,00;
0,00;0,00;74,41;-0,05;0,00;0,00;
