7523;13.12.19 12:14:34;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);20191213120832;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;70,25;0,06;0,00;0,00;
0,00;0,00;71,04;0,04;0,00;0,00;
0,00;0,00;72,34;0,04;0,00;0,00;
0,00;0,00;74,15;0,05;0,00;0,00;
0,00;0,00;76,46;0,05;0,00;0,00;
0,00;0,00;79,29;0,05;0,00;0,00;
0,00;0,00;82,62;0,07;0,00;0,00;
0,00;0,00;86,12;0,04;0,00;0,00;
0,00;0,00;89,65;0,04;0,00;0,00;
0,00;0,00;93,17;0,02;0,00;0,00;
0,00;0,00;96,69;0,05;0,00;0,00;
0,00;0,00;100,21;0,04;0,00;0,00;
0,00;0,00;103,73;0,04;0,00;0,00;
0,00;0,00;107,25;0,04;0,00;0,00;
0,00;0,00;110,77;0,02;0,00;0,00;
0,00;0,00;114,12;0,02;0,00;0,00;
0,00;0,00;117,01;0,01;0,00;0,00;
0,00;0,00;122,68;0,01;0,00;0,00;
0,00;0,00;123,57;-0,01;0,00;0,00;
0,00;0,00;123,97;-0,01;0,00;0,00;
0,00;0,00;124,02;-0,01;0,00;0,00;
0,00;0,00;124,09;0,02;0,00;0,00;
0,00;0,00;124,21;0,01;0,00;0,00;
0,00;0,00;124,77;0,01;0,00;0,00;
0,00;0,00;124,88;0,01;0,00;0,00;
0,00;0,00;125,00;0,02;0,00;0,00;
0,00;0,00;125,11;0,01;0,00;0,00;
0,00;0,00;125,22;0,01;0,00;0,00;
0,00;0,00;125,33;0,01;0,00;0,00;
0,00;0,00;125,45;0,01;0,00;0,00;
0,00;0,00;125,56;0,01;0,00;0,00;
0,00;0,00;125,67;0,02;0,00;0,00;
0,00;0,00;125,78;0,02;0,00;0,00;
0,00;0,00;125,89;0,01;0,00;0,00;
0,00;0,00;126,01;0,01;0,00;0,00;
0,00;0,00;126,12;0,02;0,00;0,00;
0,00;0,00;126,23;0,01;0,00;0,00;
0,00;0,00;126,34;0,19;0,00;0,00;
0,00;0,00;126,45;0,44;0,00;0,00;
0,00;0,00;126,56;0,53;0,00;0,00;
0,00;0,00;126,67;0,61;0,00;0,00;
0,00;0,00;126,79;0,67;0,00;0,00;
0,00;0,00;126,90;0,72;0,00;0,00;
0,00;0,00;127,01;0,75;0,00;0,00;
0,00;0,00;127,12;0,80;0,00;0,00;
0,00;0,00;127,24;0,82;0,00;0,00;
0,00;0,00;127,35;0,86;0,00;0,00;
0,00;0,00;127,46;0,89;0,00;0,00;
0,00;0,00;127,57;0,90;0,00;0,00;
0,00;0,00;127,68;0,95;0,00;0,00;
0,00;0,00;127,80;0,98;0,00;0,00;
0,00;0,00;127,91;1,02;0,00;0,00;
0,00;0,00;128,02;1,03;0,00;0,00;
0,00;0,00;128,13;1,08;0,00;0,00;
0,00;0,00;128,24;1,11;0,00;0,00;
0,00;0,00;128,36;1,13;0,00;0,00;
0,00;0,00;128,47;1,14;0,00;0,00;
0,00;0,00;128,58;1,14;0,00;0,00;
0,00;0,00;128,69;1,19;0,00;0,00;
0,00;0,00;128,81;1,21;0,00;0,00;
0,00;0,00;128,92;1,23;0,00;0,00;
0,00;0,00;129,03;1,25;0,00;0,00;
0,00;0,00;129,14;1,26;0,00;0,00;
0,00;0,00;129,25;1,27;0,00;0,00;
