12591;24.02.21 11:23:10;21;Avvicinamento Pressata Finale;position < min position (11);20210223140704A0211;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;1,12;0,04;0,00;0,00;
0,00;0,00;4,20;0,04;0,00;0,00;
0,00;0,00;8,82;0,04;0,00;0,00;
0,00;0,00;13,62;0,09;0,00;0,00;
0,00;0,00;18,42;0,04;0,00;0,00;
0,00;0,00;28,02;0,04;0,00;0,00;
0,00;0,00;32,82;0,09;0,00;0,00;
0,00;0,00;37,62;0,04;0,00;0,00;
0,00;0,00;52,02;0,09;0,00;0,00;
0,00;0,00;56,82;0,04;0,00;0,00;
0,00;0,00;61,62;0,09;0,00;0,00;
0,00;0,00;66,42;-0,04;0,00;0,00;
0,00;0,00;76,02;0,04;0,00;0,00;
0,00;0,00;80,82;0,04;0,00;0,00;
0,00;0,00;90,42;0,04;0,00;0,00;
0,00;0,00;95,22;0,04;0,00;0,00;
0,00;0,00;114,42;0,04;0,00;0,00;
0,00;0,00;119,22;0,04;0,00;0,00;
0,00;0,00;128,82;0,04;0,00;0,00;
0,00;0,00;133,62;0,09;0,00;0,00;
0,00;0,00;152,82;0,04;0,00;0,00;
0,00;0,00;172,02;0,04;0,00;0,00;
0,00;0,00;176,82;0,04;0,00;0,00;
0,00;0,00;186,42;-0,04;0,00;0,00;
0,00;0,00;196,02;0,04;0,00;0,00;
0,00;0,00;214,45;-0,09;0,00;0,00;
0,00;0,00;216,61;-0,04;0,00;0,00;
0,00;0,00;217,17;0,04;0,00;0,00;
0,00;0,00;217,36;0,04;0,00;0,00;
0,00;0,00;217,56;0,09;0,00;0,00;
0,00;0,00;217,75;0,04;0,00;0,00;
0,00;0,00;217,94;0,04;0,00;0,00;
0,00;0,00;218,13;0,04;0,00;0,00;
0,00;0,00;218,52;0,04;0,00;0,00;
0,00;0,00;218,90;0,04;0,00;0,00;
0,00;0,00;219,67;0,04;0,00;0,00;
0,00;0,00;220,05;0,04;0,00;0,00;
0,00;0,00;220,44;0,04;0,00;0,00;
0,00;0,00;220,63;0,04;0,00;0,00;
0,00;0,00;221,20;0,09;0,00;0,00;
0,00;0,00;221,40;0,04;0,00;0,00;
0,00;0,00;222,55;0,04;0,00;0,00;
0,00;0,00;222,74;0,04;0,00;0,00;
0,00;0,00;223,12;0,04;0,00;0,00;
0,00;0,00;223,89;0,09;0,00;0,00;
0,00;0,00;224,08;0,04;0,00;0,00;
0,00;0,00;224,28;0,04;0,00;0,00;
0,00;0,00;224,47;0,04;0,00;0,00;
0,00;0,00;224,85;0,09;0,00;0,00;
0,00;0,00;225,04;0,04;0,00;0,00;
0,00;0,00;225,24;0,04;0,00;0,00;
0,00;0,00;225,43;0,04;0,00;0,00;
0,00;0,00;226,20;0,04;0,00;0,00;
0,00;0,00;226,77;0,09;0,00;0,00;
0,00;0,00;226,96;0,09;0,00;0,00;
0,00;0,00;227,35;0,09;0,00;0,00;
0,00;0,00;227,54;0,09;0,00;0,00;
0,00;0,00;227,73;0,04;0,00;0,00;
0,00;0,00;227,92;0,04;0,00;0,00;
0,00;0,00;228,12;0,04;0,00;0,00;
0,00;0,00;228,31;0,04;0,00;0,00;
0,00;0,00;228,69;0,04;0,00;0,00;
0,00;0,00;228,88;0,04;0,00;0,00;
0,00;0,00;229,08;0,04;0,00;0,00;
0,00;0,00;229,27;0,13;0,00;0,00;
0,00;0,00;229,46;0,04;0,00;0,00;
0,00;0,00;229,65;0,04;0,00;0,00;
0,00;0,00;230,04;0,04;0,00;0,00;
0,00;0,00;230,23;0,04;0,00;0,00;
0,00;0,00;230,42;0,04;0,00;0,00;
0,00;0,00;230,61;0,13;0,00;0,00;
0,00;0,00;230,80;0,04;0,00;0,00;
0,00;0,00;231,19;0,09;0,00;0,00;
0,00;0,00;231,38;0,04;0,00;0,00;
0,00;0,00;231,76;0,04;0,00;0,00;
0,00;0,00;231,96;0,04;0,00;0,00;
0,00;0,00;232,34;0,09;0,00;0,00;
0,00;0,00;232,72;0,09;0,00;0,00;
0,00;0,00;233,11;0,09;0,00;0,00;
0,00;0,00;233,30;0,04;0,00;0,00;
0,00;0,00;233,49;0,04;0,00;0,00;
0,00;0,00;233,68;0,09;0,00;0,00;
0,00;0,00;234,07;0,09;0,00;0,00;
0,00;0,00;234,26;0,04;0,00;0,00;
0,00;0,00;234,45;0,04;0,00;0,00;
0,00;0,00;234,64;0,04;0,00;0,00;
0,00;0,00;234,84;0,04;0,00;0,00;
0,00;0,00;235,80;0,04;0,00;0,00;
0,00;0,00;235,99;0,04;0,00;0,00;
0,00;0,00;236,18;0,04;0,00;0,00;
0,00;0,00;236,37;0,09;0,00;0,00;
0,00;0,00;236,56;0,09;0,00;0,00;
0,00;0,00;237,72;0,09;0,00;0,00;
0,00;0,00;237,91;0,04;0,00;0,00;
0,00;0,00;238,29;0,09;0,00;0,00;
0,00;0,00;238,48;0,04;0,00;0,00;
0,00;0,00;238,68;0,04;0,00;0,00;
0,00;0,00;238,87;0,13;0,00;0,00;
0,00;0,00;239,06;0,09;0,00;0,00;
0,00;0,00;239,44;0,04;0,00;0,00;
0,00;0,00;239,64;0,04;0,00;0,00;
0,00;0,00;240,02;0,04;0,00;0,00;
0,00;0,00;240,21;0,09;0,00;0,00;
0,00;0,00;240,40;0,04;0,00;0,00;
0,00;0,00;240,79;0,04;0,00;0,00;
0,00;0,00;241,17;0,04;0,00;0,00;
0,00;0,00;241,36;0,04;0,00;0,00;
0,00;0,00;241,56;0,04;0,00;0,00;
0,00;0,00;242,13;0,04;0,00;0,00;
0,00;0,00;242,32;0,04;0,00;0,00;
0,00;0,00;242,52;0,04;0,00;0,00;
0,00;0,00;242,71;0,09;0,00;0,00;
0,00;0,00;243,09;0,13;0,00;0,00;
0,00;0,00;243,28;0,04;0,00;0,00;
0,00;0,00;243,48;0,09;0,00;0,00;
0,00;0,00;244,05;0,04;0,00;0,00;
0,00;0,00;244,44;0,04;0,00;0,00;
0,00;0,00;244,63;0,04;0,00;0,00;
0,00;0,00;245,01;0,09;0,00;0,00;
0,00;0,00;245,40;0,04;0,00;0,00;
0,00;0,00;245,59;0,09;0,00;0,00;
0,00;0,00;245,78;0,04;0,00;0,00;
0,00;0,00;245,97;0,04;0,00;0,00;
0,00;0,00;246,16;0,09;0,00;0,00;
0,00;0,00;246,36;0,04;0,00;0,00;
0,00;0,00;246,55;0,04;0,00;0,00;
0,00;0,00;246,93;0,09;0,00;0,00;
0,00;0,00;247,12;0,18;0,00;0,00;
0,00;0,00;247,32;0,04;0,00;0,00;
0,00;0,00;247,51;0,13;0,00;0,00;
0,00;0,00;247,70;0,04;0,00;0,00;
0,00;0,00;247,89;0,13;0,00;0,00;
0,00;0,00;248,08;0,04;0,00;0,00;
0,00;0,00;248,28;0,09;0,00;0,00;
0,00;0,00;248,47;0,09;0,00;0,00;
0,00;0,00;248,66;0,09;0,00;0,00;
0,00;0,00;248,85;0,04;0,00;0,00;
0,00;0,00;249,04;0,04;0,00;0,00;
0,00;0,00;249,24;0,13;0,00;0,00;
0,00;0,00;249,62;0,13;0,00;0,00;
0,00;0,00;249,81;0,04;0,00;0,00;
0,00;0,00;250,20;0,09;0,00;0,00;
0,00;0,00;250,39;0,04;0,00;0,00;
0,00;0,00;250,77;0,04;0,00;0,00;
0,00;0,00;250,96;0,04;0,00;0,00;
0,00;0,00;251,16;0,09;0,00;0,00;
0,00;0,00;251,35;0,04;0,00;0,00;
0,00;0,00;251,54;0,04;0,00;0,00;
0,00;0,00;251,73;0,04;0,00;0,00;
0,00;0,00;251,92;0,04;0,00;0,00;
0,00;0,00;252,12;0,09;0,00;0,00;
0,00;0,00;252,31;0,04;0,00;0,00;
0,00;0,00;252,50;0,04;0,00;0,00;
0,00;0,00;252,69;0,04;0,00;0,00;
0,00;0,00;252,88;0,04;0,00;0,00;
0,00;0,00;253,08;0,09;0,00;0,00;
0,00;0,00;253,27;0,04;0,00;0,00;
0,00;0,00;253,46;0,04;0,00;0,00;
0,00;0,00;253,65;0,04;0,00;0,00;
0,00;0,00;253,84;0,04;0,00;0,00;
0,00;0,00;254,04;0,09;0,00;0,00;
