45765;14.06.21 15:46:33;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);20210614135938P0038;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;42,95;0,08;0,00;0,00;
0,00;0,00;43,19;0,47;0,00;0,00;
0,00;0,00;43,81;0,31;0,00;0,00;
0,00;0,00;44,76;0,31;0,00;0,00;
0,00;0,00;46,11;0,31;0,00;0,00;
0,00;0,00;47,84;0,31;0,00;0,00;
0,00;0,00;49,96;0,39;0,00;0,00;
0,00;0,00;52,32;0,31;0,00;0,00;
0,00;0,00;54,67;0,31;0,00;0,00;
0,00;0,00;57,09;0,31;0,00;0,00;
0,00;0,00;59,49;0,31;0,00;0,00;
0,00;0,00;61,89;0,23;0,00;0,00;
0,00;0,00;64,30;0,31;0,00;0,00;
0,00;0,00;66,69;0,31;0,00;0,00;
0,00;0,00;69,10;0,31;0,00;0,00;
0,00;0,00;71,49;0,23;0,00;0,00;
0,00;0,00;73,90;0,31;0,00;0,00;
0,00;0,00;76,30;0,31;0,00;0,00;
0,00;0,00;78,69;0,31;0,00;0,00;
0,00;0,00;81,10;0,31;0,00;0,00;
0,00;0,00;83,50;0,31;0,00;0,00;
0,00;0,00;85,90;0,23;0,00;0,00;
0,00;0,00;88,30;0,31;0,00;0,00;
0,00;0,00;90,69;0,23;0,00;0,00;
0,00;0,00;93,10;0,31;0,00;0,00;
0,00;0,00;95,50;0,23;0,00;0,00;
0,00;0,00;97,90;0,23;0,00;0,00;
0,00;0,00;100,30;0,31;0,00;0,00;
0,00;0,00;102,69;0,31;0,00;0,00;
0,00;0,00;105,10;0,31;0,00;0,00;
0,00;0,00;107,49;0,31;0,00;0,00;
0,00;0,00;109,90;0,31;0,00;0,00;
0,00;0,00;112,30;0,31;0,00;0,00;
0,00;0,00;114,69;0,23;0,00;0,00;
0,00;0,00;117,10;0,31;0,00;0,00;
0,00;0,00;119,49;0,31;0,00;0,00;
0,00;0,00;121,90;0,23;0,00;0,00;
0,00;0,00;124,30;0,31;0,00;0,00;
0,00;0,00;126,69;0,31;0,00;0,00;
0,00;0,00;129,10;0,31;0,00;0,00;
0,00;0,00;131,50;0,31;0,00;0,00;
0,00;0,00;133,90;0,31;0,00;0,00;
0,00;0,00;136,30;0,23;0,00;0,00;
0,00;0,00;138,69;0,31;0,00;0,00;
0,00;0,00;141,10;0,31;0,00;0,00;
0,00;0,00;143,50;0,31;0,00;0,00;
0,00;0,00;145,90;0,23;0,00;0,00;
0,00;0,00;148,30;0,23;0,00;0,00;
0,00;0,00;150,69;0,31;0,00;0,00;
0,00;0,00;153,10;0,31;0,00;0,00;
0,00;0,00;155,50;0,31;0,00;0,00;
0,00;0,00;157,90;0,23;0,00;0,00;
0,00;0,00;160,30;0,31;0,00;0,00;
0,00;0,00;162,69;0,31;0,00;0,00;
0,00;0,00;165,10;0,31;0,00;0,00;
0,00;0,00;167,50;0,31;0,00;0,00;
0,00;0,00;169,90;0,31;0,00;0,00;
0,00;0,00;172,30;0,31;0,00;0,00;
0,00;0,00;174,69;0,31;0,00;0,00;
0,00;0,00;177,10;0,31;0,00;0,00;
0,00;0,00;179,49;0,31;0,00;0,00;
0,00;0,00;181,90;0,31;0,00;0,00;
0,00;0,00;184,30;0,31;0,00;0,00;
0,00;0,00;186,69;0,31;0,00;0,00;
0,00;0,00;189,10;0,31;0,00;0,00;
0,00;0,00;191,50;0,31;0,00;0,00;
0,00;0,00;193,90;0,23;0,00;0,00;
0,00;0,00;195,99;0,31;0,00;0,00;
0,00;0,00;197,77;0,23;0,00;0,00;
0,00;0,00;199,20;0,23;0,00;0,00;
0,00;0,00;200,25;0,23;0,00;0,00;
0,00;0,00;200,92;0,31;0,00;0,00;
0,00;0,00;201,23;0,23;0,00;0,00;
0,00;0,00;201,30;0,31;0,00;0,00;
0,00;0,00;201,32;0,31;0,00;0,00;
0,00;0,00;201,31;0,31;0,00;0,00;
0,00;0,00;201,49;0,23;0,00;0,00;
0,00;0,00;201,62;0,31;0,00;0,00;
0,00;0,00;201,79;0,31;0,00;0,00;
0,00;0,00;201,95;0,31;0,00;0,00;
0,00;0,00;202,11;0,31;0,00;0,00;
0,00;0,00;202,27;0,31;0,00;0,00;
0,00;0,00;202,43;0,31;0,00;0,00;
0,00;0,00;202,59;0,31;0,00;0,00;
0,00;0,00;202,75;0,31;0,00;0,00;
0,00;0,00;202,91;0,31;0,00;0,00;
0,00;0,00;203,07;0,31;0,00;0,00;
0,00;0,00;203,23;0,31;0,00;0,00;
0,00;0,00;203,39;0,31;0,00;0,00;
