4811;06.04.20 10:48:50;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force > max. force (8);20200406104025A0206;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;74,20;-0,08;0,00;0,00;
0,00;0,00;74,26;0,23;0,00;0,00;
0,00;0,00;74,71;0,16;0,00;0,00;
0,00;0,00;75,48;0,16;0,00;0,00;
0,00;0,00;76,63;0,16;0,00;0,00;
0,00;0,00;78,18;0,23;0,00;0,00;
0,00;0,00;80,10;0,23;0,00;0,00;
0,00;0,00;82,40;0,30;0,00;0,00;
0,00;0,00;84,73;0,16;0,00;0,00;
0,00;0,00;87,13;0,08;0,00;0,00;
0,00;0,00;89,54;0,08;0,00;0,00;
0,00;0,00;91,94;0,08;0,00;0,00;
0,00;0,00;94,34;0,16;0,00;0,00;
0,00;0,00;96,74;0,08;0,00;0,00;
0,00;0,00;99,15;0,08;0,00;0,00;
0,00;0,00;101,54;0,08;0,00;0,00;
0,00;0,00;103,95;0,16;0,00;0,00;
0,00;0,00;106,35;0,08;0,00;0,00;
0,00;0,00;108,74;0,23;0,00;0,00;
0,00;0,00;111,15;0,16;0,00;0,00;
0,00;0,00;113,54;0,08;0,00;0,00;
0,00;0,00;118,35;0,16;0,00;0,00;
0,00;0,00;123,15;0,08;0,00;0,00;
0,00;0,00;127,95;0,08;0,00;0,00;
0,00;0,00;130,35;0,08;0,00;0,00;
0,00;0,00;132,74;0,08;0,00;0,00;
0,00;0,00;142,35;0,16;0,00;0,00;
0,00;0,00;144,75;0,08;0,00;0,00;
0,00;0,00;147,15;0,08;0,00;0,00;
0,00;0,00;151,95;0,16;0,00;0,00;
0,00;0,00;154,35;0,16;0,00;0,00;
0,00;0,00;161,54;-0,08;0,00;0,00;
0,00;0,00;163,95;0,08;0,00;0,00;
0,00;0,00;166,35;0,08;0,00;0,00;
0,00;0,00;171,15;0,08;0,00;0,00;
0,00;0,00;175,95;0,16;0,00;0,00;
0,00;0,00;178,35;0,23;0,00;0,00;
0,00;0,00;180,74;0,23;0,00;0,00;
0,00;0,00;183,15;0,16;0,00;0,00;
0,00;0,00;187,27;0,08;0,00;0,00;
0,00;0,00;188,81;0,16;0,00;0,00;
0,00;0,00;190,72;-0,08;0,00;0,00;
0,00;0,00;191,10;-0,08;0,00;0,00;
0,00;0,00;191,20;0,08;0,00;0,00;
0,00;0,00;191,22;0,08;0,00;0,00;
0,00;0,00;191,32;-0,08;0,00;0,00;
0,00;0,00;191,45;0,08;0,00;0,00;
0,00;0,00;191,60;0,08;0,00;0,00;
0,00;0,00;191,77;0,08;0,00;0,00;
0,00;0,00;191,93;0,08;0,00;0,00;
0,00;0,00;192,09;0,08;0,00;0,00;
0,00;0,00;192,25;0,08;0,00;0,00;
0,00;0,00;192,41;0,08;0,00;0,00;
0,00;0,00;192,57;0,08;0,00;0,00;
0,00;0,00;192,73;0,08;0,00;0,00;
0,00;0,00;192,89;0,08;0,00;0,00;
0,00;0,00;193,05;0,08;0,00;0,00;
0,00;0,00;193,21;0,08;0,00;0,00;
0,00;0,00;193,37;0,08;0,00;0,00;
0,00;0,00;193,53;0,16;0,00;0,00;
0,00;0,00;193,69;0,08;0,00;0,00;
0,00;0,00;193,85;0,08;0,00;0,00;
0,00;0,00;194,01;0,08;0,00;0,00;
0,00;0,00;194,17;0,08;0,00;0,00;
0,00;0,00;194,33;0,08;0,00;0,00;
0,00;0,00;194,49;0,08;0,00;0,00;
0,00;0,00;194,65;0,08;0,00;0,00;
0,00;0,00;194,81;0,08;0,00;0,00;
0,00;0,00;194,97;0,08;0,00;0,00;
0,00;0,00;195,13;0,16;0,00;0,00;
0,00;0,00;195,20;0,08;0,00;0,00;
0,00;0,00;195,20;0,08;0,00;0,00;
0,00;0,00;195,06;-0,30;0,00;0,00;
0,00;0,00;194,53;-0,30;0,00;0,00;
0,00;0,00;193,79;-0,08;0,00;0,00;
0,00;0,00;193,43;-0,30;0,00;0,00;
0,00;0,00;193,27;-0,30;0,00;0,00;
0,00;0,00;193,19;-0,30;0,00;0,00;
0,00;0,00;193,19;-0,22;0,00;0,00;
0,00;0,00;193,25;-0,22;0,00;0,00;
0,00;0,00;193,42;0,08;0,00;0,00;
0,00;0,00;193,56;0,08;0,00;0,00;
0,00;0,00;193,72;0,08;0,00;0,00;
0,00;0,00;193,89;0,08;0,00;0,00;
0,00;0,00;194,05;0,08;0,00;0,00;
0,00;0,00;194,21;0,08;0,00;0,00;
0,00;0,00;194,37;0,08;0,00;0,00;
0,00;0,00;194,53;0,08;0,00;0,00;
0,00;0,00;194,69;0,08;0,00;0,00;
0,00;0,00;194,85;0,08;0,00;0,00;
0,00;0,00;195,01;0,08;0,00;0,00;
0,00;0,00;195,17;0,08;0,00;0,00;
0,00;0,00;195,33;0,08;0,00;0,00;
0,00;0,00;195,49;0,08;0,00;0,00;
0,00;0,00;195,65;0,08;0,00;0,00;
0,00;0,00;195,81;0,08;0,00;0,00;
0,00;0,00;195,97;0,08;0,00;0,00;
0,00;0,00;196,13;0,08;0,00;0,00;
0,00;0,00;196,29;0,08;0,00;0,00;
0,00;0,00;196,45;0,08;0,00;0,00;
0,00;0,00;196,61;0,08;0,00;0,00;
0,00;0,00;196,77;0,08;0,00;0,00;
0,00;0,00;196,93;0,08;0,00;0,00;
0,00;0,00;197,09;0,08;0,00;0,00;
0,00;0,00;197,25;0,08;0,00;0,00;
0,00;0,00;197,41;0,08;0,00;0,00;
0,00;0,00;197,57;0,16;0,00;0,00;
0,00;0,00;197,73;0,08;0,00;0,00;
0,00;0,00;197,89;0,08;0,00;0,00;
0,00;0,00;198,05;0,08;0,00;0,00;
0,00;0,00;198,21;0,08;0,00;0,00;
0,00;0,00;198,37;0,16;0,00;0,00;
0,00;0,00;198,53;0,08;0,00;0,00;
0,00;0,00;198,69;0,53;0,00;0,00;
0,00;0,00;198,85;2,90;0,00;0,00;
0,00;0,00;199,00;6,40;0,00;0,00;
0,00;0,00;199,15;10,28;0,00;0,00;
0,00;0,00;199,31;13,92;0,00;0,00;
0,00;0,00;199,47;17,58;0,00;0,00;
0,00;0,00;199,62;21,39;0,00;0,00;
0,00;0,00;199,78;24,81;0,00;0,00;
0,00;0,00;199,94;28,24;0,00;0,00;
0,00;0,00;200,10;31,66;0,00;0,00;
0,00;0,00;200,26;35,17;0,00;0,00;
0,00;0,00;200,34;35,93;0,00;0,00;
0,00;0,00;200,36;37,15;0,00;0,00;
0,00;0,00;200,37;37,23;0,00;0,00;
0,00;0,00;200,37;37,38;0,00;0,00;
0,00;0,00;200,37;37,54;0,00;0,00;
0,00;0,00;200,38;37,68;0,00;0,00;
0,00;0,00;200,38;37,68;0,00;0,00;
0,00;0,00;200,38;37,54;0,00;0,00;
0,00;0,00;200,38;37,46;0,00;0,00;
0,00;0,00;200,38;37,23;0,00;0,00;
0,00;0,00;200,38;36,93;0,00;0,00;
0,00;0,00;200,38;36,77;0,00;0,00;
0,00;0,00;200,38;36,62;0,00;0,00;
0,00;0,00;200,38;36,62;0,00;0,00;
