27354;03.09.21 17:09:32;21;Avvicinamento Pressata Finale;Alcun errore (0);20210903150602P0008;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;30,22;0,08;0,00;0,00;
0,00;0,00;33,30;0,04;0,00;0,00;
0,00;0,00;37,92;0,04;0,00;0,00;
0,00;0,00;52,32;0,04;0,00;0,00;
0,00;0,00;66,72;-0,04;0,00;0,00;
0,00;0,00;76,32;-0,04;0,00;0,00;
0,00;0,00;95,52;-0,09;0,00;0,00;
0,00;0,00;109,92;-0,04;0,00;0,00;
0,00;0,00;114,72;-0,01;0,00;0,00;
0,00;0,00;119,52;-0,09;0,00;0,00;
0,00;0,00;133,92;-0,04;0,00;0,00;
0,00;0,00;148,32;0,04;0,00;0,00;
0,00;0,00;153,12;-0,09;0,00;0,00;
0,00;0,00;157,92;-0,04;0,00;0,00;
0,00;0,00;162,72;-0,01;0,00;0,00;
0,00;0,00;167,52;0,04;0,00;0,00;
0,00;0,00;172,32;-0,04;0,00;0,00;
0,00;0,00;215,52;-0,04;0,00;0,00;
0,00;0,00;220,32;-0,04;0,00;0,00;
0,00;0,00;225,12;-0,04;0,00;0,00;
0,00;0,00;234,72;-0,01;0,00;0,00;
0,00;0,00;268,32;0,04;0,00;0,00;
0,00;0,00;273,12;-0,04;0,00;0,00;
0,00;0,00;277,92;-0,04;0,00;0,00;
0,00;0,00;287,14;-0,09;0,00;0,00;
0,00;0,00;289,81;-0,04;0,00;0,00;
0,00;0,00;290,77;0,04;0,00;0,00;
0,00;0,00;291,79;0,04;0,00;0,00;
0,00;0,00;293,32;0,04;0,00;0,00;
0,00;0,00;293,83;0,04;0,00;0,00;
0,00;0,00;294,35;0,04;0,00;0,00;
0,00;0,00;294,60;0,04;0,00;0,00;
0,00;0,00;294,86;0,04;0,00;0,00;
0,00;0,00;295,11;0,04;0,00;0,00;
0,00;0,00;295,63;0,04;0,00;0,00;
0,00;0,00;296,65;0,04;0,00;0,00;
0,00;0,00;296,91;0,04;0,00;0,00;
0,00;0,00;297,16;0,04;0,00;0,00;
0,00;0,00;297,42;0,04;0,00;0,00;
0,00;0,00;297,93;0,12;0,00;0,00;
0,00;0,00;298,19;0,21;0,00;0,00;
0,00;0,00;298,44;0,38;0,00;0,00;
0,00;0,00;298,70;0,52;0,00;0,00;
0,00;0,00;298,95;0,52;0,00;0,00;
0,00;0,00;299,21;0,52;0,00;0,00;
0,00;0,00;299,47;0,52;0,00;0,00;
0,00;0,00;299,72;0,52;0,00;0,00;
0,00;0,00;299,98;0,60;0,00;0,00;
0,00;0,00;300,23;1,69;0,00;0,00;
0,00;0,00;300,48;2,61;0,00;0,00;
0,00;0,00;300,75;2,29;0,00;0,00;
0,00;0,00;301,00;2,43;0,00;0,00;
0,00;0,00;301,26;2,52;0,00;0,00;
0,00;0,00;301,51;2,61;0,00;0,00;
0,00;0,00;301,77;2,70;0,00;0,00;
0,00;0,00;302,03;2,78;0,00;0,00;
0,00;0,00;302,28;3,04;0,00;0,00;
0,00;0,00;302,54;3,04;0,00;0,00;
0,00;0,00;302,79;3,26;0,00;0,00;
0,00;0,00;303,05;3,21;0,00;0,00;
0,00;0,00;303,31;3,47;0,00;0,00;
0,00;0,00;303,56;3,42;0,00;0,00;
0,00;0,00;303,82;3,82;0,00;0,00;
0,00;0,00;304,07;3,69;0,00;0,00;
0,00;0,00;304,33;4,04;0,00;0,00;
0,00;0,00;304,58;4,04;0,00;0,00;
0,00;0,00;304,84;4,34;0,00;0,00;
0,00;0,00;305,10;4,35;0,00;0,00;
0,00;0,00;305,35;4,56;0,00;0,00;
0,00;0,00;305,61;4,56;0,00;0,00;
0,00;0,00;305,87;4,78;0,00;0,00;
0,00;0,00;306,12;4,82;0,00;0,00;
0,00;0,00;306,38;5,17;0,00;0,00;
0,00;0,00;306,63;5,12;0,00;0,00;
0,00;0,00;306,89;5,30;0,00;0,00;
0,00;0,00;307,15;5,35;0,00;0,00;
0,00;0,00;307,40;5,51;0,00;0,00;
0,00;0,00;307,66;5,65;0,00;0,00;
0,00;0,00;307,91;5,69;0,00;0,00;
0,00;0,00;308,17;5,86;0,00;0,00;
0,00;0,00;308,43;5,91;0,00;0,00;
0,00;0,00;308,68;6,17;0,00;0,00;
0,00;0,00;308,94;6,17;0,00;0,00;
0,00;0,00;309,19;6,48;0,00;0,00;
0,00;0,00;309,45;6,52;0,00;0,00;
0,00;0,00;309,70;6,82;0,00;0,00;
0,00;0,00;309,96;6,78;0,00;0,00;
0,00;0,00;310,22;7,04;0,00;0,00;
0,00;0,00;310,47;7,04;0,00;0,00;
0,00;0,00;310,73;7,21;0,00;0,00;
0,00;0,00;310,99;7,30;0,00;0,00;
0,00;0,00;311,24;7,44;0,00;0,00;
0,00;0,00;311,50;7,52;0,00;0,00;
0,00;0,00;311,75;7,56;0,00;0,00;
0,00;0,00;312,01;7,74;0,00;0,00;
0,00;0,00;312,27;7,86;0,00;0,00;
0,00;0,00;312,52;8,09;0,00;0,00;
0,00;0,00;312,78;8,21;0,00;0,00;
0,00;0,00;313,03;8,43;0,00;0,00;
0,00;0,00;313,29;8,48;0,00;0,00;
0,00;0,00;313,55;8,69;0,00;0,00;
0,00;0,00;313,80;8,78;0,00;0,00;
0,00;0,00;314,03;15,57;0,00;0,00;
0,00;0,00;314,15;23,26;0,00;0,00;
0,00;0,00;314,16;24,18;0,00;0,00;
0,00;0,00;314,18;24,87;0,00;0,00;
0,00;0,00;314,19;25,39;0,00;0,00;
0,00;0,00;314,19;25,57;0,00;0,00;
0,00;0,00;314,14;24,43;0,00;0,00;
0,00;0,00;312,64;-0,05;0,00;0,00;
0,00;0,00;308,94;-0,22;0,00;0,00;
0,00;0,00;304,21;-0,09;0,00;0,00;
0,00;0,00;299,38;-0,09;0,00;0,00;
0,00;0,00;294,58;-0,09;0,00;0,00;
0,00;0,00;289,78;-0,04;0,00;0,00;
0,00;0,00;284,98;-0,05;0,00;0,00;
0,00;0,00;280,18;-0,05;0,00;0,00;
0,00;0,00;275,38;-0,04;0,00;0,00;
0,00;0,00;270,58;-0,04;0,00;0,00;
