58470;02.09.21 16:55:14;22;Avvicinamento pre-pressata pressata Fuori Ingombro;position > max position (10);20210902143103P0009;
0,00;0,00;154,95;0,08;0,00;0,00;
0,00;0,00;157,04;0,23;0,00;0,00;
0,00;0,00;158,82;0,23;0,00;0,00;
0,00;0,00;160,25;0,16;0,00;0,00;
0,00;0,00;161,30;0,08;0,00;0,00;
0,00;0,00;161,97;0,08;0,00;0,00;
0,00;0,00;162,28;0,08;0,00;0,00;
0,00;0,00;162,35;0,08;0,00;0,00;
0,00;0,00;162,37;0,08;0,00;0,00;
0,00;0,00;162,44;0,30;0,00;0,00;
0,00;0,00;162,59;0,23;0,00;0,00;
0,00;0,00;162,73;0,23;0,00;0,00;
0,00;0,00;162,90;0,23;0,00;0,00;
0,00;0,00;163,06;0,23;0,00;0,00;
0,00;0,00;163,22;0,23;0,00;0,00;
0,00;0,00;163,38;0,23;0,00;0,00;
0,00;0,00;163,54;0,23;0,00;0,00;
0,00;0,00;163,70;0,23;0,00;0,00;
0,00;0,00;163,86;0,23;0,00;0,00;
0,00;0,00;164,02;0,23;0,00;0,00;
0,00;0,00;164,18;0,23;0,00;0,00;
0,00;0,00;164,34;0,23;0,00;0,00;
0,00;0,00;164,50;0,23;0,00;0,00;
0,00;0,00;164,66;0,37;0,00;0,00;
0,00;0,00;164,82;1,82;0,00;0,00;
0,00;0,00;164,97;3,27;0,00;0,00;
0,00;0,00;165,13;5,17;0,00;0,00;
0,00;0,00;165,29;5,70;0,00;0,00;
0,00;0,00;165,45;5,70;0,00;0,00;
0,00;0,00;165,62;5,70;0,00;0,00;
0,00;0,00;165,78;5,70;0,00;0,00;
0,00;0,00;165,94;5,54;0,00;0,00;
0,00;0,00;166,10;5,62;0,00;0,00;
0,00;0,00;166,26;5,47;0,00;0,00;
0,00;0,00;166,42;5,62;0,00;0,00;
0,00;0,00;166,58;5,70;0,00;0,00;
0,00;0,00;166,74;5,70;0,00;0,00;
0,00;0,00;166,90;5,70;0,00;0,00;
0,00;0,00;167,06;5,70;0,00;0,00;
0,00;0,00;167,22;5,78;0,00;0,00;
0,00;0,00;167,38;5,78;0,00;0,00;
0,00;0,00;167,54;5,70;0,00;0,00;
0,00;0,00;167,70;5,78;0,00;0,00;
0,00;0,00;167,86;5,78;0,00;0,00;
0,00;0,00;168,02;5,86;0,00;0,00;
0,00;0,00;168,18;5,86;0,00;0,00;
0,00;0,00;168,34;6,01;0,00;0,00;
0,00;0,00;168,50;5,93;0,00;0,00;
0,00;0,00;168,66;5,93;0,00;0,00;
0,00;0,00;168,82;6,01;0,00;0,00;
0,00;0,00;168,98;6,01;0,00;0,00;
0,00;0,00;169,14;6,01;0,00;0,00;
0,00;0,00;169,30;6,31;0,00;0,00;
0,00;0,00;169,46;6,31;0,00;0,00;
0,00;0,00;169,62;6,31;0,00;0,00;
0,00;0,00;169,78;6,46;0,00;0,00;
0,00;0,00;169,94;6,62;0,00;0,00;
0,00;0,00;170,10;6,62;0,00;0,00;
0,00;0,00;170,26;6,62;0,00;0,00;
0,00;0,00;170,42;6,78;0,00;0,00;
0,00;0,00;170,58;6,93;0,00;0,00;
0,00;0,00;170,74;6,93;0,00;0,00;
0,00;0,00;170,90;6,99;0,00;0,00;
0,00;0,00;171,06;7,23;0,00;0,00;
0,00;0,00;171,22;7,23;0,00;0,00;
0,00;0,00;171,38;7,38;0,00;0,00;
0,00;0,00;171,54;7,54;0,00;0,00;
0,00;0,00;171,70;7,60;0,00;0,00;
0,00;0,00;171,86;7,76;0,00;0,00;
0,00;0,00;172,02;7,83;0,00;0,00;
0,00;0,00;172,18;7,99;0,00;0,00;
0,00;0,00;172,34;8,15;0,00;0,00;
0,00;0,00;172,50;8,29;0,00;0,00;
0,00;0,00;172,66;8,44;0,00;0,00;
0,00;0,00;172,82;8,52;0,00;0,00;
0,00;0,00;172,98;8,60;0,00;0,00;
0,00;0,00;173,14;8,75;0,00;0,00;
0,00;0,00;173,30;8,75;0,00;0,00;
0,00;0,00;173,46;8,97;0,00;0,00;
0,00;0,00;173,62;9,05;0,00;0,00;
0,00;0,00;173,78;9,05;0,00;0,00;
0,00;0,00;173,94;9,13;0,00;0,00;
0,00;0,00;174,10;9,28;0,00;0,00;
0,00;0,00;174,26;9,36;0,00;0,00;
0,00;0,00;174,42;9,36;0,00;0,00;
0,00;0,00;174,43;7,30;0,00;0,00;
0,00;0,00;174,46;8,44;0,00;0,00;
0,00;0,00;174,46;8,07;0,00;0,00;
0,00;0,00;174,46;7,83;0,00;0,00;
0,00;0,00;174,46;7,83;0,00;0,00;
0,00;0,00;174,45;7,76;0,00;0,00;
0,00;0,00;174,45;7,60;0,00;0,00;
0,00;0,00;174,45;7,54;0,00;0,00;
0,00;0,00;174,45;7,54;0,00;0,00;
0,00;0,00;174,45;7,46;0,00;0,00;
0,00;0,00;174,45;7,30;0,00;0,00;
0,00;0,00;174,45;7,38;0,00;0,00;
0,00;0,00;174,45;7,30;0,00;0,00;
0,00;0,00;174,45;7,23;0,00;0,00;
