956;13.12.19 11:07:17;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force > max. force (8);20191213105841;
0,00;0,00;171,66;2,06;0,00;0,00;
0,00;0,00;171,82;2,15;0,00;0,00;
0,00;0,00;171,98;2,19;0,00;0,00;
0,00;0,00;172,15;2,23;0,00;0,00;
0,00;0,00;172,31;2,26;0,00;0,00;
0,00;0,00;172,47;2,33;0,00;0,00;
0,00;0,00;172,63;2,37;0,00;0,00;
0,00;0,00;172,79;2,41;0,00;0,00;
0,00;0,00;172,95;2,44;0,00;0,00;
0,00;0,00;173,11;2,51;0,00;0,00;
0,00;0,00;173,27;2,60;0,00;0,00;
0,00;0,00;173,43;2,60;0,00;0,00;
0,00;0,00;173,59;2,69;0,00;0,00;
0,00;0,00;173,75;2,69;0,00;0,00;
0,00;0,00;173,91;2,73;0,00;0,00;
0,00;0,00;174,07;2,82;0,00;0,00;
0,00;0,00;174,23;2,82;0,00;0,00;
0,00;0,00;174,39;2,87;0,00;0,00;
0,00;0,00;174,55;2,96;0,00;0,00;
0,00;0,00;174,71;2,96;0,00;0,00;
0,00;0,00;174,87;2,96;0,00;0,00;
0,00;0,00;175,03;3,05;0,00;0,00;
0,00;0,00;175,19;3,05;0,00;0,00;
0,00;0,00;175,34;5,55;0,00;0,00;
0,00;0,00;175,46;9,87;0,00;0,00;
0,00;0,00;175,53;12,94;0,00;0,00;
0,00;0,00;175,55;13,44;0,00;0,00;
0,00;0,00;175,56;13,92;0,00;0,00;
0,00;0,00;175,57;14,23;0,00;0,00;
0,00;0,00;175,58;14,48;0,00;0,00;
0,00;0,00;175,58;14,61;0,00;0,00;
0,00;0,00;175,59;14,77;0,00;0,00;
0,00;0,00;175,59;14,95;0,00;0,00;
0,00;0,00;175,60;15,09;0,00;0,00;
0,00;0,00;175,60;15,20;0,00;0,00;
0,00;0,00;175,60;15,34;0,00;0,00;
0,00;0,00;175,61;15,43;0,00;0,00;
0,00;0,00;175,61;15,52;0,00;0,00;
0,00;0,00;175,61;15,61;0,00;0,00;
