34917;16.04.21 08:21:16;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force < min. force (9);20210415163004P0045;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;74,20;-0,08;0,00;0,00;
0,00;0,00;74,25;0,14;0,00;0,00;
0,00;0,00;74,71;0,14;0,00;0,00;
0,00;0,00;75,48;0,14;0,00;0,00;
0,00;0,00;76,63;0,14;0,00;0,00;
0,00;0,00;78,18;0,14;0,00;0,00;
0,00;0,00;80,10;0,14;0,00;0,00;
0,00;0,00;82,40;0,30;0,00;0,00;
0,00;0,00;84,74;0,06;0,00;0,00;
0,00;0,00;91,94;0,06;0,00;0,00;
0,00;0,00;99,15;0,06;0,00;0,00;
0,00;0,00;101,54;0,06;0,00;0,00;
0,00;0,00;106,35;0,06;0,00;0,00;
0,00;0,00;108,75;0,06;0,00;0,00;
0,00;0,00;113,54;0,06;0,00;0,00;
0,00;0,00;115,95;-0,08;0,00;0,00;
0,00;0,00;118,35;0,14;0,00;0,00;
0,00;0,00;125,54;0,06;0,00;0,00;
0,00;0,00;139,95;-0,08;0,00;0,00;
0,00;0,00;142,35;0,06;0,00;0,00;
0,00;0,00;149,54;0,06;0,00;0,00;
0,00;0,00;161,54;0,06;0,00;0,00;
0,00;0,00;178,35;0,06;0,00;0,00;
0,00;0,00;180,74;0,06;0,00;0,00;
0,00;0,00;183,15;0,06;0,00;0,00;
0,00;0,00;187,27;-0,09;0,00;0,00;
0,00;0,00;188,81;-0,02;0,00;0,00;
0,00;0,00;189,96;0,06;0,00;0,00;
0,00;0,00;190,72;-0,08;0,00;0,00;
0,00;0,00;191,32;-0,08;0,00;0,00;
0,00;0,00;193,85;0,06;0,00;0,00;
0,00;0,00;195,06;-0,39;0,00;0,00;
0,00;0,00;194,53;-0,31;0,00;0,00;
0,00;0,00;193,79;-0,08;0,00;0,00;
0,00;0,00;193,43;-0,23;0,00;0,00;
0,00;0,00;193,27;-0,31;0,00;0,00;
0,00;0,00;193,19;-0,31;0,00;0,00;
0,00;0,00;193,19;-0,31;0,00;0,00;
0,00;0,00;193,89;0,06;0,00;0,00;
0,00;0,00;194,21;0,06;0,00;0,00;
0,00;0,00;196,29;0,06;0,00;0,00;
0,00;0,00;196,77;0,06;0,00;0,00;
0,00;0,00;198,53;0,06;0,00;0,00;
0,00;0,00;199,33;0,06;0,00;0,00;
0,00;0,00;199,49;0,06;0,00;0,00;
0,00;0,00;200,45;0,06;0,00;0,00;
0,00;0,00;201,09;0,06;0,00;0,00;
0,00;0,00;201,41;0,06;0,00;0,00;
0,00;0,00;201,73;0,06;0,00;0,00;
0,00;0,00;204,29;0,06;0,00;0,00;
0,00;0,00;204,93;0,06;0,00;0,00;
0,00;0,00;206,21;0,06;0,00;0,00;
0,00;0,00;206,37;0,14;0,00;0,00;
0,00;0,00;206,53;0,06;0,00;0,00;
0,00;0,00;206,55;0,06;0,00;0,00;
0,00;0,00;206,55;0,06;0,00;0,00;
0,00;0,00;206,55;0,06;0,00;0,00;
