34914;15.04.21 17:09:53;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force > max. force (8);20210415163004P0009;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;74,16;0,31;0,00;0,00;
0,00;0,00;74,61;0,23;0,00;0,00;
0,00;0,00;75,38;0,23;0,00;0,00;
0,00;0,00;76,53;0,39;0,00;0,00;
0,00;0,00;78,08;0,37;0,00;0,00;
0,00;0,00;80,00;0,23;0,00;0,00;
0,00;0,00;82,30;0,30;0,00;0,00;
0,00;0,00;84,63;0,31;0,00;0,00;
0,00;0,00;87,03;0,16;0,00;0,00;
0,00;0,00;89,44;0,16;0,00;0,00;
0,00;0,00;91,84;0,16;0,00;0,00;
0,00;0,00;94,25;0,16;0,00;0,00;
0,00;0,00;96,64;0,23;0,00;0,00;
0,00;0,00;99,05;0,16;0,00;0,00;
0,00;0,00;101,44;0,31;0,00;0,00;
0,00;0,00;103,85;0,23;0,00;0,00;
0,00;0,00;106,25;0,23;0,00;0,00;
0,00;0,00;108,64;0,16;0,00;0,00;
0,00;0,00;111,05;0,23;0,00;0,00;
0,00;0,00;113,45;0,31;0,00;0,00;
0,00;0,00;115,85;0,16;0,00;0,00;
0,00;0,00;118,25;0,16;0,00;0,00;
0,00;0,00;120,64;0,16;0,00;0,00;
0,00;0,00;123,05;0,23;0,00;0,00;
0,00;0,00;125,45;0,16;0,00;0,00;
0,00;0,00;127,85;0,16;0,00;0,00;
0,00;0,00;130,25;0,16;0,00;0,00;
0,00;0,00;132,64;0,16;0,00;0,00;
0,00;0,00;135,05;0,16;0,00;0,00;
0,00;0,00;137,45;0,16;0,00;0,00;
0,00;0,00;139,85;0,16;0,00;0,00;
0,00;0,00;142,25;0,16;0,00;0,00;
0,00;0,00;144,64;0,16;0,00;0,00;
0,00;0,00;147,05;0,23;0,00;0,00;
0,00;0,00;149,45;0,16;0,00;0,00;
0,00;0,00;151,85;0,16;0,00;0,00;
0,00;0,00;154,25;0,23;0,00;0,00;
0,00;0,00;156,64;0,23;0,00;0,00;
0,00;0,00;159,05;0,23;0,00;0,00;
0,00;0,00;161,45;0,23;0,00;0,00;
0,00;0,00;163,85;0,16;0,00;0,00;
0,00;0,00;166,25;0,16;0,00;0,00;
0,00;0,00;168,54;0,08;0,00;0,00;
0,00;0,00;170,44;0,16;0,00;0,00;
0,00;0,00;172,04;0,08;0,00;0,00;
0,00;0,00;173,24;0,16;0,00;0,00;
0,00;0,00;174,05;0,16;0,00;0,00;
0,00;0,00;174,48;0,08;0,00;0,00;
0,00;0,00;174,58;0,16;0,00;0,00;
0,00;0,00;174,62;0,16;0,00;0,00;
0,00;0,00;174,66;0,23;0,00;0,00;
0,00;0,00;174,82;0,16;0,00;0,00;
0,00;0,00;174,96;0,16;0,00;0,00;
0,00;0,00;175,13;0,16;0,00;0,00;
0,00;0,00;175,29;0,16;0,00;0,00;
0,00;0,00;175,45;0,16;0,00;0,00;
0,00;0,00;175,61;0,16;0,00;0,00;
0,00;0,00;175,77;0,16;0,00;0,00;
0,00;0,00;175,93;0,16;0,00;0,00;
0,00;0,00;176,09;0,16;0,00;0,00;
0,00;0,00;176,25;0,16;0,00;0,00;
0,00;0,00;176,41;0,16;0,00;0,00;
0,00;0,00;176,57;0,16;0,00;0,00;
0,00;0,00;176,73;0,16;0,00;0,00;
0,00;0,00;176,89;0,16;0,00;0,00;
0,00;0,00;177,05;0,16;0,00;0,00;
0,00;0,00;177,21;0,16;0,00;0,00;
0,00;0,00;177,37;0,16;0,00;0,00;
0,00;0,00;177,53;0,16;0,00;0,00;
0,00;0,00;177,69;0,16;0,00;0,00;
0,00;0,00;177,85;0,47;0,00;0,00;
0,00;0,00;178,01;0,76;0,00;0,00;
0,00;0,00;178,17;1,29;0,00;0,00;
0,00;0,00;178,33;1,90;0,00;0,00;
0,00;0,00;178,49;2,59;0,00;0,00;
0,00;0,00;178,65;3,05;0,00;0,00;
0,00;0,00;178,81;4,19;0,00;0,00;
0,00;0,00;178,96;5,56;0,00;0,00;
0,00;0,00;179,12;5,86;0,00;0,00;
0,00;0,00;179,29;5,78;0,00;0,00;
0,00;0,00;179,45;5,64;0,00;0,00;
0,00;0,00;179,61;6,25;0,00;0,00;
0,00;0,00;179,77;6,62;0,00;0,00;
0,00;0,00;179,93;6,93;0,00;0,00;
0,00;0,00;180,09;7,38;0,00;0,00;
0,00;0,00;180,25;7,77;0,00;0,00;
0,00;0,00;180,41;7,77;0,00;0,00;
0,00;0,00;180,57;7,91;0,00;0,00;
0,00;0,00;180,73;7,83;0,00;0,00;
0,00;0,00;180,89;7,91;0,00;0,00;
0,00;0,00;181,05;8,07;0,00;0,00;
0,00;0,00;181,06;6,32;0,00;0,00;
0,00;0,00;181,08;7,38;0,00;0,00;
0,00;0,00;181,09;7,16;0,00;0,00;
0,00;0,00;181,09;6,93;0,00;0,00;
0,00;0,00;181,09;6,85;0,00;0,00;
0,00;0,00;181,08;6,78;0,00;0,00;
0,00;0,00;181,08;6,78;0,00;0,00;
0,00;0,00;181,08;6,56;0,00;0,00;
0,00;0,00;181,08;6,56;0,00;0,00;
0,00;0,00;181,08;6,56;0,00;0,00;
0,00;0,00;181,08;6,48;0,00;0,00;
0,00;0,00;181,08;6,40;0,00;0,00;
0,00;0,00;181,08;6,25;0,00;0,00;
0,00;0,00;181,08;6,32;0,00;0,00;
