76719;08.09.21 16:43:55;10;Repair_strategy;force > max. force (8);20210908093631P0050;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;42,17;0,27;0,00;0,00;
0,00;0,00;42,96;0,25;0,00;0,00;
0,00;0,00;44,24;0,25;0,00;0,00;
0,00;0,00;46,03;0,27;0,00;0,00;
0,00;0,00;48,33;0,25;0,00;0,00;
0,00;0,00;51,15;0,25;0,00;0,00;
0,00;0,00;54,31;0,13;0,00;0,00;
0,00;0,00;57,43;0,16;0,00;0,00;
0,00;0,00;60,64;0,25;0,00;0,00;
0,00;0,00;63,85;0,18;0,00;0,00;
0,00;0,00;67,05;0,18;0,00;0,00;
0,00;0,00;70,25;0,18;0,00;0,00;
0,00;0,00;73,45;0,16;0,00;0,00;
0,00;0,00;76,65;0,18;0,00;0,00;
0,00;0,00;79,85;0,18;0,00;0,00;
0,00;0,00;83,05;0,13;0,00;0,00;
0,00;0,00;86,25;0,18;0,00;0,00;
0,00;0,00;89,45;0,16;0,00;0,00;
0,00;0,00;92,65;0,20;0,00;0,00;
0,00;0,00;95,85;0,13;0,00;0,00;
0,00;0,00;99,05;0,16;0,00;0,00;
0,00;0,00;102,25;0,16;0,00;0,00;
0,00;0,00;105,45;0,20;0,00;0,00;
0,00;0,00;108,65;0,16;0,00;0,00;
0,00;0,00;111,85;0,16;0,00;0,00;
0,00;0,00;115,05;0,13;0,00;0,00;
0,00;0,00;118,25;0,18;0,00;0,00;
0,00;0,00;121,45;0,18;0,00;0,00;
0,00;0,00;124,65;0,20;0,00;0,00;
0,00;0,00;127,85;0,16;0,00;0,00;
0,00;0,00;131,05;0,18;0,00;0,00;
0,00;0,00;134,25;0,18;0,00;0,00;
0,00;0,00;137,45;0,16;0,00;0,00;
0,00;0,00;140,65;0,18;0,00;0,00;
0,00;0,00;143,85;0,16;0,00;0,00;
0,00;0,00;147,05;0,16;0,00;0,00;
0,00;0,00;150,14;0,05;0,00;0,00;
0,00;0,00;152,70;0,09;0,00;0,00;
0,00;0,00;154,84;0,09;0,00;0,00;
0,00;0,00;156,48;0,09;0,00;0,00;
0,00;0,00;157,61;0,07;0,00;0,00;
0,00;0,00;158,23;0,05;0,00;0,00;
0,00;0,00;158,40;0,12;0,00;0,00;
0,00;0,00;158,45;0,07;0,00;0,00;
0,00;0,00;158,45;0,05;0,00;0,00;
0,00;0,00;158,51;0,16;0,00;0,00;
0,00;0,00;158,66;0,12;0,00;0,00;
0,00;0,00;158,81;0,09;0,00;0,00;
0,00;0,00;158,98;0,12;0,00;0,00;
0,00;0,00;159,14;0,09;0,00;0,00;
0,00;0,00;159,30;0,09;0,00;0,00;
0,00;0,00;159,46;0,14;0,00;0,00;
0,00;0,00;159,62;0,14;0,00;0,00;
0,00;0,00;159,78;0,12;0,00;0,00;
0,00;0,00;159,94;0,14;0,00;0,00;
0,00;0,00;160,10;0,12;0,00;0,00;
0,00;0,00;160,26;0,12;0,00;0,00;
0,00;0,00;160,42;0,23;0,00;0,00;
0,00;0,00;160,58;0,32;0,00;0,00;
0,00;0,00;160,74;1,00;0,00;0,00;
0,00;0,00;160,88;4,36;0,00;0,00;
0,00;0,00;161,00;8,23;0,00;0,00;
0,00;0,00;161,13;12,62;0,00;0,00;
0,00;0,00;161,26;17,50;0,00;0,00;
0,00;0,00;161,39;22,40;0,00;0,00;
0,00;0,00;161,42;23,74;0,00;0,00;
0,00;0,00;161,44;24,67;0,00;0,00;
0,00;0,00;161,47;25,46;0,00;0,00;
0,00;0,00;161,49;26,18;0,00;0,00;
0,00;0,00;161,50;26,59;0,00;0,00;
0,00;0,00;161,51;26,86;0,00;0,00;
0,00;0,00;161,52;27,16;0,00;0,00;
0,00;0,00;161,53;27,43;0,00;0,00;
0,00;0,00;161,54;27,68;0,00;0,00;
0,00;0,00;161,55;27,97;0,00;0,00;
0,00;0,00;161,55;28,17;0,00;0,00;
0,00;0,00;161,56;28,27;0,00;0,00;
0,00;0,00;161,56;28,33;0,00;0,00;
