45335;11.06.21 12:05:08;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force > max. force (8);20210611111908P0009;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;171,20;-0,23;0,00;0,00;
0,00;0,00;171,26;0,14;0,00;0,00;
0,00;0,00;172,08;-0,16;0,00;0,00;
0,00;0,00;172,11;-0,02;0,00;0,00;
0,00;0,00;172,20;-0,08;0,00;0,00;
0,00;0,00;172,31;-0,08;0,00;0,00;
0,00;0,00;172,77;-0,08;0,00;0,00;
0,00;0,00;177,89;0,14;0,00;0,00;
0,00;0,00;178,05;0,45;0,00;0,00;
0,00;0,00;178,21;1,21;0,00;0,00;
0,00;0,00;178,37;2,04;0,00;0,00;
0,00;0,00;178,50;2,88;0,00;0,00;
0,00;0,00;178,49;2,73;0,00;0,00;
0,00;0,00;178,44;1,14;0,00;0,00;
0,00;0,00;177,99;-0,31;0,00;0,00;
0,00;0,00;177,24;-0,23;0,00;0,00;
0,00;0,00;176,81;-0,31;0,00;0,00;
0,00;0,00;176,59;-0,31;0,00;0,00;
0,00;0,00;176,50;-0,31;0,00;0,00;
0,00;0,00;176,49;-0,31;0,00;0,00;
0,00;0,00;176,50;-0,23;0,00;0,00;
0,00;0,00;178,43;0,75;0,00;0,00;
0,00;0,00;178,58;3,49;0,00;0,00;
0,00;0,00;178,74;4,78;0,00;0,00;
0,00;0,00;178,90;6,23;0,00;0,00;
0,00;0,00;179,06;7,45;0,00;0,00;
0,00;0,00;179,22;9,05;0,00;0,00;
0,00;0,00;179,38;10,19;0,00;0,00;
0,00;0,00;179,54;11,63;0,00;0,00;
0,00;0,00;179,70;13,16;0,00;0,00;
0,00;0,00;179,86;14,67;0,00;0,00;
0,00;0,00;180,02;16,20;0,00;0,00;
0,00;0,00;180,18;17,49;0,00;0,00;
0,00;0,00;180,34;18,94;0,00;0,00;
0,00;0,00;180,50;20,15;0,00;0,00;
0,00;0,00;180,66;21,37;0,00;0,00;
0,00;0,00;180,82;22,52;0,00;0,00;
0,00;0,00;180,98;23,58;0,00;0,00;
0,00;0,00;181,14;24,73;0,00;0,00;
0,00;0,00;181,30;25,26;0,00;0,00;
0,00;0,00;181,46;25,71;0,00;0,00;
0,00;0,00;181,62;26,24;0,00;0,00;
0,00;0,00;181,78;26,85;0,00;0,00;
0,00;0,00;181,95;27,62;0,00;0,00;
0,00;0,00;182,10;28,00;0,00;0,00;
0,00;0,00;182,27;28,32;0,00;0,00;
0,00;0,00;182,42;29,30;0,00;0,00;
0,00;0,00;182,58;29,83;0,00;0,00;
0,00;0,00;182,74;29,98;0,00;0,00;
0,00;0,00;182,73;28,22;0,00;0,00;
0,00;0,00;182,74;30,43;0,00;0,00;
0,00;0,00;182,74;30,20;0,00;0,00;
