18518;01.04.21 11:16:10;22;Avvicinamento pre-pressata pressata Fuori Ingombro;start interrupted (14);20210401085146P0003;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;66,05;0,03;0,00;0,00;
0,00;0,00;66,59;0,01;0,00;0,00;
0,00;0,00;67,63;0,01;0,00;0,00;
0,00;0,00;69,18;0,04;0,00;0,00;
0,00;0,00;71,24;0,03;0,00;0,00;
0,00;0,00;73,82;0,01;0,00;0,00;
0,00;0,00;76,90;0,04;0,00;0,00;
0,00;0,00;80,38;0,01;0,00;0,00;
0,00;0,00;83,89;0,01;0,00;0,00;
0,00;0,00;87,41;0,02;0,00;0,00;
0,00;0,00;90,93;0,03;0,00;0,00;
0,00;0,00;94,45;0,01;0,00;0,00;
0,00;0,00;97,97;0,01;0,00;0,00;
0,00;0,00;101,49;0,01;0,00;0,00;
0,00;0,00;104,89;-0,01;0,00;0,00;
0,00;0,00;110,26;-0,01;0,00;0,00;
0,00;0,00;112,19;-0,01;0,00;0,00;
0,00;0,00;113,62;-0,01;0,00;0,00;
0,00;0,00;114,54;-0,02;0,00;0,00;
0,00;0,00;114,96;-0,03;0,00;0,00;
0,00;0,00;115,01;-0,01;0,00;0,00;
0,00;0,00;115,02;-0,01;0,00;0,00;
0,00;0,00;117,26;-0,01;0,00;0,00;
0,00;0,00;118,60;-0,01;0,00;0,00;
0,00;0,00;121,51;-0,01;0,00;0,00;
0,00;0,00;121,74;-0,03;0,00;0,00;
0,00;0,00;120,95;-0,03;0,00;0,00;
0,00;0,00;120,29;-0,01;0,00;0,00;
0,00;0,00;120,01;0,01;0,00;0,00;
0,00;0,00;119,99;-0,01;0,00;0,00;
0,00;0,00;119,99;-0,01;0,00;0,00;
0,00;0,00;120,09;0,01;0,00;0,00;
0,00;0,00;122,79;0,04;0,00;0,00;
0,00;0,00;122,90;0,10;0,00;0,00;
0,00;0,00;123,01;0,15;0,00;0,00;
0,00;0,00;123,12;0,18;0,00;0,00;
0,00;0,00;123,24;0,22;0,00;0,00;
0,00;0,00;123,35;0,26;0,00;0,00;
0,00;0,00;123,46;0,29;0,00;0,00;
0,00;0,00;123,57;0,32;0,00;0,00;
0,00;0,00;123,68;0,35;0,00;0,00;
0,00;0,00;123,80;0,38;0,00;0,00;
0,00;0,00;123,91;0,41;0,00;0,00;
0,00;0,00;124,02;0,43;0,00;0,00;
0,00;0,00;124,13;0,46;0,00;0,00;
0,00;0,00;124,24;0,48;0,00;0,00;
0,00;0,00;124,36;0,50;0,00;0,00;
0,00;0,00;124,47;0,53;0,00;0,00;
0,00;0,00;124,58;0,53;0,00;0,00;
0,00;0,00;124,69;0,56;0,00;0,00;
0,00;0,00;124,81;0,58;0,00;0,00;
0,00;0,00;124,92;0,58;0,00;0,00;
0,00;0,00;125,03;0,61;0,00;0,00;
0,00;0,00;125,14;0,64;0,00;0,00;
0,00;0,00;125,25;0,65;0,00;0,00;
0,00;0,00;125,36;0,71;0,00;0,00;
0,00;0,00;125,47;0,85;0,00;0,00;
0,00;0,00;125,59;0,85;0,00;0,00;
0,00;0,00;125,70;0,82;0,00;0,00;
0,00;0,00;125,81;0,80;0,00;0,00;
0,00;0,00;125,93;0,80;0,00;0,00;
0,00;0,00;126,04;0,79;0,00;0,00;
0,00;0,00;126,15;0,77;0,00;0,00;
