22858;07.07.21 08:57:14;21;Avvicinamento Pressata Finale;force > max. force (8);20210707073932P0008;
0,00;0,00;294,64;0,04;0,00;0,00;
0,00;0,00;294,96;0,04;0,00;0,00;
0,00;0,00;295,28;0,04;0,00;0,00;
0,00;0,00;295,60;0,04;0,00;0,00;
0,00;0,00;295,92;0,04;0,00;0,00;
0,00;0,00;296,24;0,04;0,00;0,00;
0,00;0,00;296,56;0,04;0,00;0,00;
0,00;0,00;296,88;0,04;0,00;0,00;
0,00;0,00;297,20;0,04;0,00;0,00;
0,00;0,00;297,52;0,04;0,00;0,00;
0,00;0,00;297,84;0,18;0,00;0,00;
0,00;0,00;298,16;0,22;0,00;0,00;
0,00;0,00;298,48;0,26;0,00;0,00;
0,00;0,00;298,80;0,30;0,00;0,00;
0,00;0,00;299,12;0,22;0,00;0,00;
0,00;0,00;299,44;0,22;0,00;0,00;
0,00;0,00;299,76;0,22;0,00;0,00;
0,00;0,00;300,08;1,17;0,00;0,00;
0,00;0,00;300,39;1,65;0,00;0,00;
0,00;0,00;300,72;1,79;0,00;0,00;
0,00;0,00;301,04;1,79;0,00;0,00;
0,00;0,00;301,36;1,96;0,00;0,00;
0,00;0,00;301,68;2,05;0,00;0,00;
0,00;0,00;302,00;2,35;0,00;0,00;
0,00;0,00;302,32;2,21;0,00;0,00;
0,00;0,00;302,64;2,48;0,00;0,00;
0,00;0,00;302,96;2,48;0,00;0,00;
0,00;0,00;303,28;2,66;0,00;0,00;
0,00;0,00;303,60;2,74;0,00;0,00;
0,00;0,00;303,91;3,01;0,00;0,00;
0,00;0,00;304,24;3,09;0,00;0,00;
0,00;0,00;304,55;3,43;0,00;0,00;
0,00;0,00;304,88;3,61;0,00;0,00;
0,00;0,00;305,20;3,78;0,00;0,00;
0,00;0,00;305,52;3,87;0,00;0,00;
0,00;0,00;305,84;4,05;0,00;0,00;
0,00;0,00;306,16;4,14;0,00;0,00;
0,00;0,00;306,48;4,26;0,00;0,00;
0,00;0,00;306,80;4,44;0,00;0,00;
0,00;0,00;307,12;4,61;0,00;0,00;
0,00;0,00;307,44;4,74;0,00;0,00;
0,00;0,00;307,76;4,83;0,00;0,00;
0,00;0,00;308,07;4,95;0,00;0,00;
0,00;0,00;308,40;5,13;0,00;0,00;
0,00;0,00;308,72;5,13;0,00;0,00;
0,00;0,00;309,04;5,35;0,00;0,00;
0,00;0,00;309,36;5,52;0,00;0,00;
0,00;0,00;309,67;5,70;0,00;0,00;
0,00;0,00;310,00;5,83;0,00;0,00;
0,00;0,00;310,32;5,91;0,00;0,00;
0,00;0,00;310,64;5,91;0,00;0,00;
0,00;0,00;310,96;6,05;0,00;0,00;
0,00;0,00;311,28;6,14;0,00;0,00;
0,00;0,00;311,60;6,26;0,00;0,00;
0,00;0,00;311,92;6,40;0,00;0,00;
0,00;0,00;312,23;6,56;0,00;0,00;
0,00;0,00;312,56;6,65;0,00;0,00;
0,00;0,00;312,88;6,87;0,00;0,00;
0,00;0,00;313,20;7,04;0,00;0,00;
0,00;0,00;313,52;7,13;0,00;0,00;
0,00;0,00;313,84;7,92;0,00;0,00;
0,00;0,00;314,10;21,78;0,00;0,00;
0,00;0,00;314,23;30,44;0,00;0,00;
0,00;0,00;314,25;31,49;0,00;0,00;
0,00;0,00;314,27;32,75;0,00;0,00;
0,00;0,00;314,27;33,01;0,00;0,00;
0,00;0,00;314,28;33,35;0,00;0,00;
0,00;0,00;314,29;33,97;0,00;0,00;
0,00;0,00;314,29;34,18;0,00;0,00;
