25612;06.08.21 17:41:24;21;Avvicinamento Pressata Finale;force > max. force (8);20210802091038P0003;
0,00;0,00;154,44;0,04;0,00;0,00;
0,00;0,00;154,76;0,04;0,00;0,00;
0,00;0,00;155,08;0,08;0,00;0,00;
0,00;0,00;155,40;0,08;0,00;0,00;
0,00;0,00;155,72;0,08;0,00;0,00;
0,00;0,00;156,04;0,04;0,00;0,00;
0,00;0,00;156,36;0,04;0,00;0,00;
0,00;0,00;156,68;0,04;0,00;0,00;
0,00;0,00;157,32;0,12;0,00;0,00;
0,00;0,00;157,64;0,04;0,00;0,00;
0,00;0,00;158,28;0,08;0,00;0,00;
0,00;0,00;158,92;0,04;0,00;0,00;
0,00;0,00;159,24;0,04;0,00;0,00;
0,00;0,00;160,20;0,12;0,00;0,00;
0,00;0,00;160,52;0,08;0,00;0,00;
0,00;0,00;161,16;0,04;0,00;0,00;
0,00;0,00;161,80;0,04;0,00;0,00;
0,00;0,00;162,12;0,04;0,00;0,00;
0,00;0,00;162,44;0,04;0,00;0,00;
0,00;0,00;162,76;0,04;0,00;0,00;
0,00;0,00;163,40;0,04;0,00;0,00;
0,00;0,00;163,72;0,04;0,00;0,00;
0,00;0,00;164,04;0,12;0,00;0,00;
0,00;0,00;164,36;0,04;0,00;0,00;
0,00;0,00;164,68;0,04;0,00;0,00;
0,00;0,00;165,64;0,04;0,00;0,00;
0,00;0,00;165,96;0,04;0,00;0,00;
0,00;0,00;166,28;0,04;0,00;0,00;
0,00;0,00;166,60;0,08;0,00;0,00;
0,00;0,00;167,88;0,08;0,00;0,00;
0,00;0,00;168,20;0,04;0,00;0,00;
0,00;0,00;168,84;0,04;0,00;0,00;
0,00;0,00;169,16;0,04;0,00;0,00;
0,00;0,00;169,48;0,08;0,00;0,00;
0,00;0,00;170,44;0,04;0,00;0,00;
0,00;0,00;171,08;0,04;0,00;0,00;
0,00;0,00;171,40;0,04;0,00;0,00;
0,00;0,00;171,72;0,04;0,00;0,00;
0,00;0,00;172,68;0,04;0,00;0,00;
0,00;0,00;173,00;0,04;0,00;0,00;
0,00;0,00;173,32;0,08;0,00;0,00;
0,00;0,00;173,64;0,04;0,00;0,00;
0,00;0,00;174,28;0,12;0,00;0,00;
0,00;0,00;174,60;0,08;0,00;0,00;
0,00;0,00;174,92;0,04;0,00;0,00;
0,00;0,00;175,24;0,12;0,00;0,00;
0,00;0,00;175,88;0,17;0,00;0,00;
0,00;0,00;176,20;0,17;0,00;0,00;
0,00;0,00;176,52;0,08;0,00;0,00;
0,00;0,00;176,84;0,17;0,00;0,00;
0,00;0,00;177,16;0,12;0,00;0,00;
0,00;0,00;177,48;0,17;0,00;0,00;
0,00;0,00;177,80;0,08;0,00;0,00;
0,00;0,00;178,12;0,17;0,00;0,00;
0,00;0,00;178,44;0,17;0,00;0,00;
0,00;0,00;178,76;0,17;0,00;0,00;
0,00;0,00;179,08;0,17;0,00;0,00;
0,00;0,00;179,40;0,17;0,00;0,00;
0,00;0,00;179,72;0,17;0,00;0,00;
0,00;0,00;180,04;0,17;0,00;0,00;
0,00;0,00;180,36;0,17;0,00;0,00;
0,00;0,00;180,68;0,17;0,00;0,00;
0,00;0,00;181,00;0,17;0,00;0,00;
0,00;0,00;181,32;0,17;0,00;0,00;
0,00;0,00;181,64;0,17;0,00;0,00;
0,00;0,00;181,96;0,17;0,00;0,00;
0,00;0,00;182,28;0,17;0,00;0,00;
0,00;0,00;182,60;0,21;0,00;0,00;
0,00;0,00;182,92;0,35;0,00;0,00;
0,00;0,00;183,24;0,35;0,00;0,00;
0,00;0,00;183,56;0,52;0,00;0,00;
0,00;0,00;183,88;0,52;0,00;0,00;
0,00;0,00;184,20;0,95;0,00;0,00;
0,00;0,00;184,52;1,00;0,00;0,00;
0,00;0,00;184,83;1,52;0,00;0,00;
0,00;0,00;185,15;2,17;0,00;0,00;
0,00;0,00;185,47;2,95;0,00;0,00;
0,00;0,00;185,79;3,69;0,00;0,00;
0,00;0,00;186,11;4,00;0,00;0,00;
0,00;0,00;186,43;4,17;0,00;0,00;
0,00;0,00;186,76;4,35;0,00;0,00;
0,00;0,00;187,08;4,65;0,00;0,00;
0,00;0,00;187,39;5,65;0,00;0,00;
0,00;0,00;187,71;6,17;0,00;0,00;
0,00;0,00;188,03;6,78;0,00;0,00;
0,00;0,00;188,35;7,17;0,00;0,00;
0,00;0,00;188,67;7,65;0,00;0,00;
0,00;0,00;188,99;7,91;0,00;0,00;
0,00;0,00;189,31;8,57;0,00;0,00;
0,00;0,00;189,63;8,91;0,00;0,00;
0,00;0,00;189,95;9,38;0,00;0,00;
0,00;0,00;190,28;9,70;0,00;0,00;
0,00;0,00;190,59;10,13;0,00;0,00;
0,00;0,00;190,91;10,34;0,00;0,00;
0,00;0,00;191,23;10,82;0,00;0,00;
0,00;0,00;191,56;10,78;0,00;0,00;
0,00;0,00;191,88;10,69;0,00;0,00;
0,00;0,00;192,20;10,99;0,00;0,00;
0,00;0,00;192,52;11,08;0,00;0,00;
0,00;0,00;192,84;11,04;0,00;0,00;
0,00;0,00;193,16;10,95;0,00;0,00;
0,00;0,00;193,48;11,26;0,00;0,00;
0,00;0,00;193,80;11,52;0,00;0,00;
0,00;0,00;194,12;11,70;0,00;0,00;
0,00;0,00;194,43;11,95;0,00;0,00;
0,00;0,00;194,75;12,30;0,00;0,00;
0,00;0,00;195,08;12,65;0,00;0,00;
0,00;0,00;195,40;13,08;0,00;0,00;
0,00;0,00;195,72;12,87;0,00;0,00;
0,00;0,00;196,04;12,65;0,00;0,00;
0,00;0,00;196,36;12,99;0,00;0,00;
0,00;0,00;196,68;12,56;0,00;0,00;
0,00;0,00;197,00;12,65;0,00;0,00;
0,00;0,00;197,32;12,09;0,00;0,00;
0,00;0,00;197,64;11,82;0,00;0,00;
0,00;0,00;197,96;11,79;0,00;0,00;
0,00;0,00;198,28;11,47;0,00;0,00;
0,00;0,00;198,60;11,47;0,00;0,00;
0,00;0,00;198,92;11,65;0,00;0,00;
0,00;0,00;199,24;11,43;0,00;0,00;
0,00;0,00;199,56;11,13;0,00;0,00;
0,00;0,00;199,88;11,30;0,00;0,00;
0,00;0,00;200,20;11,43;0,00;0,00;
0,00;0,00;200,52;11,70;0,00;0,00;
0,00;0,00;200,84;11,61;0,00;0,00;
0,00;0,00;201,16;11,91;0,00;0,00;
0,00;0,00;201,48;11,74;0,00;0,00;
0,00;0,00;201,80;11,56;0,00;0,00;
0,00;0,00;202,12;11,65;0,00;0,00;
0,00;0,00;202,44;11,34;0,00;0,00;
0,00;0,00;202,76;10,99;0,00;0,00;
0,00;0,00;203,08;10,91;0,00;0,00;
0,00;0,00;203,40;10,48;0,00;0,00;
0,00;0,00;203,72;10,09;0,00;0,00;
0,00;0,00;204,04;9,61;0,00;0,00;
0,00;0,00;204,36;9,43;0,00;0,00;
0,00;0,00;204,68;9,13;0,00;0,00;
0,00;0,00;205,00;8,96;0,00;0,00;
0,00;0,00;205,32;9,00;0,00;0,00;
0,00;0,00;205,64;8,99;0,00;0,00;
0,00;0,00;205,96;8,99;0,00;0,00;
0,00;0,00;206,28;8,60;0,00;0,00;
0,00;0,00;206,60;8,43;0,00;0,00;
0,00;0,00;206,92;8,25;0,00;0,00;
0,00;0,00;207,24;7,95;0,00;0,00;
0,00;0,00;207,56;7,39;0,00;0,00;
0,00;0,00;207,88;6,56;0,00;0,00;
0,00;0,00;208,21;5,30;0,00;0,00;
0,00;0,00;208,52;5,26;0,00;0,00;
0,00;0,00;208,84;5,26;0,00;0,00;
0,00;0,00;209,16;5,08;0,00;0,00;
0,00;0,00;209,48;5,08;0,00;0,00;
0,00;0,00;209,80;5,00;0,00;0,00;
0,00;0,00;210,12;5,04;0,00;0,00;
0,00;0,00;210,44;5,12;0,00;0,00;
0,00;0,00;210,76;5,12;0,00;0,00;
0,00;0,00;211,08;5,30;0,00;0,00;
0,00;0,00;211,39;5,69;0,00;0,00;
0,00;0,00;211,71;5,99;0,00;0,00;
0,00;0,00;212,04;5,56;0,00;0,00;
0,00;0,00;212,36;5,65;0,00;0,00;
0,00;0,00;212,68;5,86;0,00;0,00;
0,00;0,00;212,99;6,73;0,00;0,00;
0,00;0,00;213,31;6,78;0,00;0,00;
0,00;0,00;213,65;5,56;0,00;0,00;
0,00;0,00;213,96;6,08;0,00;0,00;
0,00;0,00;214,28;5,65;0,00;0,00;
0,00;0,00;214,60;5,65;0,00;0,00;
0,00;0,00;214,92;5,48;0,00;0,00;
0,00;0,00;215,24;5,56;0,00;0,00;
0,00;0,00;215,56;5,83;0,00;0,00;
0,00;0,00;215,88;6,13;0,00;0,00;
0,00;0,00;216,20;6,25;0,00;0,00;
0,00;0,00;216,52;6,04;0,00;0,00;
0,00;0,00;216,84;5,82;0,00;0,00;
0,00;0,00;217,16;5,78;0,00;0,00;
0,00;0,00;217,48;5,78;0,00;0,00;
0,00;0,00;217,80;5,83;0,00;0,00;
0,00;0,00;218,12;5,74;0,00;0,00;
0,00;0,00;218,44;5,78;0,00;0,00;
0,00;0,00;218,76;5,60;0,00;0,00;
0,00;0,00;219,08;5,56;0,00;0,00;
0,00;0,00;219,39;7,08;0,00;0,00;
0,00;0,00;219,69;12,17;0,00;0,00;
0,00;0,00;220,01;16,08;0,00;0,00;
0,00;0,00;220,33;19,74;0,00;0,00;
0,00;0,00;220,66;20,39;0,00;0,00;
0,00;0,00;220,99;20,04;0,00;0,00;
0,00;0,00;221,32;19,22;0,00;0,00;
0,00;0,00;221,65;16,65;0,00;0,00;
0,00;0,00;221,96;16,95;0,00;0,00;
0,00;0,00;222,28;17,30;0,00;0,00;
0,00;0,00;222,60;17,57;0,00;0,00;
0,00;0,00;222,91;17,61;0,00;0,00;
0,00;0,00;223,23;18,26;0,00;0,00;
0,00;0,00;223,56;18,79;0,00;0,00;
0,00;0,00;223,87;19,04;0,00;0,00;
0,00;0,00;224,19;19,57;0,00;0,00;
0,00;0,00;224,51;20,08;0,00;0,00;
0,00;0,00;224,83;20,87;0,00;0,00;
0,00;0,00;225,15;21,65;0,00;0,00;
0,00;0,00;225,47;22,44;0,00;0,00;
0,00;0,00;225,79;23,26;0,00;0,00;
0,00;0,00;226,11;23,92;0,00;0,00;
0,00;0,00;226,43;24,78;0,00;0,00;
0,00;0,00;226,75;25,35;0,00;0,00;
0,00;0,00;227,07;25,87;0,00;0,00;
0,00;0,00;227,39;26,78;0,00;0,00;
0,00;0,00;227,71;27,17;0,00;0,00;
0,00;0,00;228,03;27,74;0,00;0,00;
0,00;0,00;228,35;27,91;0,00;0,00;
0,00;0,00;228,35;27,48;0,00;0,00;
0,00;0,00;228,35;27,44;0,00;0,00;
0,00;0,00;228,35;27,48;0,00;0,00;
0,00;0,00;228,35;27,44;0,00;0,00;
0,00;0,00;228,35;27,48;0,00;0,00;
