69925;03.08.21 10:05:45;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force < min. force (9);20210802091038P0004;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,06;0,20;0,00;0,00;
0,00;0,00;0,61;0,16;0,00;0,00;
0,00;0,00;1,64;0,13;0,00;0,00;
0,00;0,00;3,17;0,15;0,00;0,00;
0,00;0,00;5,21;0,15;0,00;0,00;
0,00;0,00;7,77;0,18;0,00;0,00;
0,00;0,00;10,84;0,09;0,00;0,00;
0,00;0,00;13,95;0,09;0,00;0,00;
0,00;0,00;17,13;0,18;0,00;0,00;
0,00;0,00;20,35;0,06;0,00;0,00;
0,00;0,00;23,55;0,13;0,00;0,00;
0,00;0,00;26,75;0,11;0,00;0,00;
0,00;0,00;29,95;0,11;0,00;0,00;
0,00;0,00;33,15;0,11;0,00;0,00;
0,00;0,00;36,35;0,11;0,00;0,00;
0,00;0,00;39,54;0,11;0,00;0,00;
0,00;0,00;42,75;0,13;0,00;0,00;
0,00;0,00;45,95;0,11;0,00;0,00;
0,00;0,00;49,15;0,11;0,00;0,00;
0,00;0,00;52,35;0,11;0,00;0,00;
0,00;0,00;55,55;0,09;0,00;0,00;
0,00;0,00;58,75;0,11;0,00;0,00;
0,00;0,00;61,95;0,06;0,00;0,00;
0,00;0,00;65,15;0,09;0,00;0,00;
0,00;0,00;68,35;0,09;0,00;0,00;
0,00;0,00;71,55;0,11;0,00;0,00;
0,00;0,00;74,75;0,11;0,00;0,00;
0,00;0,00;77,95;0,09;0,00;0,00;
0,00;0,00;81,15;0,11;0,00;0,00;
0,00;0,00;84,35;0,11;0,00;0,00;
0,00;0,00;87,55;0,09;0,00;0,00;
0,00;0,00;90,75;0,09;0,00;0,00;
0,00;0,00;93,95;0,06;0,00;0,00;
0,00;0,00;97,15;0,11;0,00;0,00;
0,00;0,00;100,35;0,09;0,00;0,00;
0,00;0,00;103,54;0,11;0,00;0,00;
0,00;0,00;106,75;0,09;0,00;0,00;
0,00;0,00;109,95;0,11;0,00;0,00;
0,00;0,00;113,15;0,09;0,00;0,00;
0,00;0,00;116,35;0,11;0,00;0,00;
0,00;0,00;119,55;0,11;0,00;0,00;
0,00;0,00;122,75;0,11;0,00;0,00;
0,00;0,00;125,95;0,09;0,00;0,00;
0,00;0,00;129,15;0,13;0,00;0,00;
0,00;0,00;132,35;0,09;0,00;0,00;
0,00;0,00;135,55;0,13;0,00;0,00;
0,00;0,00;138,75;0,13;0,00;0,00;
0,00;0,00;141,95;0,09;0,00;0,00;
0,00;0,00;145,08;-0,05;0,00;0,00;
0,00;0,00;147,71;0,06;0,00;0,00;
0,00;0,00;149,92;0,04;0,00;0,00;
0,00;0,00;151,65;0,04;0,00;0,00;
0,00;0,00;152,87;-0,00;0,00;0,00;
0,00;0,00;153,59;-0,07;0,00;0,00;
0,00;0,00;153,83;-0,03;0,00;0,00;
0,00;0,00;154,03;-0,00;0,00;0,00;
0,00;0,00;154,13;0,04;0,00;0,00;
0,00;0,00;154,26;0,02;0,00;0,00;
0,00;0,00;154,39;0,04;0,00;0,00;
0,00;0,00;154,52;0,02;0,00;0,00;
0,00;0,00;155,03;0,02;0,00;0,00;
0,00;0,00;155,16;0,02;0,00;0,00;
0,00;0,00;155,29;0,04;0,00;0,00;
0,00;0,00;155,42;0,02;0,00;0,00;
0,00;0,00;155,55;0,02;0,00;0,00;
0,00;0,00;155,67;0,02;0,00;0,00;
0,00;0,00;155,80;0,02;0,00;0,00;
0,00;0,00;155,93;0,02;0,00;0,00;
0,00;0,00;156,06;0,02;0,00;0,00;
0,00;0,00;156,31;0,04;0,00;0,00;
0,00;0,00;156,70;0,04;0,00;0,00;
0,00;0,00;156,83;0,02;0,00;0,00;
0,00;0,00;156,95;0,02;0,00;0,00;
0,00;0,00;157,08;0,02;0,00;0,00;
0,00;0,00;157,21;0,04;0,00;0,00;
0,00;0,00;157,59;0,04;0,00;0,00;
0,00;0,00;157,85;0,02;0,00;0,00;
0,00;0,00;157,98;0,02;0,00;0,00;
0,00;0,00;158,11;0,02;0,00;0,00;
0,00;0,00;158,23;0,04;0,00;0,00;
0,00;0,00;158,36;0,02;0,00;0,00;
0,00;0,00;158,49;0,04;0,00;0,00;
0,00;0,00;158,75;0,04;0,00;0,00;
0,00;0,00;158,87;0,06;0,00;0,00;
0,00;0,00;159,00;0,02;0,00;0,00;
0,00;0,00;159,13;0,02;0,00;0,00;
0,00;0,00;159,26;0,02;0,00;0,00;
0,00;0,00;159,39;0,02;0,00;0,00;
0,00;0,00;159,64;0,02;0,00;0,00;
0,00;0,00;159,77;0,04;0,00;0,00;
0,00;0,00;159,90;0,02;0,00;0,00;
0,00;0,00;160,03;0,02;0,00;0,00;
0,00;0,00;160,15;0,04;0,00;0,00;
0,00;0,00;160,28;0,02;0,00;0,00;
0,00;0,00;160,41;0,02;0,00;0,00;
0,00;0,00;160,79;0,02;0,00;0,00;
0,00;0,00;160,89;-0,00;0,00;0,00;
0,00;0,00;160,90;0,04;0,00;0,00;
0,00;0,00;160,85;-0,12;0,00;0,00;
0,00;0,00;160,30;-0,12;0,00;0,00;
0,00;0,00;159,42;0,11;0,00;0,00;
