25588;06.08.21 10:12:23;10;Repair_strategy;start interrupted (14);20210802091038P0003;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;1,12;0,04;0,00;0,00;
0,00;0,00;4,20;-0,01;0,00;0,00;
0,00;0,00;8,82;0,04;0,00;0,00;
0,00;0,00;13,62;0,04;0,00;0,00;
0,00;0,00;28,02;-0,01;0,00;0,00;
0,00;0,00;32,82;0,04;0,00;0,00;
0,00;0,00;42,42;0,04;0,00;0,00;
0,00;0,00;47,22;0,04;0,00;0,00;
0,00;0,00;52,02;0,04;0,00;0,00;
0,00;0,00;61,62;-0,01;0,00;0,00;
0,00;0,00;85,62;-0,04;0,00;0,00;
0,00;0,00;90,42;0,04;0,00;0,00;
0,00;0,00;95,22;-0,04;0,00;0,00;
0,00;0,00;100,02;0,04;0,00;0,00;
0,00;0,00;114,42;0,04;0,00;0,00;
0,00;0,00;119,22;-0,04;0,00;0,00;
0,00;0,00;124,02;0,04;0,00;0,00;
0,00;0,00;128,82;-0,01;0,00;0,00;
0,00;0,00;133,62;0,04;0,00;0,00;
0,00;0,00;148,02;-0,04;0,00;0,00;
0,00;0,00;152,82;0,04;0,00;0,00;
0,00;0,00;162,42;0,04;0,00;0,00;
0,00;0,00;172,02;-0,01;0,00;0,00;
0,00;0,00;186,42;0,04;0,00;0,00;
0,00;0,00;196,02;0,04;0,00;0,00;
0,00;0,00;200,82;0,04;0,00;0,00;
0,00;0,00;210,42;0,04;0,00;0,00;
0,00;0,00;215,22;0,04;0,00;0,00;
0,00;0,00;220,02;0,04;0,00;0,00;
0,00;0,00;224,82;0,04;0,00;0,00;
0,00;0,00;229,62;0,04;0,00;0,00;
0,00;0,00;234,42;0,12;0,00;0,00;
0,00;0,00;239,22;0,04;0,00;0,00;
0,00;0,00;244,02;0,04;0,00;0,00;
0,00;0,00;248,82;0,08;0,00;0,00;
0,00;0,00;253,62;0,04;0,00;0,00;
0,00;0,00;263,22;0,04;0,00;0,00;
0,00;0,00;268,02;0,04;0,00;0,00;
0,00;0,00;274,81;-0,04;0,00;0,00;
0,00;0,00;275,37;0,08;0,00;0,00;
0,00;0,00;275,66;0,08;0,00;0,00;
0,00;0,00;275,98;0,04;0,00;0,00;
0,00;0,00;276,62;0,04;0,00;0,00;
0,00;0,00;277,26;0,08;0,00;0,00;
0,00;0,00;277,58;0,04;0,00;0,00;
0,00;0,00;278,86;0,04;0,00;0,00;
0,00;0,00;280,46;0,08;0,00;0,00;
0,00;0,00;281,10;0,04;0,00;0,00;
0,00;0,00;281,74;0,04;0,00;0,00;
0,00;0,00;282,06;0,08;0,00;0,00;
0,00;0,00;282,38;0,04;0,00;0,00;
0,00;0,00;282,70;0,12;0,00;0,00;
0,00;0,00;283,02;0,17;0,00;0,00;
0,00;0,00;283,34;0,26;0,00;0,00;
0,00;0,00;283,66;0,35;0,00;0,00;
0,00;0,00;283,98;0,43;0,00;0,00;
0,00;0,00;284,30;0,52;0,00;0,00;
0,00;0,00;284,62;0,60;0,00;0,00;
0,00;0,00;284,94;0,56;0,00;0,00;
0,00;0,00;285,26;0,83;0,00;0,00;
0,00;0,00;285,57;2,21;0,00;0,00;
0,00;0,00;285,90;1,95;0,00;0,00;
0,00;0,00;286,22;1,82;0,00;0,00;
0,00;0,00;286,54;1,73;0,00;0,00;
0,00;0,00;286,86;1,73;0,00;0,00;
0,00;0,00;287,18;1,57;0,00;0,00;
0,00;0,00;287,50;1,52;0,00;0,00;
0,00;0,00;287,82;1,17;0,00;0,00;
0,00;0,00;288,14;1,04;0,00;0,00;
0,00;0,00;288,46;1,43;0,00;0,00;
0,00;0,00;288,75;7,43;0,00;0,00;
0,00;0,00;289,03;19,78;0,00;0,00;
0,00;0,00;289,04;20,91;0,00;0,00;
0,00;0,00;289,05;21,78;0,00;0,00;
0,00;0,00;289,06;22,26;0,00;0,00;
0,00;0,00;289,07;22,48;0,00;0,00;
0,00;0,00;289,07;22,70;0,00;0,00;
0,00;0,00;289,08;22,79;0,00;0,00;
