25608;06.08.21 17:25:31;21;Avvicinamento Pressata Finale;force > max. force (8);20210802091038P0003;
0,00;0,00;156,04;0,04;0,00;0,00;
0,00;0,00;156,36;0,04;0,00;0,00;
0,00;0,00;156,68;0,08;0,00;0,00;
0,00;0,00;157,00;0,04;0,00;0,00;
0,00;0,00;157,32;0,08;0,00;0,00;
0,00;0,00;157,64;0,08;0,00;0,00;
0,00;0,00;157,96;0,04;0,00;0,00;
0,00;0,00;158,60;0,08;0,00;0,00;
0,00;0,00;158,92;0,12;0,00;0,00;
0,00;0,00;159,24;0,12;0,00;0,00;
0,00;0,00;159,88;0,08;0,00;0,00;
0,00;0,00;160,20;0,04;0,00;0,00;
0,00;0,00;160,52;0,12;0,00;0,00;
0,00;0,00;160,84;0,12;0,00;0,00;
0,00;0,00;161,16;0,04;0,00;0,00;
0,00;0,00;161,48;0,12;0,00;0,00;
0,00;0,00;161,80;0,04;0,00;0,00;
0,00;0,00;162,12;0,12;0,00;0,00;
0,00;0,00;162,44;0,08;0,00;0,00;
0,00;0,00;162,76;0,04;0,00;0,00;
0,00;0,00;163,08;0,08;0,00;0,00;
0,00;0,00;163,40;0,08;0,00;0,00;
0,00;0,00;163,72;0,08;0,00;0,00;
0,00;0,00;164,04;0,08;0,00;0,00;
0,00;0,00;164,36;0,08;0,00;0,00;
0,00;0,00;164,68;0,08;0,00;0,00;
0,00;0,00;165,00;0,12;0,00;0,00;
0,00;0,00;165,32;0,08;0,00;0,00;
0,00;0,00;165,96;0,08;0,00;0,00;
0,00;0,00;166,28;0,04;0,00;0,00;
0,00;0,00;166,60;0,04;0,00;0,00;
0,00;0,00;166,92;0,04;0,00;0,00;
0,00;0,00;167,24;0,12;0,00;0,00;
0,00;0,00;167,88;0,04;0,00;0,00;
0,00;0,00;168,20;0,08;0,00;0,00;
0,00;0,00;168,84;0,08;0,00;0,00;
0,00;0,00;169,16;0,04;0,00;0,00;
0,00;0,00;169,48;0,04;0,00;0,00;
0,00;0,00;169,80;0,04;0,00;0,00;
0,00;0,00;170,12;0,08;0,00;0,00;
0,00;0,00;170,44;0,04;0,00;0,00;
0,00;0,00;170,76;0,04;0,00;0,00;
0,00;0,00;171,08;0,12;0,00;0,00;
0,00;0,00;171,40;0,04;0,00;0,00;
0,00;0,00;171,72;0,12;0,00;0,00;
0,00;0,00;172,04;0,08;0,00;0,00;
0,00;0,00;172,68;0,12;0,00;0,00;
0,00;0,00;173,00;0,17;0,00;0,00;
0,00;0,00;173,32;0,04;0,00;0,00;
0,00;0,00;173,64;0,08;0,00;0,00;
0,00;0,00;173,96;0,08;0,00;0,00;
0,00;0,00;174,60;0,08;0,00;0,00;
0,00;0,00;174,92;0,12;0,00;0,00;
0,00;0,00;175,24;0,04;0,00;0,00;
0,00;0,00;175,56;0,08;0,00;0,00;
0,00;0,00;175,88;0,04;0,00;0,00;
0,00;0,00;176,20;0,04;0,00;0,00;
0,00;0,00;176,52;0,12;0,00;0,00;
0,00;0,00;177,16;0,04;0,00;0,00;
0,00;0,00;177,48;0,04;0,00;0,00;
0,00;0,00;177,80;0,08;0,00;0,00;
0,00;0,00;178,12;0,08;0,00;0,00;
0,00;0,00;178,44;0,08;0,00;0,00;
0,00;0,00;178,76;0,08;0,00;0,00;
0,00;0,00;179,08;0,04;0,00;0,00;
0,00;0,00;179,40;0,04;0,00;0,00;
0,00;0,00;179,72;0,08;0,00;0,00;
0,00;0,00;180,04;0,08;0,00;0,00;
0,00;0,00;180,36;0,08;0,00;0,00;
0,00;0,00;180,68;0,08;0,00;0,00;
0,00;0,00;181,00;0,12;0,00;0,00;
0,00;0,00;181,32;0,12;0,00;0,00;
0,00;0,00;181,64;0,04;0,00;0,00;
0,00;0,00;181,96;0,08;0,00;0,00;
0,00;0,00;182,28;0,04;0,00;0,00;
0,00;0,00;182,60;0,08;0,00;0,00;
0,00;0,00;182,92;0,12;0,00;0,00;
0,00;0,00;183,24;0,04;0,00;0,00;
0,00;0,00;183,56;0,04;0,00;0,00;
0,00;0,00;183,88;0,08;0,00;0,00;
0,00;0,00;184,20;0,04;0,00;0,00;
0,00;0,00;184,52;0,08;0,00;0,00;
0,00;0,00;184,84;0,04;0,00;0,00;
0,00;0,00;185,16;0,08;0,00;0,00;
0,00;0,00;185,48;0,12;0,00;0,00;
0,00;0,00;185,80;0,08;0,00;0,00;
0,00;0,00;186,12;0,08;0,00;0,00;
0,00;0,00;186,44;0,04;0,00;0,00;
0,00;0,00;187,08;0,04;0,00;0,00;
0,00;0,00;187,40;0,04;0,00;0,00;
0,00;0,00;188,04;0,08;0,00;0,00;
0,00;0,00;188,36;0,04;0,00;0,00;
0,00;0,00;188,68;0,04;0,00;0,00;
0,00;0,00;189,00;0,04;0,00;0,00;
0,00;0,00;189,32;0,04;0,00;0,00;
0,00;0,00;189,64;0,08;0,00;0,00;
0,00;0,00;189,96;0,08;0,00;0,00;
0,00;0,00;190,28;0,04;0,00;0,00;
0,00;0,00;190,60;0,04;0,00;0,00;
0,00;0,00;190,92;0,12;0,00;0,00;
0,00;0,00;191,56;0,04;0,00;0,00;
0,00;0,00;191,88;0,04;0,00;0,00;
0,00;0,00;192,20;0,04;0,00;0,00;
0,00;0,00;192,52;0,12;0,00;0,00;
0,00;0,00;192,84;0,04;0,00;0,00;
0,00;0,00;193,16;0,08;0,00;0,00;
0,00;0,00;193,48;0,08;0,00;0,00;
0,00;0,00;193,80;0,08;0,00;0,00;
0,00;0,00;194,12;0,04;0,00;0,00;
0,00;0,00;194,44;0,08;0,00;0,00;
0,00;0,00;194,76;0,08;0,00;0,00;
0,00;0,00;195,08;0,08;0,00;0,00;
0,00;0,00;195,40;0,04;0,00;0,00;
0,00;0,00;195,72;0,08;0,00;0,00;
0,00;0,00;196,68;0,08;0,00;0,00;
0,00;0,00;197,00;0,04;0,00;0,00;
0,00;0,00;197,64;0,04;0,00;0,00;
0,00;0,00;197,96;0,04;0,00;0,00;
0,00;0,00;198,28;0,04;0,00;0,00;
0,00;0,00;198,60;0,08;0,00;0,00;
0,00;0,00;198,92;0,04;0,00;0,00;
0,00;0,00;199,24;0,08;0,00;0,00;
0,00;0,00;199,56;0,04;0,00;0,00;
0,00;0,00;199,88;0,08;0,00;0,00;
0,00;0,00;200,20;0,08;0,00;0,00;
0,00;0,00;200,52;0,04;0,00;0,00;
0,00;0,00;200,84;0,04;0,00;0,00;
0,00;0,00;201,48;0,08;0,00;0,00;
0,00;0,00;201,80;0,08;0,00;0,00;
0,00;0,00;202,12;0,12;0,00;0,00;
0,00;0,00;202,44;0,08;0,00;0,00;
0,00;0,00;202,76;0,08;0,00;0,00;
0,00;0,00;203,08;0,08;0,00;0,00;
0,00;0,00;203,40;0,08;0,00;0,00;
0,00;0,00;203,72;0,04;0,00;0,00;
0,00;0,00;204,04;0,08;0,00;0,00;
0,00;0,00;204,36;0,12;0,00;0,00;
0,00;0,00;204,68;0,04;0,00;0,00;
0,00;0,00;205,00;0,04;0,00;0,00;
0,00;0,00;205,32;0,12;0,00;0,00;
0,00;0,00;205,96;0,12;0,00;0,00;
0,00;0,00;206,28;0,04;0,00;0,00;
0,00;0,00;206,60;0,04;0,00;0,00;
0,00;0,00;206,92;0,04;0,00;0,00;
0,00;0,00;207,24;0,04;0,00;0,00;
0,00;0,00;207,88;0,12;0,00;0,00;
0,00;0,00;208,20;0,08;0,00;0,00;
0,00;0,00;208,52;0,04;0,00;0,00;
0,00;0,00;208,84;0,04;0,00;0,00;
0,00;0,00;209,48;0,08;0,00;0,00;
0,00;0,00;209,80;0,12;0,00;0,00;
0,00;0,00;210,12;0,04;0,00;0,00;
0,00;0,00;210,44;0,08;0,00;0,00;
0,00;0,00;210,76;0,08;0,00;0,00;
0,00;0,00;211,08;0,08;0,00;0,00;
0,00;0,00;211,40;0,04;0,00;0,00;
0,00;0,00;211,72;0,08;0,00;0,00;
0,00;0,00;212,04;0,08;0,00;0,00;
0,00;0,00;212,36;0,04;0,00;0,00;
0,00;0,00;213,00;0,04;0,00;0,00;
0,00;0,00;213,32;0,08;0,00;0,00;
0,00;0,00;213,64;0,08;0,00;0,00;
0,00;0,00;213,96;0,04;0,00;0,00;
0,00;0,00;214,28;0,08;0,00;0,00;
0,00;0,00;214,92;0,04;0,00;0,00;
0,00;0,00;215,24;0,12;0,00;0,00;
0,00;0,00;215,56;0,04;0,00;0,00;
0,00;0,00;215,88;0,04;0,00;0,00;
0,00;0,00;216,20;0,08;0,00;0,00;
0,00;0,00;216,84;0,08;0,00;0,00;
0,00;0,00;217,16;0,04;0,00;0,00;
0,00;0,00;217,48;0,08;0,00;0,00;
0,00;0,00;217,80;0,12;0,00;0,00;
0,00;0,00;218,12;0,04;0,00;0,00;
0,00;0,00;218,44;0,04;0,00;0,00;
0,00;0,00;218,76;0,04;0,00;0,00;
0,00;0,00;219,08;0,08;0,00;0,00;
0,00;0,00;219,40;0,04;0,00;0,00;
0,00;0,00;219,72;0,12;0,00;0,00;
0,00;0,00;220,68;0,04;0,00;0,00;
0,00;0,00;221,00;0,04;0,00;0,00;
0,00;0,00;221,32;0,04;0,00;0,00;
0,00;0,00;221,64;0,08;0,00;0,00;
0,00;0,00;221,96;0,04;0,00;0,00;
0,00;0,00;222,28;0,04;0,00;0,00;
0,00;0,00;222,60;0,08;0,00;0,00;
0,00;0,00;222,92;0,04;0,00;0,00;
0,00;0,00;223,24;0,08;0,00;0,00;
0,00;0,00;223,56;0,04;0,00;0,00;
0,00;0,00;223,88;0,04;0,00;0,00;
0,00;0,00;224,20;0,12;0,00;0,00;
0,00;0,00;224,52;0,04;0,00;0,00;
0,00;0,00;224,84;0,12;0,00;0,00;
0,00;0,00;225,16;0,12;0,00;0,00;
0,00;0,00;225,48;0,08;0,00;0,00;
0,00;0,00;225,80;0,08;0,00;0,00;
0,00;0,00;226,12;0,04;0,00;0,00;
0,00;0,00;226,44;0,04;0,00;0,00;
0,00;0,00;226,76;0,12;0,00;0,00;
0,00;0,00;227,08;0,17;0,00;0,00;
0,00;0,00;227,40;0,35;0,00;0,00;
0,00;0,00;227,72;0,52;0,00;0,00;
0,00;0,00;228,03;0,95;0,00;0,00;
0,00;0,00;228,34;5,99;0,00;0,00;
0,00;0,00;228,63;15,34;0,00;0,00;
0,00;0,00;228,86;22,65;0,00;0,00;
0,00;0,00;228,88;23,21;0,00;0,00;
0,00;0,00;228,90;23,61;0,00;0,00;
0,00;0,00;228,91;23,83;0,00;0,00;
0,00;0,00;228,91;23,83;0,00;0,00;
0,00;0,00;228,92;23,83;0,00;0,00;
0,00;0,00;228,92;23,83;0,00;0,00;
