25584;06.08.21 10:05:08;21;Avvicinamento Pressata Finale;force < min. force (9);20210802091038P0003;
0,00;0,00;185,94;0,08;0,00;0,00;
0,00;0,00;186,26;0,08;0,00;0,00;
0,00;0,00;186,58;0,12;0,00;0,00;
0,00;0,00;186,90;0,04;0,00;0,00;
0,00;0,00;187,22;0,12;0,00;0,00;
0,00;0,00;187,54;0,08;0,00;0,00;
0,00;0,00;187,86;0,04;0,00;0,00;
0,00;0,00;188,18;0,12;0,00;0,00;
0,00;0,00;188,50;0,08;0,00;0,00;
0,00;0,00;188,82;0,17;0,00;0,00;
0,00;0,00;189,14;0,04;0,00;0,00;
0,00;0,00;189,46;0,12;0,00;0,00;
0,00;0,00;189,78;0,12;0,00;0,00;
0,00;0,00;190,10;0,17;0,00;0,00;
0,00;0,00;190,42;0,12;0,00;0,00;
0,00;0,00;190,74;0,17;0,00;0,00;
0,00;0,00;191,06;0,08;0,00;0,00;
0,00;0,00;191,38;0,08;0,00;0,00;
0,00;0,00;191,70;0,04;0,00;0,00;
0,00;0,00;192,02;0,04;0,00;0,00;
0,00;0,00;192,34;0,12;0,00;0,00;
0,00;0,00;192,66;0,12;0,00;0,00;
0,00;0,00;192,98;0,12;0,00;0,00;
0,00;0,00;193,30;0,08;0,00;0,00;
0,00;0,00;193,62;0,04;0,00;0,00;
0,00;0,00;193,94;0,08;0,00;0,00;
0,00;0,00;194,26;0,12;0,00;0,00;
0,00;0,00;194,58;0,12;0,00;0,00;
0,00;0,00;194,90;0,12;0,00;0,00;
0,00;0,00;195,22;0,08;0,00;0,00;
0,00;0,00;195,54;0,12;0,00;0,00;
0,00;0,00;195,86;0,08;0,00;0,00;
0,00;0,00;196,18;0,12;0,00;0,00;
0,00;0,00;196,50;0,12;0,00;0,00;
0,00;0,00;196,82;0,08;0,00;0,00;
0,00;0,00;197,14;0,12;0,00;0,00;
0,00;0,00;197,46;0,12;0,00;0,00;
0,00;0,00;197,78;0,08;0,00;0,00;
0,00;0,00;198,10;0,04;0,00;0,00;
0,00;0,00;198,42;0,21;0,00;0,00;
0,00;0,00;198,74;0,08;0,00;0,00;
0,00;0,00;199,06;0,04;0,00;0,00;
0,00;0,00;199,38;0,08;0,00;0,00;
0,00;0,00;199,70;0,04;0,00;0,00;
0,00;0,00;200,02;0,08;0,00;0,00;
0,00;0,00;200,34;0,08;0,00;0,00;
0,00;0,00;200,66;0,17;0,00;0,00;
0,00;0,00;200,98;0,12;0,00;0,00;
0,00;0,00;201,30;0,17;0,00;0,00;
0,00;0,00;201,62;0,08;0,00;0,00;
0,00;0,00;201,94;0,12;0,00;0,00;
0,00;0,00;202,26;0,12;0,00;0,00;
0,00;0,00;202,58;0,12;0,00;0,00;
0,00;0,00;202,90;0,04;0,00;0,00;
0,00;0,00;203,22;0,08;0,00;0,00;
0,00;0,00;203,54;0,04;0,00;0,00;
0,00;0,00;203,86;0,12;0,00;0,00;
0,00;0,00;204,18;0,08;0,00;0,00;
0,00;0,00;204,50;0,08;0,00;0,00;
0,00;0,00;204,82;0,08;0,00;0,00;
0,00;0,00;205,14;0,04;0,00;0,00;
0,00;0,00;205,46;0,12;0,00;0,00;
0,00;0,00;205,78;0,08;0,00;0,00;
0,00;0,00;206,10;0,04;0,00;0,00;
0,00;0,00;206,42;0,12;0,00;0,00;
0,00;0,00;206,74;0,12;0,00;0,00;
0,00;0,00;207,06;0,08;0,00;0,00;
0,00;0,00;207,38;0,08;0,00;0,00;
0,00;0,00;207,70;0,12;0,00;0,00;
0,00;0,00;208,02;0,17;0,00;0,00;
0,00;0,00;208,34;0,12;0,00;0,00;
0,00;0,00;208,66;0,12;0,00;0,00;
0,00;0,00;208,98;0,17;0,00;0,00;
0,00;0,00;209,30;0,04;0,00;0,00;
0,00;0,00;209,62;0,04;0,00;0,00;
0,00;0,00;209,94;0,08;0,00;0,00;
0,00;0,00;210,26;0,12;0,00;0,00;
0,00;0,00;210,58;0,08;0,00;0,00;
0,00;0,00;210,90;0,04;0,00;0,00;
0,00;0,00;211,22;0,08;0,00;0,00;
0,00;0,00;211,54;0,17;0,00;0,00;
0,00;0,00;211,86;0,04;0,00;0,00;
0,00;0,00;212,18;0,08;0,00;0,00;
0,00;0,00;212,50;0,12;0,00;0,00;
0,00;0,00;212,82;0,08;0,00;0,00;
0,00;0,00;213,14;0,12;0,00;0,00;
0,00;0,00;213,46;0,12;0,00;0,00;
0,00;0,00;213,78;0,04;0,00;0,00;
0,00;0,00;214,10;0,04;0,00;0,00;
0,00;0,00;214,42;0,04;0,00;0,00;
0,00;0,00;214,74;0,08;0,00;0,00;
0,00;0,00;215,06;0,04;0,00;0,00;
0,00;0,00;215,38;0,12;0,00;0,00;
0,00;0,00;215,70;0,04;0,00;0,00;
0,00;0,00;216,02;0,08;0,00;0,00;
0,00;0,00;216,34;0,04;0,00;0,00;
0,00;0,00;216,66;0,08;0,00;0,00;
0,00;0,00;216,98;0,04;0,00;0,00;
0,00;0,00;217,30;0,12;0,00;0,00;
0,00;0,00;217,62;0,08;0,00;0,00;
0,00;0,00;217,94;0,08;0,00;0,00;
0,00;0,00;218,26;0,12;0,00;0,00;
0,00;0,00;218,58;0,08;0,00;0,00;
0,00;0,00;218,90;0,08;0,00;0,00;
0,00;0,00;219,22;0,12;0,00;0,00;
0,00;0,00;219,54;0,08;0,00;0,00;
0,00;0,00;219,86;0,08;0,00;0,00;
0,00;0,00;220,18;0,04;0,00;0,00;
0,00;0,00;220,50;0,17;0,00;0,00;
0,00;0,00;220,82;0,08;0,00;0,00;
0,00;0,00;221,14;0,08;0,00;0,00;
0,00;0,00;221,46;0,08;0,00;0,00;
0,00;0,00;221,78;0,04;0,00;0,00;
0,00;0,00;222,10;0,08;0,00;0,00;
0,00;0,00;222,42;0,12;0,00;0,00;
0,00;0,00;222,74;0,08;0,00;0,00;
0,00;0,00;223,06;0,08;0,00;0,00;
0,00;0,00;223,38;0,08;0,00;0,00;
0,00;0,00;223,70;0,08;0,00;0,00;
0,00;0,00;224,02;0,12;0,00;0,00;
0,00;0,00;224,34;0,12;0,00;0,00;
0,00;0,00;224,66;0,21;0,00;0,00;
0,00;0,00;224,98;0,12;0,00;0,00;
0,00;0,00;225,30;0,08;0,00;0,00;
0,00;0,00;225,62;0,12;0,00;0,00;
0,00;0,00;225,94;0,08;0,00;0,00;
0,00;0,00;226,26;0,04;0,00;0,00;
0,00;0,00;226,58;0,04;0,00;0,00;
0,00;0,00;226,90;0,08;0,00;0,00;
0,00;0,00;227,22;0,08;0,00;0,00;
0,00;0,00;227,54;0,12;0,00;0,00;
0,00;0,00;227,86;0,12;0,00;0,00;
0,00;0,00;228,18;0,12;0,00;0,00;
0,00;0,00;228,50;0,12;0,00;0,00;
0,00;0,00;228,82;0,04;0,00;0,00;
0,00;0,00;229,14;0,04;0,00;0,00;
0,00;0,00;229,46;0,08;0,00;0,00;
0,00;0,00;229,78;0,12;0,00;0,00;
0,00;0,00;230,10;0,08;0,00;0,00;
0,00;0,00;230,42;0,04;0,00;0,00;
0,00;0,00;230,74;0,04;0,00;0,00;
0,00;0,00;231,06;0,08;0,00;0,00;
0,00;0,00;231,38;0,08;0,00;0,00;
0,00;0,00;231,70;0,08;0,00;0,00;
0,00;0,00;232,02;0,12;0,00;0,00;
0,00;0,00;232,34;0,08;0,00;0,00;
0,00;0,00;232,66;0,04;0,00;0,00;
0,00;0,00;232,98;0,04;0,00;0,00;
0,00;0,00;233,30;0,08;0,00;0,00;
0,00;0,00;233,62;0,08;0,00;0,00;
0,00;0,00;233,94;0,04;0,00;0,00;
0,00;0,00;234,26;0,08;0,00;0,00;
0,00;0,00;234,58;0,12;0,00;0,00;
0,00;0,00;234,90;0,08;0,00;0,00;
0,00;0,00;235,22;0,04;0,00;0,00;
0,00;0,00;235,54;0,08;0,00;0,00;
0,00;0,00;235,86;0,08;0,00;0,00;
0,00;0,00;236,18;0,12;0,00;0,00;
0,00;0,00;236,50;0,17;0,00;0,00;
0,00;0,00;236,82;0,08;0,00;0,00;
0,00;0,00;237,14;0,04;0,00;0,00;
0,00;0,00;237,46;0,12;0,00;0,00;
0,00;0,00;237,78;0,08;0,00;0,00;
0,00;0,00;238,10;0,08;0,00;0,00;
0,00;0,00;238,42;0,12;0,00;0,00;
0,00;0,00;238,74;0,08;0,00;0,00;
0,00;0,00;239,06;0,12;0,00;0,00;
0,00;0,00;239,38;0,04;0,00;0,00;
0,00;0,00;239,70;0,12;0,00;0,00;
0,00;0,00;240,02;0,12;0,00;0,00;
0,00;0,00;240,34;0,08;0,00;0,00;
0,00;0,00;240,66;0,17;0,00;0,00;
0,00;0,00;240,98;0,08;0,00;0,00;
0,00;0,00;241,30;0,12;0,00;0,00;
0,00;0,00;241,62;0,04;0,00;0,00;
0,00;0,00;241,94;0,08;0,00;0,00;
0,00;0,00;242,26;0,08;0,00;0,00;
0,00;0,00;242,58;0,12;0,00;0,00;
0,00;0,00;242,90;0,08;0,00;0,00;
0,00;0,00;243,22;0,12;0,00;0,00;
0,00;0,00;243,54;0,17;0,00;0,00;
0,00;0,00;243,86;0,08;0,00;0,00;
0,00;0,00;244,18;0,08;0,00;0,00;
0,00;0,00;244,50;0,12;0,00;0,00;
0,00;0,00;244,82;0,12;0,00;0,00;
0,00;0,00;245,14;0,17;0,00;0,00;
0,00;0,00;245,46;0,04;0,00;0,00;
0,00;0,00;245,78;0,12;0,00;0,00;
0,00;0,00;246,10;0,08;0,00;0,00;
0,00;0,00;246,42;0,17;0,00;0,00;
0,00;0,00;246,74;0,04;0,00;0,00;
0,00;0,00;247,06;0,04;0,00;0,00;
0,00;0,00;247,38;0,12;0,00;0,00;
0,00;0,00;247,70;0,12;0,00;0,00;
0,00;0,00;248,02;0,12;0,00;0,00;
0,00;0,00;248,34;0,08;0,00;0,00;
0,00;0,00;248,66;0,21;0,00;0,00;
0,00;0,00;248,98;0,21;0,00;0,00;
0,00;0,00;249,30;0,21;0,00;0,00;
0,00;0,00;249,62;0,26;0,00;0,00;
0,00;0,00;249,94;0,39;0,00;0,00;
0,00;0,00;250,26;0,39;0,00;0,00;
0,00;0,00;250,58;0,39;0,00;0,00;
0,00;0,00;250,90;0,56;0,00;0,00;
0,00;0,00;251,22;0,56;0,00;0,00;
0,00;0,00;251,54;0,74;0,00;0,00;
0,00;0,00;251,86;0,83;0,00;0,00;
0,00;0,00;252,18;0,92;0,00;0,00;
0,00;0,00;252,50;0,95;0,00;0,00;
0,00;0,00;252,82;1,09;0,00;0,00;
0,00;0,00;253,14;1,26;0,00;0,00;
0,00;0,00;253,45;1,95;0,00;0,00;
0,00;0,00;253,77;2,52;0,00;0,00;
0,00;0,00;254,10;1,87;0,00;0,00;
0,00;0,00;254,42;1,91;0,00;0,00;
0,00;0,00;254,73;2,35;0,00;0,00;
0,00;0,00;255,06;2,56;0,00;0,00;
0,00;0,00;255,38;2,74;0,00;0,00;
0,00;0,00;255,70;2,86;0,00;0,00;
0,00;0,00;256,02;3,00;0,00;0,00;
0,00;0,00;256,34;3,18;0,00;0,00;
0,00;0,00;256,66;3,30;0,00;0,00;
0,00;0,00;256,98;3,52;0,00;0,00;
0,00;0,00;257,30;3,69;0,00;0,00;
0,00;0,00;257,62;3,78;0,00;0,00;
0,00;0,00;257,94;3,87;0,00;0,00;
0,00;0,00;258,26;3,87;0,00;0,00;
0,00;0,00;258,58;4,00;0,00;0,00;
0,00;0,00;258,90;4,05;0,00;0,00;
0,00;0,00;259,22;4,22;0,00;0,00;
0,00;0,00;259,54;4,26;0,00;0,00;
0,00;0,00;259,86;4,39;0,00;0,00;
0,00;0,00;260,18;4,39;0,00;0,00;
0,00;0,00;260,50;4,47;0,00;0,00;
0,00;0,00;260,82;5,03;0,00;0,00;
0,00;0,00;261,13;5,65;0,00;0,00;
0,00;0,00;261,45;5,91;0,00;0,00;
0,00;0,00;261,78;6,13;0,00;0,00;
0,00;0,00;262,10;6,22;0,00;0,00;
0,00;0,00;262,42;6,22;0,00;0,00;
0,00;0,00;262,74;6,13;0,00;0,00;
0,00;0,00;263,06;6,04;0,00;0,00;
0,00;0,00;263,38;6,25;0,00;0,00;
0,00;0,00;263,70;6,17;0,00;0,00;
0,00;0,00;264,02;6,17;0,00;0,00;
0,00;0,00;264,34;6,31;0,00;0,00;
0,00;0,00;264,66;6,26;0,00;0,00;
0,00;0,00;264,98;6,34;0,00;0,00;
0,00;0,00;265,30;5,91;0,00;0,00;
0,00;0,00;265,62;6,17;0,00;0,00;
0,00;0,00;265,94;5,78;0,00;0,00;
0,00;0,00;266,26;5,91;0,00;0,00;
0,00;0,00;266,58;5,65;0,00;0,00;
0,00;0,00;266,90;5,51;0,00;0,00;
0,00;0,00;267,22;5,60;0,00;0,00;
0,00;0,00;267,54;5,17;0,00;0,00;
0,00;0,00;267,86;5,03;0,00;0,00;
0,00;0,00;268,18;4,91;0,00;0,00;
0,00;0,00;268,50;4,61;0,00;0,00;
0,00;0,00;268,82;4,47;0,00;0,00;
0,00;0,00;269,14;4,43;0,00;0,00;
0,00;0,00;269,46;4,39;0,00;0,00;
0,00;0,00;269,78;4,35;0,00;0,00;
0,00;0,00;270,10;4,26;0,00;0,00;
0,00;0,00;270,42;4,22;0,00;0,00;
0,00;0,00;270,74;4,13;0,00;0,00;
0,00;0,00;271,06;4,05;0,00;0,00;
0,00;0,00;271,38;3,96;0,00;0,00;
0,00;0,00;271,70;3,87;0,00;0,00;
0,00;0,00;272,02;3,78;0,00;0,00;
0,00;0,00;272,34;3,65;0,00;0,00;
0,00;0,00;272,66;3,39;0,00;0,00;
0,00;0,00;272,98;2,78;0,00;0,00;
0,00;0,00;273,30;2,48;0,00;0,00;
0,00;0,00;273,62;2,48;0,00;0,00;
0,00;0,00;273,94;2,47;0,00;0,00;
0,00;0,00;274,26;2,39;0,00;0,00;
0,00;0,00;274,58;2,35;0,00;0,00;
0,00;0,00;274,90;2,35;0,00;0,00;
0,00;0,00;275,22;2,30;0,00;0,00;
0,00;0,00;275,54;2,30;0,00;0,00;
0,00;0,00;275,86;2,26;0,00;0,00;
0,00;0,00;276,18;2,21;0,00;0,00;
0,00;0,00;276,50;2,21;0,00;0,00;
0,00;0,00;276,82;2,26;0,00;0,00;
0,00;0,00;277,14;2,13;0,00;0,00;
0,00;0,00;277,46;1,95;0,00;0,00;
0,00;0,00;277,77;2,39;0,00;0,00;
0,00;0,00;278,10;2,35;0,00;0,00;
0,00;0,00;278,42;2,30;0,00;0,00;
0,00;0,00;278,61;2,08;0,00;0,00;
0,00;0,00;278,60;1,78;0,00;0,00;
0,00;0,00;278,60;1,78;0,00;0,00;
0,00;0,00;278,60;1,82;0,00;0,00;
0,00;0,00;278,60;1,82;0,00;0,00;
0,00;0,00;278,60;1,82;0,00;0,00;
0,00;0,00;278,60;1,87;0,00;0,00;
