69931;03.08.21 10:26:52;22;Avvicinamento pre-pressata pressata Fuori Ingombro;wrong softlimit spindle data (74);20210802091038P0004;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,00;-0,09;0,00;0,00;
0,00;0,00;0,05;0,22;0,00;0,00;
0,00;0,00;0,61;0,13;0,00;0,00;
0,00;0,00;1,64;0,16;0,00;0,00;
0,00;0,00;3,17;0,13;0,00;0,00;
0,00;0,00;5,21;0,18;0,00;0,00;
0,00;0,00;7,78;0,20;0,00;0,00;
0,00;0,00;10,84;0,09;0,00;0,00;
0,00;0,00;13,95;0,11;0,00;0,00;
0,00;0,00;17,13;0,13;0,00;0,00;
0,00;0,00;20,34;0,11;0,00;0,00;
0,00;0,00;23,54;0,13;0,00;0,00;
0,00;0,00;26,74;0,11;0,00;0,00;
0,00;0,00;29,94;0,11;0,00;0,00;
0,00;0,00;33,14;0,11;0,00;0,00;
0,00;0,00;36,34;0,11;0,00;0,00;
0,00;0,00;39,54;0,13;0,00;0,00;
0,00;0,00;42,74;0,11;0,00;0,00;
0,00;0,00;45,94;0,11;0,00;0,00;
0,00;0,00;49,14;0,18;0,00;0,00;
0,00;0,00;52,34;0,09;0,00;0,00;
0,00;0,00;55,54;0,11;0,00;0,00;
0,00;0,00;58,74;0,11;0,00;0,00;
0,00;0,00;61,94;0,04;0,00;0,00;
0,00;0,00;65,14;0,09;0,00;0,00;
0,00;0,00;68,34;0,06;0,00;0,00;
0,00;0,00;71,54;0,09;0,00;0,00;
0,00;0,00;74,74;0,09;0,00;0,00;
0,00;0,00;77,94;0,06;0,00;0,00;
0,00;0,00;81,14;0,11;0,00;0,00;
0,00;0,00;84,34;0,06;0,00;0,00;
0,00;0,00;87,54;0,09;0,00;0,00;
0,00;0,00;90,74;0,13;0,00;0,00;
0,00;0,00;93,94;0,09;0,00;0,00;
0,00;0,00;97,14;0,09;0,00;0,00;
0,00;0,00;100,34;0,06;0,00;0,00;
0,00;0,00;103,54;0,11;0,00;0,00;
0,00;0,00;106,74;0,09;0,00;0,00;
0,00;0,00;109,94;0,09;0,00;0,00;
0,00;0,00;113,14;0,09;0,00;0,00;
0,00;0,00;116,34;0,11;0,00;0,00;
0,00;0,00;119,54;0,09;0,00;0,00;
0,00;0,00;122,74;0,11;0,00;0,00;
0,00;0,00;125,94;0,09;0,00;0,00;
0,00;0,00;129,14;0,11;0,00;0,00;
0,00;0,00;132,34;0,09;0,00;0,00;
0,00;0,00;135,54;0,11;0,00;0,00;
0,00;0,00;138,74;0,11;0,00;0,00;
0,00;0,00;141,94;0,04;0,00;0,00;
0,00;0,00;145,07;-0,07;0,00;0,00;
0,00;0,00;147,71;0,02;0,00;0,00;
0,00;0,00;149,92;0,04;0,00;0,00;
0,00;0,00;151,64;-0,00;0,00;0,00;
0,00;0,00;152,86;-0,02;0,00;0,00;
0,00;0,00;153,59;-0,05;0,00;0,00;
0,00;0,00;153,83;0,02;0,00;0,00;
0,00;0,00;154,03;-0,00;0,00;0,00;
0,00;0,00;154,13;0,02;0,00;0,00;
0,00;0,00;154,26;0,04;0,00;0,00;
0,00;0,00;154,39;0,06;0,00;0,00;
0,00;0,00;154,52;0,04;0,00;0,00;
0,00;0,00;154,91;0,02;0,00;0,00;
0,00;0,00;155,03;0,02;0,00;0,00;
0,00;0,00;155,16;0,04;0,00;0,00;
0,00;0,00;155,29;0,02;0,00;0,00;
0,00;0,00;155,80;0,02;0,00;0,00;
0,00;0,00;156,06;0,02;0,00;0,00;
0,00;0,00;156,19;0,02;0,00;0,00;
0,00;0,00;156,31;0,02;0,00;0,00;
0,00;0,00;156,44;0,04;0,00;0,00;
0,00;0,00;156,95;0,02;0,00;0,00;
0,00;0,00;157,08;0,02;0,00;0,00;
0,00;0,00;157,34;0,02;0,00;0,00;
0,00;0,00;157,59;0,04;0,00;0,00;
0,00;0,00;157,85;0,02;0,00;0,00;
0,00;0,00;157,98;0,04;0,00;0,00;
0,00;0,00;158,11;0,02;0,00;0,00;
0,00;0,00;158,36;0,02;0,00;0,00;
0,00;0,00;158,49;0,02;0,00;0,00;
0,00;0,00;158,62;0,04;0,00;0,00;
0,00;0,00;159,51;0,02;0,00;0,00;
0,00;0,00;160,15;0,04;0,00;0,00;
0,00;0,00;160,28;0,02;0,00;0,00;
0,00;0,00;160,67;0,04;0,00;0,00;
0,00;0,00;160,79;0,20;0,00;0,00;
0,00;0,00;160,89;0,20;0,00;0,00;
0,00;0,00;160,90;0,20;0,00;0,00;
0,00;0,00;160,84;0,04;0,00;0,00;
0,00;0,00;160,30;-0,12;0,00;0,00;
0,00;0,00;159,43;0,11;0,00;0,00;
0,00;0,00;159,07;-0,05;0,00;0,00;
0,00;0,00;158,97;-0,07;0,00;0,00;
0,00;0,00;158,91;-0,07;0,00;0,00;
0,00;0,00;158,90;-0,02;0,00;0,00;
0,00;0,00;158,91;0,06;0,00;0,00;
0,00;0,00;159,03;0,02;0,00;0,00;
0,00;0,00;159,41;0,02;0,00;0,00;
0,00;0,00;159,54;0,02;0,00;0,00;
0,00;0,00;159,67;0,04;0,00;0,00;
0,00;0,00;159,80;0,06;0,00;0,00;
0,00;0,00;159,93;0,02;0,00;0,00;
0,00;0,00;160,06;0,02;0,00;0,00;
0,00;0,00;160,19;0,04;0,00;0,00;
0,00;0,00;160,45;0,06;0,00;0,00;
0,00;0,00;160,58;0,04;0,00;0,00;
0,00;0,00;160,70;0,04;0,00;0,00;
0,00;0,00;160,83;0,06;0,00;0,00;
0,00;0,00;160,96;0,27;0,00;0,00;
0,00;0,00;161,09;0,22;0,00;0,00;
0,00;0,00;161,22;0,38;0,00;0,00;
0,00;0,00;161,34;0,56;0,00;0,00;
0,00;0,00;161,47;0,79;0,00;0,00;
0,00;0,00;161,60;0,97;0,00;0,00;
0,00;0,00;161,72;1,08;0,00;0,00;
0,00;0,00;161,85;1,24;0,00;0,00;
0,00;0,00;161,98;1,36;0,00;0,00;
0,00;0,00;162,11;1,44;0,00;0,00;
0,00;0,00;162,24;1,54;0,00;0,00;
0,00;0,00;162,37;1,65;0,00;0,00;
0,00;0,00;162,49;1,76;0,00;0,00;
0,00;0,00;162,62;1,85;0,00;0,00;
0,00;0,00;162,75;1,97;0,00;0,00;
0,00;0,00;162,88;2,03;0,00;0,00;
0,00;0,00;163,01;2,15;0,00;0,00;
0,00;0,00;163,13;2,24;0,00;0,00;
0,00;0,00;163,26;2,35;0,00;0,00;
0,00;0,00;163,39;2,42;0,00;0,00;
0,00;0,00;163,52;2,48;0,00;0,00;
0,00;0,00;163,65;2,58;0,00;0,00;
0,00;0,00;163,77;2,69;0,00;0,00;
0,00;0,00;163,90;2,80;0,00;0,00;
0,00;0,00;164,03;2,89;0,00;0,00;
0,00;0,00;164,16;2,98;0,00;0,00;
0,00;0,00;164,29;3,07;0,00;0,00;
0,00;0,00;164,41;3,17;0,00;0,00;
0,00;0,00;164,54;3,25;0,00;0,00;
0,00;0,00;164,67;3,32;0,00;0,00;
0,00;0,00;164,80;3,43;0,00;0,00;
0,00;0,00;164,93;3,53;0,00;0,00;
0,00;0,00;165,05;3,61;0,00;0,00;
0,00;0,00;165,18;3,68;0,00;0,00;
0,00;0,00;165,31;3,80;0,00;0,00;
0,00;0,00;165,44;3,86;0,00;0,00;
0,00;0,00;165,57;3,96;0,00;0,00;
0,00;0,00;165,69;4,04;0,00;0,00;
0,00;0,00;165,82;4,16;0,00;0,00;
0,00;0,00;165,95;4,25;0,00;0,00;
0,00;0,00;166,08;4,34;0,00;0,00;
0,00;0,00;166,21;4,43;0,00;0,00;
0,00;0,00;166,33;4,52;0,00;0,00;
