15154;03.09.21 10:55:00;21;Avvicinamento Pressata Fuori Ingombro;force > max. force (8);20210901154923P0028;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;39,90;0,05;0,00;0,00;
0,00;0,00;40,16;0,21;0,00;0,00;
0,00;0,00;40,95;0,16;0,00;0,00;
0,00;0,00;42,22;0,11;0,00;0,00;
0,00;0,00;44,01;0,14;0,00;0,00;
0,00;0,00;46,31;0,23;0,00;0,00;
0,00;0,00;49,13;0,18;0,00;0,00;
0,00;0,00;52,30;0,05;0,00;0,00;
0,00;0,00;55,41;0,07;0,00;0,00;
0,00;0,00;58,65;0,09;0,00;0,00;
0,00;0,00;61,84;0,09;0,00;0,00;
0,00;0,00;65,05;0,13;0,00;0,00;
0,00;0,00;68,25;0,09;0,00;0,00;
0,00;0,00;71,45;0,07;0,00;0,00;
0,00;0,00;74,65;0,14;0,00;0,00;
0,00;0,00;77,85;0,09;0,00;0,00;
0,00;0,00;81,05;0,14;0,00;0,00;
0,00;0,00;84,25;0,11;0,00;0,00;
0,00;0,00;87,45;0,07;0,00;0,00;
0,00;0,00;90,65;0,11;0,00;0,00;
0,00;0,00;93,85;0,09;0,00;0,00;
0,00;0,00;97,05;0,14;0,00;0,00;
0,00;0,00;100,25;0,16;0,00;0,00;
0,00;0,00;103,45;0,09;0,00;0,00;
0,00;0,00;106,65;0,11;0,00;0,00;
0,00;0,00;109,85;0,09;0,00;0,00;
0,00;0,00;113,05;0,16;0,00;0,00;
0,00;0,00;116,25;0,11;0,00;0,00;
0,00;0,00;119,45;0,07;0,00;0,00;
0,00;0,00;122,65;0,11;0,00;0,00;
0,00;0,00;125,85;0,09;0,00;0,00;
0,00;0,00;129,05;0,14;0,00;0,00;
0,00;0,00;132,25;0,14;0,00;0,00;
0,00;0,00;135,45;0,07;0,00;0,00;
0,00;0,00;138,65;0,14;0,00;0,00;
0,00;0,00;141,85;0,07;0,00;0,00;
0,00;0,00;145,05;0,16;0,00;0,00;
0,00;0,00;148,25;0,14;0,00;0,00;
0,00;0,00;151,45;0,07;0,00;0,00;
0,00;0,00;154,53;-0,07;0,00;0,00;
0,00;0,00;157,11;0,09;0,00;0,00;
0,00;0,00;159,25;0,02;0,00;0,00;
0,00;0,00;160,90;0,02;0,00;0,00;
0,00;0,00;162,04;0,02;0,00;0,00;
0,00;0,00;162,68;0,09;0,00;0,00;
0,00;0,00;162,85;0,23;0,00;0,00;
0,00;0,00;162,92;0,25;0,00;0,00;
0,00;0,00;162,92;0,23;0,00;0,00;
0,00;0,00;163,01;1,56;0,00;0,00;
0,00;0,00;163,12;5,13;0,00;0,00;
0,00;0,00;163,24;9,58;0,00;0,00;
0,00;0,00;163,32;11,50;0,00;0,00;
0,00;0,00;163,35;12,11;0,00;0,00;
0,00;0,00;163,36;12,29;0,00;0,00;
0,00;0,00;163,37;12,34;0,00;0,00;
0,00;0,00;163,38;12,29;0,00;0,00;
0,00;0,00;163,39;12,25;0,00;0,00;
0,00;0,00;163,40;12,16;0,00;0,00;
0,00;0,00;163,41;12,09;0,00;0,00;
0,00;0,00;163,41;11,97;0,00;0,00;
0,00;0,00;163,42;11,89;0,00;0,00;
0,00;0,00;163,42;11,80;0,00;0,00;
0,00;0,00;163,42;11,77;0,00;0,00;
0,00;0,00;163,42;11,70;0,00;0,00;
0,00;0,00;163,42;11,63;0,00;0,00;
