46659;20.04.21 13:50:18;10;Repair_strategy;force > max. force (8);20210420121431P0050;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;2,18;0,22;0,00;0,00;
0,00;0,00;2,97;0,16;0,00;0,00;
0,00;0,00;4,24;0,13;0,00;0,00;
0,00;0,00;6,03;0,13;0,00;0,00;
0,00;0,00;8,33;0,18;0,00;0,00;
0,00;0,00;11,15;0,18;0,00;0,00;
0,00;0,00;14,31;0,04;0,00;0,00;
0,00;0,00;17,42;0,09;0,00;0,00;
0,00;0,00;20,64;0,13;0,00;0,00;
0,00;0,00;23,85;0,09;0,00;0,00;
0,00;0,00;27,05;0,13;0,00;0,00;
0,00;0,00;30,25;0,13;0,00;0,00;
0,00;0,00;33,45;0,09;0,00;0,00;
0,00;0,00;36,65;0,09;0,00;0,00;
0,00;0,00;39,85;0,06;0,00;0,00;
0,00;0,00;43,05;0,09;0,00;0,00;
0,00;0,00;46,25;0,11;0,00;0,00;
0,00;0,00;49,45;0,06;0,00;0,00;
0,00;0,00;52,65;0,13;0,00;0,00;
0,00;0,00;55,85;0,09;0,00;0,00;
0,00;0,00;59,05;0,06;0,00;0,00;
0,00;0,00;62,25;0,09;0,00;0,00;
0,00;0,00;65,45;0,06;0,00;0,00;
0,00;0,00;68,65;0,11;0,00;0,00;
0,00;0,00;71,85;0,09;0,00;0,00;
0,00;0,00;75,05;0,04;0,00;0,00;
0,00;0,00;78,25;0,06;0,00;0,00;
0,00;0,00;81,45;0,09;0,00;0,00;
0,00;0,00;84,65;0,13;0,00;0,00;
0,00;0,00;87,85;0,06;0,00;0,00;
0,00;0,00;91,05;0,09;0,00;0,00;
0,00;0,00;94,25;0,09;0,00;0,00;
0,00;0,00;97,45;0,04;0,00;0,00;
0,00;0,00;100,65;0,13;0,00;0,00;
0,00;0,00;103,85;0,11;0,00;0,00;
0,00;0,00;107,05;0,06;0,00;0,00;
0,00;0,00;110,25;0,11;0,00;0,00;
0,00;0,00;113,45;0,09;0,00;0,00;
0,00;0,00;116,65;0,13;0,00;0,00;
0,00;0,00;119,85;0,06;0,00;0,00;
0,00;0,00;123,05;0,06;0,00;0,00;
0,00;0,00;126,25;0,09;0,00;0,00;
0,00;0,00;129,45;0,06;0,00;0,00;
0,00;0,00;132,65;0,11;0,00;0,00;
0,00;0,00;135,85;0,06;0,00;0,00;
0,00;0,00;139,05;0,09;0,00;0,00;
0,00;0,00;142,25;0,06;0,00;0,00;
0,00;0,00;145,45;0,06;0,00;0,00;
0,00;0,00;148,65;0,11;0,00;0,00;
0,00;0,00;151,47;-0,00;0,00;0,00;
0,00;0,00;155,72;-0,00;0,00;0,00;
0,00;0,00;157,11;-0,02;0,00;0,00;
0,00;0,00;157,99;-0,02;0,00;0,00;
0,00;0,00;158,36;-0,05;0,00;0,00;
0,00;0,00;158,44;0,02;0,00;0,00;
0,00;0,00;158,47;0,09;0,00;0,00;
0,00;0,00;158,63;-0,02;0,00;0,00;
0,00;0,00;159,10;0,02;0,00;0,00;
0,00;0,00;159,26;0,04;0,00;0,00;
0,00;0,00;159,42;0,02;0,00;0,00;
0,00;0,00;159,58;0,02;0,00;0,00;
0,00;0,00;160,06;0,02;0,00;0,00;
0,00;0,00;160,22;0,24;0,00;0,00;
0,00;0,00;160,38;0,29;0,00;0,00;
0,00;0,00;160,54;1,26;0,00;0,00;
0,00;0,00;160,68;3,39;0,00;0,00;
0,00;0,00;160,82;6,33;0,00;0,00;
0,00;0,00;160,95;10,06;0,00;0,00;
0,00;0,00;161,08;14,38;0,00;0,00;
0,00;0,00;161,21;19,01;0,00;0,00;
0,00;0,00;161,32;23,45;0,00;0,00;
0,00;0,00;161,34;24,08;0,00;0,00;
0,00;0,00;161,36;24,80;0,00;0,00;
0,00;0,00;161,38;25,46;0,00;0,00;
0,00;0,00;161,39;26,07;0,00;0,00;
0,00;0,00;161,40;26,45;0,00;0,00;
0,00;0,00;161,41;26,72;0,00;0,00;
0,00;0,00;161,42;27,08;0,00;0,00;
0,00;0,00;161,43;27,44;0,00;0,00;
0,00;0,00;161,44;27,72;0,00;0,00;
0,00;0,00;161,44;27,87;0,00;0,00;
0,00;0,00;161,45;28,01;0,00;0,00;
0,00;0,00;161,45;28,15;0,00;0,00;
0,00;0,00;161,46;28,31;0,00;0,00;
