19374;18.05.21 13:49:01;21;Avvicinamento Pressata Finale;position > max position (10);20210518105948P0008;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;30,22;0,04;0,00;0,00;
0,00;0,00;33,30;0,04;0,00;0,00;
0,00;0,00;37,92;-0,04;0,00;0,00;
0,00;0,00;42,72;-0,04;0,00;0,00;
0,00;0,00;52,32;-0,13;0,00;0,00;
0,00;0,00;61,92;-0,04;0,00;0,00;
0,00;0,00;66,72;-0,09;0,00;0,00;
0,00;0,00;71,52;-0,04;0,00;0,00;
0,00;0,00;85,92;-0,09;0,00;0,00;
0,00;0,00;95,52;-0,09;0,00;0,00;
0,00;0,00;100,32;-0,04;0,00;0,00;
0,00;0,00;105,12;-0,04;0,00;0,00;
0,00;0,00;119,52;-0,09;0,00;0,00;
0,00;0,00;124,32;-0,09;0,00;0,00;
0,00;0,00;129,12;-0,04;0,00;0,00;
0,00;0,00;133,92;-0,09;0,00;0,00;
0,00;0,00;138,72;-0,04;0,00;0,00;
0,00;0,00;148,32;-0,04;0,00;0,00;
0,00;0,00;153,12;-0,09;0,00;0,00;
0,00;0,00;157,92;-0,04;0,00;0,00;
0,00;0,00;162,72;-0,09;0,00;0,00;
0,00;0,00;167,52;-0,04;0,00;0,00;
0,00;0,00;172,32;-0,13;0,00;0,00;
0,00;0,00;177,12;-0,13;0,00;0,00;
0,00;0,00;186,72;-0,04;0,00;0,00;
0,00;0,00;191,52;-0,09;0,00;0,00;
0,00;0,00;196,32;-0,04;0,00;0,00;
0,00;0,00;201,12;-0,04;0,00;0,00;
0,00;0,00;205,92;-0,04;0,00;0,00;
0,00;0,00;215,52;-0,04;0,00;0,00;
0,00;0,00;220,32;-0,09;0,00;0,00;
0,00;0,00;229,92;-0,09;0,00;0,00;
0,00;0,00;234,72;-0,04;0,00;0,00;
0,00;0,00;239,52;-0,04;0,00;0,00;
0,00;0,00;258,72;0,04;0,00;0,00;
0,00;0,00;268,32;0,04;0,00;0,00;
0,00;0,00;277,92;0,04;0,00;0,00;
0,00;0,00;287,52;-0,04;0,00;0,00;
0,00;0,00;292,32;-0,04;0,00;0,00;
0,00;0,00;297,12;-0,04;0,00;0,00;
0,00;0,00;301,92;-0,04;0,00;0,00;
0,00;0,00;306,41;-0,13;0,00;0,00;
0,00;0,00;309,15;-0,09;0,00;0,00;
0,00;0,00;309,94;-0,04;0,00;0,00;
0,00;0,00;315,32;0,04;0,00;0,00;
0,00;0,00;315,64;0,04;0,00;0,00;
0,00;0,00;316,92;0,21;0,00;0,00;
0,00;0,00;317,23;1,01;0,00;0,00;
0,00;0,00;317,56;1,05;0,00;0,00;
0,00;0,00;317,88;1,22;0,00;0,00;
0,00;0,00;318,20;1,35;0,00;0,00;
0,00;0,00;318,52;1,40;0,00;0,00;
0,00;0,00;318,84;1,48;0,00;0,00;
0,00;0,00;319,16;1,57;0,00;0,00;
0,00;0,00;319,48;1,65;0,00;0,00;
0,00;0,00;319,80;1,70;0,00;0,00;
0,00;0,00;320,12;1,91;0,00;0,00;
0,00;0,00;320,44;2,00;0,00;0,00;
0,00;0,00;320,76;2,09;0,00;0,00;
0,00;0,00;321,08;2,09;0,00;0,00;
0,00;0,00;321,40;2,13;0,00;0,00;
0,00;0,00;321,72;2,39;0,00;0,00;
0,00;0,00;322,04;2,39;0,00;0,00;
0,00;0,00;322,36;2,39;0,00;0,00;
0,00;0,00;322,68;2,48;0,00;0,00;
0,00;0,00;323,00;2,61;0,00;0,00;
0,00;0,00;323,32;2,70;0,00;0,00;
0,00;0,00;323,64;2,70;0,00;0,00;
0,00;0,00;323,96;2,70;0,00;0,00;
0,00;0,00;324,28;2,83;0,00;0,00;
0,00;0,00;324,60;2,87;0,00;0,00;
0,00;0,00;324,92;2,87;0,00;0,00;
0,00;0,00;325,24;2,95;0,00;0,00;
0,00;0,00;325,56;3,09;0,00;0,00;
0,00;0,00;325,88;3,22;0,00;0,00;
0,00;0,00;326,20;3,13;0,00;0,00;
0,00;0,00;326,51;3,66;0,00;0,00;
0,00;0,00;326,84;3,96;0,00;0,00;
0,00;0,00;327,16;4,09;0,00;0,00;
0,00;0,00;327,48;4,05;0,00;0,00;
0,00;0,00;327,80;3,87;0,00;0,00;
0,00;0,00;328,12;3,91;0,00;0,00;
0,00;0,00;328,44;3,79;0,00;0,00;
0,00;0,00;328,76;3,91;0,00;0,00;
0,00;0,00;329,07;4,87;0,00;0,00;
0,00;0,00;329,40;4,05;0,00;0,00;
0,00;0,00;329,72;4,05;0,00;0,00;
0,00;0,00;330,04;4,05;0,00;0,00;
0,00;0,00;330,36;4,05;0,00;0,00;
0,00;0,00;330,68;4,14;0,00;0,00;
0,00;0,00;331,00;4,22;0,00;0,00;
0,00;0,00;331,32;4,30;0,00;0,00;
0,00;0,00;331,59;12,96;0,00;0,00;
0,00;0,00;331,59;13,23;0,00;0,00;
0,00;0,00;331,60;13,57;0,00;0,00;
0,00;0,00;331,61;13,92;0,00;0,00;
0,00;0,00;331,61;14,13;0,00;0,00;
0,00;0,00;331,62;14,27;0,00;0,00;
0,00;0,00;331,62;14,44;0,00;0,00;
0,00;0,00;331,62;14,44;0,00;0,00;
0,00;0,00;331,62;14,44;0,00;0,00;
