42468;27.05.21 10:58:02;21;Avvicinamento Pressata Fuori Ingombro;force < min. force (9);20210519132413P0031;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;74,20;-0,08;0,00;0,00;
0,00;0,00;74,44;0,08;0,00;0,00;
0,00;0,00;75,05;0,08;0,00;0,00;
0,00;0,00;76,01;0,16;0,00;0,00;
0,00;0,00;77,35;-0,08;0,00;0,00;
0,00;0,00;81,21;0,08;0,00;0,00;
0,00;0,00;90,74;0,08;0,00;0,00;
0,00;0,00;105,15;-0,08;0,00;0,00;
0,00;0,00;119,54;-0,08;0,00;0,00;
0,00;0,00;129,15;-0,08;0,00;0,00;
0,00;0,00;133,95;-0,08;0,00;0,00;
0,00;0,00;138,74;-0,08;0,00;0,00;
0,00;0,00;141,15;-0,08;0,00;0,00;
0,00;0,00;153,15;-0,08;0,00;0,00;
0,00;0,00;155,54;-0,08;0,00;0,00;
0,00;0,00;186,43;-0,08;0,00;0,00;
0,00;0,00;188,19;-0,08;0,00;0,00;
0,00;0,00;189,59;-0,16;0,00;0,00;
0,00;0,00;190,59;-0,16;0,00;0,00;
0,00;0,00;191,21;-0,30;0,00;0,00;
0,00;0,00;191,44;-0,08;0,00;0,00;
0,00;0,00;191,51;-0,08;0,00;0,00;
0,00;0,00;191,51;-0,08;0,00;0,00;
0,00;0,00;191,72;-0,08;0,00;0,00;
0,00;0,00;192,03;-0,08;0,00;0,00;
0,00;0,00;192,19;-0,08;0,00;0,00;
0,00;0,00;192,35;-0,08;0,00;0,00;
0,00;0,00;192,51;-0,08;0,00;0,00;
0,00;0,00;192,83;-0,08;0,00;0,00;
0,00;0,00;193,47;-0,08;0,00;0,00;
0,00;0,00;193,63;-0,08;0,00;0,00;
0,00;0,00;200,67;0,08;0,00;0,00;
0,00;0,00;200,83;0,08;0,00;0,00;
0,00;0,00;201,47;0,08;0,00;0,00;
0,00;0,00;201,60;-0,08;0,00;0,00;
