45280;15.04.21 13:41:01;10;Repair_strategy;start interrupted (14);20210413190858P0050;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;43,90;-0,02;0,00;0,00;
0,00;0,00;44,17;0,16;0,00;0,00;
0,00;0,00;44,96;0,09;0,00;0,00;
0,00;0,00;46,23;0,09;0,00;0,00;
0,00;0,00;48,02;0,11;0,00;0,00;
0,00;0,00;50,32;0,16;0,00;0,00;
0,00;0,00;53,14;0,07;0,00;0,00;
0,00;0,00;59,42;0,05;0,00;0,00;
0,00;0,00;62,65;0,05;0,00;0,00;
0,00;0,00;65,85;0,05;0,00;0,00;
0,00;0,00;69,05;0,05;0,00;0,00;
0,00;0,00;72,25;0,02;0,00;0,00;
0,00;0,00;75,45;0,07;0,00;0,00;
0,00;0,00;78,65;0,02;0,00;0,00;
0,00;0,00;91,45;0,05;0,00;0,00;
0,00;0,00;94,65;0,07;0,00;0,00;
0,00;0,00;97,85;0,02;0,00;0,00;
0,00;0,00;101,05;0,05;0,00;0,00;
0,00;0,00;104,25;0,05;0,00;0,00;
0,00;0,00;107,45;0,05;0,00;0,00;
0,00;0,00;110,65;0,07;0,00;0,00;
0,00;0,00;113,85;0,02;0,00;0,00;
0,00;0,00;117,05;0,02;0,00;0,00;
0,00;0,00;120,25;0,07;0,00;0,00;
0,00;0,00;123,45;0,02;0,00;0,00;
0,00;0,00;126,65;0,05;0,00;0,00;
0,00;0,00;129,85;0,02;0,00;0,00;
0,00;0,00;136,25;0,07;0,00;0,00;
0,00;0,00;139,45;0,05;0,00;0,00;
0,00;0,00;142,65;0,05;0,00;0,00;
0,00;0,00;149,05;0,02;0,00;0,00;
0,00;0,00;152,08;-0,09;0,00;0,00;
0,00;0,00;154,59;-0,06;0,00;0,00;
0,00;0,00;156,66;-0,09;0,00;0,00;
0,00;0,00;158,21;-0,09;0,00;0,00;
0,00;0,00;159,26;-0,06;0,00;0,00;
0,00;0,00;159,80;-0,06;0,00;0,00;
0,00;0,00;159,92;-0,02;0,00;0,00;
0,00;0,00;159,97;-0,05;0,00;0,00;
0,00;0,00;159,97;-0,06;0,00;0,00;
0,00;0,00;160,06;-0,06;0,00;0,00;
0,00;0,00;160,52;-0,02;0,00;0,00;
0,00;0,00;160,68;-0,05;0,00;0,00;
0,00;0,00;160,84;-0,05;0,00;0,00;
0,00;0,00;161,00;-0,05;0,00;0,00;
0,00;0,00;161,16;-0,06;0,00;0,00;
0,00;0,00;161,32;-0,02;0,00;0,00;
0,00;0,00;161,48;-0,05;0,00;0,00;
0,00;0,00;161,64;-0,05;0,00;0,00;
0,00;0,00;161,80;-0,05;0,00;0,00;
0,00;0,00;161,96;-0,02;0,00;0,00;
0,00;0,00;162,12;-0,05;0,00;0,00;
0,00;0,00;162,28;-0,02;0,00;0,00;
0,00;0,00;162,44;-0,06;0,00;0,00;
0,00;0,00;162,92;-0,05;0,00;0,00;
0,00;0,00;163,08;-0,06;0,00;0,00;
0,00;0,00;163,24;-0,02;0,00;0,00;
0,00;0,00;163,56;-0,02;0,00;0,00;
0,00;0,00;163,72;-0,02;0,00;0,00;
0,00;0,00;163,88;-0,06;0,00;0,00;
0,00;0,00;164,04;-0,02;0,00;0,00;
0,00;0,00;164,36;-0,05;0,00;0,00;
0,00;0,00;164,52;-0,02;0,00;0,00;
0,00;0,00;164,68;-0,06;0,00;0,00;
0,00;0,00;164,84;-0,05;0,00;0,00;
0,00;0,00;165,00;-0,02;0,00;0,00;
0,00;0,00;165,16;-0,02;0,00;0,00;
0,00;0,00;165,32;-0,02;0,00;0,00;
0,00;0,00;165,64;-0,02;0,00;0,00;
0,00;0,00;165,80;-0,02;0,00;0,00;
0,00;0,00;165,96;-0,05;0,00;0,00;
0,00;0,00;166,12;-0,02;0,00;0,00;
0,00;0,00;166,28;-0,02;0,00;0,00;
0,00;0,00;166,92;-0,02;0,00;0,00;
0,00;0,00;167,08;-0,02;0,00;0,00;
0,00;0,00;167,24;-0,02;0,00;0,00;
0,00;0,00;167,40;-0,02;0,00;0,00;
0,00;0,00;167,56;-0,05;0,00;0,00;
0,00;0,00;167,72;-0,05;0,00;0,00;
0,00;0,00;168,04;-0,02;0,00;0,00;
0,00;0,00;168,20;-0,02;0,00;0,00;
0,00;0,00;168,36;0,02;0,00;0,00;
0,00;0,00;168,68;-0,02;0,00;0,00;
0,00;0,00;169,00;-0,05;0,00;0,00;
0,00;0,00;169,32;-0,05;0,00;0,00;
0,00;0,00;169,48;-0,05;0,00;0,00;
0,00;0,00;169,64;-0,05;0,00;0,00;
0,00;0,00;169,80;-0,02;0,00;0,00;
0,00;0,00;169,96;0,02;0,00;0,00;
0,00;0,00;170,28;0,02;0,00;0,00;
0,00;0,00;170,44;-0,02;0,00;0,00;
0,00;0,00;170,60;-0,02;0,00;0,00;
0,00;0,00;170,76;-0,02;0,00;0,00;
0,00;0,00;171,08;-0,05;0,00;0,00;
0,00;0,00;171,40;-0,05;0,00;0,00;
0,00;0,00;171,56;0,02;0,00;0,00;
0,00;0,00;172,04;0,02;0,00;0,00;
0,00;0,00;172,36;0,02;0,00;0,00;
0,00;0,00;172,52;0,02;0,00;0,00;
0,00;0,00;172,68;0,02;0,00;0,00;
0,00;0,00;172,84;-0,02;0,00;0,00;
0,00;0,00;173,00;-0,02;0,00;0,00;
0,00;0,00;173,16;-0,02;0,00;0,00;
0,00;0,00;173,32;-0,02;0,00;0,00;
0,00;0,00;173,48;-0,02;0,00;0,00;
0,00;0,00;173,64;0,02;0,00;0,00;
0,00;0,00;173,96;0,02;0,00;0,00;
0,00;0,00;174,12;0,02;0,00;0,00;
0,00;0,00;174,28;-0,02;0,00;0,00;
0,00;0,00;174,76;0,20;0,00;0,00;
0,00;0,00;174,92;0,16;0,00;0,00;
0,00;0,00;175,08;0,66;0,00;0,00;
0,00;0,00;175,23;2,51;0,00;0,00;
0,00;0,00;175,36;5,90;0,00;0,00;
0,00;0,00;175,49;9,30;0,00;0,00;
0,00;0,00;175,63;13,03;0,00;0,00;
0,00;0,00;175,77;16,80;0,00;0,00;
0,00;0,00;175,91;19,67;0,00;0,00;
0,00;0,00;176,05;20,65;0,00;0,00;
0,00;0,00;176,08;20,64;0,00;0,00;
0,00;0,00;176,11;20,35;0,00;0,00;
0,00;0,00;176,13;20,10;0,00;0,00;
0,00;0,00;176,14;19,97;0,00;0,00;
0,00;0,00;176,15;19,76;0,00;0,00;
0,00;0,00;176,16;19,54;0,00;0,00;
0,00;0,00;176,16;19,38;0,00;0,00;
0,00;0,00;176,16;19,29;0,00;0,00;
0,00;0,00;176,17;19,15;0,00;0,00;
0,00;0,00;176,17;19,06;0,00;0,00;
0,00;0,00;176,17;18,97;0,00;0,00;
0,00;0,00;176,17;18,93;0,00;0,00;
0,00;0,00;176,17;18,84;0,00;0,00;
